,COX5B (1329)
ACH-000296,-0.312553121749
ACH-000302,-0.7153838917280001
ACH-000304,-0.996328032463
ACH-000307,-0.8274959018060001
ACH-000308,-0.46400484445
ACH-000310,-0.636917895476
ACH-000311,-0.438656562066
ACH-000312,-0.8048430499889999
ACH-000315,-0.7341046846789999
ACH-000316,-0.535747318169
ACH-000317,-1.2503569444
ACH-000318,-0.521362731932
ACH-000319,-0.435281311383
ACH-000320,-0.447037341968
ACH-000322,-0.7769908350020001
ACH-000323,-0.590328406311
ACH-000324,-0.399939859435
ACH-000329,-1.1153451537399999
ACH-000330,-0.718161789349
ACH-000331,-0.486622146615
ACH-000332,-0.39024910159000004
ACH-000334,-1.0123959472700002
ACH-000335,-0.521252845001
ACH-000336,-0.818330584622
ACH-000337,-0.6572429213459999
ACH-000339,-0.657412212287
ACH-000341,-0.524564653913
ACH-000348,-0.780325165638
ACH-000350,-0.7453005267049999
ACH-000352,-0.7152417598980001
ACH-000356,-0.44748004665
ACH-000361,-0.686019625553
ACH-000362,-0.8577471719509999
ACH-000363,-0.8614271091069999
ACH-000364,-0.66343012383
ACH-000365,-0.9297368594329999
ACH-000366,-0.829090509894
ACH-000368,-0.876383745349
ACH-000374,-0.837894132669
ACH-000375,-0.38213932086499997
ACH-000376,-0.9383300336499999
ACH-000381,-0.8049778686
ACH-000383,-0.8328359469300001
ACH-000387,-0.626657165305
ACH-000389,-0.334189206771
ACH-000390,-0.8136293144779999
ACH-000393,-0.566731563128
ACH-000395,-0.32267562548900003
ACH-000397,-0.522267105401
ACH-000401,-0.7560476137309999
ACH-000402,-0.532365997525
ACH-000403,-0.7226698212720001
ACH-000404,-0.8681448029250001
ACH-000406,-0.829923592786
ACH-000407,-0.7169845495389999
ACH-000408,-0.8046740192730001
ACH-000410,-0.653407674131
ACH-000411,-0.296225025733
ACH-000414,-0.590482658359
ACH-000415,-0.731520608581
ACH-000416,-0.599458254173
ACH-000420,-0.6120905767600001
ACH-000421,-0.5060028081369999
ACH-000424,-0.849192427121
ACH-000425,-0.6833719023839999
ACH-000426,-0.36124156966399995
ACH-000427,-0.867701636869
ACH-000433,-0.49559192177199995
ACH-000436,-0.454435829305
ACH-000444,-0.5482468784269999
ACH-000445,-0.7265314046410001
ACH-000448,-0.7107995179600001
ACH-000450,-0.754131608679
ACH-000452,-0.48410614006999997
ACH-000454,-0.903575242359
ACH-000458,-0.7547619075650001
ACH-000459,-1.23367168938
ACH-000460,-0.6004902075249999
ACH-000461,-0.9705517332790001
ACH-000463,-0.444128004488
ACH-000464,-0.5049942330789999
ACH-000466,-0.646480950718
ACH-000467,-1.04698128521
ACH-000468,-0.6949882885079999
ACH-000469,-0.8221549779269999
ACH-000470,-0.46838641894599997
ACH-000471,-0.561889612816
ACH-000472,-0.6519499803509999
ACH-000473,-0.633344353217
ACH-000475,-0.707669507721
ACH-000476,-0.843148044955
ACH-000477,-0.789851097253
ACH-000480,-0.6978836777159999
ACH-000481,-0.806078330057
ACH-000483,-0.601911018514
ACH-000484,-0.396839777912
ACH-000485,-0.7926989224400001
ACH-000486,-0.955292467758
ACH-000487,-0.740809960732
ACH-000488,-1.04921959304
ACH-000490,-0.495689068416
ACH-000491,-1.10601900016
ACH-000495,-0.559205928013
ACH-000496,-0.571372801625
ACH-000499,-0.403821764357
ACH-000500,-1.16654411724
ACH-000502,-0.495995687578
ACH-000503,-0.588572389603
ACH-000505,-0.603983154272
ACH-000507,-0.849780709233
ACH-000510,-0.7782118197779999
ACH-000511,-0.455151603442
ACH-000512,-0.8412665603470001
ACH-000516,-0.517158189826
ACH-000517,-0.661107504262
ACH-000518,-0.541122112228
ACH-000520,-0.30666279128400004
ACH-000521,-0.708225482223
ACH-000522,-0.81633902857
ACH-000524,-0.658747501189
ACH-000527,-0.677013722284
ACH-000528,-1.00420703035
ACH-000537,-0.849945290596
ACH-000541,-0.631935624976
ACH-000542,-0.505231374489
ACH-000544,-0.720863757927
ACH-000545,-0.6915967167589999
ACH-000547,-1.0870904057
ACH-000548,-0.508295081404
ACH-000549,-0.8604870292829999
ACH-000550,-0.7895926273
ACH-000552,-0.827477387474
ACH-000556,-0.931724459086
ACH-000557,-0.8382871536859999
ACH-000570,-0.497033576462
ACH-000571,-0.763228882369
ACH-000573,-0.750656803906
ACH-000576,-0.555773713077
ACH-000580,-0.8668367558050001
ACH-000584,-0.612458275179
ACH-000585,-0.686981418196
ACH-000588,-0.852529266934
ACH-000589,-0.863807209972
ACH-000591,-0.7606245799089999
ACH-000593,-0.687495306036
ACH-000600,-0.740455177468
ACH-000601,-0.754228971496
ACH-000604,-1.34119068431
ACH-000605,-0.882197739876
ACH-000606,-0.689159307237
ACH-000608,-0.6839207930560001
ACH-000614,-1.0174136086499999
ACH-000616,-0.6861935050810001
ACH-000618,-1.09673715245
ACH-000619,-0.760958469976
ACH-000620,-0.789561563877
ACH-000621,-0.733520157224
ACH-000622,-0.8787063919879999
ACH-000623,-0.649446034266
ACH-000624,-0.624945769258
ACH-000627,-0.604040924331
ACH-000630,-0.5652928748789999
ACH-000632,-0.658944344753
ACH-000633,-1.07105984468
ACH-000637,-0.918414794657
ACH-000638,-0.605030813689
ACH-000646,-0.881968274304
ACH-000647,-1.08339515294
ACH-000648,-0.734141541949
ACH-000649,-0.555381593961
ACH-000651,-1.16123685456
ACH-000652,-0.587457325924
ACH-000653,-0.844786133901
ACH-000657,-0.631534031638
ACH-000658,-1.10015806365
ACH-000661,-0.709577402174
ACH-000662,-0.962717834606
ACH-000663,-0.577066855084
ACH-000665,-0.520743951382
ACH-000671,-0.759542405995
ACH-000673,-0.43864762993
ACH-000676,-0.844167808973
ACH-000677,-1.5788334242500002
ACH-000681,-0.501139664521
ACH-000682,-0.730692967315
ACH-000683,-0.813883187937
ACH-000684,-0.554436463182
ACH-000688,-0.5486810285279999
ACH-000693,-0.855980645266
ACH-000694,-0.7936562001019999
ACH-000695,-0.732139447229
ACH-000696,-0.602799197209
ACH-000697,-0.544830055017
ACH-000699,-0.62753817571
ACH-000701,-0.750087897658
ACH-000706,-0.859836180733
ACH-000711,-0.67500314992
ACH-000713,-0.590631490625
ACH-000714,-0.7349644519930001
ACH-000718,-0.592549975349
ACH-000720,-0.643318158833
ACH-000721,-0.6461456704249999
ACH-000724,-1.08013163874
ACH-000725,-0.984774214362
ACH-000732,-0.575871223044
ACH-000734,-0.983073819246
ACH-000735,-0.572979773052
ACH-000736,-0.951355335844
ACH-000738,-1.12570591966
ACH-000746,-0.9877724336299999
ACH-000747,-1.0178602410200002
ACH-000748,-0.448881073183
ACH-000753,-0.702442194195
ACH-000756,-0.349748469196
ACH-000757,-0.748637307914
ACH-000758,-0.788763921085
ACH-000760,-0.655709427961
ACH-000763,-0.876593773204
ACH-000764,-0.763708474621
ACH-000765,-0.918483665872
ACH-000766,-0.504338167899
ACH-000767,-0.9937056216689999
ACH-000768,-0.942904826168
ACH-000769,-0.515982929316
ACH-000770,-0.86775316584
ACH-000771,-0.426621000041
ACH-000773,-0.41037580513800004
ACH-000776,-0.479729124512
ACH-000777,-0.617636461054
ACH-000778,-0.565126138169
ACH-000781,-0.608684399394
ACH-000782,-0.652901130043
ACH-000783,-0.36717772986999997
ACH-000784,-0.876598985262
ACH-000785,-0.601614325074
ACH-000787,-0.66601971832
ACH-000788,-0.463546789903
ACH-000791,-0.561587372083
ACH-000792,-0.506671880857
ACH-000794,-0.472353260098
ACH-000796,-0.820948409596
ACH-000799,-0.513139700707
ACH-000800,-0.657497132802
ACH-000802,-0.570457603856
ACH-000804,-0.966751015593
ACH-000805,-0.594765901708
ACH-000809,-0.6939031093160001
ACH-000810,-0.6439632346459999
ACH-000811,-0.5746784574430001
ACH-000817,-0.902446666329
ACH-000819,-0.624090462194
ACH-000820,-0.701743295182
ACH-000821,-0.6952655893549999
ACH-000822,-0.667185856116
ACH-000823,-0.64361524235
ACH-000824,-0.706368945768
ACH-000827,-0.493965471471
ACH-000829,-0.937348398727
ACH-000831,-0.813593197485
ACH-000832,-0.548225190521
ACH-000833,-0.552795549364
ACH-000834,-1.19617610952
ACH-000835,-0.519393910794
ACH-000836,-0.562248963608
ACH-000837,-0.608493819816
ACH-000838,-1.0607894266700002
ACH-000839,-0.46302686164800005
ACH-000840,-0.481358421576
ACH-000841,-0.397067784403
ACH-000843,-0.897908389654
ACH-000846,-0.8478543480419999
ACH-000847,-0.578035593508
ACH-000848,-0.957821473731
ACH-000849,-0.753195233436
ACH-000851,-0.8958225031370001
ACH-000855,-0.875486351732
ACH-000856,-0.577573254761
ACH-000858,-1.07509284948
ACH-000859,-0.6605833595539999
ACH-000861,-0.5651716884929999
ACH-000862,-1.01687963089
ACH-000865,-0.672530757264
ACH-000866,-0.8921586159780001
ACH-000867,-0.563302622503
ACH-000869,-0.752983681213
ACH-000872,-0.664123411627
ACH-000873,-0.7593340468459999
ACH-000876,-1.25171727
ACH-000878,-0.720726404804
ACH-000880,-0.934999514005
ACH-000881,-0.701215694415
ACH-000882,-0.7969405260920001
ACH-000884,-0.6888272465340001
ACH-000885,-0.828833273112
ACH-000887,-0.7472635449420001
ACH-000888,-0.6357307985639999
ACH-000889,-1.0612965034200001
ACH-000890,-0.62242156951
ACH-000896,-0.7831758834020001
ACH-000898,-0.848675957164
ACH-000900,-0.45133040041699996
ACH-000901,-0.5712012531399999
ACH-000905,-0.665528311422
ACH-000906,-0.8681642435870001
ACH-000907,-0.638247182293
ACH-000910,-1.2585453290200002
ACH-000911,-0.690483061965
ACH-000912,-0.555992839759
ACH-000913,-0.7089753879080001
ACH-000915,-0.8965099399680001
ACH-000916,-0.26744459078099997
ACH-000917,-0.624706634152
ACH-000921,-0.6224672493860001
ACH-000924,-0.754537941272
ACH-000926,-0.586113258699
ACH-000928,-0.606699005038
ACH-000929,-0.65379806578
ACH-000932,-0.78114684459
ACH-000935,-0.95808139966
ACH-000936,-0.905763149253
ACH-000937,-0.932922816086
ACH-000938,-0.723516705475
ACH-000939,-0.8635986328890001
ACH-000941,-0.897999364629
ACH-000943,-0.971702035021
ACH-000946,-0.6897647818100001
ACH-000947,-0.983706682034
ACH-000948,-0.970294020431
ACH-000950,-0.6580418310180001
ACH-000953,-0.623188569602
ACH-000957,-0.729619210738
ACH-000958,-0.53336455782
ACH-000960,-0.694734489244
ACH-000963,-1.12297178422
ACH-000968,-0.891273654178
ACH-000969,-1.18397406138
ACH-000973,-0.751106619301
ACH-000974,-0.907620260233
ACH-000975,-0.739162007528
ACH-000976,-0.49739077943000004
ACH-000978,-1.05162001566
ACH-000980,-0.8076115829080001
ACH-000984,-0.664138098074
ACH-000986,-0.732646048025
ACH-000988,-0.6972943795029999
ACH-000993,-0.317786690888
ACH-000994,-1.08720592922
ACH-000996,-0.521502484766
ACH-001001,-1.1388712181899998
ACH-001020,-0.594558412067
ACH-001028,-0.8056120334199999
ACH-001031,-0.517260698054
ACH-001038,-1.2319970552
ACH-001048,-0.84908415358
ACH-001050,-0.347175630814
ACH-001053,-0.564082560577
ACH-001054,-0.697394789708
ACH-001061,-0.598052092414
ACH-001067,-0.588431775678
ACH-001075,-0.682262418899
ACH-001096,-0.775459249442
ACH-001128,-0.774834980573
ACH-001134,-0.77343242197
ACH-001151,-0.5563125779479999
ACH-001163,-0.735824094002
ACH-001164,-0.714056409942
ACH-001173,-0.8293092858050001
ACH-001183,-0.38903147006800004
ACH-001184,-0.561654018459
ACH-001190,-0.9831937609129999
ACH-001192,-0.7717084454199999
ACH-001193,-0.52300972516
ACH-001196,-0.8473730860340001
ACH-001197,-0.612288196662
ACH-001205,-0.6450415023830001
ACH-001211,-0.812846099003
ACH-001212,-0.493916380022
ACH-001228,-0.807810502148
ACH-001232,-0.517476181734
ACH-001239,-0.983717300563
ACH-001274,-0.722448388525
ACH-001275,-0.841037509934
ACH-001277,-0.537978059478
ACH-001278,-1.00584824901
ACH-001280,-0.6381167774350001
ACH-001283,-0.8747847154539999
ACH-001289,-0.7164907997579999
ACH-001295,-0.346745012597
ACH-001300,-0.814982653601
ACH-001301,-0.484042986522
ACH-001302,-0.544394003114
ACH-001303,-0.21070974832699998
ACH-001306,-0.5187014649849999
ACH-001318,-0.9957960745710001
ACH-001322,-0.932324860722
ACH-001328,-0.672265491823
ACH-001332,-0.454593793495
ACH-001333,-0.792359212148
ACH-001336,-0.7688097092499999
ACH-001340,-0.251534993676
ACH-001346,-0.378265206267
ACH-001353,-0.437208932125
ACH-001354,-0.726655729641
ACH-001367,-0.67611571625
ACH-001368,-0.793994205405
ACH-001374,-0.214797440291
ACH-001375,-0.49393382664700003
ACH-001377,-0.727876274976
ACH-001380,-0.78144618184
ACH-001391,-0.7660768319239999
ACH-001407,-0.66581201244
ACH-001408,-0.46568665080300004
ACH-001413,-0.331615001788
ACH-001430,-1.0269230348799998
ACH-001431,-0.7208917323549999
ACH-001450,-1.06711068108
ACH-001496,-0.855568438434
ACH-001500,-1.00178536593
ACH-001521,-0.894515564254
ACH-001523,-0.810508540874
ACH-001532,-0.528914615286
ACH-001536,-0.483309731358
ACH-001550,-0.9005866522399999
ACH-001552,-0.419746604024
ACH-001554,-0.795067748012
ACH-001645,-0.5853731342899999
ACH-001654,-0.46449024336499994
ACH-001715,-0.749481764022
ACH-001735,-0.738338224811
ACH-001736,-0.748212253823
ACH-001737,-1.0692726747
ACH-001740,-0.557282350831
ACH-001745,-0.465556156404
ACH-001750,-0.740158485178
ACH-001765,-0.478251303274
ACH-001956,-0.347438876263
ACH-001957,-0.509915417315
