,PPIAL4D (645142)
ACH-000452,-0.690835142121
ACH-000454,-0.48688019715899994
ACH-000458,-0.424541919187
ACH-000459,-0.443826573042
ACH-000460,-0.34373706153899997
ACH-000461,-0.643219293895
ACH-000463,-0.427502895588
ACH-000464,-0.392703699792
ACH-000466,-0.391706815004
ACH-000467,-0.45026862752499996
ACH-000468,-0.5842466860109999
ACH-000469,-0.160135004827
ACH-000470,-0.545490376614
ACH-000471,-0.35207269877499997
ACH-000472,-0.257913449119
ACH-000473,-0.32671537721099997
ACH-000475,-0.310441900469
ACH-000476,-0.254494044878
ACH-000477,-0.320120459121
ACH-000480,-0.486648349859
ACH-000481,-0.46834653460500003
ACH-000483,-0.470915436451
ACH-000484,-0.373588867939
ACH-000485,-0.404111316057
ACH-000486,-0.151744456888
ACH-000487,-0.38633401331100004
ACH-000488,-0.369615801087
ACH-000490,-0.44678560250200006
ACH-000491,-0.43291822669200003
ACH-000495,-0.530006901362
ACH-000496,-0.46057904903499997
ACH-000499,-0.180570074077
ACH-000500,-0.0124944769511
ACH-000502,-0.464149932568
ACH-000503,-0.9150142515009999
ACH-000505,-0.532401144113
ACH-000507,-0.602494799177
ACH-000510,-0.5222497383160001
ACH-000511,-0.6476390349360001
ACH-000512,-0.417647311246
ACH-000516,-0.5488744441669999
ACH-000517,-0.45046415573700005
ACH-000518,-0.239910311048
ACH-000520,-0.542201457381
ACH-000521,-0.492683465431
ACH-000522,-0.36333201298699996
ACH-000524,-0.241282987344
ACH-000527,-0.44076432098499996
ACH-000528,-0.291331887382
ACH-000537,-0.31594506022
ACH-000541,-0.7128804666959999
ACH-000542,-0.544051310089
ACH-000544,-0.357552025283
ACH-000545,-0.23092297561900002
ACH-000547,-0.34426749674400003
ACH-000548,-0.36381205089900004
ACH-000549,-0.296123362517
ACH-000550,-0.687271028193
ACH-000552,-0.328830878594
ACH-000556,-0.326062603528
ACH-000557,-0.389216761411
ACH-000570,-0.104742482555
ACH-000571,-0.27843895286200004
ACH-000573,-0.450669463843
ACH-000576,-0.5270048322600001
ACH-000580,-0.61909970833
ACH-000584,-0.301762828857
ACH-000585,-0.0339107826118
ACH-000588,-0.6701750003279999
ACH-000589,-0.342865678495
ACH-000591,-0.286950035948
ACH-000593,-0.687848877852
ACH-000600,-0.35426548209700004
ACH-000601,-0.374310553139
ACH-000604,-0.553287644906
ACH-000605,-0.234189565165
ACH-000606,-0.588892345553
ACH-000608,-0.7220500708509999
ACH-000614,-0.285026521365
ACH-000616,-0.43629027509400004
ACH-000618,-0.47896604257200004
ACH-000619,-0.387412437295
ACH-000620,-0.265573401008
ACH-000621,-0.361387394396
ACH-000622,-0.07288604022839999
ACH-000623,-0.471193992293
ACH-000624,-0.303021547627
ACH-000627,-0.48596169845200005
ACH-000630,-0.45570469473700004
ACH-000632,-0.522176344271
ACH-000633,-0.392362423806
ACH-000637,-0.477821739141
ACH-000638,-0.299877580516
ACH-000646,-0.303150486912
ACH-000647,-0.347006183681
ACH-000648,-0.40138773608499995
ACH-000649,-0.465883716716
ACH-000651,-0.42430035266000005
ACH-000652,-0.445051294838
ACH-000653,-0.754995094752
ACH-000657,-0.279036618887
ACH-000658,-0.7124761358149999
ACH-000661,-0.383366576238
ACH-000662,-0.6933300752060001
ACH-000663,-0.39626038038500006
ACH-000665,-0.390629265885
ACH-000671,-0.569062494356
ACH-000673,-0.579584957492
ACH-000676,-0.73635080808
ACH-000677,-0.738365760908
ACH-000681,-0.6180494960440001
ACH-000682,-0.5610490693810001
ACH-000683,-0.538773787362
ACH-000684,-0.365345350603
ACH-000688,-0.326000854461
ACH-000693,-0.324146984242
ACH-000694,-0.326791216293
ACH-000695,-0.598281399097
ACH-000696,-0.483004696863
ACH-000697,-0.620655277355
ACH-000699,-0.391937540685
ACH-000701,-0.6923293128
ACH-000706,-0.326281020678
ACH-000711,-0.668214864438
ACH-000713,-0.43119602624
ACH-000714,-0.180771056825
ACH-000718,-0.45854179198399997
ACH-000720,-0.165160809309
ACH-000721,-0.549258722771
ACH-000724,-0.352463240722
ACH-000725,-0.470781159186
ACH-000732,-0.35811803813799997
ACH-000734,-0.630178669274
ACH-000735,-0.6275298631449999
ACH-000736,-0.7439916088099999
ACH-000738,-0.45358293333599997
ACH-000746,-0.7853264469429999
ACH-000747,-0.446126803872
ACH-000748,-0.274784360044
ACH-000753,-0.479033366633
ACH-000756,-0.45406621933200003
ACH-000757,-0.45051633778899997
ACH-000758,-0.400366453393
ACH-000760,-0.8625914674770001
ACH-000763,-0.562220695928
ACH-000764,-0.579981524697
ACH-000765,-0.573656208774
ACH-000766,-0.468223330252
ACH-000767,-0.366146167749
ACH-000768,-0.39417870708999997
ACH-000769,-0.545776796242
ACH-000770,-0.327672623087
ACH-000771,-0.337826947009
ACH-000773,-0.513599867553
ACH-000776,-0.545583717011
ACH-000777,-0.39320739910499997
ACH-000778,0.0214488900918
ACH-000781,-0.445370390361
ACH-000782,-0.202151716445
ACH-000783,-0.574240397461
ACH-000784,-0.264522436434
ACH-000785,-0.630273888709
ACH-000787,-0.593381039828
ACH-000788,-0.388495099328
ACH-000791,-0.522240337411
ACH-000792,-0.355550518798
ACH-000794,-0.327065591687
ACH-000796,-0.277971239282
ACH-000799,-0.235141105962
ACH-000800,-0.282830567937
ACH-000802,-0.276403049801
ACH-000804,-0.364306742524
ACH-000805,-0.50885906665
ACH-000809,-0.306421298489
ACH-000810,-0.6327764951579999
ACH-000811,-0.344269729283
ACH-000817,-0.39028577105400003
ACH-000819,-0.504255987971
ACH-000820,-0.46221429330200003
ACH-000821,-0.873538122198
ACH-000822,-0.662648200942
ACH-000823,-0.466428536268
ACH-000824,-0.0116236816628
ACH-000827,-0.361260553382
ACH-000829,-0.43777836110600005
ACH-000831,-0.372348390679
ACH-000832,-0.368149177941
ACH-000833,-0.51060947185
ACH-000834,-0.608755215793
ACH-000835,-0.253256380479
ACH-000836,-0.47636434477300005
ACH-000837,-0.339693290362
ACH-000838,-1.03385693434
ACH-000839,-0.409458660176
ACH-000840,-0.106213440214
ACH-000841,-0.40477712068000005
ACH-000843,-0.382737050822
ACH-000846,-0.34462761755000004
ACH-000847,-0.332961783422
ACH-000848,-0.648835026728
ACH-000849,-0.31063384406399996
ACH-000851,-0.44639732566699997
ACH-000855,-0.32368081022399997
ACH-000856,-0.37520584252300004
ACH-000858,-0.204028818596
ACH-000859,-0.300534265705
ACH-000861,-0.574497416814
ACH-000862,-0.500005593855
ACH-000865,-0.32823503546300004
ACH-000866,-0.38495160223200003
ACH-000867,-0.50892783193
ACH-000869,-0.326258415413
ACH-000872,-0.103034129256
ACH-000873,-0.480864911406
ACH-000876,-0.4812775463
ACH-000878,-0.546332751216
ACH-000880,-0.358990369317
ACH-000881,-0.312561487781
ACH-000882,-0.380770470374
ACH-000884,-0.37864497767399996
ACH-000885,-0.566580402658
ACH-000887,-0.470253653782
ACH-000888,-0.48100081103500003
ACH-000889,-0.6236270430849999
ACH-000890,-0.499208010699
ACH-000896,-0.282266769816
ACH-000898,-0.353704878902
ACH-000900,-0.432523685088
ACH-000901,-0.461342225026
ACH-000905,-0.49187674611500004
ACH-000906,-0.22662924369600002
ACH-000907,-0.612514978712
ACH-000910,-0.274344352814
ACH-000911,-0.295790009032
ACH-000912,-0.521513508968
ACH-000913,-0.654862861504
ACH-000915,-0.357849908525
ACH-000916,-0.926704025999
ACH-000917,-0.232974597639
ACH-000921,-0.424974872117
ACH-000924,-0.573503814057
ACH-000926,-0.594585721894
ACH-000928,-0.39188362302199997
ACH-000929,-0.396586662575
ACH-000932,-0.393205787459
ACH-000935,-0.47385502946
ACH-000936,-0.466965349309
ACH-000937,-0.460800074766
ACH-000938,-0.224847232679
ACH-000939,-0.407614818055
ACH-000941,-0.413568317075
ACH-000943,-0.379808748786
ACH-000946,-0.501974496347
ACH-000947,-0.304448424614
ACH-000948,-0.556037761176
ACH-000950,-0.266317943541
ACH-000953,-0.408515327227
ACH-000957,-0.248454428592
ACH-000958,-0.24862737165399998
ACH-000960,-0.10848705418099999
ACH-000963,-0.621104343258
ACH-000968,-0.276082499642
ACH-000969,-0.212493618748
ACH-000973,-0.42003649645999996
ACH-000974,-0.45683064079499996
ACH-000975,-0.5726251552130001
ACH-000976,-0.324440365249
ACH-000978,-0.5888182352870001
ACH-000980,-0.170926509338
ACH-000984,-0.434289686233
ACH-000986,-0.213752461922
ACH-000988,-0.379636831193
ACH-000993,-0.462214090972
ACH-000994,-0.480327381803
ACH-000996,-0.42268820547499997
ACH-001001,-0.436949151386
ACH-001020,-0.287743156145
ACH-001028,-0.298414313905
ACH-001031,-0.6261255279029999
ACH-001038,-0.494796776832
ACH-001048,-0.5274015793729999
ACH-001050,-0.46576289018999995
ACH-001053,-0.607855041866
ACH-001054,-0.579006067133
ACH-001061,-0.49697858818199997
ACH-001067,-0.31053851998000004
ACH-001075,-0.42361554607900004
ACH-001096,-0.465512941522
ACH-001128,-0.59545712452
ACH-001134,-0.47103069884599996
ACH-001151,-0.516302117806
ACH-001163,-0.47448102673799997
ACH-001164,-0.34074612444200003
ACH-001173,-0.292252194598
ACH-001183,-0.392701985992
ACH-001184,-0.41388159209
ACH-001190,-0.46003662418700003
ACH-001192,-0.458278157108
ACH-001193,-0.8338925847040001
ACH-001196,-0.576902103711
ACH-001197,-0.428899162875
ACH-001205,-0.338087709277
ACH-001211,-0.800147888661
ACH-001212,-0.673048613449
ACH-001228,-0.194639707541
ACH-001232,-0.348795758227
ACH-001239,-0.550798762128
ACH-001274,-0.370604795527
ACH-001275,-0.51285438767
ACH-001277,-0.294688676795
ACH-001278,-0.604501251029
ACH-001280,-0.137380060746
ACH-001283,-0.485384934398
ACH-001289,-0.604158655019
ACH-001295,-0.553528091589
ACH-001300,-0.39385589326700005
ACH-001301,-0.43720786142800006
ACH-001302,-0.796998441173
ACH-001303,-0.5882788386150001
ACH-001306,-0.436993908644
ACH-001318,-0.8019393427420001
ACH-001322,-0.20958358347
ACH-001328,-0.33926650937200004
ACH-001332,-0.610073212286
ACH-001333,-0.330063073147
ACH-001336,-0.6322683984740001
ACH-001340,-0.46376744705899997
ACH-001346,-0.331220866851
ACH-001353,-0.44766654954499996
ACH-001354,-0.382442649515
ACH-001367,-0.495794138146
ACH-001368,-0.46297357941600004
ACH-001374,-0.43653734773
ACH-001375,-0.61702403505
ACH-001377,-0.506802929889
ACH-001380,-0.513675915054
ACH-001391,-0.396421609454
ACH-001407,-0.58752074153
ACH-001408,-0.298829639875
ACH-001413,-0.520815447352
ACH-001430,-0.389393492791
ACH-001431,-0.5171505089399999
ACH-001450,-0.5731287147640001
ACH-001496,-0.435060598755
ACH-001500,-0.523175198175
ACH-001521,-0.38395339198399997
ACH-001523,-0.27361805324
ACH-001532,-0.38845123937
ACH-001536,-0.531627157108
ACH-001550,-0.409895323355
ACH-001552,-0.587277746413
ACH-001554,-0.393840653803
ACH-001645,-0.337960376091
ACH-001654,-0.328235476602
ACH-001715,-0.581504372495
ACH-001735,-0.46468673728
ACH-001736,-0.38010042193099997
ACH-001737,-0.0110602103235
ACH-001740,-0.489467961745
ACH-001745,-0.338638090924
ACH-001750,-0.42768074013
ACH-001765,-0.531050162912
ACH-001956,-0.844498918633
ACH-001957,-0.947715846051
