,CENPC (1060)
ACH-000004,-0.7706156324600001
ACH-000007,-0.6185337041260001
ACH-000009,-1.0731447754
ACH-000011,-0.6725825733480001
ACH-000012,-1.0248340409799999
ACH-000013,-0.601314036758
ACH-000014,-0.577160021263
ACH-000015,-0.5507471428490001
ACH-000017,-0.39695217491400003
ACH-000018,-0.6927763181990001
ACH-000019,-0.585215898816
ACH-000021,-0.8556915963130001
ACH-000022,-0.619502792509
ACH-000025,-0.6142730852699999
ACH-000028,-0.662882497848
ACH-000030,-0.8763368678929999
ACH-000035,-0.751869636223
ACH-000036,-0.731753035041
ACH-000037,-1.21713220168
ACH-000039,-0.883373962074
ACH-000040,-0.89791124824
ACH-000041,-0.825139296137
ACH-000042,-0.728505466392
ACH-000045,-0.816094924707
ACH-000047,-0.6805187732439999
ACH-000052,-0.8374291602420001
ACH-000053,-0.698390135362
ACH-000054,-0.9524996341680001
ACH-000055,-0.846049252587
ACH-000060,-0.772670846925
ACH-000067,-0.319208192555
ACH-000070,-0.796078238917
ACH-000075,-0.871360259476
ACH-000078,-1.09871833
ACH-000082,-0.730371829745
ACH-000085,-0.501957964398
ACH-000086,-0.8243958237729999
ACH-000087,-1.27676771173
ACH-000092,-0.68092534751
ACH-000095,-0.705151990699
ACH-000097,-0.684622050981
ACH-000098,-0.6897712387780001
ACH-000099,-0.8298152475399999
ACH-000108,-0.8956157183110001
ACH-000113,-0.669931386431
ACH-000115,-0.776292680619
ACH-000116,-0.775967050281
ACH-000118,-0.652965853641
ACH-000120,-0.866521598302
ACH-000123,-0.814873801907
ACH-000127,-0.679956293676
ACH-000128,-0.8672690013619999
ACH-000132,-0.48386895032300004
ACH-000133,-0.648643991412
ACH-000137,-0.560611585994
ACH-000138,-0.7914015628929999
ACH-000142,-0.679151956458
ACH-000143,-0.685171106279
ACH-000146,-0.49899498574900003
ACH-000148,-0.758848060484
ACH-000150,-0.687410588075
ACH-000152,-0.63680719556
ACH-000153,-0.9859683292010001
ACH-000159,-0.9554715475159999
ACH-000160,-0.25432463801
ACH-000163,-0.710282614789
ACH-000167,-0.61438929358
ACH-000168,-0.834804553503
ACH-000169,-0.73983296303
ACH-000178,-0.568605812225
ACH-000182,-0.613432947641
ACH-000183,-0.53843457445
ACH-000188,-0.699423368385
ACH-000189,-0.929219529579
ACH-000190,-0.44199816737899994
ACH-000198,-0.48450174254199996
ACH-000204,-0.8102668039030001
ACH-000206,-0.651472292017
ACH-000207,-0.22795794354200002
ACH-000211,-1.1205437139499999
ACH-000215,-0.808357836445
ACH-000221,-0.536651567788
ACH-000222,-0.856341718448
ACH-000223,-0.6635030384430001
ACH-000226,-0.6911910794830001
ACH-000227,-0.814082356909
ACH-000228,-0.787461797788
ACH-000231,-0.548421089766
ACH-000232,-0.5697402735989999
ACH-000233,-0.709872773213
ACH-000234,-1.56619779849
ACH-000235,-0.61971962874
ACH-000237,-0.68584236073
ACH-000238,-0.7567351842300001
ACH-000243,-0.822873750983
ACH-000244,-0.364029053811
ACH-000246,-0.6827316252500001
ACH-000248,-0.6409456982639999
ACH-000250,-0.281275324172
ACH-000251,-0.6664420825540001
ACH-000253,-0.900014504461
ACH-000255,-0.41404441086800003
ACH-000256,-0.835577908513
ACH-000257,-0.781630592143
ACH-000258,-0.514193270452
ACH-000259,-0.553755530764
ACH-000260,-0.84363372729
ACH-000261,-0.623408636824
ACH-000262,-0.5686854063600001
ACH-000263,-0.564993505511
ACH-000264,-0.807497126596
ACH-000265,-0.7669644947609999
ACH-000266,-0.7079035508470001
ACH-000272,-0.549973437468
ACH-000273,-0.821868221864
ACH-000274,-0.62900003593
ACH-000277,-0.518400645143
ACH-000278,-0.5567375470489999
ACH-000279,-0.960462537956
ACH-000280,-0.541752655569
ACH-000281,-0.735698376876
ACH-000288,-0.722975326067
ACH-000291,-0.658464359283
ACH-000293,-0.750617395345
ACH-000294,-0.730567651073
ACH-000295,-0.760020551391
ACH-000296,-0.482649986798
ACH-000302,-0.6218989843639999
ACH-000304,-0.46910951992
ACH-000307,-0.4412124385
ACH-000308,-0.647691737063
ACH-000310,-1.00025918113
ACH-000311,-0.7270445158609999
ACH-000312,-0.685618266509
ACH-000315,-0.358362289387
ACH-000316,-0.620925826754
ACH-000317,-0.6849762788249999
ACH-000318,-0.581879529276
ACH-000319,-0.7319394536849999
ACH-000320,-0.63311622096
ACH-000322,-0.765425089356
ACH-000323,-0.716147974167
ACH-000324,-0.766623045648
ACH-000329,-0.39494652652400003
ACH-000330,-0.37893782977799995
ACH-000331,-0.793492631854
ACH-000332,-0.618027423195
ACH-000334,-1.28105328454
ACH-000335,-0.598952656704
ACH-000336,-0.65686808267
ACH-000337,-0.763340613931
ACH-000339,-0.8741510063619999
ACH-000341,-0.5394898389980001
ACH-000348,-0.933718637894
ACH-000350,-0.64945371694
ACH-000352,-0.7620978531020001
ACH-000356,-0.980549393305
ACH-000361,-0.608583339407
ACH-000362,-0.8028113753399999
ACH-000363,-0.578257042011
ACH-000364,-0.656897721311
ACH-000365,-0.630776554813
ACH-000366,-0.716223196191
ACH-000368,-0.629166976454
ACH-000374,-0.9114397434360001
ACH-000375,-0.716687005941
ACH-000376,-0.420708342117
ACH-000381,-0.5264993818020001
ACH-000383,-0.607502229569
ACH-000387,-0.6760529283069999
ACH-000389,-0.722717043939
ACH-000390,-0.9439492232439999
ACH-000393,-0.663677177559
ACH-000395,-0.877872506259
ACH-000397,-0.6631810439270001
ACH-000401,-0.42500070515
ACH-000402,-0.519778755587
ACH-000403,-1.29609642062
ACH-000404,-0.996380257157
ACH-000406,-0.729216916262
ACH-000407,-0.586466380054
ACH-000408,-0.7834051225249999
ACH-000410,-0.603797750248
ACH-000411,-0.6380996964500001
ACH-000414,-0.892521028422
ACH-000415,-0.6823095106039999
ACH-000416,-0.6997348331290001
ACH-000420,-0.34744425410499996
ACH-000421,-0.690354448391
ACH-000424,-0.5983610566149999
ACH-000425,-1.0575867402299999
ACH-000426,-0.527690836192
ACH-000427,-0.686931934695
ACH-000433,-0.639500954756
ACH-000436,-0.362567719828
ACH-000444,-0.928589910121
ACH-000445,-0.515776113755
ACH-000448,-0.6392418182090001
ACH-000450,-0.396093280594
ACH-000452,-0.650500188882
ACH-000454,-0.576591376374
ACH-000458,-0.593061777717
ACH-000459,-0.402634014112
ACH-000460,-0.818877476914
ACH-000461,-0.912230235813
ACH-000463,-0.7141087853010001
ACH-000464,-0.662764566373
ACH-000466,-0.489303557271
ACH-000467,-0.789215122012
ACH-000468,-0.671741327862
ACH-000469,-0.742506363204
ACH-000470,-0.8304701309070001
ACH-000471,-0.49024384633100004
ACH-000472,-1.06291503226
ACH-000473,-0.9978336281899999
ACH-000475,-0.6801223791969999
ACH-000476,-0.9561035189679999
