,SMCO4 (56935)
ACH-000004,0.0602278636879
ACH-000007,-0.184906936021
ACH-000009,0.029354921520099997
ACH-000011,-0.32447549178
ACH-000012,-0.0313911327624
ACH-000013,-0.34292148893700003
ACH-000014,-0.384861180722
ACH-000015,-0.158956676805
ACH-000017,-0.06565099802230001
ACH-000018,-0.271408103015
ACH-000019,0.08702804017989998
ACH-000021,0.0240537656654
ACH-000022,0.0112297394605
ACH-000025,-0.211423182008
ACH-000028,-0.35988259702500003
ACH-000030,-0.0967370629058
ACH-000035,-0.0915513119978
ACH-000036,0.0406982705648
ACH-000037,-0.586048732581
ACH-000039,0.0008617791818939999
ACH-000040,-0.08044572267950001
ACH-000041,-0.34706058015
ACH-000042,-0.14456392482
ACH-000045,0.131291668306
ACH-000047,-0.0991892444222
ACH-000052,-0.157157228766
ACH-000053,-0.07233533225449999
ACH-000054,-0.08300414681979999
ACH-000055,-0.11842561838
ACH-000060,-0.22601869544
ACH-000067,-0.156821684569
ACH-000070,0.0362897838901
ACH-000075,-0.204965287859
ACH-000078,-0.185433744481
ACH-000082,-0.145676932694
ACH-000085,-0.393546946448
ACH-000086,-0.0679772835451
ACH-000087,0.009307835197940002
ACH-000092,-0.0200454373307
ACH-000095,-0.288824255435
ACH-000097,-0.169122466443
ACH-000098,-0.10533379129699999
ACH-000099,-0.240923953635
ACH-000108,-0.059178283563800005
ACH-000113,-0.0349601012107
ACH-000115,-0.127263594496
ACH-000116,-0.09937255476399999
ACH-000118,-0.0631397881015
ACH-000120,-0.212706056035
ACH-000123,-0.199669865862
ACH-000127,0.0318431660866
ACH-000128,-0.0268314470324
ACH-000132,0.014982024649100001
ACH-000133,-0.245619875873
ACH-000137,-0.057368787291299995
ACH-000138,0.129746192703
ACH-000142,-0.2323403218
ACH-000143,-0.09360040470139999
ACH-000146,-0.135877761841
ACH-000148,-0.104786602723
ACH-000150,-0.311049061411
ACH-000152,-0.143855166046
ACH-000153,-0.129076954834
ACH-000159,-0.0698716395564
ACH-000160,-0.174587255941
ACH-000163,-0.0974812900733
ACH-000167,-0.022536696847
ACH-000168,-0.35558552016999995
ACH-000169,-0.291611567354
ACH-000178,0.0413922152164
ACH-000182,0.00754125462926
ACH-000183,-0.12775821091700001
ACH-000188,-0.27019661402899997
ACH-000189,0.465164942095
ACH-000190,-0.131373468479
ACH-000198,-0.193697278319
ACH-000204,-0.10688768167000001
ACH-000206,0.023121121505
ACH-000207,-0.35323024418899995
