,HHIPL1 (84439)
ACH-000004,0.183507758587
ACH-000007,0.49916459444399996
ACH-000009,0.211015079176
ACH-000011,0.243826497104
ACH-000012,0.27291278756
ACH-000013,0.23904919294799998
ACH-000014,0.166459947152
ACH-000015,0.214307713685
ACH-000017,0.119214438111
ACH-000018,0.308112923448
ACH-000019,0.16658128600299998
ACH-000021,0.278455924296
ACH-000022,0.178114966234
ACH-000025,0.276939792812
ACH-000028,0.21129367892999998
ACH-000030,0.162663118921
ACH-000035,0.30729376970600003
ACH-000036,0.201745296835
ACH-000037,0.36891743973700003
ACH-000039,0.035050485609199995
ACH-000040,0.251584904652
ACH-000041,0.10804834671599998
ACH-000042,0.100590458792
ACH-000045,0.34815391196900003
ACH-000047,0.0047171584266299995
ACH-000052,0.19425955009100002
ACH-000053,0.0318689002633
ACH-000054,0.206267080741
ACH-000055,0.236496781827
ACH-000060,0.142680186644
ACH-000067,0.12383289185900001
ACH-000070,0.331856188838
ACH-000075,0.110779198426
ACH-000078,0.26812002824000003
ACH-000082,0.123280321104
ACH-000085,0.420642868637
ACH-000086,0.25400614018
ACH-000087,0.205958038853
ACH-000092,0.07881428151839999
ACH-000095,0.118529333235
ACH-000097,0.124690604154
ACH-000098,0.12399691728000001
ACH-000099,0.11003213450200001
ACH-000108,0.133246563043
ACH-000113,0.302334115093
ACH-000115,0.118507142938
ACH-000116,0.23846105197099998
ACH-000118,0.253455730508
ACH-000120,-0.0160438438785
ACH-000123,0.072417301989
ACH-000127,0.106497510581
ACH-000128,-0.0513502262972
ACH-000132,0.290214148523
ACH-000133,0.196294255345
ACH-000137,0.383000102729
ACH-000138,0.0022233708061000002
ACH-000142,0.12007971991800001
ACH-000143,0.184979978484
ACH-000146,0.08290312031939999
ACH-000148,0.232553421771
ACH-000150,0.18600785644200002
ACH-000152,0.0720613104255
ACH-000153,0.636586568165
ACH-000159,0.238260532789
ACH-000160,0.323794248865
ACH-000163,0.19206860825
ACH-000167,0.291979074434
ACH-000168,0.11718725455600001
ACH-000169,0.300914068192
ACH-000178,0.212538066864
ACH-000182,0.136216209316
ACH-000183,0.0456375615504
ACH-000188,0.279140571274
ACH-000189,-0.10990145615999998
ACH-000190,0.223064017176
ACH-000198,0.166950467549
ACH-000204,0.152997183934
ACH-000206,0.501978939195
ACH-000207,0.28974881959800003
ACH-000211,0.137851390954
ACH-000215,0.180190611893
ACH-000221,0.0802655478937
ACH-000222,0.318946990519
ACH-000223,0.300531304756
ACH-000226,0.241664616124
ACH-000227,0.34322270313299996
ACH-000228,0.14857125843
ACH-000231,0.25444256328299997
ACH-000232,0.252933165166
ACH-000233,0.300988466983
ACH-000234,0.279397167264
ACH-000235,0.243767060181
ACH-000237,0.240719769976
ACH-000238,0.06681838929390001
ACH-000243,0.10990842082499999
ACH-000244,0.241790027597
ACH-000246,0.13391877972000002
ACH-000248,0.211805595645
ACH-000250,0.23177122828699998
ACH-000251,0.148251536811
ACH-000253,0.201719812187
ACH-000255,0.263536659158
ACH-000256,0.24998109452300002
ACH-000257,-0.09689233463649999
ACH-000258,0.214363812811
ACH-000259,0.195820028851
ACH-000260,-0.049330041408099996
ACH-000261,0.311584863082
ACH-000262,0.301649854846
ACH-000263,0.0950679733481
ACH-000264,0.28155159679999997
ACH-000265,0.255829201737
ACH-000266,0.14710345918
ACH-000272,0.18617229223600001
ACH-000273,0.194714123483
ACH-000274,0.20759883185699998
ACH-000277,0.07999179044369999
ACH-000278,0.271626124416
ACH-000279,0.151695818595
ACH-000280,-0.236221344936
ACH-000281,0.20232446856699998
ACH-000288,0.0120124946685
ACH-000291,0.08912957470319999
ACH-000293,0.144975369022
ACH-000294,0.0485249479902
ACH-000295,0.342244118657
ACH-000296,0.167464082886
ACH-000302,0.246825349873
ACH-000304,0.31089109896899997
ACH-000307,0.194723978882
ACH-000308,0.137547067399
ACH-000310,-0.189636600988
ACH-000311,0.0651351035758
ACH-000312,0.043265182786300004
ACH-000315,0.17079382570300003
ACH-000316,0.0270459167746
ACH-000317,0.189764921221
ACH-000318,0.10795723009500001
ACH-000319,0.418928827362
ACH-000320,0.00221915247461
ACH-000322,0.275665626489
ACH-000323,0.286160543142
ACH-000324,0.131615431261
ACH-000329,0.238565081298
ACH-000330,0.149717354949
ACH-000331,0.28063638047899997
ACH-000332,0.179113280965
ACH-000334,0.465342229331
ACH-000335,-0.0683340916806
ACH-000336,0.174593668363
ACH-000337,0.11640023955800001
ACH-000339,0.238743620648
ACH-000341,0.47406575661600003
ACH-000348,0.285425927619
ACH-000350,0.191331438484
ACH-000352,0.272047919409
ACH-000356,0.278433121394
ACH-000361,0.296671410658
ACH-000362,0.286359253391
ACH-000363,0.0229703047015
ACH-000364,0.282742551306
ACH-000365,0.288871101047
ACH-000366,0.20156958065400002
ACH-000368,0.136626269331
ACH-000374,0.324734212293
ACH-000375,0.052325802628399996
ACH-000376,0.250951594713
ACH-000381,0.108964833035
ACH-000383,0.126583240954
ACH-000387,0.252534863827
ACH-000389,0.33114500486
ACH-000390,0.20207358579100002
ACH-000393,0.0461814976354
ACH-000395,-0.00250621573017
ACH-000397,0.217720809912
ACH-000401,0.15188788277100002
ACH-000402,0.463652746598
ACH-000403,0.20390567312199998
ACH-000404,0.391209267492
ACH-000406,0.20475252088799997
ACH-000407,0.09172093551300001
ACH-000408,0.455309296955
ACH-000410,0.34284745450900006
ACH-000411,0.0576123509536
ACH-000414,0.15453626262
ACH-000415,0.22422818019000001
ACH-000416,0.189271078514
ACH-000420,0.217377079227
ACH-000421,0.199898456602
ACH-000424,0.460344920935
ACH-000425,0.164245301772
ACH-000426,0.12347771618799999
ACH-000427,0.301228067431
ACH-000433,0.337965669243
ACH-000436,0.24235733367600001
ACH-000444,0.188237448746
ACH-000445,0.104500217062
ACH-000448,0.174427250759
ACH-000450,-0.107756294927
ACH-000452,0.226480360301
ACH-000454,0.0764085588118
ACH-000458,0.275514908026
ACH-000459,0.234707487366
ACH-000460,0.2115984366
ACH-000461,0.269934458512
ACH-000463,0.20824468779199998
ACH-000464,0.09383220491189999
ACH-000466,0.16570749053
ACH-000467,0.17461747665999997
ACH-000468,0.40345393278999997
ACH-000469,0.0741899463012
ACH-000470,0.303796335722
ACH-000471,0.123214695927
ACH-000472,0.09529251353669999
ACH-000473,-0.013996276830200001
ACH-000475,0.232519944795
ACH-000476,0.196283515543
ACH-000477,-0.0542639766959
ACH-000480,-0.0133586051094
ACH-000481,0.16493847258199998
ACH-000483,0.0187052233234
ACH-000484,0.193107523525
ACH-000485,0.107706409454
ACH-000486,0.245782483792
ACH-000487,0.23307431828400002
ACH-000488,0.17603434249000002
ACH-000490,0.19872899796399998
ACH-000491,-0.0181905548068
ACH-000495,0.109182446547
ACH-000496,0.25505015065299996
ACH-000499,0.38694841511699996
ACH-000500,0.163715973301
ACH-000502,0.0411743761514
ACH-000503,0.126693934143
ACH-000505,0.315375765436
ACH-000507,0.277671104595
ACH-000510,0.41065663120800006
ACH-000511,0.33632584156499995
ACH-000512,0.23154808341400002
ACH-000516,0.10661087369200001
ACH-000517,0.10478606886900001
ACH-000518,0.178726092574
ACH-000520,0.358220116734
ACH-000521,0.0171070892219
ACH-000522,0.163233044736
ACH-000524,0.146025418431
ACH-000527,0.19942020092999999
ACH-000528,0.124994955189
ACH-000537,0.285836446206
ACH-000541,0.34424230759
ACH-000542,0.147206670461
ACH-000544,0.22812545039
ACH-000545,0.280585121939
ACH-000547,0.125084714772
ACH-000548,0.257006530781
ACH-000549,0.138738319439
ACH-000550,0.198518108726
ACH-000552,0.30047446441
ACH-000556,0.206869110784
ACH-000557,0.164437170777
ACH-000570,0.0571327160273
ACH-000571,0.222567466679
ACH-000573,0.135005411066
ACH-000576,0.21503366844799998
ACH-000580,0.288972756349
ACH-000584,0.14928209497199998
ACH-000585,0.13931441772
ACH-000588,0.223244517352
ACH-000589,0.23322001180100002
ACH-000591,0.024740095342099998
ACH-000593,0.305957990262
ACH-000600,0.323030189498
ACH-000601,0.17591481940900003
ACH-000604,0.10948127191099999
ACH-000605,0.0653796959411
ACH-000606,0.198346041626
ACH-000608,0.137973159722
ACH-000614,0.227307158136
ACH-000616,0.0432284267172
ACH-000618,0.34386018721100003
ACH-000619,0.23753675785199999
ACH-000620,0.123820915725
ACH-000621,0.311078108729
ACH-000622,0.293497669271
ACH-000623,0.129888309059
ACH-000624,0.17313197706
ACH-000627,0.269683227269
ACH-000630,0.223444556855
ACH-000632,0.0904049711192
ACH-000633,0.161540005568
ACH-000637,0.251589593246
ACH-000638,0.12576190218699998
ACH-000646,0.178715341177
ACH-000647,0.228617397407
ACH-000648,0.0612706817246
ACH-000649,0.188125931226
ACH-000651,0.22103748251299998
ACH-000652,0.316171006525
ACH-000653,0.244541952373
ACH-000657,0.16869552376400002
ACH-000658,0.165333700908
ACH-000661,0.07186334884949999
ACH-000662,-0.0483000772331
ACH-000663,0.1408018648
ACH-000665,0.311780511293
ACH-000671,0.22206294853300002
ACH-000673,0.213511352616
ACH-000676,0.15253772683
ACH-000677,0.353736644957
ACH-000681,0.230992683708
ACH-000682,0.0337756968168
ACH-000683,0.25029812369300003
ACH-000684,-0.0329855013792
ACH-000688,0.0374892824533
ACH-000693,0.163668840763
ACH-000694,0.290477730976
ACH-000695,0.0886811851819
ACH-000696,0.199584001741
ACH-000697,0.256265355074
ACH-000699,0.202317208796
ACH-000701,0.299557188358
ACH-000706,0.252373115069
ACH-000711,0.288898972845
ACH-000713,0.206718724197
ACH-000714,0.298986168709
ACH-000718,0.25881229612
ACH-000720,0.134540794069
ACH-000721,0.25982472192899997
ACH-000724,0.0785874324734
ACH-000725,0.334308651086
ACH-000732,0.313180908559
ACH-000734,0.16408542800200002
ACH-000735,0.201659193622
ACH-000736,0.16550762014599998
ACH-000738,0.0976386379029
ACH-000746,0.172171103074
ACH-000747,0.223817081188
