,CABYR (26256)
ACH-000004,0.27194256565499997
ACH-000007,0.0365496232379
ACH-000009,0.08802899855630002
ACH-000011,-0.0247000054785
ACH-000012,-0.00481355168201
ACH-000013,-0.007859776614260001
ACH-000014,0.077028454933
ACH-000015,0.0376252071101
ACH-000017,0.0580687035134
ACH-000018,0.0836314238061
ACH-000019,0.014909662675399999
ACH-000021,0.149013034068
ACH-000022,0.187311471381
ACH-000025,0.006798442678680001
ACH-000028,-0.16965502771299998
ACH-000030,0.08895141315060001
ACH-000035,0.0670286133196
ACH-000036,0.12154490286599999
ACH-000037,0.0771985821367
ACH-000039,0.0141752602943
ACH-000040,0.214371060343
ACH-000041,0.0912447558971
ACH-000042,-0.139289548285
ACH-000045,0.0972387823808
ACH-000047,0.149223481548
ACH-000052,-0.0156911743591
ACH-000053,0.0284022594758
ACH-000054,0.12298892632099999
ACH-000055,-0.027042316800700003
ACH-000060,0.0469362909099
ACH-000067,-0.0409756390939
ACH-000070,0.16221929058700002
ACH-000075,0.175695211669
ACH-000078,-0.150252724994
ACH-000082,0.15006169159399999
ACH-000085,0.07230630614160001
ACH-000086,0.170928890788
ACH-000087,-0.00992973564519
ACH-000092,0.121825440328
ACH-000095,0.127303984199
ACH-000097,0.006918052574640001
ACH-000098,0.17827724477600002
ACH-000099,0.010097663245299999
ACH-000108,0.08147116531389999
ACH-000113,0.220898024924
ACH-000115,0.143893589743
ACH-000116,0.17391064635200001
ACH-000118,0.0705930202705
ACH-000120,0.06514538417480001
ACH-000123,0.04344950462180001
ACH-000127,0.174365859039
ACH-000128,0.273801340682
ACH-000132,0.0845255486422
ACH-000133,0.261766321316
ACH-000137,0.010470618150200001
ACH-000138,-0.044081953865900005
ACH-000142,0.221116748843
ACH-000143,0.09441982658610001
ACH-000146,0.17676566097899998
ACH-000148,0.010771284847799998
ACH-000150,0.0889404573102
ACH-000152,0.162850310248
ACH-000153,-0.0803435326311
ACH-000159,0.16261501478499998
ACH-000160,0.09966847936699999
ACH-000163,-0.0921177815888
ACH-000167,-0.108254286154
ACH-000168,0.00380817029244
ACH-000169,0.0649646713313
ACH-000178,0.15165882277999998
ACH-000182,0.022328399123999997
ACH-000183,0.15009716984000002
ACH-000188,0.0257917582626
ACH-000189,0.197493746523
ACH-000190,0.11934986570999999
ACH-000198,0.053428473597
ACH-000204,0.180809938957
ACH-000206,0.187758211014
ACH-000207,0.0838339913422
ACH-000211,-0.09754800970180001
ACH-000215,-0.0195879032902
ACH-000221,0.124769833055
ACH-000222,0.041860626246300006
ACH-000223,0.111514104452
ACH-000226,0.148235047952
ACH-000227,-0.056912290091900006
ACH-000228,-0.056129515188300005
ACH-000231,0.267251437327
ACH-000232,0.021956709862599996
ACH-000233,0.00639471448892
ACH-000234,0.181276709568
ACH-000235,0.075985516804
ACH-000237,0.0549495118636
ACH-000238,0.19423124332299999
ACH-000243,0.00249929484479
ACH-000244,0.321544325697
ACH-000246,0.037602601826999996
ACH-000248,0.324127739249
ACH-000250,0.0207717620222
ACH-000251,0.057043829565900005
ACH-000253,0.009204632986459998
ACH-000255,0.07318345711219999
ACH-000256,0.17252786628199998
ACH-000257,0.26982239017
ACH-000258,0.043925584753
ACH-000259,-0.163346533298
ACH-000260,0.048297408596099996
ACH-000261,0.0311138952935
ACH-000262,-0.0641071299982
ACH-000263,0.35904357692100003
ACH-000264,-0.00985308055635
ACH-000265,-0.100747553491
ACH-000266,0.043443034999699995
ACH-000272,0.0397352057703
ACH-000273,0.026223702834799998
ACH-000274,0.100677302478
ACH-000277,0.267198435233
ACH-000278,0.0578069724637
ACH-000279,0.22897541280099998
ACH-000280,0.055097760125699995
ACH-000281,-0.0804664403934
ACH-000288,0.09454695452019998
ACH-000291,0.107177947086
ACH-000293,0.238608314273
ACH-000294,0.167655872293
ACH-000295,0.0932678767976
ACH-000296,-0.0201560257235
ACH-000302,0.0348832728829
ACH-000304,-0.055757743126800006
ACH-000307,0.0731992703218
ACH-000308,0.0227582051526
ACH-000310,-0.0218939489245
ACH-000311,-0.08035419177360001
ACH-000312,-0.088577674307
ACH-000315,0.322485920434
ACH-000316,0.0564617717325
ACH-000317,0.14571703248600001
ACH-000318,0.00710996350198
ACH-000319,0.151133808138
