,RPP38 (10557)
ACH-000004,-0.583839735495
ACH-000007,-0.473658728376
ACH-000009,-0.34263600868199995
ACH-000011,-0.683631887896
ACH-000012,-0.877191343224
ACH-000013,-0.547482550348
ACH-000014,-0.446095413363
ACH-000015,-0.7839770118189999
ACH-000017,-0.472965912609
ACH-000018,-0.668600109708
ACH-000019,-0.6416784275190001
ACH-000021,-1.0344942779200001
ACH-000022,-0.463100796737
ACH-000025,-0.666682752401
ACH-000028,-0.608107423169
ACH-000030,-0.6733706569239999
ACH-000035,-0.7072707041959999
ACH-000036,-0.556361904973
ACH-000037,-0.230910372075
ACH-000039,-0.59255023939
ACH-000040,-0.674970779384
ACH-000041,-0.599312446181
ACH-000042,-0.660492825973
ACH-000045,-0.540396969485
ACH-000047,-0.45975777715800004
ACH-000052,-0.607106305119
ACH-000053,-0.842864914937
ACH-000054,-0.450605466655
ACH-000055,-0.880786438802
ACH-000060,-0.7497640040569999
ACH-000067,-1.04861793383
ACH-000070,-0.359219584983
ACH-000075,-0.551857211604
ACH-000078,-0.563651669248
ACH-000082,-0.260277681125
ACH-000085,-0.620718036793
ACH-000086,-0.612108763746
ACH-000087,-0.257251037031
ACH-000092,-0.696637297683
ACH-000095,-0.6783980594329999
ACH-000097,-0.581079126181
ACH-000098,-0.525608174435
ACH-000099,-0.609560834965
ACH-000108,-0.929789754379
ACH-000113,-0.6061107895000001
ACH-000115,-0.340361758731
ACH-000116,-0.868757319277
ACH-000118,-0.6580439295139999
ACH-000120,-0.575445999832
ACH-000123,-0.5602807540429999
ACH-000127,-0.79720519008
ACH-000128,-0.662201443016
ACH-000132,-0.571283703912
ACH-000133,-0.611570819397
ACH-000137,-0.5308312593
ACH-000138,-0.731163513786
ACH-000142,-0.44169942810400004
ACH-000143,-0.375039120317
ACH-000146,-0.597993807133
ACH-000148,-0.582750177818
ACH-000150,-0.540633843093
ACH-000152,-0.841438671168
ACH-000153,-0.512630916221
ACH-000159,-0.5771096973100001
ACH-000160,-0.901708695597
ACH-000163,-0.838378881929
ACH-000167,-0.60241263775
ACH-000168,-0.399247981696
ACH-000169,-0.768511941304
ACH-000178,-0.708994536901
ACH-000182,-0.668689380603
ACH-000183,-0.30484896511
ACH-000188,-0.662229508366
ACH-000189,-0.754738518935
ACH-000190,-0.728824619008
ACH-000198,-0.562481438312
ACH-000204,-0.31989825701200003
ACH-000206,-0.563660704899
ACH-000207,-0.557642722231
ACH-000211,-0.827520052094
ACH-000215,-0.675182424233
ACH-000221,-0.431858021756
ACH-000222,-0.39593677147699996
ACH-000223,-0.350529639028
ACH-000226,-0.5249950173800001
ACH-000227,-0.5106433896679999
ACH-000228,-0.406137337066
ACH-000231,-0.6611905037470001
ACH-000232,-0.585480158174
ACH-000233,-0.539448108392
ACH-000234,-0.463734151888
ACH-000235,-0.544102293584
ACH-000237,-0.525039657108
ACH-000238,-0.9122162807799999
ACH-000243,-0.690023823539
ACH-000244,-0.746920406758
ACH-000246,-0.585951138653
ACH-000248,-0.624529912093
ACH-000250,-0.436670496748
ACH-000251,-0.49017399414800006
ACH-000253,-0.857459089
ACH-000255,-0.589567992365
ACH-000256,-0.753665430616
ACH-000257,-0.644785402819
ACH-000258,-0.6789812933050001
ACH-000259,-0.48327694654200004
ACH-000260,-0.6125414640860001
ACH-000261,-0.456860874249
ACH-000262,-0.534262955825
ACH-000263,-0.46813662356200003
ACH-000264,-0.762647971524
ACH-000265,-0.508898203064
ACH-000266,-0.708849908725
ACH-000272,-0.616093667574
ACH-000273,-0.470044870009
ACH-000274,-0.870402138637
ACH-000277,-0.187258096428
ACH-000278,-0.668811291137
ACH-000279,-0.677411303479
ACH-000280,-0.750920216134
ACH-000281,-0.587133082914
ACH-000288,-0.346745525832
ACH-000291,-0.663605796039
ACH-000293,-0.35186363850100005
ACH-000294,-0.656617115301
ACH-000295,-0.656066302796
ACH-000296,-0.736707527234
ACH-000302,-0.7344842583419999
ACH-000304,-0.20592093536699999
ACH-000307,-0.48394995385899997
ACH-000308,-0.740977124118
ACH-000310,-0.6423903083879999
ACH-000311,-0.51445033017
ACH-000312,-0.748740239343
ACH-000315,-0.531842801938
ACH-000316,-0.728405316519
ACH-000317,-0.613815968694
ACH-000318,-0.584921421582
ACH-000319,-0.601577810138
ACH-000320,-0.581557765565
ACH-000322,-0.540607087777
ACH-000323,-0.657372587633
ACH-000324,-0.667478533225
ACH-000329,-0.692091627121
ACH-000330,-0.48451170461000004
ACH-000331,-0.712114318299
ACH-000332,-0.784608230953
ACH-000334,-0.244854489553
ACH-000335,-0.7375253009530001
ACH-000336,-0.509345450404
ACH-000337,-0.8492946192209999
ACH-000339,-0.532235841399
ACH-000341,-0.36178335050399996
ACH-000348,-0.45617483243900003
ACH-000350,-0.35002465301700003
ACH-000352,-0.497247967135
ACH-000356,-0.652346762599
ACH-000361,-0.46663828101000004
ACH-000362,-0.5393046408250001
ACH-000363,-0.448486827796
ACH-000364,-0.573875739704
ACH-000365,-0.45477423062
ACH-000366,-0.757224014832
ACH-000368,-0.7545350477320001
ACH-000374,-0.06466173241050001
ACH-000375,-0.6176584033470001
ACH-000376,-0.840096895088
ACH-000381,-0.22510141483399998
ACH-000383,-0.460871365683
ACH-000387,-0.40058999743
ACH-000389,-0.967285652623
ACH-000390,-0.638586887478
ACH-000393,-0.6773936342810001
ACH-000395,-0.32651864118
ACH-000397,-0.716653423768
ACH-000401,-0.606645427009
ACH-000402,-0.6716122129850001
ACH-000403,-0.45084915966600003
ACH-000404,-1.0582768909
ACH-000406,-0.554044574434
ACH-000407,-0.217188061068
ACH-000408,-0.7182652864869999
ACH-000410,-0.7797628442300001
ACH-000411,-0.579184942494
ACH-000414,-0.43147082842600004
ACH-000415,-0.829055911142
ACH-000416,-0.45537542891099997
ACH-000420,-0.509343985296
ACH-000421,-0.793011549693
ACH-000424,-0.8275639759110001
ACH-000425,-0.99308408552
ACH-000426,-0.44244478025
ACH-000427,-0.329350170747
ACH-000433,-0.500218794412
ACH-000436,-0.34759400329400003
ACH-000444,-0.443621370264
ACH-000445,-0.42975060971699997
ACH-000448,-0.7260466245280001
ACH-000450,-0.525342199849
ACH-000452,-0.7641543690970001
ACH-000454,-0.8086733487250001
ACH-000458,-0.7622358633740001
ACH-000459,-0.518803896598
ACH-000460,-0.48896259378300005
ACH-000461,-0.35903845919
ACH-000463,-0.85095349647
ACH-000464,-0.5603077717189999
ACH-000466,-1.1721895641700002
ACH-000467,-0.526745457457
ACH-000468,-0.448259578486
ACH-000469,-0.669497436782
ACH-000470,-0.34429806039300004
ACH-000471,-0.5400912717490001
ACH-000472,-0.8876146691210001
ACH-000473,-0.775315639612
ACH-000475,-0.547228559659
ACH-000476,-0.33694245769599995
ACH-000477,-0.420569063609
ACH-000480,-0.7938381064669999
ACH-000481,-0.9036448547050001
ACH-000483,-0.531938747247
ACH-000484,-0.17811226190699997
ACH-000485,-0.619972453262
ACH-000486,-0.664060052571
ACH-000487,-0.31806056880600003
ACH-000488,-0.5640205441699999
ACH-000490,-0.7110848933480001
ACH-000491,-0.40193273052699996
ACH-000495,-0.431480457189
ACH-000496,-0.579930827942
ACH-000499,-0.468765080809
ACH-000500,-0.810561702332
ACH-000502,-0.587245449485
ACH-000503,-0.630059633116
ACH-000505,-0.786114291473
ACH-000507,-0.734305002384
ACH-000510,-0.621343285147
ACH-000511,-0.647807172134
ACH-000512,-0.426521338198
ACH-000516,-0.47876326353200005
ACH-000517,-0.478869456214
ACH-000518,-0.533376991483
ACH-000520,-0.250971656858
ACH-000521,-0.399826323641
ACH-000522,-0.44121471560900005
ACH-000524,-0.642354653478
ACH-000527,-0.827931818359
ACH-000528,-0.6604029003199999
ACH-000537,-0.74216190989
ACH-000541,-0.36629168795999995
ACH-000542,-0.733872263133
ACH-000544,-0.512261823057
ACH-000545,-0.46803789995300005
ACH-000547,-0.386735536953
ACH-000548,-0.566472104168
ACH-000549,-0.673529665491
ACH-000550,-0.588046452352
ACH-000552,-0.609276115055
ACH-000556,-0.618060332683
ACH-000557,-0.41303655758
ACH-000570,-0.612211638999
ACH-000571,-0.491477200926
ACH-000573,-0.484776793869
ACH-000576,-0.605811532982
ACH-000580,-1.1624707727099999
ACH-000584,-0.5306697311249999
ACH-000585,-0.759068568075
ACH-000588,-0.461786523253
ACH-000589,-0.50038790765
ACH-000591,-0.783041494881
ACH-000593,-0.6715114950200001
ACH-000600,-0.748259835799
ACH-000601,-0.5600998324
ACH-000604,-0.257275247298
ACH-000605,-0.772221721019
ACH-000606,-0.815116307179
ACH-000608,-0.603334367335
ACH-000614,-0.7269010493520001
ACH-000616,-0.843127948146
ACH-000618,-0.596809294001
ACH-000619,-0.474675517445
ACH-000620,-0.5957220336810001
ACH-000621,-0.186291487491
ACH-000622,-0.561435895708
ACH-000623,-0.7351542278640001
ACH-000624,-0.423071844506
ACH-000627,-0.478775285123
ACH-000630,-0.38459059266900003
ACH-000632,-0.680814660287
ACH-000633,-0.669947662045
