,TVP23C (201158)
ACH-000004,-0.494981869665
ACH-000007,-0.53945302422
ACH-000009,-0.7219843819499999
ACH-000011,-0.437525266694
ACH-000012,-0.488855563526
ACH-000013,-0.495653007051
ACH-000014,-0.499172973682
ACH-000015,-0.588418549615
ACH-000017,-0.506958186402
ACH-000018,-0.5284677906149999
ACH-000019,-0.4934836593
ACH-000021,-0.490835943825
ACH-000022,-0.573541611532
ACH-000025,-0.6189995641089999
ACH-000028,-0.572906297028
ACH-000030,-0.35952415409500005
ACH-000035,-0.630654543077
ACH-000036,-0.613427605817
ACH-000037,-0.500697867158
ACH-000039,-0.587300067738
ACH-000040,-0.594293719797
ACH-000041,-0.429212812992
ACH-000042,-0.556256840345
ACH-000045,-0.602948204845
ACH-000047,-0.518489868847
ACH-000052,-0.506324287874
ACH-000053,-0.42909261957500006
ACH-000054,-0.5035072571670001
ACH-000055,-0.431428190733
ACH-000060,-0.477683424835
ACH-000067,-0.7306916500489999
ACH-000070,-0.31630598433699997
ACH-000075,-0.49077152309199995
ACH-000078,-0.555494537986
ACH-000082,-0.8035362320939999
ACH-000085,-0.436989833278
ACH-000086,-0.391246663943
ACH-000087,-0.541627291339
ACH-000092,-0.535568660575
ACH-000095,-0.495275590454
ACH-000097,-0.616843218366
ACH-000098,-0.579406674119
ACH-000099,-0.48967679691200006
ACH-000108,-0.595715800788
ACH-000113,-0.490941210682
ACH-000115,-0.441489775432
ACH-000116,-0.454808388709
ACH-000118,-0.500355499469
ACH-000120,-0.597140318534
ACH-000123,-0.414587174221
ACH-000127,-0.585139467821
ACH-000128,-0.36799343633500003
ACH-000132,-0.6984443673749999
ACH-000133,-0.551860662475
ACH-000137,-0.5059345504630001
ACH-000138,-0.520499991421
ACH-000142,-0.526405638496
ACH-000143,-0.56047819134
ACH-000146,-0.450039173522
ACH-000148,-0.473454744901
ACH-000150,-0.611476371251
ACH-000152,-0.786615479675
ACH-000153,-1.08805748745
ACH-000159,-0.457444413692
ACH-000160,-0.415496729683
ACH-000163,-0.610856906552
ACH-000167,-0.596818004476
ACH-000168,-0.41806951166999995
ACH-000169,-0.486274076618
ACH-000178,-0.62304922703
ACH-000182,-0.6735789068870001
ACH-000183,-0.606948955586
ACH-000188,-0.617806035676
ACH-000189,-0.49507060976800005
ACH-000190,-0.648693588634
ACH-000198,-0.465910085127
ACH-000204,-0.655622970962
ACH-000206,-0.48184331223300003
ACH-000207,-0.505283950109
ACH-000211,-0.43866821476
ACH-000215,-0.474129541444
ACH-000221,-0.429101285582
ACH-000222,-0.6462031926290001
ACH-000223,-0.572124544106
ACH-000226,-0.584067566517
ACH-000227,-0.357849635224
ACH-000228,-0.5329557954699999
ACH-000231,-0.5425474355759999
ACH-000232,-0.507783487688
ACH-000233,-0.548022707507
ACH-000234,-0.31031806108300003
ACH-000235,-0.55263557571
ACH-000237,-0.501608957574
ACH-000238,-0.6978785512700001
ACH-000243,-0.5984347698
ACH-000244,-0.550214089727
ACH-000246,-0.5203210015990001
ACH-000248,-0.397040131123
ACH-000250,-0.44647526648999997
ACH-000251,-0.480483609669
ACH-000253,-0.55285437714
ACH-000255,-0.639796131031
ACH-000256,-0.510574159032
ACH-000257,-0.525066069961
ACH-000258,-0.342812605307
ACH-000259,-0.41509615535800004
ACH-000260,-0.399945781311
ACH-000261,-0.39836010304200004
ACH-000262,-0.528029624694
ACH-000263,-0.476241238818
ACH-000264,-0.46046782975
ACH-000265,-0.584490269062
ACH-000266,-0.521269465315
ACH-000272,-0.523991147025
ACH-000273,-0.512740541765
ACH-000274,-0.574035514203
ACH-000277,-0.700230734649
ACH-000278,-0.458972643927
ACH-000279,-0.551657495678
ACH-000280,-0.34682145432800005
ACH-000281,-0.519323252729
ACH-000288,-0.6950058957080001
ACH-000291,-0.501126207044
ACH-000293,-0.531984100667
ACH-000294,-0.614961252213
ACH-000295,-0.517215248946
ACH-000296,-0.793461331908
ACH-000302,-0.42204933737800004
ACH-000304,-0.47524830549400005
ACH-000307,-0.455184683786
ACH-000308,-0.42102707865
ACH-000310,-0.525388000039
ACH-000311,-0.632116071933
ACH-000312,-0.49017911327799996
ACH-000315,-0.408980451734
ACH-000316,-0.6571508356369999
ACH-000317,-0.386892150753
ACH-000318,-0.38379967808
ACH-000319,-0.490322620421
ACH-000320,-0.584562142043
ACH-000322,-0.7780172547249999
ACH-000323,-0.7092115499420001
ACH-000324,-0.510268716295
ACH-000329,-0.47660247948600004
ACH-000330,-0.564156054218
ACH-000331,-0.6674830663260001
ACH-000332,-0.387744059618
ACH-000334,-0.456160973572
ACH-000335,-0.692304876638
ACH-000336,-0.49138485810099997
ACH-000337,-0.48293107610299996
ACH-000339,-0.7306086024349999
ACH-000341,-0.525415071118
ACH-000348,-0.619901839573
ACH-000350,-0.44633315496299997
ACH-000352,-0.460783892382
ACH-000356,-0.46577747606299996
ACH-000361,-0.558053671538
ACH-000362,-0.494236117405
ACH-000363,-0.473889824046
ACH-000364,-0.560710530919
ACH-000365,-0.399161479716
ACH-000366,-0.344507494447
ACH-000368,-0.605042121147
ACH-000374,-0.6322873504850001
ACH-000375,-0.5586104686819999
ACH-000376,-0.472423104981
ACH-000381,-0.622821409344
ACH-000383,-0.43880628515299996
ACH-000387,-0.508855824906
ACH-000389,-0.570273706801
ACH-000390,-0.408179792795
ACH-000393,-0.47489573721100004
ACH-000395,-0.494855685447
ACH-000397,-0.545662221148
ACH-000401,-0.561789835437
ACH-000402,-0.637416878286
ACH-000403,-0.46329447566299997
ACH-000404,-0.548436891996
ACH-000406,-0.44664911246000005
ACH-000407,-0.699370693835
ACH-000408,-0.363414089714
ACH-000410,-0.510584019755
ACH-000411,-0.596216016581
ACH-000414,-0.477515323639
ACH-000415,-0.56921190818
ACH-000416,-0.536511447806
ACH-000420,-0.529289530554
ACH-000421,-0.473939013159
ACH-000424,-0.470801880623
ACH-000425,-0.36509924764
ACH-000426,-0.47158074214199996
ACH-000427,-0.566763000294
ACH-000433,-0.633635289337
ACH-000436,-0.542225509035
ACH-000444,-0.522427858207
ACH-000445,-0.637001508796
ACH-000448,-0.470073536391
ACH-000450,-0.575846807394
ACH-000452,-0.47833963865900003
ACH-000454,-0.6710969073090001
ACH-000458,-0.5422698832389999
ACH-000459,-0.45221645861800003
ACH-000460,-0.519039700953
ACH-000461,-0.38738931306
ACH-000463,-0.617759546914
ACH-000464,-0.594392782563
ACH-000466,-0.30459559786699997
ACH-000467,-0.545317945609
ACH-000468,-0.525433000892
ACH-000469,-0.6759672322470001
ACH-000470,-0.644129750256
ACH-000471,-0.58052511544
ACH-000472,-0.35307120310199996
ACH-000473,-0.458316915514
ACH-000475,-0.457994796061
ACH-000476,-0.39238111130500003
ACH-000477,-0.23334442823899998
ACH-000480,-0.526629942098
ACH-000481,-0.511882441163
ACH-000483,-0.561234078279
ACH-000484,-0.471372943961
ACH-000485,-0.553838641102
ACH-000486,-0.360248671665
ACH-000487,-0.53390324304
ACH-000488,-0.522545253106
ACH-000490,-0.364584775789
ACH-000491,-0.49614629139399996
ACH-000495,-0.252736160421
ACH-000496,-0.683807191337
ACH-000499,-0.477027213653
ACH-000500,-0.36233648669
ACH-000502,-0.508394013886
ACH-000503,-0.556917430259
ACH-000505,-0.47965105065499997
ACH-000507,-0.621756905845
ACH-000510,-0.527988063993
ACH-000511,-0.746378184807
ACH-000512,-0.514074845075
ACH-000516,-0.4918868633
ACH-000517,-0.462981190204
ACH-000518,-0.349496719299
ACH-000520,-0.656999996065
ACH-000521,-0.5151715760800001
ACH-000522,-0.39118666092
ACH-000524,-0.452196807801
ACH-000527,-0.384956871607
ACH-000528,-0.389029248525
ACH-000537,-0.432422895597
ACH-000541,-0.76242535708
ACH-000542,-0.5613713457339999
ACH-000544,-0.622817374934
ACH-000545,-0.541181850925
ACH-000547,-0.6738898567489999
ACH-000548,-0.85617711487
ACH-000549,-0.5166566369460001
ACH-000550,-0.694068687526
ACH-000552,-0.47505947812
ACH-000556,-0.48795413479500005
ACH-000557,-0.355203000009
ACH-000570,-0.528608178374
ACH-000571,-0.46059391301700003
ACH-000573,-0.5910123676519999
ACH-000576,-0.436380680116
ACH-000580,-0.340337602491
ACH-000584,-0.442088095832
ACH-000585,-0.593971177719
ACH-000588,-0.654473183946
ACH-000589,-0.577190018728
ACH-000591,-0.703549597051
ACH-000593,-0.5358259651439999
ACH-000600,-0.325940932277
ACH-000601,-0.522402901657
ACH-000604,-0.627495698995
ACH-000605,-0.44437624778000007
ACH-000606,-0.569807593504
ACH-000608,-0.38923455608199997
ACH-000614,-0.399432756495
ACH-000616,-0.43512898345299994
ACH-000618,-0.444111031523
ACH-000619,-0.538442665494
ACH-000620,-0.474097079377
ACH-000621,-0.740290233248
ACH-000622,-0.542475019845
ACH-000623,-0.523722557904
ACH-000624,-0.555293219435
ACH-000627,-0.502437579305
ACH-000630,-0.519444145185
ACH-000632,-0.525710797756
ACH-000633,-0.5320671897829999
ACH-000637,-0.738201965598
ACH-000638,-0.607880895609
ACH-000646,-0.385370295122
ACH-000647,-0.45342782790200004
ACH-000648,-0.391312624838
ACH-000649,-0.438305654947
ACH-000651,-0.374838498883
ACH-000652,-0.548299784451
ACH-000653,-0.62732876616
ACH-000657,-0.408720388325
ACH-000658,-0.33978159363399996
ACH-000661,-0.363829457101
ACH-000662,-0.915223172524
ACH-000663,-0.317733471612
ACH-000665,-0.568035882019
ACH-000671,-0.47066522122500004
ACH-000673,-0.6791153584749999
ACH-000676,-0.461209120971
ACH-000677,-0.273159182654
ACH-000681,-0.48854432651699997
ACH-000682,-0.430103158226
ACH-000683,-0.401515561048
ACH-000684,-0.5490095787470001
ACH-000688,-0.679173975053
ACH-000693,-0.43712490015199995
ACH-000694,-0.39446381679399994
ACH-000695,-0.393327240865
ACH-000696,-0.513129340307
ACH-000697,-0.606619290935
ACH-000699,-0.532971402037
ACH-000701,-0.472067136578
ACH-000706,-0.451289324593
ACH-000711,-0.48424232643700005
ACH-000713,-0.753280416272
ACH-000714,-0.41976291974
ACH-000718,-0.629302735295
