,FNTA (2339)
ACH-000362,-0.57398620025
ACH-000363,-0.383427300846
ACH-000364,-0.816902675271
ACH-000365,-0.668348450877
ACH-000366,-0.6518493765600001
ACH-000368,-0.5521415691279999
ACH-000374,-0.719336761547
ACH-000375,-1.07181886055
ACH-000376,-0.621923246418
ACH-000381,-0.6864401346879999
ACH-000383,-0.79506727002
ACH-000387,-0.540464345966
ACH-000389,-0.757808307795
ACH-000390,-0.563659081661
ACH-000393,-0.807886647058
ACH-000395,-0.880714618494
ACH-000397,-0.60859991546
ACH-000401,-0.675418235517
ACH-000402,-0.714993939763
ACH-000403,-0.58813062496
ACH-000404,-0.9228398086480001
ACH-000406,-0.459006705731
ACH-000407,-0.529937711379
ACH-000408,-0.772195565528
ACH-000410,-0.653368053276
ACH-000411,-0.623457087811
ACH-000414,-1.07933989651
ACH-000415,-0.715065599033
ACH-000416,-0.703150592586
ACH-000420,-0.620252620624
ACH-000421,-0.524911573367
ACH-000424,-0.489657691118
ACH-000425,-0.644748667382
ACH-000426,-0.9526485952879999
ACH-000427,-0.746555966761
ACH-000433,-0.651273798596
ACH-000436,-0.603112214554
ACH-000444,-0.817207732645
ACH-000445,-0.493302140439
ACH-000448,-0.6429028454379999
ACH-000450,-0.369384954537
ACH-000452,-0.770922806147
ACH-000454,-0.7579744771670001
ACH-000458,-0.515521641882
ACH-000459,-0.695664908282
ACH-000460,-0.7126378720540001
ACH-000461,-0.44267208633
ACH-000463,-0.8764886559299999
ACH-000464,-0.464064484028
ACH-000466,-1.29859086107
ACH-000467,-1.07087250269
ACH-000468,-0.7328915501279999
ACH-000469,-0.7821414798280001
ACH-000470,-0.9288507595209999
ACH-000471,-0.5686765827660001
ACH-000472,-0.5904240762080001
ACH-000473,-0.933675187576
ACH-000475,-0.682322978306
ACH-000476,-0.8122282501450001
ACH-000477,-0.860580007285
ACH-000480,-0.45829286617700005
ACH-000481,-0.755509794112
ACH-000483,-0.671297681319
ACH-000484,-0.553967429648
ACH-000485,-0.411596106658
ACH-000486,-0.990236062078
ACH-000487,-0.7355394152470001
ACH-000488,-0.48475288281499995
ACH-000490,-0.549488181626
ACH-000491,-0.625350828592
ACH-000495,-0.811327278402
ACH-000496,-0.928801744971
ACH-000499,-0.872277952218
ACH-000500,-0.370125991784
ACH-000502,-0.593766383747
ACH-000503,-0.970664614031
ACH-000505,-0.8834667383600001
ACH-000507,-0.6129722820100001
ACH-000510,-0.786793539502
ACH-000511,-1.06198032879
ACH-000512,-0.422798314911
ACH-000516,-0.880323894321
ACH-000517,-0.594241797919
ACH-000518,-0.853028842975
ACH-000520,-0.506298302543
ACH-000521,-0.877424662001
ACH-000522,-0.66318139549
ACH-000524,-0.658971101097
ACH-000527,-0.609947196844
ACH-000528,-0.909502260148
ACH-000537,-0.972640799427
ACH-000541,-0.935440926079
ACH-000542,-0.83037710114
ACH-000544,-0.8605510336750001
ACH-000545,-0.747118518836
ACH-000547,-1.09332599373
ACH-000548,-0.962668516016
ACH-000549,-0.508015586435
ACH-000550,-0.609366086965
ACH-000552,-1.04979025015
ACH-000556,-0.708324378256
ACH-000557,-0.61626155094
ACH-000570,-0.623556559363
ACH-000571,-0.55944926099
ACH-000573,-0.824415476392
ACH-000576,-0.815114321231
ACH-000580,-1.23621207438
ACH-000584,-0.524580793189
ACH-000585,-0.355726195677
ACH-000588,-0.688863651779
ACH-000589,-0.940738844807
ACH-000591,-0.6335474332109999
ACH-000593,-0.43776248790600003
ACH-000600,-0.524256477999
ACH-000601,-0.629550823759
ACH-000604,-0.9196433335549999
ACH-000605,-0.687247449373
ACH-000606,-0.9727901712870001
ACH-000608,-0.405383906676
ACH-000614,-0.720176345494
ACH-000616,-0.702926139594
ACH-000618,-0.918928694929
ACH-000619,-0.783615791922
ACH-000620,-0.465256351427
ACH-000621,-0.490861802941
ACH-000622,-0.646719317133
ACH-000623,-0.797231458707
ACH-000624,-0.762638995306
ACH-000627,-0.957247773656
ACH-000630,-1.01340224178
ACH-000632,-1.04961073841
ACH-000633,-0.39105315942100005
ACH-000637,-0.811758307527
ACH-000638,-0.6488220083780001
ACH-000646,-0.113033907952
ACH-000647,-0.8708793613310001
ACH-000648,-0.6862318112899999
ACH-000649,-0.726415364202
ACH-000651,-0.677263506067
ACH-000652,-0.536748426068
ACH-000653,-0.627669780604
ACH-000657,-0.662863195417
ACH-000658,-0.557391391478
ACH-000661,-0.686820818873
ACH-000662,-0.24835546004099998
ACH-000663,-0.9678792725830001
ACH-000665,-1.1426832487899998
ACH-000671,-0.8923384885950001
ACH-000673,-0.8886862995799999
ACH-000676,-0.7109379570640001
ACH-000677,-0.705786475503
ACH-000681,-0.525735876659
ACH-000682,-0.827000088389
ACH-000683,-0.542924532811
ACH-000684,-0.981244228206
ACH-000688,-1.0230547986
ACH-000693,-0.679067779383
ACH-000694,-0.7783237740250001
ACH-000695,-0.444027808498
ACH-000696,-0.445549056543
ACH-000697,-0.485994275999
ACH-000699,-1.08284460905
ACH-000701,-0.9329977975779999
ACH-000706,-0.62702647494
ACH-000711,-0.44753393339599995
ACH-000713,-0.8069807858020001
ACH-000714,-0.375396154637
ACH-000718,-0.7454093448989999
ACH-000720,-0.8902458442669999
ACH-000721,-0.45451607298999996
ACH-000724,-0.694817137146
ACH-000725,-0.596188569648
ACH-000732,-0.7147307751109999
ACH-000734,-0.729727668844
ACH-000735,-0.856435893487
ACH-000736,-0.7044972741600001
ACH-000738,-0.952871276897
ACH-000746,-0.23310236879500001
ACH-000747,-0.7298988429600001
ACH-000748,-0.636837538325
ACH-000753,-0.566722462602
ACH-000756,-0.805645876689
ACH-000757,-0.47329505615199996
ACH-000758,-0.7833551331949999
ACH-000760,-0.6291625993609999
ACH-000763,-0.7242946205349999
ACH-000764,-0.705292599692
ACH-000765,-0.653031564285
ACH-000766,-0.496023523877
ACH-000767,-0.52616099985
ACH-000768,-0.966545369517
ACH-000769,-0.650660932688
ACH-000770,-0.6917401500020001
ACH-000771,-1.0410846366600002
ACH-000773,-0.562145103218
ACH-000776,-0.6700120358
ACH-000777,-0.7972361103710001
ACH-000778,-0.794651813291
ACH-000781,-0.9440265668119999
ACH-000782,-0.528299124043
ACH-000783,-0.393006185176
ACH-000784,-0.390122667021
ACH-000785,-0.636335429379
ACH-000787,-0.404221775518
ACH-000788,-0.6836295873899999
ACH-000791,-0.719706053528
ACH-000792,-0.9624750259639999
ACH-000794,-0.98024255619
ACH-000796,-0.5532403321930001
ACH-000799,-0.733172923126
ACH-000800,-0.419640257686
ACH-000802,-0.686833341376
ACH-000804,-0.9770097425319999
ACH-000805,-0.7743499687630001
ACH-000809,-0.601491634539
ACH-000810,-0.46321986582900004
ACH-000811,-0.5190747341390001
ACH-000817,-0.7941952533840001
ACH-000819,-0.8395326366320001
ACH-000820,-1.11275300432
ACH-000821,-0.621604033502
ACH-000822,-1.02367995922
ACH-000823,-0.541862291032
ACH-000824,-0.42990916494900006
ACH-000827,-0.541952538865
ACH-000829,-0.695945110668
ACH-000831,-0.812884064532
ACH-000832,-0.933118742591
ACH-000833,-0.834308584243
ACH-000834,-0.681207029155
ACH-000835,-0.694721196101
ACH-000836,-1.13719484762
ACH-000837,-0.677157547929
ACH-000838,-0.565426293729
ACH-000839,-0.766542769708
ACH-000840,-0.869806494116
ACH-000841,-0.585017513616
ACH-000843,-0.49653572794600004
ACH-000846,-0.616006315187
ACH-000847,-0.5569174770699999
ACH-000848,-1.10686151161
ACH-000849,-0.658913082487
ACH-000851,-0.9832368645899999
ACH-000855,-0.6826552784219999
ACH-000856,-0.895580410815
ACH-000858,-0.61096890467
ACH-000859,-0.681602472191
ACH-000861,-0.821729606172
ACH-000862,-0.67600204451
ACH-000865,-0.784319458622
ACH-000866,-0.6181367605170001
ACH-000867,-0.45395786926299997
ACH-000869,-1.07284426109
ACH-000872,-0.9711655605830001
ACH-000873,-0.33852112101899995
ACH-000876,-0.665526857547
ACH-000878,-0.9292145745929999
ACH-000880,-0.784920356601
ACH-000881,-0.9398293534119999
ACH-000882,-0.670442479361
ACH-000884,-0.475779730501
ACH-000885,-0.696562424617
ACH-000887,-1.1058035455500002
ACH-000888,-0.277148703075
ACH-000889,-0.303405318698
ACH-000890,-1.34590086083
ACH-000896,-0.494573663928
ACH-000898,-0.8011692391040001
ACH-000900,-0.692116664438
ACH-000901,-0.566466048192
ACH-000905,-0.5881793281669999
ACH-000906,-0.662590505104
ACH-000907,-0.930244998782
ACH-000910,-0.498410528856
ACH-000911,-0.703189608664
ACH-000912,-0.762315509773
ACH-000913,-0.47471636052
ACH-000915,-0.602344271096
ACH-000916,-0.633183293248
ACH-000917,-0.981781671041
ACH-000921,-0.900618488598
ACH-000924,-0.551145691683
ACH-000926,-0.397732695384
ACH-000928,-0.7583282558230001
ACH-000929,-0.78070314156
ACH-000932,-0.567912199688
ACH-000935,-0.5479004308550001
ACH-000936,-0.8315852498299999
ACH-000937,-0.713187109002
ACH-000938,-0.638361159225
ACH-000939,-0.860750503363
ACH-000941,-0.7750592848360001
ACH-000943,-0.349760731316
ACH-000946,-0.722132843557
ACH-000947,-0.8515840643629999
ACH-000948,-1.0406114632999999
ACH-000950,-0.9888758622399999
ACH-000953,-0.8070760762989999
ACH-000957,-0.840755678267
ACH-000958,-0.876807637392
ACH-000960,-0.437449032136
ACH-000963,-0.43136121494199997
ACH-000968,-0.546254767765
ACH-000969,-1.02020324309
ACH-000973,-0.6461489333420001
ACH-000974,-0.8954094817880001
ACH-000975,-0.690431049963
ACH-000976,-0.749547288952
ACH-000978,-0.727826723702
ACH-000980,-0.363283132284
ACH-000984,-0.7042925521510001
ACH-000986,-0.953590640469
ACH-000988,-1.10475680624
ACH-000993,-0.660281335986
ACH-000994,-0.829556780879
ACH-000996,-0.62208976911
ACH-001001,-0.436257473941
ACH-001020,-0.9947308434890001
ACH-001028,-0.38999247603299997
ACH-001031,-0.56819665587
ACH-001038,-0.564475238461
ACH-001048,-0.844076189373
ACH-001050,-0.7074009465009999
ACH-001053,-0.659578766245
ACH-001054,-0.59199825018
ACH-001061,-0.770660528048
ACH-001067,-0.653564935196
ACH-001075,-0.5654845626120001
ACH-001096,-0.42152498156199997
ACH-001128,-0.757609777907
ACH-001134,-0.8568089807800001
ACH-001151,-0.5934298780789999
ACH-001163,-0.440362523848
ACH-001164,-0.989807608793
ACH-001173,-0.62615729243
ACH-001183,-0.809735658037
ACH-001184,-0.520026445648
ACH-001190,-0.912132749369
ACH-001192,-0.7302508712800001
ACH-001193,-0.78603801088
ACH-001196,-0.797447826875
ACH-001197,-0.746034597351
ACH-001205,-0.32705965780699997
ACH-001211,-0.8579905458670001
ACH-001212,-0.847555971251
ACH-001228,-0.709676531275
ACH-001232,-0.858603998831
ACH-001239,-0.696536757278
ACH-001274,-1.08796748325
ACH-001275,-0.5529645066409999
ACH-001277,-0.911071473193
ACH-001278,-0.989236624947
ACH-001280,-0.569572034888
ACH-001283,-0.602594088696
ACH-001289,-0.706050653856
ACH-001295,-0.6956650753820001
ACH-001300,-0.657847550795
ACH-001301,-0.650090236928
ACH-001302,-0.183859858137
ACH-001303,-0.405696454216
ACH-001306,-0.8799539920399999
ACH-001318,-0.627480311607
ACH-001322,-1.03087542665
ACH-001328,-0.598071016729
ACH-001332,-0.8733917174410001
ACH-001333,-0.641538823174
ACH-001336,-0.49012913861199997
ACH-001340,-0.632290289296
ACH-001346,-1.22422797184
ACH-001353,-0.41653441979500005
ACH-001354,-0.6017516975739999
ACH-001367,-1.01045208252
ACH-001368,-0.7539099304569999
ACH-001374,-0.879166538326
ACH-001375,-0.5724491787629999
ACH-001377,-0.8699100821819999
ACH-001380,-0.7205383586049999
ACH-001391,-0.618956205506
ACH-001407,-0.5925499738660001
ACH-001408,-0.863060922474
ACH-001413,-0.889534101954
ACH-001430,-0.7533970638680001
ACH-001431,-0.843126794118
ACH-001450,-0.567243515508
ACH-001496,-0.743195499474
ACH-001500,-0.672559690823
ACH-001521,-0.583378577318
ACH-001523,-0.981074072926
ACH-001532,-0.938385848404
ACH-001536,-0.886744938112
ACH-001550,-0.628714678557
ACH-001552,-0.725140905014
ACH-001554,-0.750194744481
ACH-001645,-0.518243097353
ACH-001654,-0.820437535212
ACH-001715,-0.45863732793000006
ACH-001735,-0.455482283513
ACH-001736,-0.626921215023
ACH-001737,-0.5650138888449999
ACH-001740,-0.57683480917
ACH-001745,-0.639441993201
ACH-001750,-0.5212699694080001
ACH-001765,-0.556565146364
ACH-001956,-0.534573026212
ACH-001957,-0.919962700578
