,OR5M8 (219484)
ACH-000004,0.136635708519
ACH-000007,0.155626387083
ACH-000009,0.101782438674
ACH-000011,0.236374666962
ACH-000012,0.0428327364534
ACH-000013,0.173521094723
ACH-000014,0.22386762454599998
ACH-000015,0.174255730695
ACH-000017,0.0457879957572
ACH-000018,0.0447457251006
ACH-000019,-0.255854380161
ACH-000021,0.07404610488669999
ACH-000022,0.07061150443400001
ACH-000025,0.123492028948
ACH-000028,0.0353163975559
ACH-000030,-4.00387292903e-05
ACH-000035,0.380362747175
ACH-000036,0.224446686879
ACH-000037,-0.04374949741880001
ACH-000039,-0.145064962568
ACH-000040,-0.100474469017
ACH-000041,0.172562876501
ACH-000042,0.25410277434
ACH-000045,0.0173345068017
ACH-000047,0.14547118610200002
ACH-000052,0.167970799808
ACH-000053,0.0605919037809
ACH-000054,0.0613000504191
ACH-000055,-0.0766985237243
ACH-000060,0.0836510590077
ACH-000067,0.22000514141199998
ACH-000070,0.329952389493
ACH-000075,0.07715005894969999
ACH-000078,-0.00601094097415
ACH-000082,-0.0437571831841
ACH-000085,0.029990278873
ACH-000086,-0.054834472675
ACH-000087,0.100831543124
ACH-000092,0.117303414886
ACH-000095,0.121858168731
ACH-000097,0.034272547559
ACH-000098,0.0842760523838
ACH-000099,0.024545873083000002
ACH-000108,0.06931160548719999
ACH-000113,0.140103331374
ACH-000115,0.285754126179
ACH-000116,-0.0365444895025
ACH-000118,-0.0202106734818
ACH-000120,0.118585264561
ACH-000123,-0.0471258565142
ACH-000127,0.115863316203
ACH-000128,0.264685554383
ACH-000132,-0.313042099765
ACH-000133,0.09885806075269998
ACH-000137,0.116323978725
ACH-000138,0.168417601742
ACH-000142,-0.04233813213959999
ACH-000143,0.176183741782
ACH-000146,-0.0248239022413
ACH-000148,0.21549838043699998
ACH-000150,0.144456663775
ACH-000152,0.0958424679827
ACH-000153,0.194555148772
ACH-000159,0.0658293395524
ACH-000160,-0.041317162691999997
ACH-000163,0.0378930028763
ACH-000167,0.04318691922949999
ACH-000168,0.251079468493
ACH-000169,0.142129229871
ACH-000178,0.00275445747034
ACH-000182,0.117027428328
ACH-000183,-0.159394395187
ACH-000188,-0.19487486947299998
ACH-000189,0.0775825148015
ACH-000190,0.0146019642238
ACH-000198,0.121214754543
ACH-000204,-0.18690646521200002
ACH-000206,0.047184842142
ACH-000207,-0.280235864016
ACH-000211,-0.0373605852971
ACH-000215,0.10848113747600001
ACH-000221,0.16170827773399998
ACH-000222,-0.08134255104960002
ACH-000223,-0.000414954280573
ACH-000226,-0.07883213849910001
ACH-000227,0.182063708082
ACH-000228,-0.257792245783
ACH-000231,0.123169377048
ACH-000232,0.12371048191299999
ACH-000233,0.09563178714680001
ACH-000234,0.0206981353478
ACH-000235,0.0484017414234
ACH-000237,0.170752899994
ACH-000238,0.09667262029130001
ACH-000243,0.149833446187
ACH-000244,-0.0487591465596
ACH-000246,0.11810343942700001
ACH-000248,-0.071955180425
ACH-000250,0.0736980281765
ACH-000251,0.09764208769189998
ACH-000253,0.100398252607
ACH-000255,0.197485626257
ACH-000256,-0.00480083909325
ACH-000257,0.146545953089
ACH-000258,-0.0438507661051
ACH-000259,0.11444924128900001
ACH-000260,0.118706829356
ACH-000261,0.128306842243
ACH-000262,0.06169828491169999
ACH-000263,-0.0176475057415
ACH-000264,0.15567271182700002
ACH-000265,0.00792690868574
ACH-000266,0.096123819528
ACH-000272,0.13572428009
ACH-000273,0.0163876556979
ACH-000274,0.19541808913400002
ACH-000277,0.025774070578900004
ACH-000278,0.159391070548
ACH-000279,0.279124223602
ACH-000280,0.126059072096
ACH-000281,0.28896640504500004
ACH-000288,0.200933515841
ACH-000291,0.265605218022
ACH-000293,0.29682926936799997
ACH-000294,0.11105150908900001
ACH-000295,0.023812549760400002
ACH-000296,0.13286815639
ACH-000302,0.184892684798
ACH-000304,0.382947608386
ACH-000307,-0.0321343652109
ACH-000308,0.109833850329
ACH-000310,0.241870474117
ACH-000311,0.0693255972225
ACH-000312,0.163239117017
ACH-000315,-0.131800466244
ACH-000316,0.053154158182800004
ACH-000317,-0.059720526797199996
ACH-000318,-0.0436498708494
ACH-000319,0.0578299453151
ACH-000320,0.382239601949
ACH-000322,0.15418999854
ACH-000323,0.0637264064768
ACH-000324,0.0854051219617
ACH-000329,0.23374250061000001
ACH-000330,0.23779247646499999
ACH-000331,0.0468784342923
ACH-000332,0.00103284834191
ACH-000334,0.193117965264
ACH-000335,0.0171241908389
ACH-000336,0.116957999337
ACH-000337,-0.344501776453
ACH-000339,-0.00481720521388
ACH-000341,-0.0636916967043
ACH-000348,0.369915862315
ACH-000350,0.104105311876
ACH-000352,0.05830594938130001
ACH-000356,-0.13482099396400002
ACH-000361,-0.14971428257799999
ACH-000362,0.187649274216
ACH-000363,-0.054611280553699994
ACH-000364,0.09740018188930001
ACH-000365,0.031673401651699996
