,RARS (5917)
ACH-000207,-0.575353735396
ACH-000211,-0.955466303998
ACH-000215,-0.9174891223200001
ACH-000221,-0.8095730872269999
ACH-000222,-0.519819804571
ACH-000223,-0.633983002721
ACH-000226,-0.671013638238
ACH-000227,-0.8876815859720001
ACH-000228,-0.535780653431
ACH-000231,-0.7457432100210001
ACH-000232,-0.7595140319310001
ACH-000233,-0.5635512108780001
ACH-000234,-0.733611815494
ACH-000235,-0.8227475270640001
ACH-000237,-0.6290006168550001
ACH-000238,-0.435576679652
ACH-000243,-0.625240146871
ACH-000244,-0.367681107305
ACH-000246,-0.6776146732260001
ACH-000248,-0.655579070754
ACH-000250,-0.9186336947689999
ACH-000251,-0.735284467647
ACH-000253,-0.769531635776
ACH-000255,-0.7070898620810001
ACH-000256,-0.606877884111
ACH-000257,-1.1148900144
ACH-000258,-0.872399654985
ACH-000259,-0.6741398358580001
ACH-000260,-0.656271257606
ACH-000261,-0.9519052043799999
ACH-000262,-0.7861825165690001
ACH-000263,-0.620242642411
ACH-000264,-1.00124109228
ACH-000265,-0.623884291775
ACH-000266,-0.7467557702680001
ACH-000272,-0.8710018521080001
ACH-000273,-0.760117798272
ACH-000274,-0.823594778426
ACH-000277,-0.730802714088
ACH-000278,-0.55012771624
ACH-000279,-0.828191729437
ACH-000280,-0.805249626293
ACH-000281,-0.7072857329309999
ACH-000288,-0.672962993515
ACH-000291,-0.680111418869
ACH-000293,-0.704492314118
ACH-000294,-0.31254969095199997
ACH-000295,-0.912169662716
ACH-000296,-0.550146019202
ACH-000302,-0.620608265905
ACH-000304,-0.49474912419
ACH-000307,-0.534825179918
ACH-000308,-0.641423286524
ACH-000310,-1.05395833449
ACH-000311,-0.573101573692
ACH-000312,-0.7888568438339999
ACH-000315,-0.386591035365
ACH-000316,-0.5073409405129999
ACH-000317,-0.35886593907
ACH-000318,-0.706945678345
ACH-000319,-0.866021116877
ACH-000320,-0.600453226429
ACH-000322,-0.261820070919
ACH-000323,-0.724823474348
ACH-000324,-0.663772034826
ACH-000329,-0.7509244950789999
ACH-000330,-0.619071727495
ACH-000331,-0.6342299471739999
ACH-000332,-0.707861659582
ACH-000334,-0.8177579414689999
ACH-000335,-0.7211980166949999
ACH-000336,-0.720834913222
ACH-000337,-0.663794371003
ACH-000339,-0.6500620861899999
ACH-000341,-1.2833827725799998
ACH-000348,-0.591590638916
ACH-000350,-0.567929917129
ACH-000352,-0.700768611636
ACH-000356,-0.683153607518
ACH-000361,-0.633368962142
ACH-000362,-0.733291730558
ACH-000363,-0.544294018722
ACH-000364,-0.47587593817400003
ACH-000365,-0.713022365947
ACH-000366,-0.840979189422
ACH-000368,-0.8405382897429999
ACH-000374,-0.592940080604
ACH-000375,-0.6290987468370001
ACH-000376,-0.657826801126
ACH-000381,-0.7201351331810001
ACH-000383,-1.00820599246
ACH-000387,-0.682722960639
ACH-000389,-0.771782620661
ACH-000390,-0.8611968616429999
ACH-000393,-0.853258999693
ACH-000395,-0.7801952058730001
ACH-000397,-0.6817818154340001
ACH-000401,-0.340360913195
ACH-000402,-0.579739769901
ACH-000403,-0.8620382410070001
ACH-000404,-0.727913324219
ACH-000406,-0.45805779779399997
ACH-000407,-0.9448010469949999
ACH-000408,-0.565831097223
ACH-000410,-0.548743334828
ACH-000411,-0.753997536422
ACH-000414,-0.494400018645
ACH-000415,-0.515103615614
ACH-000416,-0.705113735271
ACH-000420,-0.9112746286010001
ACH-000421,-0.551514433229
ACH-000424,-0.847174534675
ACH-000425,-0.706731976629
ACH-000426,-0.629444331294
ACH-000427,-0.9438393362899999
ACH-000433,-0.629711035013
ACH-000436,-0.468771180524
ACH-000444,-0.592541762413
ACH-000445,-0.739540795582
ACH-000448,-0.637967108486
ACH-000450,-0.664604272077
ACH-000452,-0.547179575308
ACH-000454,-0.7322648527600001
ACH-000458,-0.54940602998
ACH-000459,0.0251831266562
ACH-000460,-0.694964307891
ACH-000461,-0.576395184943
ACH-000463,-0.717657678169
ACH-000464,-0.659485058932
ACH-000466,-0.74549753152
ACH-000467,-0.598242440523
ACH-000468,-0.575668061343
ACH-000469,-0.7647613577060001
ACH-000470,-0.588042870452
ACH-000471,-0.752249083162
ACH-000472,-1.09215081159
ACH-000473,-0.6072102818
ACH-000475,-0.995655326504
ACH-000476,-0.863343046178
ACH-000477,-0.7354988731669999
ACH-000480,-0.555461782328
ACH-000481,-0.8802860923549999
ACH-000483,-0.7698621324320001
ACH-000484,-1.1076140872700002
ACH-000485,-0.76418576921
ACH-000486,-0.7851806918430001
ACH-000487,-0.850147843082
ACH-000488,-0.5336710688790001
ACH-000490,-0.833518744799
ACH-000491,-0.6879483769220001
ACH-000495,-0.926909439215
ACH-000496,-0.571325988145
ACH-000499,-0.45981797122100004
ACH-000500,-1.03638057187
ACH-000502,-0.623231062988
ACH-000503,-0.524512551256
ACH-000505,-0.73768079637
ACH-000507,-0.571743886822
ACH-000510,-0.714275806028
ACH-000511,-0.679144410382
ACH-000512,-0.813397169396
ACH-000516,-0.6306893401820001
ACH-000517,-0.643691928873
ACH-000518,-0.686230992605
ACH-000520,-0.6544387425639999
ACH-000521,-0.575916223501
ACH-000522,-0.996347612156
ACH-000524,-0.670178680789
ACH-000527,-0.656734524893
ACH-000528,-0.566441488595
ACH-000537,-0.814585089226
ACH-000541,-0.377366895132
ACH-000542,-0.713796986746
ACH-000544,-0.625643360237
ACH-000545,-0.8174980130600001
ACH-000547,-0.786143078688
ACH-000548,-0.59147883838
ACH-000549,-0.507808434753
ACH-000550,-0.600768587885
ACH-000552,-0.6591607996
ACH-000556,-0.8128659492139999
ACH-000557,-0.928673550444
ACH-000570,-0.7670668619600001
ACH-000571,-0.853591251456
ACH-000573,-0.610548386679
ACH-000576,-0.542512466388
ACH-000580,-0.623196458459
ACH-000584,-0.715667109023
ACH-000585,-0.610824207804
ACH-000588,-0.351627986087
ACH-000589,-0.572035662018
ACH-000591,-0.588233996042
ACH-000593,-0.8501646998260001
ACH-000600,-0.5982693678750001
ACH-000601,-0.61574608843
ACH-000604,-0.7107596904600001
ACH-000605,-0.6317578146339999
ACH-000606,-0.5139614367459999
ACH-000608,-0.739008362692
ACH-000614,-0.33755750149999997
ACH-000616,-0.701652273239
ACH-000618,-0.469984382368
ACH-000619,-0.6045743456970001
ACH-000620,-0.6917570914910001
ACH-000621,-0.8001135679350001
ACH-000622,-1.0633027642200001
ACH-000623,-0.46381758581200005
ACH-000624,-0.676782081304
ACH-000627,-0.6301476519120001
ACH-000630,-0.709708850863
ACH-000632,-0.548652866139
ACH-000633,-0.821555046031
ACH-000637,-0.5202078789810001
ACH-000638,-0.495566337676
ACH-000646,-0.539756129875
ACH-000647,-0.954372747015
ACH-000648,-0.569891941736
ACH-000649,-0.778957408962
ACH-000651,-0.8912121512540001
ACH-000652,-0.656868435517
ACH-000653,-0.545281430539
ACH-000657,-0.895876115092
ACH-000658,-0.7464956300900001
ACH-000661,-0.5181533417759999
ACH-000662,-0.9095580331149999
ACH-000663,-0.42880029625699995
ACH-000665,-0.8238568668449999
ACH-000671,-0.569943079348
ACH-000673,-0.8152127514859999
ACH-000676,-0.738741415566
ACH-000677,-0.48401667855400005
ACH-000681,-0.463877821833
ACH-000682,-0.7411294278820001
ACH-000683,-0.885014054667
ACH-000684,-0.456705252033
ACH-000688,-0.690103892988
ACH-000693,-0.56803670781
ACH-000694,-0.588387089297
ACH-000695,-0.897499185757
ACH-000696,-0.623419807275
ACH-000697,-0.561159073305
ACH-000699,-0.600799956513
ACH-000701,-0.643062822857
ACH-000706,-0.733470001391
ACH-000711,-0.800054479218
ACH-000713,-0.817491811575
ACH-000714,-0.98628264545
ACH-000718,-0.727377648513
ACH-000720,-0.69114690094
ACH-000721,-0.7873685125300001
ACH-000724,-0.684371751213
ACH-000725,-0.511616222473
ACH-000732,-0.6141828805780001
ACH-000734,-0.7364674359819999
ACH-000735,-0.772813760592
ACH-000736,-0.49410470278499996
ACH-000738,-0.639127417194
ACH-000746,-0.742275307559
ACH-000747,-0.597579263416
ACH-000748,-0.769632056371
ACH-000753,-0.609161645008
ACH-000756,-0.839283521773
ACH-000757,-0.756406992634
ACH-000758,-0.8230903023080001
ACH-000760,-0.7129377257780001
ACH-000763,-0.654375375411
ACH-000764,-0.652708732139
ACH-000765,-0.39200621235699995
ACH-000766,-0.702809754077
ACH-000767,-0.893879946235
ACH-000768,-0.714489969317
ACH-000769,-0.632420760612
ACH-000770,-0.6398151982270001
ACH-000771,-0.546821299325
ACH-000773,-0.545093668975
ACH-000776,-0.690371177376
ACH-000777,-0.541514180508
ACH-000778,-0.643962160033
ACH-000781,-0.618487605035
ACH-000782,-0.641068120376
ACH-000783,-0.582330390166
ACH-000784,-0.738821995668
ACH-000785,-0.651261694943
ACH-000787,-0.706770318459
ACH-000788,-0.770147396496
ACH-000791,-0.58699011119
ACH-000792,-0.46716479716700005
ACH-000794,-0.865838266332
ACH-000796,-1.0000150773899998
ACH-000799,-0.629337352718
ACH-000800,-0.6400798442710001
ACH-000802,-0.6310646139930001
ACH-000804,-0.769564589823
ACH-000805,-0.524890186464
ACH-000809,-0.705344803135
ACH-000810,-0.5554719288809999
ACH-000811,-0.901497006504
ACH-000817,-0.541290050637
ACH-000819,-0.801068598172
ACH-000820,-0.6651132210840001
ACH-000821,-0.414819880603
ACH-000822,-0.941719744332
ACH-000823,-0.757685134923
ACH-000824,-0.830372356559
ACH-000827,-0.7484026912739999
ACH-000829,-0.649070573843
ACH-000831,-0.534018229937
ACH-000832,-0.793497964058
ACH-000833,-0.5205889996459999
ACH-000834,-0.6079811314329999
ACH-000835,-0.284476357143
ACH-000836,-0.7718389799869999
ACH-000837,-0.452615388969
ACH-000838,-0.623213791646
ACH-000839,-0.675631043768
ACH-000840,-0.5950081349449999
ACH-000841,-0.537745819746
ACH-000843,-0.604486124975
ACH-000846,-0.507788483576
ACH-000847,-0.855924833519
ACH-000848,-0.792102832203
ACH-000849,-0.56318844875
ACH-000851,-0.693359118722
ACH-000855,-0.36113624001
ACH-000856,-0.476456300295
ACH-000858,-0.7325366815109999
ACH-000859,-0.685344518406
ACH-000861,-0.668330835775
ACH-000862,-0.6937786768709999
ACH-000865,-0.675635799884
ACH-000866,-0.632893617563
ACH-000867,-0.684397603355
ACH-000869,-0.636279620704
ACH-000872,-0.555171661362
ACH-000873,-0.499671859688
ACH-000876,-0.40810200551799997
ACH-000878,-0.715286108953
ACH-000880,-0.490777701523
ACH-000881,-0.434603761506
ACH-000882,-0.507618846939
ACH-000884,-0.710868532773
ACH-000885,-0.756671450097
ACH-000887,-0.901164584165
ACH-000888,-0.717776430886
ACH-000889,-0.572562183769
ACH-000890,-0.569060744295
ACH-000896,-0.8407293940680001
ACH-000898,-0.7111073295579999
ACH-000900,-0.573642518844
ACH-000901,-0.7138479225450001
ACH-000905,-0.8139132067939999
ACH-000906,-0.838620192782
ACH-000907,-0.457980482478
ACH-000910,-0.621703106749
ACH-000911,-0.593352142377
ACH-000912,-0.67731505499
ACH-000913,-0.740226079029
ACH-000915,-0.935233334916
ACH-000916,-0.6977929978919999
ACH-000917,-0.891853536894
ACH-000921,-0.687493830034
ACH-000924,-0.689510892885
ACH-000926,-0.81712499043
ACH-000928,-0.572054125133
ACH-000929,-0.527293892121
ACH-000932,-0.651149340444
ACH-000935,-0.527914479798
ACH-000936,-0.623978348927
ACH-000937,-0.81285868367
ACH-000938,-0.7919339786890001
ACH-000939,-0.9171861124709999
ACH-000941,-0.750118232796
ACH-000943,-0.525551655201
ACH-000946,-0.631182968595
ACH-000947,-0.574278864984
ACH-000948,-0.656150014623
ACH-000950,-0.39810867149499995
ACH-000953,-0.945714407007
ACH-000957,-0.616181593602
ACH-000958,-0.685239985494
ACH-000960,-0.736989645127
ACH-000963,-0.80162118823
ACH-000968,-0.450443100977
ACH-000969,-0.7237824348469999
ACH-000973,-0.809831455986
ACH-000974,-0.877673028732
ACH-000975,-0.859525216176
ACH-000976,-0.684307943495
ACH-000978,-0.753941033047
ACH-000980,-0.773987216066
ACH-000984,-0.858096959032
ACH-000986,-0.877116087555
ACH-000988,-0.662747804674
ACH-000993,-0.720598729928
ACH-000994,-0.712798452699
ACH-000996,-0.884353671448
ACH-001001,-0.725414678072
ACH-001020,-0.738144461303
ACH-001028,-0.932529950487
ACH-001031,-0.642652680142
ACH-001038,-0.899954902391
ACH-001048,-0.848676917621
ACH-001050,-0.778558443527
ACH-001053,-0.752186922158
ACH-001054,-0.7403406433149999
ACH-001061,-0.6054429865550001
ACH-001067,-0.648042635976
ACH-001075,-0.6968981734530001
ACH-001096,-0.6944881188750001
ACH-001128,-0.892731558303
ACH-001134,-0.6569207798800001
ACH-001151,-0.634782840886
ACH-001163,-0.766600812145
ACH-001164,-0.566947259852
ACH-001173,-0.798580494311
ACH-001183,-0.647494502886
ACH-001184,-0.561528526103
ACH-001190,-0.65189263182
ACH-001192,-0.699034127478
ACH-001193,-0.85391103499
ACH-001196,-0.433105075739
ACH-001197,-0.431053893551
ACH-001205,-0.805900297686
ACH-001211,-0.9467612462999999
ACH-001212,-0.8774799733140001
ACH-001228,-0.955090425802
ACH-001232,-0.727787897499
ACH-001239,-0.48402718870300004
ACH-001274,-0.43043417376599996
ACH-001275,-0.435279788801
ACH-001277,-0.780093640696
ACH-001278,-0.7489315995479999
ACH-001280,-0.8316218144490001
ACH-001283,-0.500127680964
ACH-001289,-0.642577249221
ACH-001295,-1.03171273094
ACH-001300,-0.739318241665
ACH-001301,-0.727315799436
ACH-001302,-0.848388643357
ACH-001303,-0.822362918775
ACH-001306,-0.654622222436
ACH-001318,-0.7149726872959999
ACH-001322,-0.7192072464429999
ACH-001328,-0.754137068644
ACH-001332,-0.681506412651
ACH-001333,-0.494061083588
ACH-001336,-0.801704060661
ACH-001340,-0.6711928435529999
ACH-001346,-0.46394074464900004
ACH-001353,-0.660262333909
ACH-001354,-0.616729135277
ACH-001367,-0.678010102945
ACH-001368,-0.7926992787520001
ACH-001374,-0.733257871616
ACH-001375,-0.874601279348
ACH-001377,-0.6725232205509999
ACH-001380,-0.57367260482
ACH-001391,-1.05486249039
ACH-001407,-0.525097198847
ACH-001408,-0.605579259205
ACH-001413,-0.722870758415
ACH-001430,-1.0592454516399998
ACH-001431,-0.7176151418179999
ACH-001450,-0.71257411192
ACH-001496,-0.642077039217
ACH-001500,-0.764097199014
ACH-001521,-0.890862333894
ACH-001523,-0.565911237521
ACH-001532,-0.7295583497939999
ACH-001536,-0.545251526942
ACH-001550,-0.635159167827
ACH-001552,-1.01394534065
ACH-001554,-0.5036366711399999
ACH-001645,-0.5097971078769999
ACH-001654,-0.7387433105850001
ACH-001715,-0.502992446105
ACH-001735,-0.5784234864100001
ACH-001736,-0.598821224603
ACH-001737,-0.834213630069
ACH-001740,-0.684410138543
ACH-001745,-0.634758273395
ACH-001750,-0.756411835984
ACH-001765,-0.6668622299920001
ACH-001956,-0.5439636640550001
ACH-001957,-0.522230259639
