,PRPSAP2 (5636)
ACH-000004,0.186153578651
ACH-000007,-0.34340124139399997
ACH-000009,-0.31136239007
ACH-000011,-0.107487110336
ACH-000012,-0.0958246744911
ACH-000013,-0.219560066197
ACH-000014,0.0483579524881
ACH-000015,-0.154549786734
ACH-000017,-0.119815864055
ACH-000018,0.19882846239799998
ACH-000019,-0.0558469981405
ACH-000021,-0.18361375453099998
ACH-000022,-0.20532936112199998
ACH-000025,-0.0886639432618
ACH-000028,-0.15422146219900001
ACH-000030,-0.105520111673
ACH-000035,-0.17774928013099997
ACH-000036,-0.117391468827
ACH-000037,0.048018142154099996
ACH-000039,-0.24472020482299997
ACH-000040,-0.12312110079399999
ACH-000041,-0.06682707244490001
ACH-000042,-0.23569204686999998
ACH-000045,0.128777095289
ACH-000047,-0.06611775181940001
ACH-000052,0.11602763677000001
ACH-000053,-0.0838552944285
ACH-000054,-0.0643686477647
ACH-000055,0.00715732048029
ACH-000060,0.0792620311899
ACH-000067,-0.195295005794
ACH-000070,0.30683904558499997
ACH-000075,0.0848996337094
ACH-000078,-0.296183942628
ACH-000082,-0.00983921508881
ACH-000085,0.14778092395700002
ACH-000086,0.16423575844000002
ACH-000087,0.036359333709
ACH-000092,0.014388336947600002
ACH-000095,-0.11811372986
ACH-000097,-0.020870520379
ACH-000098,-0.0413075024812
ACH-000099,-0.138282981602
ACH-000108,-0.137640265625
ACH-000113,0.0394842227318
ACH-000115,0.0511921514037
ACH-000116,-0.07031809165639999
ACH-000118,-0.026564893118699997
ACH-000120,-0.040626628664
ACH-000123,-0.24304137528
ACH-000127,-0.105739133998
ACH-000128,-0.025167474252299996
ACH-000132,-0.123214066183
ACH-000133,0.008778013022680001
ACH-000137,-0.202934507777
ACH-000138,-0.0618927408134
ACH-000142,0.0674606541089
ACH-000143,0.0302194925287
ACH-000146,0.0050047341272
ACH-000148,0.005871182073649999
ACH-000150,-0.20214397044799998
ACH-000152,-0.082764716108
ACH-000153,-0.269473257395
ACH-000159,0.0164429114545
ACH-000160,0.0516716203363
ACH-000163,0.0565857364805
ACH-000167,-0.0287292073727
ACH-000168,0.021185438386
ACH-000169,0.071056392829
ACH-000178,0.00617958620828
ACH-000182,-0.0499563138965
ACH-000183,-0.0898339259843
ACH-000188,-0.0800967006194
ACH-000189,0.0337966014425
ACH-000190,-0.10864546047599999
ACH-000198,-0.069936617621
ACH-000204,0.34981691839
ACH-000206,-0.0161360105363
ACH-000207,-0.14852962128
ACH-000211,0.0355046705418
ACH-000215,0.04309920762180001
ACH-000221,-0.11389860017
ACH-000222,0.0452891749671
ACH-000223,-0.029832449480000002
ACH-000226,-0.23581959211
ACH-000227,-0.0730806851736
ACH-000228,-0.09199233957419999
ACH-000231,0.034165250062799996
ACH-000232,0.0304934682999
ACH-000233,-0.023398578761100002
ACH-000234,-0.00592552225507
ACH-000235,-0.165472346458
ACH-000237,-0.096462293573
ACH-000238,-0.23387261317299998
ACH-000243,-0.189535487291
ACH-000244,0.06415847275480001
ACH-000246,0.0505871905683
ACH-000248,0.10230418511600001
ACH-000250,-0.134525709101
ACH-000251,0.0587963332685
ACH-000253,-0.07280922487689999
ACH-000255,-0.0263493131061
ACH-000256,-0.06520631379610001
ACH-000257,-0.129924144587
ACH-000258,0.103370846854
ACH-000259,-0.056659897133300004
ACH-000260,0.0316095728639
ACH-000261,0.07890999952889999
ACH-000262,0.163410296628
ACH-000263,0.20476855643199998
ACH-000264,-0.0012330970302800001
ACH-000265,-0.165286343651
ACH-000266,-0.0425970278462
ACH-000272,0.0617518260079
ACH-000273,0.08890896507929999
ACH-000274,-0.048773408306
ACH-000277,-0.318985174474
ACH-000278,-0.0251605561476
ACH-000279,-0.00600699783509
ACH-000280,-0.15579291031300002
ACH-000281,-0.268115682976
ACH-000288,-0.11605145314099999
ACH-000291,-0.13530749621899998
ACH-000293,-0.0752009383016
ACH-000294,-0.0469128200471
ACH-000295,0.211872038651
ACH-000296,-0.19166633015299997
ACH-000302,-0.0122297747019
ACH-000304,0.0841188416343
ACH-000307,0.0373797637053
ACH-000308,-0.00314382473209
ACH-000310,-0.25747162796
ACH-000311,-0.302298182242
ACH-000312,-0.106945876829
ACH-000315,0.403071793154
ACH-000316,-0.19894454561
ACH-000317,0.32726714967799997
ACH-000318,-0.022236180068200002
ACH-000319,0.043671760756
ACH-000320,-0.33102219815699996
ACH-000322,-0.1584496075
ACH-000323,-0.165498017733
ACH-000324,-0.0986653186612
ACH-000329,0.020548226579
ACH-000330,-0.250589081185
ACH-000331,-0.007289808657720001
ACH-000332,-0.0770314923684
ACH-000334,-0.11225206318499999
ACH-000335,0.09892508341
ACH-000336,0.245228692749
ACH-000337,0.15387396535700001
ACH-000339,-0.42883015502
ACH-000341,0.0830169724784
ACH-000348,0.108628866015
ACH-000350,-0.279110535423
ACH-000352,-0.107238007887
ACH-000356,-0.0536254663848
ACH-000361,0.18175206812300002
ACH-000362,-0.12136848393300001
ACH-000363,0.052635626703900006
ACH-000364,-0.130526037352
ACH-000365,0.0550801461902
ACH-000366,0.09033689184560001
ACH-000368,0.0690745669963
ACH-000374,-0.08079731626589999
ACH-000375,-0.11641033239600002
ACH-000376,-0.00700624699254
ACH-000381,-0.147646382277
ACH-000383,-0.112859526904
ACH-000387,-0.134051767831
ACH-000389,-0.09045550544889999
ACH-000390,-0.0185421966625
ACH-000393,0.205545337235
ACH-000395,0.040757192913
ACH-000397,-0.17955324284600002
ACH-000401,0.0915830173061
ACH-000402,-0.0470441657
ACH-000403,0.0231987210098
ACH-000404,-0.379332882349
ACH-000406,-0.087185671483
ACH-000407,-0.0044639406765
ACH-000408,-0.0894615907385
ACH-000410,0.136420291695
ACH-000411,-0.0764948354235
ACH-000414,-0.153572811825
ACH-000415,-0.077047354995
ACH-000416,-0.136545556534
ACH-000420,0.0396409126352
ACH-000421,-0.09010801870210002
ACH-000424,-0.0611340229455
ACH-000425,0.10123815949699999
ACH-000426,-0.12212196389900001
ACH-000427,0.12422065918500001
ACH-000433,0.34281714294200005
ACH-000436,0.187358028702
ACH-000444,-0.06630237216969999
ACH-000445,0.0026574266036
ACH-000448,-0.23350389876
ACH-000450,0.0036820731401799997
ACH-000452,-0.010366249648600001
ACH-000454,-0.165220136762
ACH-000458,0.108861066339
ACH-000459,0.08657510119999999
ACH-000460,-0.0443841460518
ACH-000461,0.014632324642900001
ACH-000463,-0.0813637106003
ACH-000464,-0.160726062276
ACH-000466,0.137860345138
ACH-000467,0.0376778193404
ACH-000468,-0.107383073713
ACH-000469,-0.0794539307153
ACH-000470,0.08061806045850001
ACH-000471,0.0101464430697
ACH-000472,0.0237728284385
ACH-000473,0.12913528792
ACH-000475,-0.07608800858380001
ACH-000476,-0.11971439233799999
ACH-000477,0.45341667955
ACH-000480,0.0014205743315299998
ACH-000481,-0.0596902528769
ACH-000483,-0.024297661595999998
ACH-000484,0.22142684586800002
ACH-000485,0.0198382216302
ACH-000486,-0.0063135779247
ACH-000487,0.0509092586873
ACH-000488,-0.0260417018781
ACH-000490,-0.142572976082
ACH-000491,0.0327419795637
ACH-000495,0.287451515294
ACH-000496,-0.158831433064
ACH-000499,0.18285102146499999
ACH-000500,0.029999001927
ACH-000502,-0.10941812387
ACH-000503,0.300059751557
ACH-000505,0.0681465047557
ACH-000507,-0.00489454135862
ACH-000510,-0.1622266885
ACH-000511,0.0404129305774
ACH-000512,0.0025502178344
ACH-000516,-0.233104972225
ACH-000517,-0.0465106299983
ACH-000518,0.0319237038916
ACH-000520,-0.0648021338086
ACH-000521,-0.12185352327400001
ACH-000522,0.168698219934
ACH-000524,-0.12388536675799999
ACH-000527,-0.0444499944166
ACH-000528,-0.158867564588
ACH-000537,-0.00550915256834
ACH-000541,0.011397288293399999
ACH-000542,-0.00251307679759
ACH-000544,-0.033637460981600004
ACH-000545,0.029632703071499997
ACH-000547,0.0445666640066
ACH-000548,0.159650969104
