,POLB (5423)
ACH-000004,0.125370047133
ACH-000007,0.227640828039
ACH-000009,0.280783914855
ACH-000011,0.17687311310800002
ACH-000012,0.323460222031
ACH-000013,0.29059941669399997
ACH-000014,0.184419866895
ACH-000015,0.26138536649
ACH-000017,0.221411383895
ACH-000018,0.43595493023599996
ACH-000019,0.40277216303400004
ACH-000021,0.282612319151
ACH-000022,-0.0013758176412800001
ACH-000025,0.0320139959357
ACH-000028,0.154191089046
ACH-000030,0.28605775447299997
ACH-000035,0.07244272153189998
ACH-000036,0.11482691647
ACH-000037,0.264305868938
ACH-000039,0.333361516518
ACH-000040,0.20513796378899998
ACH-000041,0.260829466083
ACH-000042,0.216735232
ACH-000045,0.287240827222
ACH-000047,0.17365831777
ACH-000052,0.158900182906
ACH-000053,0.163415898571
ACH-000054,0.369780063595
ACH-000055,0.361970865952
ACH-000060,0.116928046513
ACH-000067,0.25666198499000004
ACH-000070,0.312226916572
ACH-000075,0.28067837971799997
ACH-000078,0.241806811727
ACH-000082,-0.0331085660398
ACH-000085,0.205946068788
ACH-000086,0.18132436784800002
ACH-000087,0.292032354703
ACH-000092,0.07896296090010001
ACH-000095,0.369360745617
ACH-000097,0.18144977837
ACH-000098,0.192201784279
ACH-000099,0.244618677272
ACH-000108,0.157110092546
ACH-000113,0.247618616959
ACH-000115,0.109597426991
ACH-000116,0.110067843013
ACH-000118,0.168222711801
ACH-000120,0.279248339625
ACH-000123,0.295693937204
ACH-000127,0.0690030374794
ACH-000128,0.233710531491
ACH-000132,0.121885531054
ACH-000133,0.22433254403099998
ACH-000137,0.139975769814
ACH-000138,0.16796043389
ACH-000142,0.326664209975
ACH-000143,0.317650872205
ACH-000146,0.24205832502099997
ACH-000148,0.256493489661
ACH-000150,0.100872071715
ACH-000152,0.230176891041
ACH-000153,0.404051206049
ACH-000159,0.325907556321
ACH-000160,0.0962828424917
ACH-000163,-0.027187489028500003
ACH-000167,-0.0802471581924
ACH-000168,0.195740008985
ACH-000169,0.112693823138
ACH-000178,0.21059469438200001
ACH-000182,0.0838684881124
ACH-000183,0.113907678745
ACH-000188,0.146661471501
ACH-000189,-0.0144957179403
ACH-000190,-0.109538446128
ACH-000198,0.07976480776639999
ACH-000204,0.327945769553
ACH-000206,-0.0162600165631
ACH-000207,0.186360902009
ACH-000211,0.181934467581
ACH-000215,0.14438908588500002
ACH-000221,0.18273588151
ACH-000222,0.380418878978
ACH-000223,0.09898449352610002
ACH-000226,0.15963807689999998
ACH-000227,0.09907179447999999
ACH-000228,0.199864591106
ACH-000231,0.24623492763500002
ACH-000232,0.125174751936
ACH-000233,0.35282658513400006
ACH-000234,0.32773198192200004
ACH-000235,0.181513265032
ACH-000237,0.15076695324699999
ACH-000238,0.143570672058
ACH-000243,0.124207560003
ACH-000244,0.19156701467099999
ACH-000246,0.146470292456
ACH-000248,0.362002404063
ACH-000250,0.202913112271
ACH-000251,0.22974176433000001
ACH-000253,0.134067297188
ACH-000255,0.183917185476
ACH-000256,-0.005874862245659999
