,ADRM1 (11047)
ACH-000004,-0.247372323508
ACH-000007,-0.468533914163
ACH-000009,-0.59133016955
ACH-000011,-1.19672790965
ACH-000012,-0.63679718488
ACH-000013,-0.457326310648
ACH-000014,-1.13752169867
ACH-000015,-0.420017042738
ACH-000017,-0.7464649913339999
ACH-000018,-0.829399105771
ACH-000019,-0.7008193788339999
ACH-000021,-0.201228930811
ACH-000022,-0.469406682583
ACH-000025,-0.506796169064
ACH-000028,-1.08499761532
ACH-000030,-0.8392447327120001
ACH-000035,-0.269019396645
ACH-000036,-0.589147847339
ACH-000037,-0.37795114004299996
ACH-000039,-0.415128109191
ACH-000040,-0.545220004052
ACH-000041,-0.27273473368900003
ACH-000042,-0.49997274616899995
ACH-000045,-0.71751313786
ACH-000047,-0.664494774808
ACH-000052,-0.671526127369
ACH-000053,-0.7738386215530001
ACH-000054,-1.0902581990200002
ACH-000055,-0.829370559593
ACH-000060,-0.253621463118
ACH-000067,-0.23338478031800003
ACH-000070,-0.37890549635700005
ACH-000075,-0.826886790687
ACH-000078,-0.6820747738249999
ACH-000082,-0.454920802632
ACH-000085,-0.436107068387
ACH-000086,-0.6935678014309999
ACH-000087,-0.578756803993
ACH-000092,-0.41618677133000004
ACH-000095,-0.6466399685809999
ACH-000097,-0.715816037435
ACH-000098,-0.689449993714
ACH-000099,-0.649531153033
ACH-000108,-0.752775122138
ACH-000113,-0.638154930272
ACH-000115,-0.0544790283522
ACH-000116,-0.46209351513400004
ACH-000118,-0.330513066438
ACH-000120,-0.8310350668100001
ACH-000123,-0.636477566074
ACH-000127,-0.52255728927
ACH-000128,-0.202140331035
ACH-000132,-0.772952562487
ACH-000133,-0.5728595089549999
ACH-000137,-0.290286268805
ACH-000138,-0.36529027875
ACH-000142,-0.509200091751
ACH-000143,-0.7508179118549999
ACH-000146,-0.384571645544
ACH-000148,-0.460785753071
ACH-000150,-0.6988864832420001
ACH-000152,-0.587432652991
ACH-000153,-0.76092047731
ACH-000159,-0.423386989766
ACH-000160,-0.0523475979758
ACH-000163,-0.776804533266
ACH-000167,0.23752286837900002
ACH-000168,-0.439530502533
ACH-000169,-0.507676531065
ACH-000178,-0.607781158974
ACH-000182,-0.5831777612969999
ACH-000183,-0.496571260205
ACH-000188,-0.363629294313
ACH-000189,-0.647994082836
ACH-000190,-0.08450691194769999
ACH-000198,-0.6974575704639999
ACH-000204,-0.597023957793
ACH-000206,-0.92012575998
ACH-000207,-0.641120885848
ACH-000211,-0.977290117069
ACH-000215,-0.47025922434100004
ACH-000221,-0.341339765186
ACH-000222,-0.5478153380349999
ACH-000223,-0.591438251068
ACH-000226,-0.996339533652
ACH-000227,-0.254224551334
ACH-000228,-0.5933402302899999
ACH-000231,-0.590263495823
ACH-000232,-0.580622910584
ACH-000233,-0.7700016491699999
ACH-000234,-0.7581231227930001
ACH-000235,-0.5996142471029999
ACH-000237,-0.717982197341
ACH-000238,-0.8052972581010001
ACH-000243,-0.607971015836
ACH-000244,-0.563863581617
ACH-000246,-1.10817324097
ACH-000248,-0.8677983667110001
ACH-000250,-0.562576786555
ACH-000251,-0.8473376814470001
ACH-000253,-0.45323187072899995
ACH-000255,-0.639617641938
ACH-000256,-0.261785128016
ACH-000257,-0.6562882875
ACH-000258,-0.30652096550200003
ACH-000259,-0.500131374077
ACH-000260,-0.635117360961
ACH-000261,-0.818600778889
ACH-000262,-0.453068155375
ACH-000263,-0.426131673582
ACH-000264,-0.519800264991
ACH-000265,-0.43674602462300005
ACH-000266,-0.839716793072
ACH-000272,-0.647597520894
ACH-000273,-0.494196201793
ACH-000274,-1.15592283225
ACH-000277,-0.8856069332350001
ACH-000278,-0.42233112704000003
ACH-000279,-0.105370999442
ACH-000280,-0.6793310772419999
ACH-000281,-0.5315851173899999
ACH-000288,-0.414763753749
ACH-000291,-0.542365378274
ACH-000293,-0.33579833038900003
ACH-000294,-0.43637786110200005
ACH-000295,-0.453930197998
ACH-000296,-0.862259029275
ACH-000302,-0.467588094498
ACH-000304,-0.584257433618
ACH-000307,-0.702140839224
ACH-000308,-0.5253188549669999
ACH-000310,-0.467915168449
ACH-000311,-0.780468137145
ACH-000312,-0.42009733502499996
ACH-000315,-0.578722763389
ACH-000316,-0.58243583143
ACH-000317,-0.865609214331
ACH-000318,-0.565216482281
ACH-000319,-0.512233440273
ACH-000320,-0.45819282018999996
ACH-000322,-0.860270404348
ACH-000323,-0.821828294718
ACH-000324,-0.614134528256
ACH-000329,-0.561514000357
ACH-000330,-0.599927094618
ACH-000331,-0.749338464685
ACH-000332,-0.377117563015
ACH-000334,0.131381024004
ACH-000335,-0.945663380871
ACH-000336,-0.7388639987639999
ACH-000337,-0.126012011537
ACH-000339,-0.688275721453
ACH-000341,-0.45872385990099995
ACH-000348,-0.391807210889
ACH-000350,-0.42121730543700003
ACH-000352,-0.691308093562
ACH-000356,-0.457813920176
ACH-000361,-0.968752027715
ACH-000362,-0.534013185813
ACH-000363,-0.8446262471989999
ACH-000364,-0.676249330275
ACH-000365,-0.192865755093
ACH-000366,-0.49410476978699996
ACH-000368,-0.375191183216
ACH-000374,-1.00467222798
ACH-000375,-0.558736693403
ACH-000376,-0.7007440104970001
ACH-000381,-0.613446075749
ACH-000383,-0.475904290652
ACH-000387,-0.625529850518
ACH-000389,-0.72090421121
ACH-000390,-0.7718605620640001
ACH-000393,-0.485202352695
ACH-000395,-0.9437088375049999
ACH-000397,-0.5127848379469999
ACH-000401,-0.500451648528
ACH-000402,-0.450506844494
ACH-000403,-0.687721969621
ACH-000404,-0.857856250913
ACH-000406,-0.39321344510399997
ACH-000407,-0.273895795722
ACH-000408,-0.472023863967
ACH-000410,-0.26385255067499996
ACH-000411,-0.677921721815
ACH-000414,-0.911814105485
ACH-000415,-0.465481470278
ACH-000416,-0.584299546365
ACH-000420,-0.83815614549
ACH-000421,-0.293676142179
ACH-000424,-0.840691936688
ACH-000425,-0.855569407027
ACH-000426,-0.528343087524
ACH-000427,-0.754177873233
ACH-000433,-0.891548911954
ACH-000436,-0.9207672798200001
ACH-000444,-0.5578958089689999
ACH-000445,-0.6595982776780001
ACH-000448,-0.703286196989
ACH-000450,-0.7536183994140001
ACH-000452,-0.45062219418000005
ACH-000454,-0.735248921751
ACH-000458,-0.5561333600980001
ACH-000459,-0.7794550419059999
ACH-000460,-0.46298480269299996
ACH-000461,-0.47962776039300004
ACH-000463,-0.5845151662420001
ACH-000464,-0.664894114973
ACH-000466,-0.643466265203
ACH-000467,-0.616367857494
ACH-000468,-1.18971600722
ACH-000469,-0.771191580981
ACH-000470,-0.214569207669
ACH-000471,-0.5037857296980001
ACH-000472,-0.572284837421
ACH-000473,-0.596398272168
ACH-000475,-0.519170007926
ACH-000476,-0.42239599397
ACH-000477,-0.537650818851
ACH-000480,-0.487201572313
ACH-000481,-0.42289684594899996
ACH-000483,-0.59400406781
ACH-000484,-0.392560165137
ACH-000485,-0.568134983472
ACH-000486,-1.04988862579
ACH-000487,-0.45485066679499997
ACH-000488,-0.519418279403
ACH-000490,-0.8644934662729999
ACH-000491,-0.368211210664
