,ADPRM (56985)
ACH-000004,0.0936997493557
ACH-000007,0.279482335793
ACH-000009,0.0816517792552
ACH-000011,0.21237105471099998
ACH-000012,0.119408460946
ACH-000013,0.14726031174100002
ACH-000014,0.12687828492
ACH-000015,0.135650640121
ACH-000017,0.0748494817919
ACH-000018,0.0924079934319
ACH-000019,0.6032092606139999
ACH-000021,0.21588800336
ACH-000022,0.151660654552
ACH-000025,0.109566674579
ACH-000028,0.21268810579999997
ACH-000030,0.0806398124664
ACH-000035,-0.030848336230599998
ACH-000036,0.19512007790999997
ACH-000037,0.152390808535
ACH-000039,0.301020159796
ACH-000040,0.105937753214
ACH-000041,-0.023959955419999998
ACH-000042,-0.162051496705
ACH-000045,-0.0627828014719
ACH-000047,0.0670834115087
ACH-000052,0.06834625145380001
ACH-000053,0.297459672244
ACH-000054,0.276323245269
ACH-000055,-0.082739940996
ACH-000060,0.11514492125999998
ACH-000067,0.10019106734300001
ACH-000070,0.22709751678000004
ACH-000075,0.155415871265
ACH-000078,0.19887618759700001
ACH-000082,0.165149795174
ACH-000085,-0.22098615207199998
ACH-000086,0.156481605124
ACH-000087,0.11431699846799999
ACH-000092,0.19946870574099998
ACH-000095,0.0237570390011
ACH-000097,0.0414361877429
ACH-000098,0.161568768112
ACH-000099,0.145736060057
ACH-000108,0.254834251019
ACH-000113,0.231290257187
ACH-000115,0.261651938215
ACH-000116,0.148108757373
ACH-000118,0.113630445956
ACH-000120,0.18311651410100002
ACH-000123,0.09070935144200001
ACH-000127,0.176712412411
ACH-000128,0.24294092395
ACH-000132,0.20369949923099998
ACH-000133,0.039238712910300004
ACH-000137,-0.035160342702900006
ACH-000138,0.144563236766
ACH-000142,0.17009980805799998
ACH-000143,0.112424439754
ACH-000146,0.129328955378
ACH-000148,0.028535936978700004
ACH-000150,0.1572083849
ACH-000152,0.042910765185000005
ACH-000153,0.198055500513
ACH-000159,0.229504141756
ACH-000160,0.124413177842
ACH-000163,0.157826359748
ACH-000167,-0.011063319562299999
ACH-000168,0.09912208816910001
ACH-000169,0.147005692455
ACH-000178,0.08371855257039999
ACH-000182,0.192598183628
ACH-000183,0.227241978867
ACH-000188,0.192050902374
ACH-000189,0.0646625132679
ACH-000190,0.17241839478100002
ACH-000198,0.182418422931
ACH-000204,0.35192135138400005
ACH-000206,0.441384353207
ACH-000207,0.221989770712
ACH-000211,0.07945308731839999
ACH-000215,0.149449324923
ACH-000221,0.131776012365
ACH-000222,-0.0649548084141
ACH-000223,0.119960817731
ACH-000226,0.185123317447
ACH-000227,0.00279094864759
ACH-000228,0.25458365098200003
ACH-000231,0.150806207607
ACH-000232,0.16456168135399998
ACH-000233,0.205928267225
ACH-000234,0.207680542672
ACH-000235,0.0338526242698
ACH-000237,0.282830000211
ACH-000238,0.0549470994235
ACH-000243,0.00116404280686
ACH-000244,-0.0209329464174
ACH-000246,0.120075536702
ACH-000248,0.046997693639699994
ACH-000250,0.0693612129053
ACH-000251,0.292087460654
ACH-000253,0.0214959194532
ACH-000255,0.109832989213
ACH-000256,-0.0424845593078
ACH-000257,0.16987722197900001
ACH-000258,0.132502373079
ACH-000259,0.0934069370949
ACH-000260,0.119415854527
ACH-000261,0.0882669447355
ACH-000262,0.018560280409799998
ACH-000263,0.505960815136
ACH-000264,0.114452637239
ACH-000265,0.216271749943
ACH-000266,0.138737755962
ACH-000272,0.0260253610091
ACH-000273,0.176298453717
ACH-000274,0.0655912264962
ACH-000277,0.0779481385138
ACH-000278,0.107617812928
ACH-000279,0.0947231837716
ACH-000280,0.074878409208
ACH-000281,0.065154023757
ACH-000288,-0.0106542828122
ACH-000291,0.15612353647500002
ACH-000293,0.045226488864400005
ACH-000294,0.057292807208699996
ACH-000295,0.17160309215999997
ACH-000296,-0.09954363492
ACH-000302,0.0573791857705
ACH-000304,0.26360395579999996
ACH-000307,0.12863923012599998
ACH-000308,0.0898823871782
ACH-000310,0.08338924684110001
ACH-000311,-0.176685618149
ACH-000312,0.131047131501
ACH-000315,0.0645612374684
ACH-000316,-0.00114097751337
ACH-000317,0.34277856877499996
ACH-000318,0.0858014855962
ACH-000319,0.111821498924
ACH-000320,0.359732715656
ACH-000322,0.141448782942
ACH-000323,0.349558547213
ACH-000324,0.028817925225
ACH-000329,0.230454352661
ACH-000330,0.0165333938693
ACH-000331,0.123602711536
ACH-000332,0.0444226998833
ACH-000334,0.0019600367971700002
ACH-000335,0.111691600434
ACH-000336,0.17957560765299999
ACH-000337,0.250933399139
ACH-000339,0.0895106057972
ACH-000341,0.128688897918
ACH-000348,0.153776460733
ACH-000350,0.18957466369800002
ACH-000352,0.18630156396699998
ACH-000356,0.138189997915
ACH-000361,0.12128293552899999
ACH-000362,0.164236485991
ACH-000363,0.11954600794000002
ACH-000364,0.110389403439
ACH-000365,0.17425588263300001
ACH-000366,0.0644992221498
ACH-000368,0.12297684326500001
ACH-000374,0.13718559482999998
ACH-000375,0.0146195215995
ACH-000376,0.262434708199
ACH-000381,0.176077812304
ACH-000383,0.132724761046
ACH-000387,0.10825656281099999
ACH-000389,-0.0119066890312
ACH-000390,0.225437033247
ACH-000393,0.293429549958
ACH-000395,0.149575974596
ACH-000397,0.04712504456
ACH-000401,0.210902970863
ACH-000402,0.05999515530780001
ACH-000403,-0.026278617507099998
ACH-000404,-0.135064043483
ACH-000406,0.12326864824799999
