,CUL4A (8451)
ACH-000004,-0.504415554009
ACH-000007,0.107921636878
ACH-000009,0.011943644003700002
ACH-000011,-0.0104071513396
ACH-000012,0.28763597377300004
ACH-000013,0.025629487005400003
ACH-000014,-0.178662833554
ACH-000015,-0.0678595162957
ACH-000017,0.153205111891
ACH-000018,0.0445347458784
ACH-000019,-0.082555412866
ACH-000021,0.0853584406845
ACH-000022,0.196275469565
ACH-000025,-0.0430990207537
ACH-000028,-0.00210364027676
ACH-000030,-0.068987589072
ACH-000035,0.0142368971285
ACH-000036,0.0807592717939
ACH-000037,0.05454365817980001
ACH-000039,0.0636306870008
ACH-000040,0.06764388370730001
ACH-000041,0.23822122665800002
ACH-000042,-0.048359767176999996
ACH-000045,-0.014222760370399998
ACH-000047,0.0639167852186
ACH-000052,0.153507580931
ACH-000053,0.0638728887326
ACH-000054,0.00166352747872
ACH-000055,-0.41858585996
ACH-000060,0.0952184572223
ACH-000067,-0.038947906311199994
ACH-000070,0.103256598462
ACH-000075,0.050939003078800005
ACH-000078,0.117518790676
ACH-000082,0.06936933760410001
ACH-000085,-0.269416914481
ACH-000086,-0.0189537528427
ACH-000087,0.341193827212
ACH-000092,-0.039170999590800004
ACH-000095,0.040291719782300006
ACH-000097,0.00570342560259
ACH-000098,0.0411721634818
ACH-000099,0.123513244422
ACH-000108,-0.0417480029253
ACH-000113,0.0163727246629
ACH-000115,-0.0800761786234
ACH-000116,-0.118916521108
ACH-000118,-0.0904257262673
ACH-000120,0.0375418160249
ACH-000123,0.0675973806666
ACH-000127,0.135816546226
ACH-000128,0.0197539954479
ACH-000132,-0.04277925560319999
ACH-000133,-0.0668656751194
ACH-000137,-0.076570913647
ACH-000138,0.153294585884
ACH-000142,0.0303163710587
ACH-000143,-0.0661985556302
ACH-000146,-0.213272771365
ACH-000148,-0.0659042756432
ACH-000150,0.114038540148
ACH-000152,0.12096607844
ACH-000153,0.05016788892850001
ACH-000159,0.060976609347
ACH-000160,-0.284313713967
ACH-000163,0.0222018718562
ACH-000167,-0.115499877289
ACH-000168,-0.12436812317500001
ACH-000169,-0.0772583853148
ACH-000178,-0.0613536537052
ACH-000182,0.0106757771682
ACH-000183,-0.009487934519030001
ACH-000188,0.0526726124842
ACH-000189,0.349348786889
ACH-000190,0.174611816695
ACH-000198,0.133848485987
ACH-000204,0.050221142192
ACH-000206,0.135995607862
ACH-000207,-0.183975095551
ACH-000211,0.03800413172830001
ACH-000215,0.005938846466689999
ACH-000221,0.260045445195
ACH-000222,-0.0643704335177
ACH-000223,-0.04225858640380001
ACH-000226,0.207002058024
ACH-000227,-0.196592911914
ACH-000228,-0.160635494556
ACH-000231,-0.0239641194068
ACH-000232,-0.0145180849058
ACH-000233,0.202535402721
ACH-000234,-0.234050925436
ACH-000235,0.12099085985500001
ACH-000237,-0.112412241976
ACH-000238,0.20650682860800001
ACH-000243,0.09058323205089999
ACH-000244,0.456663338782
ACH-000246,-0.104127760757
ACH-000248,0.0994456341983
ACH-000250,0.0870977224902
ACH-000251,0.11672398415200001
ACH-000253,0.0707018227102
ACH-000255,0.0479231383032
ACH-000256,0.031939365076599995
ACH-000257,0.21570982814599998
ACH-000258,0.211799136494
ACH-000259,0.0894098952537
ACH-000260,-0.0910368239662
ACH-000261,0.08904757223539998
ACH-000262,-0.0790600392372
ACH-000263,-0.278452378954
ACH-000264,-0.079998007305
ACH-000265,0.137971819829
ACH-000266,-0.059435072203900007
ACH-000272,0.019190887399099996
ACH-000273,0.102290485382
ACH-000274,-0.06008818187940001
ACH-000277,-0.0631302658213
ACH-000278,-0.047507807753999994
ACH-000279,0.200638110319
ACH-000280,-0.0342085014754
ACH-000281,-0.254188365397
ACH-000288,0.105015883129
ACH-000291,0.0750643627284
ACH-000293,0.043231869243700004
ACH-000294,0.121097832198
ACH-000295,-0.0477986629761
ACH-000296,-0.288844134956
ACH-000302,-0.21684614130999996
ACH-000304,-0.175147196023
ACH-000307,0.112173650087
ACH-000308,0.022041097933999998
ACH-000310,-0.0717234334817
ACH-000311,-0.0261267808526
ACH-000312,0.162335314131
ACH-000315,-0.36133008477399997
ACH-000316,0.15399738313300002
ACH-000317,0.13316502604299998
ACH-000318,-0.002455909995
ACH-000319,0.0291300681351
ACH-000320,0.256959698603
ACH-000322,-0.0116784856763
ACH-000323,0.27142456870000004
ACH-000324,-0.07075619836680001
ACH-000329,0.022970561387499998
ACH-000330,0.168272812984
ACH-000331,-0.086391588644
ACH-000332,0.044512389663500004
ACH-000334,0.45270139319700003
ACH-000335,-0.062345430913
ACH-000336,-0.200687112077
ACH-000337,-0.139976062692
ACH-000339,0.0449051601539
ACH-000341,0.30354524853
ACH-000348,0.0168606087515
ACH-000350,0.107686182018
ACH-000352,0.14242394103599998
ACH-000356,0.400359976121
ACH-000361,0.181694757181
ACH-000362,-0.027026791351
ACH-000363,-0.125852801087
ACH-000364,-0.0150738201765
ACH-000365,0.060548172171300006
ACH-000366,0.030297765767900005
ACH-000368,-0.0485473928941
ACH-000374,0.0239715539601
ACH-000375,-0.16376036615999998
ACH-000376,-0.028264663612299998
ACH-000381,0.119974370171
ACH-000383,0.0106891931687
ACH-000387,-0.027356283259900003
ACH-000389,0.0525637732049
ACH-000390,0.09191767102050001
ACH-000393,0.0066618756767
ACH-000395,-0.131864287144
ACH-000397,-0.128748799607
ACH-000401,0.391674723256
ACH-000402,-0.19866061585
ACH-000403,0.0418873246495
ACH-000404,0.193556560941
ACH-000406,0.145103413113
ACH-000407,0.167957766199
ACH-000408,0.184531347183
ACH-000410,0.09875834631920001
ACH-000411,0.0008016895804269999
ACH-000414,0.0840603872016
ACH-000415,0.0416089318621
ACH-000416,0.0375554705618
ACH-000420,0.0795978942815
ACH-000421,-0.05589330234519999
ACH-000424,-0.139842514171
ACH-000425,0.08219113108500001
ACH-000426,-0.0517996410365
ACH-000427,-0.0586198971208
ACH-000433,0.234045334505
ACH-000436,-0.131463034614
ACH-000444,-0.0538261362615
ACH-000445,0.109557207763
ACH-000448,-0.0675227434982
ACH-000450,0.23000548777
ACH-000452,0.108175702513
ACH-000454,-0.00312236290232
ACH-000458,0.0749040268299
ACH-000459,0.10223424455800001
ACH-000460,0.0855898528749
ACH-000461,-0.00900317431049
ACH-000463,0.0922375856388
ACH-000464,-0.017011628547
ACH-000466,0.36775521405100003
ACH-000467,-0.211096329879
ACH-000468,0.0518341566686
ACH-000469,0.102689740802
ACH-000470,0.0996311682374
ACH-000471,0.048135960632
ACH-000472,-0.0386356346941
ACH-000473,0.0427516351777
ACH-000475,0.04275827266750001
ACH-000476,0.06163151342730001
ACH-000477,-0.256293760971
ACH-000480,0.0312034943423
ACH-000481,-0.138712533994
ACH-000483,0.036216217497
ACH-000484,-0.11373857713600001
ACH-000485,-0.555780377451
ACH-000486,0.131138270848
ACH-000487,0.05508365570090001
ACH-000488,-0.054078069263199996
ACH-000490,-0.10105126426000001
ACH-000491,0.052512369234999995
ACH-000495,0.12311326999700001
ACH-000496,-0.149031479511
ACH-000499,0.301049759104
ACH-000500,-0.582290093593
ACH-000502,-0.0978187550832
ACH-000503,0.0567271125085
ACH-000505,0.0138201110925
ACH-000507,-0.0990741198566
ACH-000510,0.137054201061
ACH-000511,0.15985219389
ACH-000512,0.28053230732900003
ACH-000516,0.215340932404
ACH-000517,-0.00996336770989
ACH-000518,0.035020689610900005
ACH-000520,-0.0884950269214
ACH-000521,0.12992369467
ACH-000522,-0.0890722049391
ACH-000524,-0.104283148334
ACH-000527,-0.01069592716
ACH-000528,0.0475747103999
ACH-000537,0.0302659009908
ACH-000541,0.0944377827668
ACH-000542,-0.07505263546610001
ACH-000544,-0.0387630829729
ACH-000545,0.036302450771
ACH-000547,-0.119360788234
ACH-000548,-0.0662889655614
ACH-000549,0.0737189689565
ACH-000550,-0.00793159586457
ACH-000552,0.055303678279
