,CA6 (765)
ACH-000004,-0.260009205076
ACH-000007,-0.165389256717
ACH-000009,-0.308999558242
ACH-000011,0.0107185779121
ACH-000012,-0.19875218991000002
ACH-000013,-0.11364406927899999
ACH-000014,-0.250232732577
ACH-000015,-0.221662922674
ACH-000017,-0.251773239382
ACH-000018,-0.276522219584
ACH-000019,0.061073080645699995
ACH-000021,-0.157153934161
ACH-000022,-0.351405558257
ACH-000025,-0.166997406344
ACH-000028,0.00020270978450599998
ACH-000030,-0.139885100675
ACH-000035,-0.24133799091999997
ACH-000036,-0.136791679457
ACH-000037,-0.47874681815
ACH-000039,-0.351629102878
ACH-000040,-0.23833488818000004
ACH-000041,-0.36510579947899996
ACH-000042,-0.207657013125
ACH-000045,-0.17583366543600001
ACH-000047,-0.08047856768560001
ACH-000052,-0.301663453096
ACH-000053,-0.219260544882
ACH-000054,-0.250205892395
ACH-000055,-0.29732643247900004
ACH-000060,-0.267464375885
ACH-000067,0.010097066149
ACH-000070,-0.37277542495099997
ACH-000075,-0.314581889376
ACH-000078,0.00485046566511
ACH-000082,-0.178070703544
ACH-000085,-0.379881442802
ACH-000086,-0.20416139807999997
ACH-000087,-0.410014554175
ACH-000092,-0.375098913162
ACH-000095,-0.242561774949
ACH-000097,-0.136106906839
ACH-000098,-0.329528853005
ACH-000099,-0.17065577918699998
ACH-000108,-0.264655498072
ACH-000113,-0.147649492755
ACH-000115,-0.442758713531
ACH-000116,-0.137667051555
ACH-000118,-0.043398198801100005
ACH-000120,-0.118843944854
ACH-000123,-0.167016337077
ACH-000127,-0.27056234494000003
ACH-000128,-0.295060251579
ACH-000132,-0.34243972016400004
ACH-000133,-0.133199569809
ACH-000137,-0.0778580944286
ACH-000138,-0.151284506869
ACH-000142,-0.29775692628199996
ACH-000143,-0.33292267338000003
ACH-000146,-0.17962921138799998
ACH-000148,-0.25330307327
ACH-000150,-0.319491712668
ACH-000152,-0.267642686259
ACH-000153,-0.46661047817400003
ACH-000159,-0.163988388656
ACH-000160,-0.272622916008
ACH-000163,-0.220430196109
ACH-000167,-0.255925127237
ACH-000168,-0.11724279173699999
ACH-000169,-0.268720093489
ACH-000178,-0.125332923973
ACH-000182,-0.0655330899485
ACH-000183,-0.396323134789
ACH-000188,-0.217895606586
ACH-000189,-0.110788381868
ACH-000190,-0.316134165658
ACH-000198,-0.165022095939
ACH-000204,-0.140940606469
ACH-000206,-0.187126946091
ACH-000207,-0.283007436995
ACH-000211,-0.13086518714099998
ACH-000215,-0.191672227452
ACH-000221,-0.37115083693800005
ACH-000222,-0.261678324011
ACH-000223,-0.115233669415
ACH-000226,0.0977787474759
ACH-000227,-0.07030806140819999
ACH-000228,-0.213354403849
ACH-000231,-0.305253479515
ACH-000232,-0.193849415261
ACH-000233,-0.11387067860899999
ACH-000234,-0.29947034194899996
ACH-000235,-0.209580221796
ACH-000237,-0.233779296661
ACH-000238,-0.310455236408
ACH-000243,-0.0744844340829
ACH-000244,-0.40668641517899995
ACH-000246,-0.141735799218
ACH-000248,-0.283936264655
ACH-000250,-0.233460222522
ACH-000251,0.141090610564
ACH-000253,-0.10556179677300001
ACH-000255,-0.15628682477
ACH-000256,-0.506937011476
ACH-000257,-0.525320661346
ACH-000258,-0.149698885718
ACH-000259,-0.217457764768
ACH-000260,-0.189896960395
ACH-000261,-0.15118307657500002
ACH-000262,-0.269362712926
ACH-000263,-0.672472071098
ACH-000264,-0.18462769681299998
ACH-000265,-0.09933387680639999
ACH-000266,-0.248335702545
ACH-000272,-0.275655862324
ACH-000273,-0.207182684003
ACH-000274,-0.22996600660900002
ACH-000277,-0.131168340831
ACH-000278,-0.0900526561641
ACH-000279,-0.21982985205400002
ACH-000280,-0.225485203772
ACH-000281,-0.313165350836
ACH-000288,-0.357699202834
ACH-000291,-0.252650806706
ACH-000293,-0.264901208847
ACH-000294,-0.217191552009
ACH-000295,-0.173386440222
ACH-000296,0.110398399952
ACH-000302,-0.296072081549
ACH-000304,-0.276451139081
ACH-000307,-0.19836142153
ACH-000308,-0.14130041322200002
ACH-000310,0.0453306820359
ACH-000311,-0.07327864224769999
ACH-000312,-0.302401343527
ACH-000315,-0.38223313540700005
ACH-000316,-0.148442149919
ACH-000317,-0.192703934049
ACH-000318,-0.086248614593
ACH-000319,-0.126111206754
ACH-000320,-0.21985728779199998
ACH-000322,-0.139349994167
ACH-000323,-0.380561683126
ACH-000324,-0.229982192848
ACH-000329,-0.300946702051
ACH-000330,-0.0651016766759
ACH-000331,-0.168967278224
ACH-000332,-0.19931273804699998
ACH-000334,-0.47351930704899997
ACH-000335,-0.158409975308
ACH-000336,-0.29702720243700004
ACH-000337,-0.184966736265
ACH-000339,0.0135147568639
ACH-000341,-0.10671925825999999
ACH-000348,-0.16952207400400002
ACH-000350,-0.259495868079
ACH-000352,-0.118188209399
ACH-000356,-0.35902806586099995
ACH-000361,-0.0642147746391
ACH-000362,-0.157662554649
ACH-000363,-0.176107486524
ACH-000364,-0.303780548766
ACH-000365,-0.24991663795400001
ACH-000366,-0.17233217048799998
ACH-000368,-0.286245252035
ACH-000374,-0.23751456957699998
ACH-000375,-0.06034090614519999
ACH-000376,-0.22851382934300002
ACH-000381,-0.0786425219108
ACH-000383,-0.167397880974
ACH-000387,-0.384647295711
ACH-000389,-0.022576281409299997
ACH-000390,-0.290215305862
ACH-000393,-0.387756922685
ACH-000395,-0.314829217052
ACH-000397,-0.113370826998
ACH-000401,-0.349507570502
ACH-000402,-0.476239386272
ACH-000403,-0.235770789117
ACH-000404,0.151864729834
ACH-000406,-0.24167504678100002
ACH-000407,-0.176385078401
ACH-000408,-0.38761119020999996
ACH-000410,-0.10575952322799999
ACH-000411,-0.21805009335499997
ACH-000414,-0.0316417769128
ACH-000415,-0.0871086396543
ACH-000416,-0.147977201008
ACH-000420,-0.05345592261609999
ACH-000421,-0.310891361014
ACH-000424,-0.0670644231178
ACH-000425,-0.22290323516899999
ACH-000426,-0.357462199875
ACH-000427,-0.0176035122074
ACH-000433,-0.172612863914
ACH-000436,-0.166912186004
ACH-000444,-0.15972070356899998
ACH-000445,-0.28904536516199997
ACH-000448,-0.0503622013621
ACH-000450,-0.248049636908
ACH-000452,-0.328657036166
ACH-000454,-0.35310494914000007
ACH-000458,-0.165150968131
ACH-000459,0.10040716324799999
ACH-000460,-0.06460860747330001
ACH-000461,-0.0833998381823
ACH-000463,-0.35180863873999996
ACH-000464,-0.145125703197
ACH-000466,-0.151072694211
ACH-000467,-0.198610149635
ACH-000468,-0.142615557537
ACH-000469,-0.239879255567
ACH-000470,-0.0063677631190800004
ACH-000471,-0.142585119358
ACH-000472,-0.169928067621
ACH-000473,-0.214492853713
ACH-000475,-0.21351756804299998
ACH-000476,-0.280912324916
ACH-000477,-0.033307567252
ACH-000480,-0.20728023850000002
ACH-000481,-0.230222381091
ACH-000483,-0.29075604616
ACH-000484,-0.13210369487
ACH-000485,-0.167202100419
ACH-000486,-0.08216783113239999
ACH-000487,-0.334389754163
ACH-000488,-0.30757215785500003
ACH-000490,-0.10497353908500001
ACH-000491,-0.353740900483
ACH-000495,-0.0046212418692299995
ACH-000496,-0.23292306428100001
ACH-000499,-0.10931357535700001
ACH-000500,-0.193374727204
ACH-000502,-0.162480598935
ACH-000503,-0.0718047122062
ACH-000505,-0.131020314625
ACH-000507,-0.09113546145580001
ACH-000510,-0.233061926572
ACH-000511,-0.218788214702
ACH-000512,-0.17007179202199998
ACH-000516,-0.12534516998700002
ACH-000517,-0.300760511337
ACH-000518,-0.270810493348
ACH-000520,-0.156042250736
ACH-000521,-0.366522171941
ACH-000522,-0.200861436274
ACH-000524,-0.155330835131
ACH-000527,-0.10599859153899999
ACH-000528,-0.142743456745
ACH-000537,-0.09059181452960001
ACH-000541,-0.339034046972
ACH-000542,-0.158619376961
ACH-000544,-0.252322971452
ACH-000545,-0.19978060150600002
ACH-000547,-0.0370480192889
ACH-000548,-0.260730246509
ACH-000549,-0.23814231170000003
ACH-000550,-0.285665193266
ACH-000552,-0.0744271831094
ACH-000556,-0.280335810416
ACH-000557,-0.299052272655
ACH-000570,-0.230526545673
ACH-000571,-0.32547418543
ACH-000573,-0.0620592571904
ACH-000576,-0.34919617985699997
ACH-000580,-0.463096304005
ACH-000584,-0.0973384248549
ACH-000585,-0.183642761716
ACH-000588,-0.364771109129
ACH-000589,-0.267405720772
ACH-000591,-0.20242029463300001
ACH-000593,-0.269559278743
ACH-000600,-0.24876833742499999
ACH-000601,-0.18985520417800003
ACH-000604,-0.0461644815159
ACH-000605,-0.18149970100200002
ACH-000606,-0.19657212141
ACH-000608,-0.241834307956
ACH-000614,-0.25974187233199997
ACH-000616,-0.230691583712
ACH-000618,-0.196589133775
ACH-000619,-0.18589109704999998
ACH-000620,-0.176776232174
ACH-000621,-0.256298812256
ACH-000622,-0.323589396332
ACH-000623,-0.25021156317
ACH-000624,-0.12944173877499998
ACH-000627,-0.301234766519
ACH-000630,-0.275015872097
ACH-000632,-0.271991102365
ACH-000633,-0.253223319784
ACH-000637,-0.253755788565
ACH-000638,-0.293774584412
ACH-000646,-0.162120380734
ACH-000647,-0.186054275385
ACH-000648,0.027927461289499998
ACH-000649,-0.292439373758
ACH-000651,-0.229127963666
ACH-000652,-0.210757781147
ACH-000653,-0.22098211986299998
ACH-000657,-0.168625463827
ACH-000658,-0.225039052516
ACH-000661,-0.147955137979
ACH-000662,-0.11975779247400001
ACH-000663,-0.07347093580639999
ACH-000665,-0.127178520296
ACH-000671,-0.305987757578
ACH-000673,-0.186183352119
ACH-000676,-0.101967277141
ACH-000677,-0.09839933430770001
ACH-000681,-0.22762824431899997
ACH-000682,-0.371700039863
ACH-000683,-0.38671773991700004
ACH-000684,0.04689231048880001
ACH-000688,-0.33725413194700005
ACH-000693,-0.24552367737599998
ACH-000694,-0.193333279754
ACH-000695,-0.002272311828
ACH-000696,-0.247087720156
ACH-000697,-0.199303286457
ACH-000699,-0.115988412543
ACH-000701,-0.0632862163598
ACH-000706,-0.193996120282
ACH-000711,-0.17851082987199998
ACH-000713,-0.241533504217
ACH-000714,-0.326525846223
ACH-000718,-0.160495961513
ACH-000720,-0.291050331005
ACH-000721,-0.316707709928
ACH-000724,-0.133124329987
ACH-000725,-0.170517585557
ACH-000732,-0.269400930105
ACH-000734,-0.26772007660700003
ACH-000735,-0.300870127971
ACH-000736,-0.26305961413
ACH-000738,-0.178541855028
ACH-000746,-0.171553543818
ACH-000747,-0.05968617080580001
ACH-000748,-0.3048748263
ACH-000753,-0.258454144965
ACH-000756,-0.31643961193799997
ACH-000757,-0.20196528684700002
ACH-000758,-0.32203308872499997
ACH-000760,-0.305005382289
ACH-000763,-0.20131713142700003
ACH-000764,-0.284627245514
ACH-000765,-0.41791784704400003
ACH-000766,-0.0267487184776
ACH-000767,-0.251309321672
ACH-000768,-0.028879596878800002
ACH-000769,-0.162644933709
ACH-000770,-0.114020110655
ACH-000771,-0.19322874670899998
ACH-000773,-0.0816653140152
ACH-000776,-0.214709103904
ACH-000777,-0.307476851095
ACH-000778,-0.258389900779
ACH-000781,-0.251406850541
ACH-000782,-0.316373993321
ACH-000783,-0.253522359237
ACH-000784,-0.272758237761
ACH-000785,-0.33169177067899996
ACH-000787,-0.15559775190300001
ACH-000788,-0.19401748028000002
ACH-000791,-0.143480669078
ACH-000792,-0.146445561241
ACH-000794,-0.272373538211
ACH-000796,-0.078725202615
ACH-000799,0.10578739992799999
ACH-000800,-0.41563519247
ACH-000802,-0.09097790837610001
ACH-000804,-0.0312657921265
ACH-000805,-0.024684469651599997
ACH-000809,-0.193294458203
ACH-000810,-0.36085841214599995
ACH-000811,-0.32362499574000003
ACH-000817,-0.367024125851
ACH-000819,-0.155760140875
ACH-000820,-0.174759684622
ACH-000821,-0.225711278481
ACH-000822,-0.21649122179900002
ACH-000823,-0.187273537771
ACH-000824,-0.435563468811
ACH-000827,-0.23768062298
ACH-000829,0.0779903193538
ACH-000831,-0.102249258869
ACH-000832,-0.271129551319
ACH-000833,-0.18142808892499998
ACH-000834,-0.287870445733
ACH-000835,-0.14342671139399998
ACH-000836,-0.18065562175799998
ACH-000837,-0.18712283558499998
ACH-000838,-0.186835681584
ACH-000839,-0.343489935121
ACH-000840,-0.274572384997
ACH-000841,-0.189296565566
ACH-000843,-0.201315829088
ACH-000846,-0.136634098472
ACH-000847,-0.101903794911
ACH-000848,-0.31232148794799997
ACH-000849,-0.20751099998300002
ACH-000851,-0.130243267563
ACH-000855,-0.21879797048900002
ACH-000856,-0.097754815735
ACH-000858,-0.21887344349500001
ACH-000859,-0.266212376317
ACH-000861,-0.168372583902
ACH-000862,-0.0633036186777
ACH-000865,-0.21184633089299998
ACH-000866,-0.0891889225663
ACH-000867,-0.125751049274
ACH-000869,-0.136077916582
ACH-000872,-0.288004014019
ACH-000873,-0.153301018276
ACH-000876,-0.173337251065
ACH-000878,-0.0950541351502
