,A1BG (1)
ACH-000004,0.15755989955299998
ACH-000007,0.0674295742733
ACH-000009,0.0511778458189
ACH-000011,0.270274279049
ACH-000012,-0.004256531798749999
ACH-000013,0.0409238871242
ACH-000014,0.15012579040100002
ACH-000015,-0.0752796057522
ACH-000017,0.167381746646
ACH-000018,-0.0243868388717
ACH-000019,0.192248157143
ACH-000021,-0.069430845433
ACH-000022,0.025955981926000002
ACH-000025,-0.00024472817869299995
ACH-000028,-0.06911902622119999
ACH-000030,0.156355490858
ACH-000035,-0.00859964664163
ACH-000036,0.0865792766459
ACH-000037,0.07333491295149999
ACH-000039,0.005506182711270001
ACH-000040,0.0903362475292
ACH-000041,0.0372138788958
ACH-000042,0.0654334867176
ACH-000045,0.12712059885500002
ACH-000047,-0.006194013995739999
ACH-000052,0.0439093854098
ACH-000053,0.133764188202
ACH-000054,-0.0710974606913
ACH-000055,0.18182992666099998
ACH-000060,0.0986779570413
ACH-000067,0.164326935516
ACH-000070,0.09990466734650001
ACH-000075,0.126668946883
ACH-000078,-0.218544421932
ACH-000082,0.0406143476205
ACH-000085,0.0189420114533
ACH-000086,0.23083360068599998
ACH-000087,0.263632371196
ACH-000092,0.0798203276908
ACH-000095,0.182039713554
ACH-000097,0.13393803301899998
ACH-000098,0.08058906394530001
ACH-000099,-0.061492428669300006
ACH-000108,-0.0813494158636
ACH-000113,0.0684127176815
ACH-000115,-0.10017777729800001
ACH-000116,0.249385816512
ACH-000118,0.0909914976616
ACH-000120,0.23232378503400003
ACH-000123,-0.0900940174763
ACH-000127,0.19114143925000002
ACH-000128,0.22043334614399998
ACH-000132,0.06514011728619999
ACH-000133,0.0799174518521
ACH-000137,0.029099248596700003
ACH-000138,-0.033981150557599996
ACH-000142,-0.08785637910569999
ACH-000143,0.10941760339500001
ACH-000146,-0.0161056911367
ACH-000148,0.132106158893
ACH-000150,0.241763486253
ACH-000152,0.15271304905400002
ACH-000153,-0.19012881730300002
ACH-000159,-0.032585377201299996
ACH-000160,0.171106023217
ACH-000163,0.09921543083360002
ACH-000167,0.330747672872
ACH-000168,0.169290223355
ACH-000169,0.0623130260562
ACH-000178,0.0975706262224
ACH-000182,0.130905682352
ACH-000183,0.226723980288
ACH-000188,0.0326735199597
ACH-000189,0.106552319364
ACH-000190,0.161777304771
ACH-000198,0.198681970435
ACH-000204,0.10397573001499999
ACH-000206,0.12424257267899999
ACH-000207,0.348905672839
ACH-000211,0.0340949511267
ACH-000215,0.102065895989
ACH-000221,0.0636449625113
ACH-000222,0.029414377268400002
ACH-000223,0.09741291977989999
ACH-000226,0.134072999736
ACH-000227,0.213445755691
ACH-000228,0.241720470357
ACH-000231,0.142403817527
ACH-000232,-0.039327289698
ACH-000233,0.0712763965136
