,NELFB (25920)
ACH-000294,-2.05289572352
ACH-000295,-1.65306384463
ACH-000296,-1.31318516304
ACH-000302,-1.33645983934
ACH-000304,-1.7380515332900002
ACH-000307,-1.7053432270500002
ACH-000308,-1.4853531673
ACH-000310,-1.10922348011
ACH-000311,-1.5585670681000001
ACH-000312,-1.57030237991
ACH-000315,-1.5795594987600001
ACH-000316,-1.8103221517099997
ACH-000317,-1.65264494236
ACH-000318,-1.69710968959
ACH-000319,-1.41221908505
ACH-000320,-1.7105313253499999
ACH-000322,-1.44048571444
ACH-000323,-1.6318765041999999
ACH-000324,-1.4800793881299998
ACH-000329,-1.31541122985
ACH-000330,-1.4830863906
ACH-000331,-1.3872488172100002
ACH-000332,-1.4411729475600001
ACH-000334,-1.42636088294
ACH-000335,-1.5056699786200003
ACH-000336,-1.66560219468
ACH-000337,-1.3730328062700001
ACH-000339,-1.66997838706
ACH-000341,-1.36563800801
ACH-000348,-1.54578077705
ACH-000350,-1.51396414067
ACH-000352,-1.60872628817
ACH-000356,-1.2628055403
ACH-000361,-1.603644233
ACH-000362,-1.65720790398
ACH-000363,-1.23746445153
ACH-000364,-1.27725210749
ACH-000365,-1.64924321866
ACH-000366,-1.6764259128
ACH-000368,-1.4024133389700002
ACH-000374,-1.70794313531
ACH-000375,-1.41880561868
ACH-000376,-1.44230716508
ACH-000381,-1.36835612929
ACH-000383,-0.814688646749
ACH-000387,-1.55469555037
ACH-000389,-1.3538061559099999
ACH-000390,-1.6812352863799997
ACH-000393,-1.58532834372
ACH-000395,-1.50456882526
ACH-000397,-1.4449707294999998
ACH-000401,-1.2166827467399999
ACH-000402,-1.92463615537
ACH-000403,-0.983153367377
ACH-000404,-2.1379686298
ACH-000406,-1.65024680574
ACH-000407,-1.58510506553
ACH-000408,-1.50942858326
ACH-000410,-1.44566363688
ACH-000411,-1.4320116824
ACH-000414,-1.18900177707
ACH-000415,-1.70100090306
ACH-000416,-1.3965390710699999
ACH-000420,-1.5575939342200003
ACH-000421,-1.4658509441
ACH-000424,-1.5337349820700001
ACH-000425,-1.31733637686
ACH-000426,-2.58482862318
ACH-000427,-1.3744934473100001
ACH-000433,-1.48264453705
ACH-000436,-1.9794948688900003
ACH-000444,-1.31840497087
ACH-000445,-1.6943901834200001
ACH-000448,-1.31340332986
ACH-000450,-1.05322446779
ACH-000452,-1.9050069655700002
ACH-000454,-1.75892583876
ACH-000458,-1.6425813400600002
ACH-000459,-1.69166092369
ACH-000460,-1.4309930589500002
ACH-000461,-1.4889502527
ACH-000463,-1.40910180583
ACH-000464,-1.5502037
ACH-000466,-1.9141073243400002
ACH-000467,-1.3085047506799998
ACH-000468,-1.39337213926
ACH-000469,-1.58173919622
ACH-000470,-1.29295080259
ACH-000471,-1.19471757925
ACH-000472,-1.96884492195
ACH-000473,-1.59962766276
ACH-000475,-1.68446846411
ACH-000476,-1.5761545495700002
ACH-000477,-2.00284446597
ACH-000480,-1.49956305517
ACH-000481,-1.4695616331299999
ACH-000483,-1.15548243947
ACH-000484,-0.7429708473569999
ACH-000485,-1.43772520876
ACH-000486,-1.3561883968900001
ACH-000487,-1.5197148636000002
ACH-000488,-1.4039818838100002
ACH-000490,-1.55796332934
ACH-000491,-1.6331704106799998
ACH-000495,-1.43042730649
ACH-000496,-1.58546930759
ACH-000499,-1.6338244121099998
ACH-000500,-2.051711489
ACH-000502,-1.39386499514
ACH-000503,-1.63008745007
ACH-000505,-1.61197715932
ACH-000507,-1.50886587196
ACH-000510,-1.5688077664700002
ACH-000511,-1.4097906287600002
ACH-000512,-1.51136678954
ACH-000516,-1.7255849563799999
ACH-000517,-1.3575566929499998
ACH-000518,-1.5571592156
ACH-000520,-1.2443553706700001
ACH-000521,-1.7598013587999999
ACH-000522,-1.70727171028
ACH-000524,-1.31218141427
ACH-000527,-1.477362633
ACH-000528,-1.50486380007
ACH-000537,-1.7649647582900003
ACH-000541,-1.3022120098899999
ACH-000542,-1.6959602627099999
ACH-000544,-1.4736225290600002
ACH-000545,-1.4737600370500001
ACH-000547,-1.3857728891
ACH-000548,-1.4453593992200002
ACH-000549,-1.3823741092
ACH-000550,-1.4921376595200002
ACH-000552,-1.41230620409
ACH-000556,-1.83324202458
ACH-000557,-1.4575038907299998
ACH-000570,-1.84324942615
ACH-000571,-2.20590533357
ACH-000573,-1.3684135589200002
ACH-000576,-1.6306316767299998
ACH-000580,-1.8751016635900002
ACH-000584,-1.8938867545200002
ACH-000585,-1.3839547345299998
ACH-000588,-1.75650950565
ACH-000589,-1.5096941001100002
ACH-000591,-1.78183829943
ACH-000593,-1.57737626144
ACH-000600,-1.53325560062
ACH-000601,-1.35064346745
ACH-000604,-1.17624537508
ACH-000605,-1.2889386658
ACH-000606,-1.45237136607
ACH-000608,-1.5964783549000001
ACH-000614,-1.67902445919
ACH-000616,-1.53072880803
ACH-000618,-1.4441439901700002
ACH-000619,-1.31810009115
ACH-000620,-1.6233131663799998
ACH-000621,-1.47702528155
ACH-000622,-1.61663043509
ACH-000623,-1.5391455999
ACH-000624,-1.2432813697799998
ACH-000627,-1.51681212919
ACH-000630,-1.5015330891999998
ACH-000632,-1.7657503306
ACH-000633,-1.2509639695
ACH-000637,-1.3121473991600001
ACH-000638,-1.2061067058600001
ACH-000646,-1.3447906479799998
ACH-000647,-1.44404688294
ACH-000648,-1.9546429853599998
ACH-000649,-1.60087851257
ACH-000651,-1.05057463134
ACH-000652,-1.48444369367
ACH-000653,-1.83014076991
ACH-000657,-1.5737960633399999
ACH-000658,-2.0933665166
ACH-000661,-1.7539341288799999
ACH-000662,-1.04650526969
ACH-000663,-1.98292737591
ACH-000665,-1.47342411618
ACH-000671,-1.84473067224
ACH-000673,-1.6403123359399998
ACH-000676,-1.6803618426299998
ACH-000677,-1.15756767911
ACH-000681,-1.75196558625
ACH-000682,-1.47738152668
ACH-000683,-1.51313873742
ACH-000684,-1.74205113217
ACH-000688,-1.3310801615899999
ACH-000693,-1.36924605641
ACH-000694,-1.3765653181200002
ACH-000695,-1.4146180610899999
ACH-000696,-1.48147042514
ACH-000697,-1.4285895974
ACH-000699,-1.4308751800400001
ACH-000701,-1.31313016149
ACH-000706,-1.4839712002399998
ACH-000711,-1.2283886074600001
ACH-000713,-1.77489115317
ACH-000714,-1.32221269626
ACH-000718,-1.37687687256
ACH-000720,-1.7374613470299998
ACH-000721,-1.33447245301
ACH-000724,-1.54635114316
ACH-000725,-1.4213645469999998
ACH-000732,-1.4748472309799998
ACH-000734,-1.6362517005300001
ACH-000735,-1.37195298076
ACH-000736,-1.63837021301
ACH-000738,-1.2757174839299998
ACH-000746,-0.445243602632
ACH-000747,-1.42330683448
ACH-000748,-1.2808702264299998
ACH-000753,-1.7232901651599997
ACH-000756,-1.56161931214
ACH-000757,-1.44306024123
ACH-000758,-1.08685439839
ACH-000760,-1.48853702465
ACH-000763,-1.72313136659
ACH-000764,-1.12100028119
ACH-000765,-1.8901622809999998
ACH-000766,-0.586146346522
ACH-000767,-1.73538720972
ACH-000768,-1.80602340735
ACH-000769,-1.47570474904
ACH-000770,-1.43398276201
ACH-000771,-1.4190520351299998
ACH-000773,-1.5352656162399998
ACH-000776,-1.72105187754
ACH-000777,-1.5363759366999998
ACH-000778,-1.48261437888
ACH-000781,-1.6150089575100002
ACH-000782,-1.60642267729
ACH-000783,-1.26987947219
ACH-000784,-1.5010697945700002
ACH-000785,-1.18489986284
ACH-000787,-1.2505602121100001
ACH-000788,-1.69094900849
ACH-000791,-1.1642354619
ACH-000792,-1.5424160008899999
ACH-000794,-1.507005695
ACH-000796,-1.12239001832
ACH-000799,-1.43380953882
ACH-000800,-1.65072253003
ACH-000802,-1.26551311997
ACH-000804,-1.6342711087700001
ACH-000805,-1.46667350268
ACH-000809,-1.5514262157299998
ACH-000810,-2.06431230983
ACH-000811,-1.13474204093
ACH-000817,-1.52393250014
ACH-000819,-1.54470717023
ACH-000820,-1.5845633956799998
ACH-000821,-2.0791188227
ACH-000822,-1.5259872298800001
ACH-000823,-1.5613149965900002
ACH-000824,-1.87867314297
ACH-000827,-1.6057027211100001
ACH-000829,-1.5066347742700001
ACH-000831,-1.23431645929
ACH-000832,-1.34376684933
ACH-000833,-1.5988240004299998
ACH-000834,-1.57792966761
ACH-000835,-1.50791408563
ACH-000836,-1.15829170019
ACH-000837,-1.3828122855899998
ACH-000838,-2.0884830897
ACH-000839,-1.41915110829
ACH-000840,-1.5048364635299998
ACH-000841,-1.5816296249700001
ACH-000843,-1.61933442515
ACH-000846,-1.4861604578
ACH-000847,-1.47384891056
ACH-000848,-1.50965427116
ACH-000849,-1.89662782258
ACH-000851,-1.3620324371299999
ACH-000855,-1.13919085418
ACH-000856,-1.3174666432100002
ACH-000858,-1.5990755148500002
ACH-000859,-1.7535825874400002
ACH-000861,-1.3788635113299998
ACH-000862,-1.16822539722
ACH-000865,-1.5920374491799998
ACH-000866,-1.5693132020700002
ACH-000867,-1.3081771973799998
ACH-000869,-0.911238263436
ACH-000872,-1.63010919863
ACH-000873,-1.69424225963
ACH-000876,-0.8365964486640001
ACH-000878,-1.8243055508400001
ACH-000880,-1.4072441656
ACH-000881,-1.76773982789
ACH-000882,-1.69218348206
ACH-000884,-1.6849326271399998
ACH-000885,-1.22237618364
ACH-000887,-1.29322205889
ACH-000888,-1.22443166762
ACH-000889,-1.9244624411700002
ACH-000890,-1.68168384917
ACH-000896,-1.82451031083
ACH-000898,-1.4528852641499999
ACH-000900,-1.3653260147
ACH-000901,-1.56453625521
ACH-000905,-1.34149358732
ACH-000906,-1.52661903792
ACH-000907,-1.4712953909399997
ACH-000910,-1.26971830179
ACH-000911,-1.30129927067
ACH-000912,-1.45369099007
ACH-000913,-1.5289274513799997
ACH-000915,-1.28278373194
ACH-000916,-1.4390517541299999
ACH-000917,-1.35554928322
ACH-000921,-1.3021246237100002
ACH-000924,-1.2740537137
ACH-000926,-1.2431866191
ACH-000928,-1.3712890561000002
ACH-000929,-1.50807288569
ACH-000932,-1.09985353699
ACH-000935,-1.6613348902899998
ACH-000936,-1.4180245935299998
ACH-000937,-1.8306857958900002
ACH-000938,-1.8132090936400003
ACH-000939,-1.29619975624
ACH-000941,-1.4087592105899998
ACH-000943,-1.46502001061
ACH-000946,-1.3860474374599998
ACH-000947,-1.4849698250999999
ACH-000948,-1.02570363508
ACH-000950,-1.51195259007
ACH-000953,-2.0272053020099996
ACH-000957,-1.55244914484
ACH-000958,-1.4985862839300002
ACH-000960,-1.49917160758
ACH-000963,-1.21091712701
ACH-000968,-1.39686247344
ACH-000969,-1.1297956420200002
ACH-000973,-1.3410979814700001
ACH-000974,-1.4679398590900001
ACH-000975,-1.48268993633
ACH-000976,-1.61497633592
ACH-000978,-2.02928414989
ACH-000980,-1.20969527082
ACH-000984,-1.76896241308
ACH-000986,-1.60636493261
ACH-000988,-1.5263316822600002
ACH-000993,-1.6791363814700002
ACH-000994,-1.2004387621500001
ACH-000996,-1.5077573905000001
ACH-001001,-1.5834602066299999
ACH-001020,-1.06547270154
ACH-001028,-1.33783434619
ACH-001031,-1.50541494106
ACH-001038,-1.7276417035900002
ACH-001048,-1.32494643626
ACH-001050,-1.48741471742
ACH-001053,-1.36354058525
ACH-001054,-1.4875051919
ACH-001061,-1.3754476043900001
ACH-001067,-1.25947659851
ACH-001075,-1.5915862588999998
ACH-001096,-1.31014365839
ACH-001128,-0.754689983718
ACH-001134,-1.6185756737
ACH-001151,-1.5336049758899999
ACH-001163,-1.42395592715
ACH-001164,-1.2009688145
ACH-001173,-1.4342811917899998
ACH-001183,-1.4983671948100001
ACH-001184,-1.45853528112
ACH-001190,-1.4665405073500002
ACH-001192,-1.7571602920200002
ACH-001193,-1.5399745298899998
ACH-001196,-1.4325765631099998
ACH-001197,-1.84680535598
ACH-001205,-1.6389574264500002
ACH-001211,-1.46592494731
ACH-001212,-1.636835671
ACH-001228,-1.24285398872
ACH-001232,-1.57497666143
ACH-001239,-1.65587107245
ACH-001274,-1.49175379753
ACH-001275,-1.5114045217299998
ACH-001277,-1.47549360569
ACH-001278,-1.51596268008
ACH-001280,-0.9858854065170001
ACH-001283,-1.6100401220299998
ACH-001289,-1.52460001375
ACH-001295,-1.40541623569
ACH-001300,-1.41387623476
ACH-001301,-0.9090773844110001
ACH-001302,-1.20791334401
ACH-001303,-1.59697526312
ACH-001306,-1.5319429896599999
ACH-001318,-1.85236030473
ACH-001322,-1.4053871236500002
ACH-001328,-1.5467004739399999
ACH-001332,-1.5101302925100002
ACH-001333,-1.4412284264
ACH-001336,-1.4618746905899997
ACH-001340,-1.10869879307
ACH-001346,-1.41458534097
ACH-001353,-1.04968940251
ACH-001354,-1.9951658162
ACH-001367,-1.59653201035
ACH-001368,-1.41061771365
ACH-001374,-0.575405456679
ACH-001375,-1.1134846401
ACH-001377,-1.37748331625
ACH-001380,-1.5068062169
ACH-001391,-1.4592474217500002
ACH-001407,-1.6310656489300002
ACH-001408,-1.6898948461200003
ACH-001413,-0.999984046024
ACH-001430,-1.4640281313299999
ACH-001431,-1.46517189606
ACH-001450,-1.57665261496
ACH-001496,-1.20079237541
ACH-001500,-1.30034193232
ACH-001521,-1.7814740432599998
ACH-001523,-1.44542974651
ACH-001532,-1.43570084195
ACH-001536,-1.50522517266
ACH-001550,-1.07998331837
ACH-001552,-1.6555911095200002
ACH-001554,-1.6298822887
ACH-001645,-1.4804395323800001
ACH-001654,-1.45275830806
ACH-001715,-1.41830055166
ACH-001735,-1.6001162770200001
ACH-001736,-1.32147334247
ACH-001737,-1.21308000088
ACH-001740,-1.5872652140399999
ACH-001745,-1.60959417146
ACH-001750,-1.5761276933500001
ACH-001765,-1.5574996810600001
ACH-001956,-1.3980393532100002
ACH-001957,-1.55613509592
