,LMO7DN (729420)
ACH-000004,-0.247564185632
ACH-000007,-0.07243126952989999
ACH-000009,0.0978943223414
ACH-000011,-0.296202405336
ACH-000012,-0.228736936778
ACH-000013,-0.0629204017987
ACH-000014,-0.102441134843
ACH-000015,-0.0202452201803
ACH-000017,-0.156965241259
ACH-000018,-0.15434218007
ACH-000019,-0.0696463200408
ACH-000021,0.027124636559599995
ACH-000022,-0.119687983124
ACH-000025,-0.232569142606
ACH-000028,-0.164588540157
ACH-000030,-0.127512004834
ACH-000035,-0.0837353942028
ACH-000036,-0.0721511183208
ACH-000037,-0.241147207697
ACH-000039,0.247441295454
ACH-000040,-0.26092677392499997
ACH-000041,-0.17419411792300002
ACH-000042,0.00670973861378
ACH-000045,0.106183980562
ACH-000047,0.0343716592623
ACH-000052,-0.249172225404
ACH-000053,-0.0202252342667
ACH-000054,-0.300525506138
ACH-000055,-0.083989076521
ACH-000060,-0.165569281747
ACH-000067,-0.114421007907
ACH-000070,-0.327157101414
ACH-000075,0.010087446594
ACH-000078,-0.0645170496904
ACH-000082,-0.15495927930199999
ACH-000085,-0.022980629587500002
ACH-000086,-0.20233709618299997
ACH-000087,-0.188350319558
ACH-000092,-0.12090918420499999
ACH-000095,-0.216549129586
ACH-000097,0.0367550109639
ACH-000098,-0.124038229662
ACH-000099,-0.11099776226500001
ACH-000108,0.00642889415771
ACH-000113,-0.00228573772584
ACH-000115,0.0030014060732900002
ACH-000116,-0.17752110095600002
ACH-000118,-0.0438114215257
ACH-000120,-0.323229653234
ACH-000123,-0.22703558795499998
ACH-000127,-0.124895013784
ACH-000128,-0.209747252999
ACH-000132,-0.336854262103
ACH-000133,-0.028000682893799998
ACH-000137,0.0904696185097
ACH-000138,0.00148681346403
ACH-000142,-0.0327748407381
ACH-000143,-0.22236623258299998
ACH-000146,-0.19591601201699999
ACH-000148,-0.0896031243013
ACH-000150,-0.440535385133
ACH-000152,-0.189909913092
ACH-000153,-0.0905678604507
ACH-000159,-0.18177254876499999
ACH-000160,-0.122738680428
ACH-000163,-0.144312639325
ACH-000167,-0.168101677132
ACH-000168,-0.117157118256
ACH-000169,-0.14386086072100002
ACH-000178,-0.20548445931899997
ACH-000182,-0.048754331589800005
ACH-000183,0.17765786189
ACH-000188,-0.14571955012499999
ACH-000189,-0.11878386395400001
ACH-000190,-0.205338354041
ACH-000198,-0.135215540152
ACH-000204,-0.262852118144
ACH-000206,-0.169755499463
ACH-000207,-0.184553380687
ACH-000211,-0.00683572770288
ACH-000215,-0.15289838891899998
ACH-000221,0.0409016187625
ACH-000222,-0.06977425649069999
ACH-000223,-0.177544078484
ACH-000226,-0.407125724784
ACH-000227,-0.151263333396
ACH-000228,-0.07265315723780001
ACH-000231,-0.06449833619959999
ACH-000232,-0.18319295205699998
ACH-000233,-0.0819472668729
ACH-000234,-0.09527078445139998
ACH-000235,-0.16018318914899998
ACH-000237,-0.196133488961
ACH-000238,-0.203168590459
ACH-000243,-0.0850764664082
ACH-000244,-0.360696852842
ACH-000246,-0.14664392226
ACH-000248,0.0104830134456
ACH-000250,-0.0551796020742
ACH-000251,-0.182993259192
ACH-000253,0.022156481899
ACH-000255,-0.0356823648689
ACH-000256,-0.10516283004
ACH-000257,-0.423398000841
ACH-000258,-0.14121208136900001
ACH-000259,-0.026055963001700003
ACH-000260,-0.164568024147
ACH-000261,-0.144983686932
ACH-000262,-0.053735848245
ACH-000263,-0.0367367705898
ACH-000264,-0.09071666785110001
ACH-000265,-0.026959995363699998
ACH-000266,-0.09662141493760001
ACH-000272,-0.08186869745280001
ACH-000273,-0.214187759383
ACH-000274,-0.211560553132
ACH-000277,-0.11615002364700001
ACH-000278,-0.24553086171
ACH-000279,-0.260504500422
ACH-000280,0.009468929033649999
ACH-000281,-0.271041829374
ACH-000288,-0.20587319032200002
ACH-000291,-0.0729759355995
ACH-000293,0.169003114567
ACH-000294,-0.202191478213
ACH-000295,-0.18443349546799997
ACH-000296,-0.00508931089825
ACH-000302,-0.242341024195
ACH-000304,-0.5153040606620001
ACH-000307,0.0227153608635
ACH-000308,-0.157844520573
ACH-000310,-0.0696065476363
ACH-000311,-0.0206827978188
ACH-000312,0.13225093894200002
ACH-000315,0.132912524694
ACH-000316,-0.14314863007200002
ACH-000317,0.103177434145
ACH-000318,-0.00618947916842
ACH-000319,-0.140723669293
ACH-000320,0.09227681012219999
ACH-000322,-0.295022363597
ACH-000323,-0.08956060962269999
ACH-000324,0.023383947988299996
ACH-000329,-0.24611101085999998
ACH-000330,0.0480962234284
ACH-000331,-0.351698529363
ACH-000332,-0.0314710576908
ACH-000334,0.167494741803
ACH-000335,-0.049568134593900005
ACH-000336,-0.367216461577
ACH-000337,-0.19565349483199998
ACH-000339,-0.22757282429
ACH-000341,-0.08759982899350001
ACH-000348,-0.290496553526
ACH-000350,-0.11563771024
ACH-000352,-0.116317975648
ACH-000356,0.146506910337
ACH-000361,-0.00264985373869
ACH-000362,0.0426101239948
ACH-000363,-0.154109577734
ACH-000364,-0.000737436864223
ACH-000365,-0.180373957013
ACH-000366,-0.0493790654923
ACH-000368,-0.12669721097300002
ACH-000374,-0.05222930774730001
ACH-000375,-0.07981775105939999
ACH-000376,-0.195995312565
ACH-000381,-0.39816675534
ACH-000383,-0.155339266235
ACH-000387,-0.0368165698267
ACH-000389,-0.11424219177600001
ACH-000390,-0.148168141635
ACH-000393,-0.16582717041099998
ACH-000395,-0.24383401863
ACH-000397,-0.258744358695
ACH-000401,-0.279360538222
ACH-000402,-0.019172156348800002
ACH-000403,-0.263267028673
ACH-000404,-0.412153366719
ACH-000406,-0.0383983461563
ACH-000407,-0.192999825317
ACH-000408,0.0342909038433
ACH-000410,-0.23569190862300002
ACH-000411,-0.295100534008
ACH-000414,-0.101680900382
ACH-000415,-0.186066452502
ACH-000416,-0.237398701486
ACH-000420,0.15094346397299999
ACH-000421,-0.133764659089
ACH-000424,-0.232104688675
