,DACH1 (1602)
ACH-000004,-0.0360686981993
ACH-000007,-0.967076723798
ACH-000009,0.144892765256
ACH-000011,-0.404212861845
ACH-000012,-0.0460547098613
ACH-000013,-0.225223775145
ACH-000014,-0.00481069496025
ACH-000015,-0.0527161102152
ACH-000017,-0.156415449235
ACH-000018,-0.183459196749
ACH-000019,0.000834266725598
ACH-000021,0.00462688580183
ACH-000022,-0.0531271879711
ACH-000025,-0.0317280004593
ACH-000028,-0.0474959406491
ACH-000030,-0.08580273807660001
ACH-000035,0.081330869681
ACH-000036,-0.15795975142000002
ACH-000037,-0.380627877573
ACH-000039,-0.20552521780000002
ACH-000040,0.021291067765700004
ACH-000041,-0.0441414674449
ACH-000042,-0.0221354528402
ACH-000045,0.0581606100806
ACH-000047,0.08021989692289999
ACH-000052,-0.32022495207
ACH-000053,0.0329498485853
ACH-000054,-0.0417679296509
ACH-000055,-0.26875347102499997
ACH-000060,-0.0652737716673
ACH-000067,-0.291166298983
ACH-000070,-0.1527661008
ACH-000075,-0.151861624266
ACH-000078,-0.0496009505099
ACH-000082,-0.0648563510591
ACH-000085,0.00420770929956
ACH-000086,-0.129824447335
ACH-000087,-0.109653725341
ACH-000092,0.034136882475
ACH-000095,-0.31678476206399997
ACH-000097,-0.0325094492515
ACH-000098,-0.09188041494539999
ACH-000099,-0.23307443101199998
ACH-000108,-0.0377466514507
ACH-000113,-0.44924931605499996
ACH-000115,-0.21517705218000002
ACH-000116,-0.153523913541
ACH-000118,-0.0754189255424
ACH-000120,-0.162000380403
ACH-000123,-0.130570886193
ACH-000127,-0.0714765948152
ACH-000128,-0.21750262345600002
ACH-000132,-0.168769006045
ACH-000133,-0.0724423040059
ACH-000137,0.0148669476639
ACH-000138,0.037884901268599995
ACH-000142,0.05408716553230001
ACH-000143,-0.0960586111499
ACH-000146,-0.00823344109937
ACH-000148,-0.11356457458699999
ACH-000150,0.008000722682899999
ACH-000152,-0.047958333719999996
ACH-000153,0.0414763457761
ACH-000159,-0.127525310636
ACH-000160,0.133862181059
ACH-000163,0.155845260848
ACH-000167,0.123444403351
ACH-000168,0.00178888566398
ACH-000169,0.0276258624034
ACH-000178,-0.011346727441100001
ACH-000182,-0.030625104205800002
ACH-000183,-0.130008281034
ACH-000188,-0.194158004432
ACH-000189,0.15725029093
ACH-000190,0.107385272548
ACH-000198,0.00191588383148
ACH-000204,0.0342178417417
ACH-000206,0.0169394774614
ACH-000207,-0.370239530455
ACH-000211,-0.0140045349746
ACH-000215,-0.174933897694
ACH-000221,0.0380346538508
ACH-000222,0.23029519621999997
ACH-000223,-0.12068767193499999
ACH-000226,-0.035227270205300004
ACH-000227,-0.12226716363199999
ACH-000228,-0.0528301427014
ACH-000231,-0.0911705823367
ACH-000232,-0.482331135918
ACH-000233,-0.12774365344799998
ACH-000234,-0.0787513364662
ACH-000235,-0.031301103330900006
ACH-000237,0.0514244973812
ACH-000238,-0.25990778793499997
ACH-000243,0.164054162335
ACH-000244,-0.11184282249000002
ACH-000246,-0.188303796842
ACH-000248,-0.010656188343700001
ACH-000250,-0.0776058849868
ACH-000251,0.0308289874767
ACH-000253,-0.20138888182999998
ACH-000255,-0.119874001412
ACH-000256,-0.159827759537
ACH-000257,-0.0960860783121
