,RAX2 (84839)
ACH-000004,-0.11051380727099999
ACH-000007,-0.032357120585599995
ACH-000009,-0.279176638479
ACH-000011,-0.0074943860391099995
ACH-000012,-0.16509141805299998
ACH-000013,-0.32424312295
ACH-000014,-0.21442437424600003
ACH-000015,-0.274471599873
ACH-000017,-0.24525777089099998
ACH-000018,-0.35430587029700006
ACH-000019,-0.210473689021
ACH-000021,-0.18606579428599998
ACH-000022,-0.0696617225635
ACH-000025,-0.193362479036
ACH-000028,-0.481336505092
ACH-000030,-0.144235768341
ACH-000035,-0.27620188121399997
ACH-000036,-0.148007073504
ACH-000037,-0.266176899111
ACH-000039,-0.317955217127
ACH-000040,-0.0787463378335
ACH-000041,-0.263193858557
ACH-000042,-0.19083464902800001
ACH-000045,-0.080764018797
ACH-000047,-0.206603689755
ACH-000052,-0.470540422259
ACH-000053,-0.12904467386
ACH-000054,-0.159696555169
ACH-000055,-0.35590753920199997
ACH-000060,-0.312995479745
ACH-000067,-0.167201108452
ACH-000070,-0.362497436684
ACH-000075,-0.21047897395100001
ACH-000078,-0.286693899346
ACH-000082,-0.499021288167
ACH-000085,-0.811274640887
ACH-000086,-0.293314197298
ACH-000087,-0.0514650709021
ACH-000092,-0.20330174388
ACH-000095,-0.298225312636
ACH-000097,-0.337563382662
ACH-000098,-0.35722988605800005
ACH-000099,-0.280438736485
ACH-000108,-0.101877132849
ACH-000113,-0.106612219498
ACH-000115,-0.386813900211
ACH-000116,-0.134323252875
ACH-000118,-0.19267981413899998
ACH-000120,-0.291694237561
ACH-000123,-0.146778929142
ACH-000127,-0.337235422532
ACH-000128,-0.293662766465
ACH-000132,-0.368949454558
ACH-000133,-0.285097301711
ACH-000137,-0.37510757814999995
ACH-000138,-0.20347163268399998
ACH-000142,-0.140717139596
ACH-000143,-0.196023089273
ACH-000146,-0.185083443345
ACH-000148,0.022012706598799996
ACH-000150,-0.266681350077
ACH-000152,-0.107126432945
ACH-000153,0.17956249535399998
ACH-000159,-0.231202240884
ACH-000160,-0.0949112402438
ACH-000163,-0.570223270741
ACH-000167,0.0708350205657
ACH-000168,-0.386117869614
ACH-000169,-0.13598925181
ACH-000178,-0.201551184925
ACH-000182,-0.36393920951
ACH-000183,-0.1923929643
ACH-000188,-0.294461223039
ACH-000189,-0.598680966691
ACH-000190,-0.22056653101399998
ACH-000198,-0.0822389693697
ACH-000204,0.125139571155
ACH-000206,-0.583316514017
ACH-000207,-0.28769698785799996
ACH-000211,-0.143288040361
ACH-000215,-0.17095497223099998
ACH-000221,-0.294754138644
ACH-000222,-0.279447860356
ACH-000223,-0.291006839945
ACH-000226,-0.0761466144384
ACH-000227,-0.19536080326400002
ACH-000228,-0.50444727123
ACH-000231,-0.204269225872
ACH-000232,-0.24744398849500002
ACH-000233,-0.0639251348249
ACH-000234,-0.177890574626
ACH-000235,-0.273752035785
ACH-000237,-0.323371740497
ACH-000238,-0.0489225570445
ACH-000243,-0.15590979459899998
ACH-000244,-0.298724828986
