,PTRF (284119)
ACH-000004,-0.160423354233
ACH-000007,0.05963652106819999
ACH-000009,-0.041993459046800005
ACH-000011,-0.0552112707302
ACH-000012,0.0240292575146
ACH-000013,-0.215206426143
ACH-000014,-0.108118869504
ACH-000015,-0.011671670963200001
ACH-000017,-0.183863458572
ACH-000018,0.0319495336246
ACH-000019,-0.128081109134
ACH-000021,0.11033109115800001
ACH-000022,-0.0875009248183
ACH-000025,0.143628043962
ACH-000028,-0.0193284502626
ACH-000030,-0.0654141040485
ACH-000035,-0.058406559953500005
ACH-000036,0.0614440319624
ACH-000037,-0.0224736001395
ACH-000039,-0.104837951437
ACH-000040,-0.185310852324
ACH-000041,-0.164708502872
ACH-000042,0.17221457000799997
ACH-000045,-0.110476010668
ACH-000047,0.0407179038685
ACH-000052,-0.0348567598219
ACH-000053,-0.0832346025793
ACH-000054,0.234113972678
ACH-000055,0.206985755319
ACH-000060,0.020834527016599998
ACH-000067,0.05961022225330001
ACH-000070,-0.11957746188200001
ACH-000075,-0.199023549881
ACH-000078,-0.125111306599
ACH-000082,-0.235040904113
ACH-000085,-0.041533953077300005
ACH-000086,-0.0359699178394
ACH-000087,0.0842441626686
ACH-000092,-0.179737306228
ACH-000095,-0.125170824674
ACH-000097,-0.0361766709076
ACH-000098,-0.0332235699653
ACH-000099,-0.0706965483123
ACH-000108,-0.07984075990430001
ACH-000113,0.07189143731139999
ACH-000115,-0.0557028137887
ACH-000116,0.046482744145200004
ACH-000118,0.0689784560608
ACH-000120,-0.0414705513127
ACH-000123,0.11213199605999999
ACH-000127,-0.00112365128838
ACH-000128,-0.0812104355782
ACH-000132,-0.26413721796399997
ACH-000133,-0.133711463836
ACH-000137,-0.14023120170999998
ACH-000138,-0.117764911685
ACH-000142,-0.151486066604
ACH-000143,0.055089457374800005
ACH-000146,-0.08512873088999999
ACH-000148,-0.12270817210200001
ACH-000150,0.00416712323315
ACH-000152,-0.0610718355018
ACH-000153,0.212018744668
ACH-000159,0.036937106284500004
ACH-000160,0.40749671221
ACH-000163,-0.187837111455
ACH-000167,0.401019136162
ACH-000168,0.011344790398200001
ACH-000169,-0.0792585281735
ACH-000178,0.11841593851500001
ACH-000182,-0.061365930415699994
ACH-000183,-0.025408774643999998
ACH-000188,0.127112407633
ACH-000189,-0.10473496919299999
ACH-000190,0.370484510473
ACH-000198,-0.0910814066598
ACH-000204,-0.0878161948705
ACH-000206,0.00982896394826
ACH-000207,-0.11911233466299999
ACH-000211,-0.052571788944600004
ACH-000215,0.00958348826405
ACH-000221,-0.0498810945048
ACH-000222,0.0899061277177
ACH-000223,-0.277496898511
ACH-000226,-0.146458421614
ACH-000227,-0.194416070262
ACH-000228,-0.106772682901
ACH-000231,-0.0821382646992
ACH-000232,0.0522518311326
ACH-000233,-0.00376022970393
ACH-000234,0.011407851907799998
ACH-000235,-0.0706170655524
ACH-000237,0.0315421182022
ACH-000238,-0.138317519538
ACH-000243,0.171600496967
ACH-000244,0.302528564067
ACH-000246,0.0321136660012
ACH-000248,0.0430036590152
ACH-000250,-0.134228607431
ACH-000251,0.0986943589731
ACH-000253,-0.09683217950660002
ACH-000255,-0.128247420878
ACH-000256,-0.124708127402
ACH-000257,0.484840419099
ACH-000258,0.164018285037
ACH-000259,-0.0133523939138
ACH-000260,0.0554415384535
ACH-000261,-0.0100692108897
ACH-000262,0.0036694764856599997
ACH-000263,-0.386032630717
ACH-000264,-0.14583617555700001
ACH-000265,0.0313139971058
ACH-000266,0.12017966449999999
ACH-000272,0.0106292129412
ACH-000273,-0.053738081820400005
ACH-000274,-0.189100617807
ACH-000277,-0.16753355274499998
ACH-000278,-0.132398137195
ACH-000279,-0.0987098444381
ACH-000280,0.200530432916
ACH-000281,0.152436864126
ACH-000288,-0.04026258200359999
ACH-000291,-0.040363647476800005
ACH-000293,-0.0311653395628
ACH-000294,0.11624610571699999
ACH-000295,0.011277438691399999
ACH-000296,-0.042884437930000005
ACH-000302,0.0025366696692600004
ACH-000304,0.08517315941289999
ACH-000307,0.106566061094
ACH-000308,-0.00347481288053
ACH-000310,-0.0343457471864
ACH-000311,0.0461710444152
ACH-000312,0.118785791552
ACH-000315,0.187530966784
ACH-000316,-0.177706702713
