,GPT2 (84706)
ACH-000004,-0.137474976735
ACH-000007,-0.103484077519
ACH-000009,0.0517617918062
ACH-000011,-0.234674578002
ACH-000012,-0.0667961886852
ACH-000013,-0.221700053773
ACH-000014,-0.0587215086325
ACH-000015,-0.012867318045399999
ACH-000017,0.0552102850674
ACH-000018,-0.15044764452099998
ACH-000019,-0.379211822106
ACH-000021,-0.345599141383
ACH-000022,-0.0829617387827
ACH-000025,-0.0793118474457
ACH-000028,-0.144745157473
ACH-000030,-0.11773643125399999
ACH-000035,-0.2081565525
ACH-000036,-0.252448149158
ACH-000037,-0.32545683965100003
ACH-000039,-0.218920687102
ACH-000040,0.024502056517
ACH-000041,-0.0836078099388
ACH-000042,-0.07355051949019999
ACH-000045,-0.27347876481
ACH-000047,-0.21488120329100002
ACH-000052,-0.195762293635
ACH-000053,-0.106564713183
ACH-000054,-0.118704656676
ACH-000055,0.155420768638
ACH-000060,-0.233502337423
ACH-000067,-0.13874223600299998
ACH-000070,-0.135804547056
ACH-000075,-0.294738699328
ACH-000078,0.0403621497255
ACH-000082,-0.44913269218
ACH-000085,-0.23172473499600002
ACH-000086,-0.24162665534400002
ACH-000087,0.010703394460100001
ACH-000092,-0.17168463608800003
ACH-000095,-0.0627755711642
ACH-000097,-0.266143655536
ACH-000098,-0.225636351171
ACH-000099,-0.0953001481391
ACH-000108,-0.0683138578527
ACH-000113,-0.115172922752
ACH-000115,-0.10573571072799999
ACH-000116,-0.16905450678
ACH-000118,-0.230225843968
ACH-000120,-0.156922274136
ACH-000123,-0.290684476439
ACH-000127,-0.299005073793
ACH-000128,-0.32011788938499997
ACH-000132,-0.350726918852
ACH-000133,-0.199678633302
ACH-000137,-0.140834798067
ACH-000138,-0.07056231103880001
ACH-000142,-0.135405875078
ACH-000143,-0.105866445134
ACH-000146,-0.125970914313
ACH-000148,-0.155667226857
ACH-000150,-0.134223899121
ACH-000152,-0.152433448138
ACH-000153,-0.259931476219
ACH-000159,0.028719615478099998
ACH-000160,0.170978699304
ACH-000163,0.0913560129155
ACH-000167,0.266328528224
ACH-000168,-0.057119601674899996
ACH-000169,-0.149655692567
ACH-000178,0.004960342375670001
ACH-000182,-0.0517961142121
ACH-000183,-0.145186547187
ACH-000188,-0.141154628913
ACH-000189,0.196824207469
ACH-000190,0.285908915395
ACH-000198,-0.10511106689300001
ACH-000204,-0.277399380161
ACH-000206,-0.164805876012
ACH-000207,0.0183398543628
ACH-000211,-0.0587604942495
ACH-000215,-0.0943971980559
ACH-000221,0.0192573339956
ACH-000222,-0.07279578535610001
ACH-000223,-0.161913051112
ACH-000226,-0.1520344369
ACH-000227,-0.021774005774699998
ACH-000228,-0.0656838502568
ACH-000231,-0.10307272149800001
ACH-000232,-0.120803127862
ACH-000233,0.00521201826326
ACH-000234,-0.120432594096
ACH-000235,-0.150753799475
ACH-000237,0.053543344174300005
ACH-000238,-0.0524458903048
ACH-000243,-0.1285956979
ACH-000244,-0.0367115974639
ACH-000246,-0.135717773435
ACH-000248,0.18126510297
ACH-000250,-0.154173877762
ACH-000251,0.125811894615
ACH-000253,-0.23015380355300002
ACH-000255,-0.17382612162500002
ACH-000256,0.193305612984
ACH-000257,-0.5824217486509999
ACH-000258,-0.402764068738
ACH-000259,-0.0764547701315
ACH-000260,-0.1765700434
ACH-000261,-0.10278533320000001
ACH-000262,-0.013596718413799998
ACH-000263,-0.164239079777
ACH-000264,-0.119443204639
ACH-000265,0.00708346932425
ACH-000266,-0.18648678820300002
ACH-000272,0.00473535995884
ACH-000273,-0.015472124418299999
ACH-000274,-0.0717744253338
ACH-000277,-0.336130281674
ACH-000278,-0.19537040121399998
ACH-000279,-0.203795814442
ACH-000280,-0.108380514757
ACH-000281,-0.363954563231
ACH-000288,-0.0706824436725
ACH-000291,-0.232327091108
ACH-000293,-0.0534692822669
ACH-000294,0.00805693315623
ACH-000295,-0.42520764147600004
ACH-000296,-0.056204914121900006
ACH-000302,-0.032825766878400005
ACH-000304,0.131691933169
ACH-000307,-0.009034659898059998
ACH-000308,-0.0619896602972
ACH-000310,-0.215159751432
ACH-000311,-0.323524273907
ACH-000312,-0.122701745987
ACH-000315,0.170620606684
ACH-000316,-0.198456421971
ACH-000317,-0.00304223860864
ACH-000318,-0.105023512832
ACH-000319,-0.196414028455
ACH-000320,-0.353299686185
ACH-000322,-0.142697357
ACH-000323,-0.17839070534899998
ACH-000324,-0.145553229388
ACH-000329,-0.115246419785
ACH-000330,-0.313944945127
ACH-000331,-0.268525904631
ACH-000332,-0.10474894979900001
ACH-000334,-0.168905124736
ACH-000335,-0.5442880711020001
ACH-000336,-0.125824501685
ACH-000337,-0.285304649929
ACH-000339,-0.186111243919
ACH-000341,-0.30282158301999995
ACH-000348,-0.0857605591639
ACH-000350,-0.204412892652
ACH-000352,-0.028194218322700002
ACH-000356,-0.0687323282965
ACH-000361,-0.221447650376
ACH-000362,-0.213486674103
ACH-000363,0.0557026897824
ACH-000364,-0.254164269131
ACH-000365,-0.290193882946
ACH-000366,-0.0716396306718
ACH-000368,-0.23181880820099998
ACH-000374,-0.0186289827436
ACH-000375,0.0199163853901
ACH-000376,-0.158484221665
ACH-000381,-0.251633257169
ACH-000383,-0.18106852116099997
ACH-000387,-0.168148429637
ACH-000389,-0.11444871091499999
ACH-000390,-0.117326694402
ACH-000393,-0.239068828601
ACH-000395,-0.0180783676637
ACH-000397,-0.263869206472
ACH-000401,0.0216090881194
ACH-000402,-0.09348461623439999
ACH-000403,-0.21303984144699997
ACH-000404,-0.0402609910099
ACH-000406,-0.10432702494999999
ACH-000407,-0.184877875835
ACH-000408,-0.238855018557
ACH-000410,-0.0234939536534
ACH-000411,-0.0839002539274
ACH-000414,-0.167209132664
ACH-000415,-0.18787269725400002
ACH-000416,-0.163926202626
ACH-000420,0.24921661173700002
ACH-000421,-0.273861837474
ACH-000424,-0.32451526734999997
ACH-000425,-0.0662295825498
ACH-000426,-0.128844570573
ACH-000427,0.018390579983099998
ACH-000433,-0.30389444456500003
ACH-000436,-0.134421420908
ACH-000444,-0.0549827892648
ACH-000445,0.057091930618799996
ACH-000448,-0.19706691843600002
ACH-000450,-0.457487268059
ACH-000452,-0.103145160329
ACH-000454,-0.07459437048289999
ACH-000458,-0.10917951644000001
ACH-000459,0.126691072433
ACH-000460,-0.0840718245464
ACH-000461,0.061418131199000005
ACH-000463,-0.255118119775
ACH-000464,-0.0747299622532
ACH-000466,-0.17061968804400002
ACH-000467,-0.0782171382005
ACH-000468,-0.294330369802
ACH-000469,-0.165242807154
ACH-000470,-0.142625445904
ACH-000471,-0.260776984668
ACH-000472,-0.141122298912
ACH-000473,-0.0422804591828
ACH-000475,-0.324386179251
ACH-000476,-0.272961476043
ACH-000477,-0.127134203525
ACH-000480,-0.19455408828899998
ACH-000481,-0.193263104108
ACH-000483,-0.2098526148
ACH-000484,-0.17598303247000002
ACH-000485,-0.42690032024400004
ACH-000486,-0.05100336280019999
ACH-000487,-0.171430652267
ACH-000488,-0.18364931494800002
ACH-000490,-0.06491041459250001
ACH-000491,0.12182059954800001
ACH-000495,-0.0713900983739
ACH-000496,-0.0564665319169
ACH-000499,-0.09695819172110001
ACH-000500,-0.448005959619
ACH-000502,-0.277600577984
ACH-000503,-0.041197755926900004
ACH-000505,-0.302231217067
ACH-000507,-0.08875343428139999
ACH-000510,-0.08944896546039999
ACH-000511,-0.220364378
ACH-000512,-0.416013210712
ACH-000516,-0.0361449630934
ACH-000517,-0.146511651074
ACH-000518,0.10819223498700001
ACH-000520,-0.44594583155199996
ACH-000521,-0.18699411638
ACH-000522,-0.146023071743
ACH-000524,-0.057660220662199994
ACH-000527,-0.09966370960160001
ACH-000528,-0.0213223192262
ACH-000537,-0.049313442666999996
ACH-000541,-0.250330853672
ACH-000542,-0.0545101804563
ACH-000544,0.0134961686464
ACH-000545,0.00398039924305
ACH-000547,-0.290942784969
ACH-000548,-0.207208783005
ACH-000549,-0.20109590923300003
ACH-000550,-0.2358729972
ACH-000552,-0.111744227387
ACH-000556,-0.143015009307
ACH-000557,0.0427524616188
ACH-000570,-0.112437723782
ACH-000571,-0.599208451717
ACH-000573,-0.052424354073
ACH-000576,-0.35951996869
ACH-000580,-0.111999986517
ACH-000584,-0.13231678337000002
ACH-000585,-0.22622218060899998
ACH-000588,-0.159557852175
ACH-000589,-0.14116171932
ACH-000591,-0.126402960722
ACH-000593,-0.08076052879580001
ACH-000600,-0.19599889955699998
ACH-000601,-0.13142687233300002
ACH-000604,-0.0355917591967
ACH-000605,-0.27243088968
ACH-000606,0.00159467264223
ACH-000608,-0.06726632839499999
ACH-000614,-0.0877461322573
ACH-000616,-0.122604749034
ACH-000618,-0.260146914947
ACH-000619,-0.152941496862
ACH-000620,-0.202782633728
ACH-000621,-0.168715242522
ACH-000622,-0.233289087237
ACH-000623,-0.19771140417599997
ACH-000624,-0.15956837729599999
ACH-000627,-0.100827012258
ACH-000630,-0.20068278701099998
ACH-000632,-0.158683370193
ACH-000633,-0.300636087872
ACH-000637,-0.0901650334331
ACH-000638,-0.012215407329
ACH-000646,-0.166237949375
ACH-000647,-0.279290560485
ACH-000648,-0.117633883006
ACH-000649,-0.137710069972
ACH-000651,-0.22714254471999998
ACH-000652,-0.19902008721
ACH-000653,-0.0424548746729
ACH-000657,-0.144438533308
ACH-000658,-0.273643159386
ACH-000661,-0.256893913543
ACH-000662,-0.24297837518000004
ACH-000663,0.122215151157
ACH-000665,-0.027281825810000004
ACH-000671,-0.21519595295699998
ACH-000673,-0.031892931274599995
ACH-000676,-0.13272487605799999
ACH-000677,0.0357878438798
ACH-000681,-0.1030798748
ACH-000682,-0.13003822280400001
ACH-000683,-0.0414586758164
ACH-000684,0.012031417312
ACH-000688,-0.277981076225
ACH-000693,-0.19132237870000002
ACH-000694,-0.06484117352419999
ACH-000695,0.07958683415830001
ACH-000696,-0.174633021677
ACH-000697,-0.299448549509
ACH-000699,-0.12348918114299999
ACH-000701,-0.324192673636
ACH-000706,-0.0390155761422
ACH-000711,-0.11274464794700001
ACH-000713,-0.0807579928958
ACH-000714,-0.008195467595609999
ACH-000718,0.155098211235
ACH-000720,-0.08836871052249999
ACH-000721,-0.159786632369
ACH-000724,-0.21766941585400001
ACH-000725,-0.263357831601
ACH-000732,-0.25134248029399997
ACH-000734,-0.250549913286
ACH-000735,-0.0993519227534
ACH-000736,-0.30463230000700003
ACH-000738,-0.19449733677900002
ACH-000746,-0.561158610913
ACH-000747,-0.141721260282
ACH-000748,-0.148660582716
ACH-000753,-0.046166034223100005
ACH-000756,-0.0861526179393
ACH-000757,-0.16573507859
ACH-000758,-0.204068708109
ACH-000760,-0.08352988460960001
ACH-000763,-0.222713650128
ACH-000764,-0.24076303148400002
ACH-000765,0.0467153692176
ACH-000766,-0.24699279099500002
ACH-000767,-0.117063061939
ACH-000768,-0.256040711646
ACH-000769,0.0836540766723
ACH-000770,-0.0906679663204
ACH-000771,-0.287893404778
ACH-000773,-0.127336245975
ACH-000776,-0.204572047591
ACH-000777,-0.0302702090814
ACH-000778,-0.204535635607
ACH-000781,-0.07883559046739999
ACH-000782,0.00689625890744
ACH-000783,-0.24927444118099998
ACH-000784,-0.159939863596
ACH-000785,-0.357769716344
ACH-000787,-0.045774714430900004
ACH-000788,-0.146214326389
ACH-000791,-0.17739167545600001
ACH-000792,0.108301582465
ACH-000794,-0.150506920503
ACH-000796,-0.18661522464299998
ACH-000799,-0.21525912309700002
ACH-000800,0.0841023699563
ACH-000802,0.0148667179525
ACH-000804,-0.018879330436200003
ACH-000805,-0.0691892986428
ACH-000809,-0.24104308049000003
ACH-000810,0.111636818978
ACH-000811,-0.188199730256
ACH-000817,-0.272831300928
ACH-000819,-0.167672007145
ACH-000820,0.00692351459762
ACH-000821,-0.113814341245
ACH-000822,-0.49577206331999996
ACH-000823,-0.036480935644800004
ACH-000824,-0.109106486657
ACH-000827,-0.289583244265
ACH-000829,-0.325516699067
