,ATRAID (51374)
ACH-000004,-0.0235218094747
ACH-000007,-0.159811637677
ACH-000009,0.07251981221480001
ACH-000011,0.0612570678597
ACH-000012,0.10242951357899999
ACH-000013,0.179360158158
ACH-000014,0.0834198808026
ACH-000015,0.165761766837
ACH-000017,0.0759645262943
ACH-000018,0.024356054432200003
ACH-000019,0.171776091014
ACH-000021,0.13289997842
ACH-000022,0.108439279771
ACH-000025,0.14840117996
ACH-000028,0.148956752762
ACH-000030,0.0874084369574
ACH-000035,0.036879053368800006
ACH-000036,0.00012243465604
ACH-000037,0.0465174977513
ACH-000039,-0.007835646301909999
ACH-000040,-0.0812943345452
ACH-000041,0.209163122296
ACH-000042,0.0200831131015
ACH-000045,0.0232079966161
ACH-000047,0.166472763665
ACH-000052,0.072066419315
ACH-000053,0.143742150744
ACH-000054,0.10434497342499999
ACH-000055,0.15961288332999998
ACH-000060,0.160798495846
ACH-000067,0.216826471678
ACH-000070,0.12752586187200002
ACH-000075,0.236098535434
ACH-000078,0.119701046195
ACH-000082,0.14047002382
ACH-000085,0.20462321347100002
ACH-000086,0.183648683327
ACH-000087,0.293812604149
ACH-000092,-0.0872495202678
ACH-000095,-0.032388765637
ACH-000097,0.135235126082
ACH-000098,0.06720139295
ACH-000099,0.0353275148164
ACH-000108,0.113201251395
ACH-000113,0.15816896851
ACH-000115,0.09920161684530002
ACH-000116,0.10070104013699999
ACH-000118,0.153880083601
ACH-000120,0.14603072254799998
ACH-000123,0.14228542342199998
ACH-000127,0.134989814561
ACH-000128,0.0163212325799
ACH-000132,0.025376127426
ACH-000133,0.24475018417199998
ACH-000137,0.359229934719
ACH-000138,0.185176607309
ACH-000142,0.0481756813167
ACH-000143,0.166554561858
ACH-000146,0.0174229511625
ACH-000148,0.19128034746300002
ACH-000150,0.156999016858
ACH-000152,0.105569559682
ACH-000153,0.126933154443
ACH-000159,0.132830030296
ACH-000160,0.0814081906922
ACH-000163,0.214168079575
ACH-000167,0.26032335094500003
ACH-000168,0.0611396690476
ACH-000169,0.151406864555
ACH-000178,0.16368550330499998
ACH-000182,0.020955298368400002
ACH-000183,0.027663360329
ACH-000188,0.172257477051
ACH-000189,0.35877982113000007
ACH-000190,-0.20923797331799998
ACH-000198,0.0479079281289
ACH-000204,0.27184662363699996
ACH-000206,-0.00712577665931
ACH-000207,0.28118341359
ACH-000211,0.051169864270599996
ACH-000215,0.06029931954469999
ACH-000221,0.252130064284
ACH-000222,0.19231297164299999
ACH-000223,0.0582883056182
ACH-000226,0.0828146012152
ACH-000227,-0.069043302628
ACH-000228,0.313489371392
ACH-000231,0.09872629740710001
ACH-000232,0.139346335939
ACH-000233,-0.00815873673694
ACH-000234,0.255172476938
ACH-000235,0.043099730430399996
ACH-000237,0.0009978580569769998
ACH-000238,-0.138217913654
ACH-000243,-0.0029807608835700004
ACH-000244,-0.0672487078511
ACH-000246,0.23089574501999996
ACH-000248,0.052472754044500004
ACH-000250,0.125799223376
ACH-000251,0.0780958431215
ACH-000253,0.0417598503152
ACH-000255,0.11994572149800001
ACH-000256,0.141644199211
ACH-000257,0.332431718169
ACH-000258,-0.121207409671
ACH-000259,0.0560340520711
ACH-000260,0.080208625554
ACH-000261,0.109360125318
ACH-000262,0.025719531087599997
ACH-000263,-0.20815727989100002
ACH-000264,0.175178048433
ACH-000265,0.0785103039875
ACH-000266,0.0114579867768
