,DAGLA (747)
ACH-000004,-0.118618460467
ACH-000007,-0.33596124088600005
ACH-000009,0.0503136282326
ACH-000011,-0.0444061773804
ACH-000012,-0.146489075061
ACH-000013,-0.049838021534699996
ACH-000014,0.239102839243
ACH-000015,-0.0657553132932
ACH-000017,-0.162048468875
ACH-000018,0.11737133679400001
ACH-000019,-0.0032041633013399997
ACH-000021,-0.239016948586
ACH-000022,-0.09173362499710001
ACH-000025,-0.100075226269
ACH-000028,-0.238786263997
ACH-000030,-0.08015876678289999
ACH-000035,-0.0710737606927
ACH-000036,-0.398267425253
ACH-000037,-0.433276144636
ACH-000039,-0.221437008262
ACH-000040,-0.276470409258
ACH-000041,-8.787377086000001e-05
ACH-000042,-0.043776852457099995
ACH-000045,-0.0942020248353
ACH-000047,-0.17113619949
ACH-000052,-0.454672906568
ACH-000053,-0.0687901268684
ACH-000054,-0.0406473279605
ACH-000055,-0.30899281258
ACH-000060,0.15344093725400001
ACH-000067,0.127123519586
ACH-000070,-0.139591709722
ACH-000075,0.127017235773
ACH-000078,-0.24172113982299998
ACH-000082,-0.21588466905900003
ACH-000085,-0.112342362906
ACH-000086,-0.244748881505
ACH-000087,-0.277383031263
ACH-000092,-0.049787191960000005
ACH-000095,0.096834593426
ACH-000097,-0.177687122306
ACH-000098,0.149263326927
ACH-000099,-0.012240664335600001
ACH-000108,-0.00397843518577
ACH-000113,0.115267828347
ACH-000115,0.118344673057
ACH-000116,-0.26498841815699997
ACH-000118,-0.26404347309099996
ACH-000120,-0.26191674941
ACH-000123,-0.09110525335960001
ACH-000127,-0.0312953469655
ACH-000128,-0.108061569625
ACH-000132,-0.09826262731680001
ACH-000133,-0.315548708198
ACH-000137,-0.283556712684
ACH-000138,-0.0892871466073
ACH-000142,-0.224736874428
ACH-000143,-0.139509506236
ACH-000146,0.035378651273300005
ACH-000148,-0.232520150712
ACH-000150,-0.279121285477
ACH-000152,-0.052117880365300004
ACH-000153,-0.22215608021299998
ACH-000159,0.10049157963300001
ACH-000160,-0.118309721204
ACH-000163,-0.157173686476
ACH-000167,-0.140289493926
ACH-000168,-0.204016070308
ACH-000169,-0.133204365288
ACH-000178,-0.028561531945700002
ACH-000182,-0.0208950733191
ACH-000183,-0.21701759503
ACH-000188,-0.48780560861100003
ACH-000189,-0.423387459869
ACH-000190,-0.09146212251420001
ACH-000198,0.00861326916
ACH-000204,-0.179670175701
ACH-000206,-0.45197467303499994
ACH-000207,0.0253655038862
ACH-000211,-0.0273223115023
ACH-000215,-0.190778451798
ACH-000221,-0.12130817487400002
ACH-000222,-0.2037617904
ACH-000223,0.114274821529
ACH-000226,-0.322910909892
ACH-000227,-0.239692634103
ACH-000228,-0.07355049329669999
ACH-000231,-0.0259112079074
ACH-000232,0.0949314940855
ACH-000233,-0.08252459688620001
ACH-000234,-0.127671226714
ACH-000235,-0.055142246060000004
ACH-000237,-0.040624659505699996
ACH-000238,-0.0595173176737
ACH-000243,-0.0970630614803
ACH-000244,-0.292352998679
ACH-000246,-0.006503272624239999
ACH-000248,-0.0471300685176
ACH-000250,-0.13618156604
ACH-000251,0.233412095633
ACH-000253,-0.10287036638000001
ACH-000255,-0.13472784762599999
ACH-000256,-0.212831421114
ACH-000257,0.027967117748
ACH-000258,0.257003276969
ACH-000259,-0.123485716725
ACH-000260,-0.06428632567980001
ACH-000261,-0.07268412821100001
ACH-000262,0.0922119868305
ACH-000263,-0.09850267137049999
ACH-000264,-0.11437143898499999
ACH-000265,-0.0671410818227
ACH-000266,0.00941633181406
ACH-000272,-0.040244587545199995
ACH-000273,-0.173171348048
ACH-000274,-0.09586778734950001
ACH-000277,-0.008763613739129998
ACH-000278,-0.026464691037499998
ACH-000279,-0.0914940864401
ACH-000280,0.028065728707
ACH-000281,0.0423808470696
ACH-000288,-0.15432651581499998
ACH-000291,-0.0201699469447
ACH-000293,-0.324852901996
ACH-000294,-0.0965605603365
ACH-000295,0.017519790877900003
ACH-000296,0.00335925422817
ACH-000302,-0.050346520164299996
ACH-000304,-0.124718764703
ACH-000307,-0.0529149433383
ACH-000308,-0.252977151382
ACH-000310,0.119248719704
ACH-000311,0.0274133851718
ACH-000312,-0.045780377638400004
ACH-000315,-0.136476593488
ACH-000316,-0.248356626372
ACH-000317,-0.0996231543787
ACH-000318,-0.279799374129
ACH-000319,0.05798094211
ACH-000320,0.041137667720800006
ACH-000322,0.190918270264
ACH-000323,-0.0442610289587
ACH-000324,-0.09003372354489998
ACH-000329,-0.044482346509
ACH-000330,-0.120106369444
ACH-000331,0.0178419722282
ACH-000332,0.035203782236699996
ACH-000334,-0.09136521652
ACH-000335,-0.032299769417599995
ACH-000336,-0.014068643615399999
ACH-000337,-0.266263174886
ACH-000339,0.066382018469
ACH-000341,-0.052401267214400006
ACH-000348,-0.0070193609995599995
ACH-000350,-0.08943196971439998
ACH-000352,0.0123869755432
ACH-000356,-0.0956174022781
ACH-000361,-0.0481855806355
ACH-000362,0.0264423233562
ACH-000363,-0.18676643418400002
ACH-000364,-0.279620475205
ACH-000365,-0.137331284864
ACH-000366,-0.268191761907
ACH-000368,-0.15894515159800002
ACH-000374,-0.15958076705600002
ACH-000375,0.026060318016699998
ACH-000376,-0.178445629307
ACH-000381,-0.0697107943308
ACH-000383,-0.07885132671230001
ACH-000387,-0.152678009207
ACH-000389,-0.060139152905099996
ACH-000390,-0.289298946868
ACH-000393,-0.11683594543199999
ACH-000395,-0.276139483281
ACH-000397,-0.125817056011
ACH-000401,0.214595509804
ACH-000402,-0.678646224305
ACH-000403,-0.013473879890299998
ACH-000404,0.108586166207
ACH-000406,-0.0387409200204
ACH-000407,-0.168336223576
ACH-000408,0.0242701601375
ACH-000410,-0.199765216177
ACH-000411,-0.160775478754
ACH-000414,-0.0691939923007
ACH-000415,-0.357363765163
ACH-000416,-0.0376840460123
ACH-000420,-0.05922006559259999
ACH-000421,-0.129225148827
ACH-000424,0.11502384582
ACH-000425,-0.014951465709799999
ACH-000426,0.0286811413694
ACH-000427,-0.240202080992
ACH-000433,-0.007689815539930001
ACH-000436,0.125027719937
ACH-000444,-0.198562209602
ACH-000445,-0.0908322280809
ACH-000448,-0.25574666833
ACH-000450,-0.157235449726
ACH-000452,-0.164680941751
ACH-000454,0.0366215008154
ACH-000458,-0.269293551322
ACH-000459,0.11687772263
ACH-000460,0.03249362408440001
ACH-000461,-0.23534464833799998
ACH-000463,-0.00656896003315
ACH-000464,-0.0812680113885
ACH-000466,-0.06706347147559999
ACH-000467,-0.12053953595999999
ACH-000468,-0.216287381993
ACH-000469,-0.168030025938
ACH-000470,-0.0661058891048
ACH-000471,-0.061479263968400005
ACH-000472,-0.0259407151362
ACH-000473,-0.07915809104989999
ACH-000475,-0.0503765154973
ACH-000476,-0.16261223883099998
ACH-000477,-0.016612524076
ACH-000480,-0.307875474685
ACH-000481,-0.312872256274
ACH-000483,-0.391728865375
ACH-000484,-0.0676888704871
ACH-000485,-0.17048205901500002
ACH-000486,-0.11518730449799999
ACH-000487,-0.025845462621400004
ACH-000488,-0.0679519129018
