,RASGRP4 (115727)
ACH-000004,-0.06361715373459999
ACH-000007,0.0564632160639
ACH-000009,-0.0828926743711
ACH-000011,0.021788993516700002
ACH-000012,-0.009523997192719999
ACH-000013,-0.47562037716300004
ACH-000014,-0.11345594723500001
ACH-000015,-0.29799752847100003
ACH-000017,-0.051473407411900006
ACH-000018,-0.194066464875
ACH-000019,-0.0329689571612
ACH-000021,-0.270631953994
ACH-000022,-0.222235507129
ACH-000025,0.044643318016300004
ACH-000028,-0.22145477745499997
ACH-000030,-0.108091400307
ACH-000035,-0.007779762054090001
ACH-000036,0.027930091318399998
ACH-000037,0.177363834021
ACH-000039,-0.0155953813617
ACH-000040,0.014267264750000001
ACH-000041,-0.07093916053310001
ACH-000042,-0.198242022969
ACH-000045,-0.0457969665377
ACH-000047,0.0488728400161
ACH-000052,0.036747861494499996
ACH-000053,-0.0938967934972
ACH-000054,-0.163508807096
ACH-000055,0.049187411150400005
ACH-000060,-0.06893670427029999
ACH-000067,0.0427335711575
ACH-000070,0.06924609785880001
ACH-000075,-0.0168798269011
ACH-000078,-0.20556338094
ACH-000082,-0.0832810967842
ACH-000085,0.011393243485399999
ACH-000086,-0.159218257879
ACH-000087,-0.0122607672579
ACH-000092,-0.19418575335700003
ACH-000095,0.107686101254
ACH-000097,-0.134966074298
ACH-000098,-0.08875353841160001
ACH-000099,-0.0007513635931860001
ACH-000108,-0.09539335253089999
ACH-000113,-0.0549939517894
ACH-000115,-0.14958831149000001
ACH-000116,0.03608200234719999
ACH-000118,-0.135517433026
ACH-000120,0.0534560489243
ACH-000123,-0.114666914561
ACH-000127,-0.0586315481194
ACH-000128,-0.035540941292
ACH-000132,0.171107252905
ACH-000133,0.0220133195936
ACH-000137,-0.33268854840900003
ACH-000138,-0.0737538608853
ACH-000142,-0.119497821248
ACH-000143,-0.059093849855699994
ACH-000146,-0.0553430287245
ACH-000148,0.05901005275909999
ACH-000150,-0.226810997849
ACH-000152,0.00994619808708
ACH-000153,-0.12148698086
ACH-000159,0.100882855144
ACH-000160,-0.149700039548
ACH-000163,-0.06941141313339999
ACH-000167,0.061990931276699995
ACH-000168,-0.07138458222360002
ACH-000169,0.06452298970800001
ACH-000178,0.0246727154784
ACH-000182,-0.0392642711069
ACH-000183,-0.14917072725199998
ACH-000188,-0.16093897815
ACH-000189,-0.404461176178
ACH-000190,-0.330950855913
ACH-000198,-0.0613518852272
ACH-000204,-0.08404042804610001
ACH-000206,0.0820958199406
ACH-000207,0.0201013910907
ACH-000211,-0.09005812486209999
ACH-000215,-0.06680697816959999
ACH-000221,-0.119157527005
ACH-000222,0.0342109128524
ACH-000223,-0.0191189657783
ACH-000226,-0.0195921643685
ACH-000227,-0.122064890624
ACH-000228,-0.29004787542
ACH-000231,0.11779962893899999
ACH-000232,-0.13459053782400002
ACH-000233,-0.17650625013799998
ACH-000234,-0.21154479449000002
ACH-000235,-0.062023698172699995
ACH-000237,0.00168723137348
ACH-000238,0.0858037252827
ACH-000243,-0.0179449635578
ACH-000244,-0.0908046151196
ACH-000246,-0.0495725600193
ACH-000248,0.014791506211899999
ACH-000250,0.060065656762499996
ACH-000251,-0.055031294915699996
ACH-000253,-0.18574342205
ACH-000255,-0.09409837376499999
ACH-000256,-0.127394679357
ACH-000257,-0.017447395085
ACH-000258,-0.011623201634799999
ACH-000259,0.0100551072767
ACH-000260,-0.053885186557300006
ACH-000261,-0.12247966135199999
ACH-000262,-0.241506806958
ACH-000263,0.0624415812732
ACH-000264,0.0909684343539
ACH-000265,-0.143726922105
ACH-000266,-0.1466281906
ACH-000272,-0.10893650646400001
ACH-000273,-0.016604020523299998
ACH-000274,-0.0345252165556
ACH-000277,0.0141162033356
ACH-000278,-0.052671959801699995
ACH-000279,-0.0528415605894
ACH-000280,-0.141508930856
ACH-000281,-0.0386277396008
ACH-000288,0.0684584879061
ACH-000291,-0.00338169270633
ACH-000293,-0.418149644706
ACH-000294,-0.006165176393050001
ACH-000295,-0.0465559151993
ACH-000296,0.0991290983406
ACH-000302,-0.176314087282
ACH-000304,0.265015578017
ACH-000307,0.0838396256618
ACH-000308,-0.135588937158
ACH-000310,0.022769657849499997
ACH-000311,-0.10351485004899999
ACH-000312,-0.013457723362700002
ACH-000315,-0.06422457464980001
ACH-000316,0.197869688917
