,TDP1 (55775)
ACH-000004,0.248537014726
ACH-000007,-0.494080528693
ACH-000009,0.00385385117761
ACH-000011,-0.18403941711
ACH-000012,-0.021387850885200003
ACH-000013,-0.07608794669660002
ACH-000014,0.11849319348
ACH-000015,0.140656993608
ACH-000017,-0.22987432038699998
ACH-000018,-0.38389437025
ACH-000019,-0.182756698182
ACH-000021,-0.060841167106999994
ACH-000022,0.0396453883606
ACH-000025,-0.20047756519999999
ACH-000028,-0.04242778047759999
ACH-000030,-0.229332959212
ACH-000035,0.323149147693
ACH-000036,-0.204611737023
ACH-000037,-0.012744166380200001
ACH-000039,-0.365147781847
ACH-000040,-0.217798630445
ACH-000041,-0.0907018289235
ACH-000042,-0.025142027651
ACH-000045,-0.0820172257847
ACH-000047,-0.0697295858268
ACH-000052,0.21836835456999998
ACH-000053,-0.120471543328
ACH-000054,-0.248985599856
ACH-000055,-0.0855016223872
ACH-000060,-0.334251091955
ACH-000067,-0.112214039845
ACH-000070,0.170545639696
ACH-000075,-0.24186874200199998
ACH-000078,-0.300089327934
ACH-000082,-0.155225975667
ACH-000085,-0.15231819538799998
ACH-000086,0.065147721579
ACH-000087,-0.0861783363137
ACH-000092,-0.0700136320499
ACH-000095,-0.148645242512
ACH-000097,-0.17369815937199998
ACH-000098,-0.005465917784789999
ACH-000099,-0.0991285205676
ACH-000108,-0.063632293102
ACH-000113,-0.038775618005
ACH-000115,-0.0962337640927
ACH-000116,-0.060314420679
ACH-000118,-0.0971782517626
ACH-000120,-0.026474444686400003
ACH-000123,-0.228402353114
ACH-000127,-0.0286734258465
ACH-000128,-0.184182546934
ACH-000132,-0.0417524132587
ACH-000133,-0.371637265474
ACH-000137,-0.012941568778500001
ACH-000138,0.117775090269
ACH-000142,-0.152898723124
ACH-000143,-0.0777107628379
ACH-000146,-0.0734360178714
ACH-000148,-0.170776091881
ACH-000150,0.09352328869769999
ACH-000152,-0.168045558891
ACH-000153,0.205085736042
ACH-000159,-0.270546009847
ACH-000160,-0.0013650776041
ACH-000163,0.0574168917019
ACH-000167,-0.142817650894
ACH-000168,0.09936620562169998
ACH-000169,-0.0765161964583
ACH-000178,-0.0273953234653
ACH-000182,0.020609135338
ACH-000183,0.10569182865900001
ACH-000188,-0.0908919671883
ACH-000189,-0.151030932249
ACH-000190,-0.004032824012079999
ACH-000198,-0.00011783397805700001
ACH-000204,-0.14986170754
ACH-000206,-0.146506069831
ACH-000207,-0.341241716403
ACH-000211,-0.129832536735
ACH-000215,-0.0639663740815
ACH-000221,-0.127245273386
ACH-000222,-0.185217896352
ACH-000223,-0.17185358217500002
ACH-000226,-0.27582950238000004
ACH-000227,0.00530173255151
ACH-000228,-0.00634404478151
ACH-000231,-0.21286200118
ACH-000232,-0.231613174373
ACH-000233,0.108930626824
ACH-000234,0.132170731294
ACH-000235,-0.145380332049
ACH-000237,0.0347730846855
ACH-000238,-0.225450731192
ACH-000243,-0.0231656668389
ACH-000244,-0.252730337986
ACH-000246,-0.205294436539
ACH-000248,-0.323843730878
ACH-000250,-0.06766493824490001
ACH-000251,-0.11909996726
ACH-000253,-0.0615681727938
ACH-000255,-0.0287813460053
ACH-000256,0.0175181261049
ACH-000257,-0.234870355792
ACH-000258,-0.0359547779519
ACH-000259,-0.17882894504299998
ACH-000260,-0.0984530352797
ACH-000261,-0.025981869750599997
ACH-000262,-0.0469242358501
ACH-000263,0.260661411179
ACH-000264,-0.181022869544
ACH-000265,0.0864590885957
ACH-000266,-0.149216944356
ACH-000272,-0.0135687863986
ACH-000273,-0.121830789689
ACH-000274,-0.016948029351700002
ACH-000277,0.0805160878206
ACH-000278,-0.15246181070599998
ACH-000279,-0.08709889143110001
ACH-000280,-0.34917440287
ACH-000281,0.06919791891049999
ACH-000288,-0.0155824345933
ACH-000291,-0.0193602039944
ACH-000293,-0.161970366345
ACH-000294,-0.0466538038189
ACH-000295,-0.175309233414
ACH-000296,-0.0266403545357
ACH-000302,-0.13010116528100002
ACH-000304,-0.05423900376
ACH-000307,0.0198397233788
ACH-000308,-0.04784364983659999
ACH-000310,-0.47642189931199996
ACH-000311,-0.424171315375
ACH-000312,-0.27781906513599997
ACH-000315,-0.290144137976
ACH-000316,-0.14263466190500002
ACH-000317,-0.11901834424499999
ACH-000318,0.22063855393000004
ACH-000319,0.09959202155039999
ACH-000320,-0.260940634843
ACH-000322,-0.239227500116
ACH-000323,-0.174303954131
ACH-000324,-0.15506847145199998
ACH-000329,-0.0572719424732
ACH-000330,-0.161662206599
ACH-000331,-0.0028855964521
ACH-000332,-0.11373320527400001
ACH-000334,0.33613878999799995
ACH-000335,-0.00178221107003
ACH-000336,0.0615246828766
ACH-000337,-0.083953181027
ACH-000339,-0.0854191773907
ACH-000341,-0.0754450941939
ACH-000348,-0.126046270046
ACH-000350,0.0071096796075
ACH-000352,0.080344217705
ACH-000356,0.0484998382601
ACH-000361,-0.180519474879
ACH-000362,0.041255629495300004
ACH-000363,-0.0793458809104
ACH-000364,-0.0737452313475
ACH-000365,0.0139191994832
ACH-000366,-0.09313529583119999
ACH-000368,-0.440872087492
ACH-000374,0.021763464284700003
ACH-000375,0.060486655964699994
ACH-000376,-0.11481559111199999
ACH-000381,-0.313529043143
ACH-000383,-0.173058973508
ACH-000387,0.0577851299371
ACH-000389,0.052429428268099994
ACH-000390,-0.020338111496400003
ACH-000393,-0.119448081165
ACH-000395,-0.140784053461
ACH-000397,-0.0301501868359
ACH-000401,-0.0150200347538
ACH-000402,-0.061596177571099996
ACH-000403,-0.0940279446789
ACH-000404,0.057908897825
ACH-000406,-0.09893691447339999
ACH-000407,-0.124484205901
ACH-000408,-0.0640517163167
ACH-000410,0.11251658146099999
ACH-000411,-0.187970364375
ACH-000414,-0.23156067515099998
ACH-000415,-0.110297550581
