,DCLRE1B (64858)
ACH-000291,-1.29119810677
ACH-000293,-0.7017710087819999
ACH-000294,-0.9801078304620001
ACH-000295,-0.544287987469
ACH-000296,-1.06363181504
ACH-000302,-0.6999727352740001
ACH-000304,-1.2019496998299999
ACH-000307,-0.714610559421
ACH-000308,-0.861339984327
ACH-000310,-1.00358793593
ACH-000311,-1.21432934101
ACH-000312,-0.703895145881
ACH-000315,-0.534958632417
ACH-000316,-1.16521236871
ACH-000317,-0.82520455857
ACH-000318,-0.545896834982
ACH-000319,-0.55305983
ACH-000320,-0.936197216032
ACH-000322,-1.33534278043
ACH-000323,-0.671921326767
ACH-000324,-1.36208507572
ACH-000329,-1.3050600987
ACH-000330,-0.578026208799
ACH-000331,-0.8886688482359999
ACH-000332,-0.7563920914229999
ACH-000334,-0.49735580452399997
ACH-000335,-1.1881338501799998
ACH-000336,-0.546010790069
ACH-000337,-0.570165137202
ACH-000339,-1.50834725474
ACH-000341,-1.49381591177
ACH-000348,-1.4033571972499999
ACH-000350,-1.00025822531
ACH-000352,-0.584756564416
ACH-000356,-1.2548599475
ACH-000361,-1.40601390467
ACH-000362,-1.29422739497
ACH-000363,-0.5770886370189999
ACH-000364,-1.1473915669399999
ACH-000365,-1.01449821955
ACH-000366,-1.15615145471
ACH-000368,-1.3036978694499999
ACH-000374,-0.627462531635
ACH-000375,-1.42881707174
ACH-000376,-1.3327979360299997
ACH-000381,-1.41261190697
ACH-000383,-0.798033275575
ACH-000387,-0.49050597687700004
ACH-000389,-1.0908737126299999
ACH-000390,-0.825635888627
ACH-000393,-0.7864422372319999
ACH-000395,-0.351032250971
ACH-000397,-0.49437086024800003
ACH-000401,-0.9003112572499999
ACH-000402,-0.562904654672
ACH-000403,-1.0078926299700002
ACH-000404,-1.46403594121
ACH-000406,-0.424692281208
ACH-000407,-0.8947628358040001
ACH-000408,-0.548343737611
ACH-000410,-1.6877621520700001
ACH-000411,-1.61238754752
ACH-000414,-1.4561258554499998
ACH-000415,-0.573290637997
ACH-000416,-0.5281354307180001
ACH-000420,-1.1191460122799999
ACH-000421,-0.432770399669
ACH-000424,-0.740519053602
ACH-000425,-0.8689932313359999
ACH-000426,-0.038637730564599994
ACH-000427,-0.803017668335
ACH-000433,-0.716661243377
ACH-000436,-0.734251578081
ACH-000444,-0.907280227307
ACH-000445,-1.10879443409
ACH-000448,-0.662101474468
ACH-000450,-0.989104981
ACH-000452,-0.600475513592
ACH-000454,-0.753984011758
ACH-000458,-0.622030638662
ACH-000459,-1.0621092022
ACH-000460,-1.35905244853
ACH-000461,-0.973489635798
ACH-000463,-1.32017652291
ACH-000464,-0.944068954481
ACH-000466,-0.7960597558849999
ACH-000467,-0.7497652545450001
ACH-000468,-1.1807764448
ACH-000469,-1.06871737328
ACH-000470,-1.1082941402200002
ACH-000471,-0.880356595258
ACH-000472,-0.9045279012549999
ACH-000473,-0.6847515352760001
ACH-000475,-0.691240322411
ACH-000476,-0.6738676066120001
ACH-000477,-1.14531030897
ACH-000480,-0.700185842894
ACH-000481,-0.8606578821430001
ACH-000483,-0.75910496189
ACH-000484,-0.6747147000560001
ACH-000485,-1.0381241196700002
ACH-000486,-0.8469556475929999
ACH-000487,-0.957584822794
ACH-000488,-0.41319699791299996
ACH-000490,-0.5823292725670001
ACH-000491,-0.517094027283
ACH-000495,-1.33948199741
ACH-000496,-0.7948199654279999
ACH-000499,-1.06821980807
ACH-000500,-0.5481334175020001
ACH-000502,-1.3956056185299999
ACH-000503,-0.856282916499
ACH-000505,-1.20287284395
ACH-000507,-0.6214025286479999
ACH-000510,-0.45368306448
ACH-000511,-0.880316014525
ACH-000512,-0.464823998629
ACH-000516,-0.705533036664
ACH-000517,-0.6190779642350001
ACH-000518,-0.584401418985
ACH-000520,-1.32803362128
ACH-000521,-0.7812398139560001
ACH-000522,-0.8985743557260001
ACH-000524,-0.44949852593500006
ACH-000527,-0.7427985678550001
ACH-000528,-1.0061040592000001
ACH-000537,-0.783693354345
ACH-000541,-0.34804199920699996
ACH-000542,-1.09685294374
ACH-000544,-0.5475446440649999
ACH-000545,-0.811770253003
ACH-000547,-0.834294693688
ACH-000548,-0.926356997749
ACH-000549,-1.2026545608900001
ACH-000550,-0.6402414989
ACH-000552,-1.0192889669499998
ACH-000556,-0.419294404953
ACH-000557,-0.5938125787740001
ACH-000570,-0.977397258672
ACH-000571,-1.26637684239
ACH-000573,-0.7817990070890001
ACH-000576,-0.540586501576
ACH-000580,-1.81416982067
ACH-000584,-0.506988018631
ACH-000585,-0.8177342419320001
ACH-000588,-1.02285003664
ACH-000589,-0.42315490301200004
ACH-000591,-1.10967567394
ACH-000593,-0.500747939168
ACH-000600,-1.0362706867799998
ACH-000601,-1.09412986255
ACH-000604,-0.071618747845
ACH-000605,-1.10948975516
ACH-000606,-0.702684490801
ACH-000608,-0.787351095055
ACH-000614,-0.916015198018
ACH-000616,-1.0228876415500001
ACH-000618,-0.552667207283
ACH-000619,-0.9147667644299999
ACH-000620,-0.8641723994230001
ACH-000621,-0.8103175331820001
ACH-000622,-1.33175544124
ACH-000623,-1.3969678363999998
ACH-000624,-0.7993574614650001
ACH-000627,-1.13640339075
ACH-000630,-0.56730509087
ACH-000632,-1.01629322574
ACH-000633,-0.642934838585
ACH-000637,-0.49835021937299995
ACH-000638,-0.540392639478
ACH-000646,-0.182305464018
ACH-000647,-0.9990381708230001
ACH-000648,-1.63546840228
ACH-000649,-0.74180585473
ACH-000651,-0.375044791189
ACH-000652,-0.9060973296520001
ACH-000653,-0.503363963672
ACH-000657,-1.18114695044
ACH-000658,-0.165667898479
ACH-000661,-1.1808941358
ACH-000662,-0.714340627659
ACH-000663,-0.7315540301960001
ACH-000665,-0.58192748143
ACH-000671,-0.35914982555200003
ACH-000673,-0.869253078151
ACH-000676,-1.0764738543999999
ACH-000677,-0.518108491836
ACH-000681,-1.4584050716299999
ACH-000682,-0.872837466075
ACH-000683,-1.35668836208
ACH-000684,-1.46523956747
ACH-000688,-1.29513377707
ACH-000693,-0.43822631187399996
ACH-000694,-0.245347368946
ACH-000695,-0.711337914956
ACH-000696,-0.90658487224
ACH-000697,-1.05950553323
ACH-000699,-0.82834918385
ACH-000701,-0.953862551426
ACH-000706,-1.0593972932
ACH-000711,-0.5054179329190001
ACH-000713,-0.774374253118
ACH-000714,-0.408119706488
ACH-000718,-0.590656400647
ACH-000720,-0.935484047112
ACH-000721,-0.68071264692
ACH-000724,-0.862572976307
ACH-000725,-0.636129861271
ACH-000732,-0.689939875352
ACH-000734,-0.703175787904
ACH-000735,-0.563203594656
ACH-000736,-0.995280463044
ACH-000738,-0.575598531068
ACH-000746,-0.719296018867
ACH-000747,-1.24708822719
ACH-000748,-1.03666568154
ACH-000753,-0.767272395118
ACH-000756,-1.93859041088
ACH-000757,-0.989178356409
ACH-000758,-0.794364070422
ACH-000760,-0.5525026080919999
ACH-000763,-0.340414059393
ACH-000764,-0.98753089884
ACH-000765,-1.1139241624
ACH-000766,-0.9030825924060001
ACH-000767,-0.445825025754
ACH-000768,-1.2312464874200002
ACH-000769,-0.6049259172899999
ACH-000770,-0.884590039657
ACH-000771,-0.625556365256
ACH-000773,-0.858268956633
ACH-000776,-0.6817459777930001
ACH-000777,-0.7136117126629999
ACH-000778,-1.1378731826000001
ACH-000781,-0.8778696193559999
ACH-000782,-0.383716456311
ACH-000783,-1.0591043752299998
ACH-000784,-0.519407115231
ACH-000785,-1.44491843544
ACH-000787,-0.8575985507610001
ACH-000788,-0.9761234240539999
ACH-000791,-0.755971165047
ACH-000792,-1.0069515875
ACH-000794,-1.26395112891
ACH-000796,-0.828898971542
ACH-000799,-0.9374757601420001
ACH-000800,-0.671449522782
ACH-000802,-0.566936081642
ACH-000804,-0.890500979527
ACH-000805,-0.9173668741609999
ACH-000809,-0.671897953689
ACH-000810,-1.94004210338
ACH-000811,-0.622892794573
ACH-000817,-0.637382513272
ACH-000819,-0.38884624468199996
ACH-000820,-0.9778152766949999
ACH-000821,-0.6111166725639999
ACH-000822,-0.7816306843940001
ACH-000823,-0.676597088953
ACH-000824,-0.667234286651
ACH-000827,-0.8810750242569999
ACH-000829,-0.8668230974719999
ACH-000831,-0.658944937332
ACH-000832,-0.8761041770829999
ACH-000833,-0.553392578195
ACH-000834,-1.02592759439
ACH-000835,-0.754353750352
ACH-000836,-0.620550987051
ACH-000837,-1.04481436452
ACH-000838,-0.9078501238529999
ACH-000839,-0.7376058685269999
ACH-000840,-0.793359197402
ACH-000841,-0.85408707597
ACH-000843,-0.5144960643
ACH-000846,-0.627337720143
ACH-000847,-0.47097836521799996
ACH-000848,-0.515684366538
ACH-000849,-1.7494882454400003
ACH-000851,-0.8185055568870001
ACH-000855,-0.855307799276
ACH-000856,-1.4003879827799999
ACH-000858,-0.723341861327
ACH-000859,-0.7157291945730001
ACH-000861,-0.924413621496
ACH-000862,-0.926868855008
ACH-000865,-0.499738968725
ACH-000866,-1.3483122178600002
ACH-000867,-0.961640822155
ACH-000869,-0.48508021807400004
ACH-000872,-1.22490148397
ACH-000873,-0.836438874237
ACH-000876,-0.7417494672949999
ACH-000878,-0.877099015055
ACH-000880,-1.33494621827
ACH-000881,-1.38079220706
ACH-000882,-1.30443029183
ACH-000884,-0.51183935526
ACH-000885,-1.4491028336200003
ACH-000887,-0.759138379118
ACH-000888,-1.1965551022
ACH-000889,-0.367009099045
ACH-000890,-0.9566029951899999
ACH-000896,-0.741419336826
ACH-000898,-0.774155009325
ACH-000900,-0.41998229376999996
ACH-000901,-0.8798091659280001
ACH-000905,-1.5011290165900002
ACH-000906,-0.706255419373
ACH-000907,-0.945896040598
ACH-000910,-0.280807361024
ACH-000911,-0.4677791701199999
ACH-000912,-0.43040417468900005
ACH-000913,-1.9113348321
ACH-000915,-0.799110747005
ACH-000916,-1.14766353681
ACH-000917,-0.8084003717560001
ACH-000921,-0.9595309116930001
ACH-000924,-1.16713593218
ACH-000926,-0.673933399879
ACH-000928,-1.44924040491
ACH-000929,-0.683768504503
ACH-000932,-1.2041795461
ACH-000935,-1.28690892843
ACH-000936,-1.2558034477700002
ACH-000937,-0.44587371108499996
ACH-000938,-1.15307443097
ACH-000939,-0.688186328289
ACH-000941,-0.510466049445
ACH-000943,-0.7904954574779999
ACH-000946,-1.03536545498
ACH-000947,-1.51869292598
ACH-000948,-1.4793687735499998
ACH-000950,-1.24443081107
ACH-000953,-0.7565436765569999
ACH-000957,-1.4127955249000002
ACH-000958,-1.11938078165
ACH-000960,-0.862073168403
ACH-000963,-0.6642445065929999
ACH-000968,-1.86803878996
ACH-000969,-0.467168887218
ACH-000973,-0.7961373418000001
ACH-000974,-0.8267822673790001
ACH-000975,-0.710602813575
ACH-000976,-1.42483744887
ACH-000978,-1.13543603802
ACH-000980,-0.49099227337800005
ACH-000984,-0.956645136663
ACH-000986,-0.49834755271000003
ACH-000988,-1.0073573157100002
ACH-000993,-1.49903702931
ACH-000994,-0.468860343078
ACH-000996,-0.676987153362
ACH-001001,-0.830748967024
ACH-001020,-0.921722058208
ACH-001028,-0.507607186334
ACH-001031,-1.8837635118599998
ACH-001038,-0.653463792105
ACH-001048,-0.769239545311
ACH-001050,-0.8418993503409999
ACH-001053,-0.76104485178
ACH-001054,-1.04600993674
ACH-001061,-0.537234158898
ACH-001067,-1.2065367948
ACH-001075,-1.17750189118
ACH-001096,-0.8007554114290001
ACH-001128,-0.975739377699
ACH-001134,-0.6154122676470001
ACH-001151,-0.769795688984
ACH-001163,-0.458035711358
ACH-001164,-1.4640880741
ACH-001173,-0.560450240556
ACH-001183,-0.967007680097
ACH-001184,-1.24745164081
ACH-001190,-0.897851357753
ACH-001192,-0.930078678516
ACH-001193,-1.0126273482500001
ACH-001196,-0.766286116697
ACH-001197,-0.7009121637010001
ACH-001205,-1.09730368551
ACH-001211,-1.2632300834899999
ACH-001212,-1.1741683165999999
ACH-001228,-0.757202194677
ACH-001232,-1.6782193301100001
ACH-001239,-1.249735462
ACH-001274,-1.47660408345
ACH-001275,-1.07633378793
ACH-001277,-0.912022567112
ACH-001278,-1.41661630429
ACH-001280,-0.87998048627
ACH-001283,-1.0003420301000001
ACH-001289,-1.4311051941400001
ACH-001295,-0.500353800645
ACH-001300,-1.27507008389
ACH-001301,-0.9929515329809999
ACH-001302,-1.28544481783
ACH-001303,-0.636087557122
ACH-001306,-0.819543677983
ACH-001318,-1.17706246243
ACH-001322,-0.560495681378
ACH-001328,-1.21817017448
ACH-001332,-0.871595065014
ACH-001333,-0.574490024087
ACH-001336,-0.727219458873
ACH-001340,-0.603135142173
ACH-001346,-0.852013951889
ACH-001353,-0.9043758422920001
ACH-001354,-1.00674742686
ACH-001367,-0.573852325518
ACH-001368,-0.50433071903
ACH-001374,-1.29343477783
ACH-001375,-0.903015944505
ACH-001377,-1.6576955163799998
ACH-001380,-0.6110296959979999
ACH-001391,-0.610892916201
ACH-001407,-0.6906749036200001
ACH-001408,-0.765550579268
ACH-001413,-0.72245196456
ACH-001430,-0.965571804637
ACH-001431,-1.42743995968
ACH-001450,-1.12311295111
ACH-001496,-1.0632204143000001
ACH-001500,-0.475534547183
ACH-001521,-1.00854342654
ACH-001523,-0.557673964362
ACH-001532,-1.4397351094100002
ACH-001536,-1.1854207854
ACH-001550,-0.269604101901
ACH-001552,-1.04510244283
ACH-001554,-1.13953192483
ACH-001645,-0.9914135317280001
ACH-001654,-0.762813098398
ACH-001715,-0.893574399648
ACH-001735,-0.224972895907
ACH-001736,-0.773874475856
ACH-001737,-0.367581169543
ACH-001740,-1.71565160085
ACH-001745,-1.6033261649700001
ACH-001750,-1.0797931278100001
ACH-001765,-1.55021591343
ACH-001956,-1.57489561482
ACH-001957,-0.990017686328
