,FSIP1 (161835)
ACH-000004,0.158283377007
ACH-000007,0.167969741051
ACH-000009,-0.17910195152800001
ACH-000011,0.040100859133199995
ACH-000012,-0.11302334370799999
ACH-000013,0.166509179645
ACH-000014,0.045919741839100005
ACH-000015,0.0260839378005
ACH-000017,-0.0349005856012
ACH-000018,0.329904380989
ACH-000019,-0.047619469603399994
ACH-000021,0.045042479899199996
ACH-000022,0.09425284720259999
ACH-000025,-0.021255207397599996
ACH-000028,0.0694395651909
ACH-000030,0.061681917491499996
ACH-000035,0.0176994770179
ACH-000036,-0.0471437107737
ACH-000037,0.21830648303599998
ACH-000039,-0.0399745825125
ACH-000040,0.25432652461599997
ACH-000041,0.0260781807363
ACH-000042,-0.0117106464396
ACH-000045,0.0216813728028
ACH-000047,0.0600090494323
ACH-000052,0.0796888187633
ACH-000053,-0.011772450421799998
ACH-000054,0.0161868900905
ACH-000055,0.025512388607400002
ACH-000060,0.21755293550299998
ACH-000067,-0.0164600112182
ACH-000070,0.023488828561299996
ACH-000075,0.054271364010300006
ACH-000078,-0.11655882408500001
ACH-000082,0.18578717125100003
ACH-000085,0.166143776039
ACH-000086,0.058940054367899994
ACH-000087,-0.297338049576
ACH-000092,-0.0065332706636
ACH-000095,0.08046923345089999
ACH-000097,-0.028318859246099996
ACH-000098,0.270267611696
ACH-000099,0.00577255028829
ACH-000108,0.11123408603700001
ACH-000113,0.133797203387
ACH-000115,0.194297553515
ACH-000116,-0.00194480662061
ACH-000118,0.0890177369868
ACH-000120,-0.0049277253650600004
ACH-000123,-0.0187981308317
ACH-000127,0.0580423819539
ACH-000128,0.00336228846388
ACH-000132,-0.102738670718
ACH-000133,-0.123123081103
ACH-000137,-0.12732335274
ACH-000138,0.0956320816137
ACH-000142,0.0666817716005
ACH-000143,0.190844596957
ACH-000146,0.112503370798
ACH-000148,0.12229766637
ACH-000150,-0.174499165535
ACH-000152,0.135155298722
ACH-000153,0.175085634735
ACH-000159,0.107314332038
ACH-000160,-0.26327277827
ACH-000163,0.174765434999
ACH-000167,-0.0653598861171
ACH-000168,-0.067715606099
ACH-000169,0.00048082676803699995
ACH-000178,0.04848067025780001
ACH-000182,-0.018123239196
ACH-000183,-0.021811941730200003
ACH-000188,0.076330454385
ACH-000189,0.27125485324299997
ACH-000190,0.0141453778214
ACH-000198,0.0797821113908
ACH-000204,0.055406161200800004
ACH-000206,-0.166754216436
ACH-000207,0.198209930653
ACH-000211,0.140256647693
ACH-000215,0.172174191635
ACH-000221,0.042458607777300005
ACH-000222,-0.116231630836
ACH-000223,-0.05210903526459999
ACH-000226,-0.22341109539700002
ACH-000227,-0.26697338767400003
ACH-000228,0.0734666299669
ACH-000231,0.0408527789002
ACH-000232,0.22841907354000002
ACH-000233,0.0854960039855
ACH-000234,-0.193408077101
ACH-000235,-0.0026492432879400003
ACH-000237,0.0229982376845
ACH-000238,0.170291740784
ACH-000243,-0.0282670110328
ACH-000244,0.0633180144869
ACH-000246,0.174967057504
