,UBE2G2 (7327)
ACH-000004,-0.6338284978350001
ACH-000007,-0.35232988486
ACH-000009,-0.159166659053
ACH-000011,0.154206496775
ACH-000012,-1.20427916185
ACH-000013,-0.0635301263167
ACH-000014,-0.31663272229600004
ACH-000015,-0.5613423550850001
ACH-000017,-0.331971979451
ACH-000018,-0.75547836017
ACH-000019,-0.41055847997100003
ACH-000021,-0.23782438203200001
ACH-000022,-0.31137742719300004
ACH-000025,-0.40945699184199996
ACH-000028,-0.300161208063
ACH-000030,-0.758505842755
ACH-000035,-0.48953409650300006
ACH-000036,-0.618999609936
ACH-000037,-0.7650805032539999
ACH-000039,-0.390798887073
ACH-000040,-0.7323253211669999
ACH-000041,-0.19208875274
ACH-000042,-0.146528089739
ACH-000045,-0.831576569482
ACH-000047,-0.382763503579
ACH-000052,-0.308756042467
ACH-000053,-0.363302672915
ACH-000054,-0.35280944457900004
ACH-000055,-0.283484951355
ACH-000060,-0.391155614837
ACH-000067,-0.530331924927
ACH-000070,-0.589010086484
ACH-000075,-0.285528267459
ACH-000078,-0.189869679254
ACH-000082,-0.581135526303
ACH-000085,-0.17725702219999998
ACH-000086,-0.45324258579599996
ACH-000087,-0.114870159777
ACH-000092,-1.12437893785
ACH-000095,-0.30456923675500003
ACH-000097,-0.328719230674
ACH-000098,-0.710720746498
ACH-000099,-0.27057451623100004
ACH-000108,-0.211956923592
ACH-000113,-0.776361860961
ACH-000115,-0.34852290560000004
ACH-000116,-0.332928310812
ACH-000118,-0.822991480393
ACH-000120,-0.14546746616599998
ACH-000123,-0.387061170064
ACH-000127,-0.872784167324
ACH-000128,-0.398857767529
ACH-000132,-0.2231532243
ACH-000133,-0.760183651096
ACH-000137,-0.130405003761
ACH-000138,-0.36598789965499995
ACH-000142,-0.25506508158
ACH-000143,-0.404058756167
ACH-000146,-0.586782830816
ACH-000148,-0.313768330982
ACH-000150,-0.321903706986
ACH-000152,-0.437411098223
ACH-000153,-0.606929040913
ACH-000159,-0.810085149882
ACH-000160,-0.232993423727
ACH-000163,-0.681422594699
ACH-000167,-0.545049264749
ACH-000168,-0.583646645464
ACH-000169,-0.485567248749
ACH-000178,-0.318668401608
ACH-000182,-0.403260518672
ACH-000183,-1.0220532362299999
ACH-000188,-0.322547934496
ACH-000189,-0.42009752002800005
ACH-000190,-0.7474076222600001
ACH-000198,-0.617702695154
ACH-000204,-0.9212678528399999
ACH-000206,-0.556217224325
ACH-000207,-0.20046220170200002
ACH-000211,-0.313694311717
ACH-000215,-0.29549381498000005
ACH-000221,-0.18595007496899998
ACH-000222,-0.28510316870700003
ACH-000223,-0.292410471956
ACH-000226,-0.339183676949
ACH-000227,-0.375133216014
ACH-000228,-0.155570538693
ACH-000231,-0.52168813263
ACH-000232,-0.21757424708599998
ACH-000233,-0.759728902427
ACH-000234,-0.602905743362
ACH-000235,-0.113558030578
ACH-000237,-0.41571005525399995
ACH-000238,-0.603146196631
ACH-000243,-0.294613199941
ACH-000244,-0.754262685599
ACH-000246,-0.292297593451
ACH-000248,-0.22078102194899998
ACH-000250,-0.825160431163
ACH-000251,-0.605027037083
ACH-000253,-0.17135828722899998
ACH-000255,-0.423251902051
ACH-000256,-0.9158936832510001
ACH-000257,-0.302323547235
ACH-000258,-0.147692472287
ACH-000259,-0.335293711088
ACH-000260,-0.209286720436
ACH-000261,-0.105006459802
ACH-000262,-0.795743422441
ACH-000263,-0.83259143089
ACH-000264,-0.396205584921
ACH-000265,-0.318756757885
ACH-000266,-0.228022086494
ACH-000272,-0.564572133268
ACH-000273,-1.15182236334
ACH-000274,-0.650253469889
ACH-000277,-0.11673874129799999
ACH-000278,-0.342264788048
ACH-000279,-0.388840126992
ACH-000280,-0.142799908784
ACH-000281,-0.363163380647
ACH-000288,-0.417786893143
ACH-000291,-0.13229811328
ACH-000293,-0.65195056128
ACH-000294,-0.41819250651100004
ACH-000295,-0.574625761022
ACH-000296,-0.284159225533
ACH-000302,-0.0774212186016
ACH-000304,-0.233495151855
ACH-000307,-0.161067842404
ACH-000308,-0.313776863322
ACH-000310,-0.36524462176600003
ACH-000311,-0.019992086829400003
ACH-000312,-0.11561367304199999
ACH-000315,-0.584053178346
ACH-000316,-0.526985384484
ACH-000317,-0.513358172686
ACH-000318,-0.382027020572
ACH-000319,-0.21586985358000002
ACH-000320,-0.313134984858
ACH-000322,-0.44684090794500003
ACH-000323,-0.23587051811
ACH-000324,-0.583464015354
ACH-000329,-0.451550535862
ACH-000330,-0.201118434609
ACH-000331,-0.9339075116509999
ACH-000332,-0.377356684352
ACH-000334,-0.5411920093379999
ACH-000335,-0.171749663087
ACH-000336,0.142974892622
