,LY6E (4061)
ACH-000004,0.12098256708499999
ACH-000007,0.162120810428
ACH-000009,0.10258473231200001
ACH-000011,-0.017638925633
ACH-000012,0.00469645680306
ACH-000013,0.128320976917
ACH-000014,0.0677165466909
ACH-000015,0.326171190926
ACH-000017,0.0491602172812
ACH-000018,0.138637699925
ACH-000019,-0.13595079019
ACH-000021,0.134004560522
ACH-000022,0.101777462349
ACH-000025,0.053178717128099996
ACH-000028,0.089210607304
ACH-000030,0.165222913212
ACH-000035,0.141001236677
ACH-000036,0.0786995600586
ACH-000037,-0.104464168657
ACH-000039,0.0491871767885
ACH-000040,-0.177165806482
ACH-000041,0.164098365592
ACH-000042,-0.00849006224569
ACH-000045,0.0607980262027
ACH-000047,0.0370611245488
ACH-000052,0.019533818807999998
ACH-000053,0.137303578996
ACH-000054,0.0366802332021
ACH-000055,0.12530394102700002
ACH-000060,0.011912205031299998
ACH-000067,-0.103994780333
ACH-000070,-0.318408182042
ACH-000075,-0.13825060733
ACH-000078,0.039952935089
ACH-000082,0.09872204515689999
ACH-000085,-0.170623368774
ACH-000086,0.10482209011600001
ACH-000087,0.437514295139
ACH-000092,0.0741666377912
ACH-000095,0.036412015660699994
ACH-000097,0.138254866434
ACH-000098,0.045130689434000004
ACH-000099,0.137883998811
ACH-000108,0.21187860206300002
ACH-000113,0.110407310484
ACH-000115,-0.0530204448526
ACH-000116,0.174690536543
ACH-000118,0.0148041020985
ACH-000120,0.327424512653
ACH-000123,-0.0156775651859
ACH-000127,0.20068797901000002
ACH-000128,0.168513120921
ACH-000132,0.0927958774183
ACH-000133,0.0743839539085
ACH-000137,0.17085981613499998
ACH-000138,0.255187883166
ACH-000142,0.0381204497092
ACH-000143,-0.277526820882
ACH-000146,0.024822491752
ACH-000148,0.204036956273
ACH-000150,-0.135016388113
ACH-000152,-0.043580428108199995
ACH-000153,0.21851795774
ACH-000159,0.13551584989499998
ACH-000160,0.145173872266
ACH-000163,0.12945083492
ACH-000167,0.269031788019
ACH-000168,0.190388315801
ACH-000169,0.0395952787045
ACH-000178,0.0677552987164
ACH-000182,-0.042089099653000006
ACH-000183,0.183154840922
ACH-000188,0.00668234000186
ACH-000189,0.122093847198
ACH-000190,-0.00368872551553
ACH-000198,-0.0016844690391199998
ACH-000204,0.0377073266095
ACH-000206,-0.00999983937601
ACH-000207,0.061998975086000004
ACH-000211,0.181810746974
ACH-000215,-0.0197859554078
ACH-000221,0.23057167061500003
ACH-000222,0.0687782988832
ACH-000223,0.0442691187407
ACH-000226,0.025722743353900002
ACH-000227,0.144768164393
ACH-000228,0.26736558007399996
ACH-000231,0.039796339980099994
ACH-000232,0.11422258309000001
ACH-000233,0.16126215271299998
ACH-000234,0.232072363297
ACH-000235,0.026297824989
ACH-000237,-0.0657671181272
ACH-000238,0.0798556576447
ACH-000243,0.0925853543213
ACH-000244,-0.135066780816
ACH-000246,0.0156823529747
ACH-000248,-0.213965007869
ACH-000250,-0.07227469619639999
ACH-000251,0.079399999247
ACH-000253,-0.0382002434371
ACH-000255,0.169340833102
ACH-000256,0.148200447487
ACH-000257,0.223423897348
ACH-000258,-0.0163671970047
ACH-000259,0.0143098404543
ACH-000260,0.009969659467270001
ACH-000261,0.12091112317500001
ACH-000262,0.0375253786818
