,TRAFD1 (10906)
ACH-000004,0.12577267592900002
ACH-000007,0.0792836357125
ACH-000009,0.0700095682608
ACH-000011,0.244246687095
ACH-000012,0.180399773236
ACH-000013,0.236654235822
ACH-000014,0.04062311809269999
ACH-000015,0.255248464196
ACH-000017,0.280755211206
ACH-000018,0.10905958463099999
ACH-000019,0.23387654492499999
ACH-000021,0.0136130615875
ACH-000022,0.036614687097400005
ACH-000025,0.191951992822
ACH-000028,0.266977661045
ACH-000030,0.20098069013
ACH-000035,0.049359795467800005
ACH-000036,0.181402351208
ACH-000037,0.0827348172912
ACH-000039,0.543503401528
ACH-000040,0.158775938496
ACH-000041,0.08341979713650001
ACH-000042,0.05134993185319999
ACH-000045,0.10195170658700001
ACH-000047,0.20259189256700003
ACH-000052,0.269245747093
ACH-000053,0.121561513033
ACH-000054,0.253735899927
ACH-000055,-0.0375954459397
ACH-000060,0.167245068794
ACH-000067,0.0516647185516
ACH-000070,0.204708750437
ACH-000075,0.05439053007130001
ACH-000078,0.0213125652952
ACH-000082,-0.013525378995299998
ACH-000085,0.06065907135530001
ACH-000086,0.15533944942
ACH-000087,0.33626065086199997
ACH-000092,0.030257710913999997
ACH-000095,0.110574260298
ACH-000097,0.055479163361800005
ACH-000098,0.172643142564
ACH-000099,0.154105560958
ACH-000108,0.04990528478
ACH-000113,0.130799558042
ACH-000115,0.211345609942
ACH-000116,0.22637011250300001
ACH-000118,0.059152513220100005
ACH-000120,0.26834337246999995
ACH-000123,0.191233152202
ACH-000127,0.110427441702
ACH-000128,-0.00451713870123
ACH-000132,0.16652526992
ACH-000133,0.136854099466
ACH-000137,0.13380855757500001
ACH-000138,0.0644995356345
ACH-000142,-0.036398267502900004
ACH-000143,0.136392201733
ACH-000146,0.043144856540699994
ACH-000148,0.186430597336
ACH-000150,0.131333489072
ACH-000152,0.09872129716700001
ACH-000153,0.220780372163
ACH-000159,0.161325077561
ACH-000160,0.284118163275
ACH-000163,0.132314606978
ACH-000167,0.144308321844
ACH-000168,0.12390769909000002
ACH-000169,0.16889668114599998
ACH-000178,0.25412179538400004
ACH-000182,0.177093228325
ACH-000183,-0.00958298705988
ACH-000188,0.133466982062
ACH-000189,0.0613319707962
ACH-000190,0.299348664569
ACH-000198,0.173257696026
ACH-000204,0.0782294833467
ACH-000206,-0.068655413828
ACH-000207,0.359064195728
ACH-000211,0.11300286865499999
ACH-000215,0.057316323883300005
ACH-000221,0.130814847465
ACH-000222,0.0436752864238
ACH-000223,0.189664223422
ACH-000226,0.10779782610300001
ACH-000227,-0.10700496764
ACH-000228,0.16014958646500002
ACH-000231,0.0675516975138
ACH-000232,0.00765459905186
ACH-000233,0.229197643423
ACH-000234,0.005336405956989999
ACH-000235,0.128589766456
ACH-000237,0.0819737956865
ACH-000238,0.095758323915
ACH-000243,0.15044194571900002
ACH-000244,0.257765346586
