,CNEP1R1 (255919)
ACH-000416,-0.49670656612899994
ACH-000420,-0.510237995267
ACH-000421,-0.571066284437
ACH-000424,-0.5580279830839999
ACH-000425,-0.37023014036799995
ACH-000426,-0.474617885741
ACH-000427,-0.286704876224
ACH-000433,-0.39829335171400004
ACH-000436,0.0064444583215899996
ACH-000444,-0.00285711160933
ACH-000445,-0.59502230025
ACH-000448,-0.33679162912199995
ACH-000450,-0.363998233002
ACH-000452,-0.18420463434700002
ACH-000454,-0.464620978567
ACH-000458,-0.19186996731
ACH-000459,-0.10403084188799999
ACH-000460,-0.5550981107090001
ACH-000461,-0.173289672476
ACH-000463,-0.167092653415
ACH-000464,-0.627387344054
ACH-000466,-0.057067599108300004
ACH-000467,-0.264550661989
ACH-000468,-0.36377084732299997
ACH-000469,-0.6545068642759999
ACH-000470,0.11903906682700001
ACH-000471,-0.480081851448
ACH-000472,-0.114576488698
ACH-000473,-0.444805157249
ACH-000475,-0.324065512527
ACH-000476,-0.701822222333
ACH-000477,0.015160130855399998
ACH-000480,-0.437183684447
ACH-000481,-0.33573017108099995
ACH-000483,-0.6988452057410001
ACH-000484,-0.308751137552
ACH-000485,-0.40419298087600003
ACH-000486,-0.211594159291
ACH-000487,-0.180503128692
ACH-000488,-0.13614771529300002
ACH-000490,-0.305731186972
ACH-000491,-0.000195595396413
ACH-000495,0.19814746548300002
ACH-000496,-0.433803918314
ACH-000499,-0.287431023538
ACH-000500,-0.0386403234385
ACH-000502,-0.0266614056364
ACH-000503,-0.8897657506640001
ACH-000505,-0.0211416570757
ACH-000507,-0.49355427588600004
ACH-000510,0.0419250318411
ACH-000511,-0.433321348942
ACH-000512,-0.07959606043539999
ACH-000516,-0.28522895781999996
ACH-000517,-0.0167174997243
ACH-000518,0.0236679183024
ACH-000520,-0.44502516503899997
ACH-000521,-0.236738669103
ACH-000522,-0.157440018511
ACH-000524,-0.501017536788
ACH-000527,-0.09135554106869999
ACH-000528,-0.19809739192
ACH-000537,-0.878243244604
ACH-000541,-0.530806611631
ACH-000542,-0.09099858025669999
ACH-000544,-0.579692930115
ACH-000545,-0.143055675491
ACH-000547,-0.250038446459
ACH-000548,-0.307151987288
ACH-000549,-0.414438928948
ACH-000550,-0.30357856578000003
ACH-000552,0.018161525812400003
ACH-000556,-0.388712760282
ACH-000557,-0.0109622513961
ACH-000570,-0.450184384362
ACH-000571,-0.339021271854
ACH-000573,-0.129049117085
ACH-000576,-0.532290898649
ACH-000580,-0.14779780633099998
ACH-000584,-0.301823414538
ACH-000585,-0.334202341591
ACH-000588,-0.484376013164
ACH-000589,-0.218388791574
ACH-000591,-0.584618779442
ACH-000593,0.160994839148
ACH-000600,0.0338094932342
ACH-000601,-0.291811321429
ACH-000604,-0.5780399947020001
ACH-000605,-0.0565827888871
ACH-000606,-0.051476727917599996
ACH-000608,-0.12346532431099999
ACH-000614,-0.10512974457699999
ACH-000616,-0.35560781843199996
ACH-000618,-0.168947605975
ACH-000619,-0.00344380598651
ACH-000620,-0.757703088767
ACH-000621,-0.41899806179899995
ACH-000622,-0.156871441247
ACH-000623,-0.7030791469050001
ACH-000624,-0.0763790061081
ACH-000627,-0.135142230359
ACH-000630,-0.483025500542
ACH-000632,-0.398706681791
ACH-000633,-0.217503945276
ACH-000637,-0.148900032952
ACH-000638,-0.364223241024
ACH-000646,-0.45771744806500003
ACH-000647,-0.17848983919599998
ACH-000648,-0.061260173426800006
ACH-000649,0.105564251291
ACH-000651,-0.36227792053400004
ACH-000652,-0.257174084135
ACH-000653,-0.181628582142
ACH-000657,-0.297087062776
ACH-000658,-0.463848525778
ACH-000661,-0.17922352008499998
ACH-000662,-0.328847404041
ACH-000663,-0.22245686658799999
ACH-000665,-0.604724840394
ACH-000671,-0.257813413908
ACH-000673,-0.11520463819700001
ACH-000676,-0.10032469917400001
ACH-000677,-0.268775241676
ACH-000681,-0.294496935025
ACH-000682,-0.102890204274
ACH-000683,-0.389562859036
ACH-000684,-0.5090589612699999
ACH-000688,-0.440368725208
ACH-000693,-0.151769612404
ACH-000694,-0.144099497013
ACH-000695,-0.639042575106
ACH-000696,-0.372066602053
ACH-000697,-0.308932957558
ACH-000699,-0.087725887467
ACH-000701,-0.033144600840199996
ACH-000706,-0.534763798395
ACH-000711,-0.1005993939
ACH-000713,-0.607021855685
ACH-000714,-0.311155662426
ACH-000718,-0.23661738932300003
ACH-000720,-0.493507440789
ACH-000721,-0.142649455814
ACH-000724,-0.019553181199700002
ACH-000725,-0.0360165857075
ACH-000732,-0.30777966589
ACH-000734,-0.320902201416
ACH-000735,-0.18799068047200002
ACH-000736,-0.389593505786
ACH-000738,-0.603226026084
ACH-000746,-0.254488824815
ACH-000747,-0.215836560052
ACH-000748,-0.14024666467900002
ACH-000753,-0.288643341381
ACH-000756,-0.641157652188
ACH-000757,-0.126121653922
ACH-000758,-0.329290188798
ACH-000760,-0.7023150405249999
ACH-000763,-0.366244963769
ACH-000764,-0.278113135385
ACH-000765,0.054977865255199994
ACH-000766,-0.213605472858
ACH-000767,-0.291353757999
ACH-000768,-0.21785303272599998
ACH-000769,0.332931746019
ACH-000770,-0.23771396671999998
ACH-000771,-0.367150757697
ACH-000773,0.0192015399927
ACH-000776,-0.51372085168
ACH-000777,-0.189487810092
ACH-000778,-0.045717169401400005
ACH-000781,-0.28159811809
ACH-000782,-0.271831286842
ACH-000783,-0.48929969857699995
ACH-000784,-0.273955552009
ACH-000785,-0.126791271046
ACH-000787,-0.43023035445600005
ACH-000788,-0.47006464432800005
ACH-000791,-0.185634894243
ACH-000792,-0.00916564806176
ACH-000794,-0.386407743116
ACH-000796,-0.192126155656
ACH-000799,-0.61012789581
ACH-000800,-0.400184938543
ACH-000802,-0.22215775349199998
ACH-000804,-0.220185734214
ACH-000805,-0.544972906037
ACH-000809,-0.552739296602
ACH-000810,0.248586372016
ACH-000811,-0.21245913103
ACH-000817,-0.37067993928099996
ACH-000819,-0.42011523431000003
ACH-000820,-0.40601252906900004
ACH-000821,-0.134743062887
ACH-000822,-0.327200472754
ACH-000823,-0.35868707213
ACH-000824,-0.444131249371
ACH-000827,-0.44710698043799996
ACH-000829,-0.22947015960099998
ACH-000831,-0.16999081203400002
ACH-000832,-0.432756473494
ACH-000833,-0.560611635686
ACH-000834,-0.47875976359899997
ACH-000835,0.08067743276480001
ACH-000836,-0.23747509523899998
ACH-000837,-0.0813668614622
ACH-000838,-0.157941005349
ACH-000839,-0.17340776268599997
ACH-000840,-0.530791883537
ACH-000841,-0.0517245476537
ACH-000843,-0.377664512802
ACH-000846,-0.16082412040400001
ACH-000847,-0.401703658785
ACH-000848,-0.159545615729
ACH-000849,-0.261410787752
ACH-000851,-0.508780015499
ACH-000855,-0.23414498012200002
ACH-000856,-0.402978224083
ACH-000858,0.11684431321699999
ACH-000859,-0.18972375720600002
ACH-000861,-0.281201070092
ACH-000862,-0.34870141733800003
ACH-000865,-0.20339310987
ACH-000866,-0.250037639323
ACH-000867,-0.00417584627444
ACH-000869,-0.17685197932
ACH-000872,-0.519375522288
ACH-000873,-0.229618303977
ACH-000876,-0.14217342892999998
ACH-000878,-0.184117489844
ACH-000880,-0.535946445461
ACH-000881,-0.37044011692699996
ACH-000882,-0.131413147251
ACH-000884,-0.19447849094300002
ACH-000885,-0.37029981842799997
ACH-000887,-0.0610024898585
ACH-000888,-0.30645187493500003
ACH-000889,-0.500755687044
ACH-000890,-0.17481610178800003
ACH-000896,-0.436853824772
ACH-000898,-0.0369261929942
ACH-000900,-0.134240652655
ACH-000901,-0.0842058551003
ACH-000905,-0.7663948401649999
ACH-000906,-0.118715128937
ACH-000907,-0.600806296164
ACH-000910,-0.34824347537
ACH-000911,-0.280958524872
ACH-000912,-0.169623144538
ACH-000913,-0.185079315495
ACH-000915,-0.257211762267
ACH-000916,0.0203822005355
ACH-000917,-0.263430017821
ACH-000921,-0.17430281285100002
ACH-000924,-0.177247980533
ACH-000926,-0.269459892102
ACH-000928,-0.19925662940900002
ACH-000929,-0.41596226857
ACH-000932,-0.209891608097
ACH-000935,-0.308525388288
ACH-000936,-0.17585720042999997
ACH-000937,-0.0869741506756
ACH-000938,-0.0233127720704
ACH-000939,-0.196369132333
ACH-000941,-0.29258204117
ACH-000943,-0.116841522137
ACH-000946,-0.277969479041
ACH-000947,-0.12115789183900001
ACH-000948,-0.233814108507
ACH-000950,-0.295822758206
ACH-000953,-0.458453022955
ACH-000957,-0.322004635071
ACH-000958,-0.35168723763899995
ACH-000960,-0.240473312172
ACH-000963,0.0758713675742
ACH-000968,-0.6052214541350001
ACH-000969,-0.30001459994699997
ACH-000973,-0.133906556077
ACH-000974,-0.11348059561200001
ACH-000975,-0.103546350666
ACH-000976,-0.729578707362
ACH-000978,-0.102296198221
ACH-000980,-0.139223241177
ACH-000984,-0.195256462032
ACH-000986,-0.31708645406
ACH-000988,-0.489769664687
ACH-000993,-0.35065360130199996
ACH-000994,-0.263047872257
ACH-000996,-0.435426170786
ACH-001001,-0.288131809069
ACH-001020,-0.405402588843
ACH-001028,-0.212027702896
ACH-001031,-0.35512811163400004
ACH-001038,-0.147464358806
ACH-001048,0.159711887261
ACH-001050,-0.42198424409699997
ACH-001053,-0.140922306943
ACH-001054,-0.270639235845
ACH-001061,-0.026872891832400003
ACH-001067,-0.371111393547
ACH-001075,-0.507448750186
ACH-001096,-0.281096023664
ACH-001128,-0.25361219487500003
ACH-001134,-0.335357569543
ACH-001151,-0.244744029929
ACH-001163,-0.13628576012
ACH-001164,-0.327104267984
ACH-001173,-0.192280556305
ACH-001183,-0.37526102541999995
ACH-001184,-0.120102860398
ACH-001190,-0.354682318988
ACH-001192,-0.325294270369
ACH-001193,-0.316684325938
ACH-001196,-0.549231837267
ACH-001197,-0.139819686416
ACH-001205,-0.372250108662
ACH-001211,-0.302728119026
ACH-001212,0.0261964053382
ACH-001228,-0.364948068573
ACH-001232,-0.669734645318
ACH-001239,-0.37903401904
ACH-001274,-0.385296984884
ACH-001275,-0.279053429533
ACH-001277,-0.177302578868
ACH-001278,-0.119642142014
ACH-001280,-0.22078595727400002
ACH-001283,-0.42073763200099995
ACH-001289,-0.225547347876
ACH-001295,-0.366677602541
ACH-001300,-0.251627803367
ACH-001301,-0.0822814404777
ACH-001302,-0.111239400528
ACH-001303,0.49634983167400004
ACH-001306,-0.706602971226
ACH-001318,-0.0391448014115
ACH-001322,-0.294466519328
ACH-001328,0.252276977654
ACH-001332,-0.476883162131
ACH-001333,-0.188908476431
ACH-001336,-0.270914897582
ACH-001340,-0.380746318546
ACH-001346,-0.17173650972399998
ACH-001353,-0.252941695701
ACH-001354,-0.17500138795000003
ACH-001367,0.0746094155896
ACH-001368,-0.0474921610965
ACH-001374,-0.312333945873
ACH-001375,-0.297450487926
ACH-001377,-0.30614174801399996
ACH-001380,-0.20703479478
ACH-001391,-0.00307891094515
ACH-001407,-0.37614134134000005
ACH-001408,-0.10404785671399999
ACH-001413,-0.24666670217300002
ACH-001430,-0.167564198821
ACH-001431,-0.0463586283072
ACH-001450,-0.141306252542
ACH-001496,-0.18290512844300003
ACH-001500,-0.433245227761
ACH-001521,-0.374447281461
ACH-001523,-0.09329217009060001
ACH-001532,-0.494175506263
ACH-001536,-0.234868161054
ACH-001550,-0.13170445518100002
ACH-001552,-0.554013752901
ACH-001554,-0.229743362953
ACH-001645,-0.10250327165300001
ACH-001654,-0.304360742789
ACH-001715,-0.246625861447
ACH-001735,-0.36653592088799997
ACH-001736,-0.293590545235
ACH-001737,-0.189343829729
ACH-001740,-0.0832668736742
ACH-001745,0.00887985588753
ACH-001750,-0.236200048822
ACH-001765,-0.0841679688065
ACH-001956,-0.125462175379
ACH-001957,-0.283440515813
