,TK1 (7083)
ACH-000004,0.0588352286836
ACH-000007,0.064794341043
ACH-000009,-0.19244370022399998
ACH-000011,-0.34235569300700003
ACH-000012,0.10515736295099999
ACH-000013,-0.029285612047599996
ACH-000014,-0.221813851481
ACH-000015,-0.162360613321
ACH-000017,-0.159095185388
ACH-000018,-0.21660289055100002
ACH-000019,0.102222298775
ACH-000021,-0.041826801749
ACH-000022,-0.112550472591
ACH-000025,0.11257924479
ACH-000028,-0.0279954788117
ACH-000030,-0.00143654295622
ACH-000035,-0.0447915172605
ACH-000036,-0.0574349180088
ACH-000037,-0.16179707978
ACH-000039,0.306201586017
ACH-000040,-0.125217621267
ACH-000041,-0.248194964327
ACH-000042,0.07611868027480001
ACH-000045,-0.27617629865
ACH-000047,0.0026465722531199996
ACH-000052,0.278156223419
ACH-000053,0.08455661286499999
ACH-000054,-0.12477698585699999
ACH-000055,-0.7545177816609999
ACH-000060,0.085050760767
ACH-000067,0.0635379528889
ACH-000070,-0.033383125947099995
ACH-000075,0.205880481576
ACH-000078,-0.250861601735
ACH-000082,-0.018145766477999998
ACH-000085,-0.160896663175
ACH-000086,-0.014947885135500001
ACH-000087,-0.29358478483399997
ACH-000092,0.071790735791
ACH-000095,-0.0841484121805
ACH-000097,0.0327138249069
ACH-000098,0.049423341330199995
ACH-000099,-0.147623342889
ACH-000108,-0.050023938565999994
ACH-000113,0.0380781539801
ACH-000115,-0.294316345144
ACH-000116,-0.243353965995
ACH-000118,-0.102642255579
ACH-000120,-0.222783339095
ACH-000123,-0.0827934574181
ACH-000127,-0.163807591432
ACH-000128,0.0286207145401
ACH-000132,-0.012003548414700001
ACH-000133,0.062444269644
ACH-000137,0.064887122225
ACH-000138,-0.039183126535300004
ACH-000142,-0.200781900959
ACH-000143,0.157183418095
ACH-000146,-0.0017659123919600002
ACH-000148,0.0864515489499
ACH-000150,-0.107281462374
ACH-000152,-0.011083200776
ACH-000153,-0.10397149307
ACH-000159,-0.023328876478200002
ACH-000160,-0.148603378034
ACH-000163,-0.09557880015089999
ACH-000167,0.019649519514999998
ACH-000168,-0.14164581794000003
ACH-000169,-0.154071881187
ACH-000178,0.035881624472199995
ACH-000182,-0.123005481666
ACH-000183,0.105156179396
ACH-000188,-0.131327850154
ACH-000189,-0.30252705235800004
ACH-000190,0.20494309485999998
ACH-000198,0.000156841496129
ACH-000204,0.169668533699
ACH-000206,0.250221530649
ACH-000207,-0.24192484524
ACH-000211,-0.125055749606
ACH-000215,-0.0606526201738
ACH-000221,0.027864309272
ACH-000222,0.139968540228
ACH-000223,-0.0826823664982
ACH-000226,-0.0542713333021
ACH-000227,0.0641144342013
ACH-000228,-0.0226194589494
ACH-000231,-0.167039745668
ACH-000232,-0.0452131533186
ACH-000233,0.0333431624508
ACH-000234,0.0609279906438
ACH-000235,-0.133652097626
ACH-000237,0.08890046491669999
ACH-000238,0.0300998159601
ACH-000243,-0.142697236827
ACH-000244,0.19961200540899998
ACH-000246,-0.040566865375900006
ACH-000248,0.130772822033
ACH-000250,0.00638349387958
ACH-000251,-0.140355638382
ACH-000253,-0.191739244747
ACH-000255,-0.164969224825
ACH-000256,0.00591339476541
ACH-000257,-0.172252110469
ACH-000258,-0.141891018159
ACH-000259,-0.216433270643
ACH-000260,-0.12283478974999999
ACH-000261,-0.290517213966
ACH-000262,-0.17676621989100003
ACH-000263,0.00748225919059
ACH-000264,-0.15776987354699998
ACH-000265,-0.0476030338998
ACH-000266,-0.20245291367899998
ACH-000272,0.0782300083523
ACH-000273,0.0495335907694
ACH-000274,-0.0408360198204
ACH-000277,-0.06317085775640001
ACH-000278,0.06715369560840001
ACH-000279,-0.05187087554819999
ACH-000280,-0.332231382314
ACH-000281,-0.164893677054
ACH-000288,-0.0989209855692
ACH-000291,-0.0405043954227
ACH-000293,-0.0999606441106
ACH-000294,0.202287596251
ACH-000295,-0.010689127280600001
ACH-000296,0.027310443484299996
ACH-000302,0.105682673455
ACH-000304,-0.0763346124805
ACH-000307,-0.012676977147699999
ACH-000308,-0.03979663439140001
ACH-000310,-0.31853409943000005
ACH-000311,-0.08360539359079999
ACH-000312,-0.217187391794
ACH-000315,-0.577945080838
ACH-000316,-0.150705208582
ACH-000317,0.038702972550699995
ACH-000318,0.00727821935711
ACH-000319,-0.17988477074
ACH-000320,-0.31740291383200003
ACH-000322,0.23872838728100002
ACH-000323,-0.0866532680968
ACH-000324,-0.264320588103
ACH-000329,-0.11935695476
ACH-000330,-0.25510981780299996
ACH-000331,0.114173632828
ACH-000332,-0.115467128435
ACH-000334,-0.137719677358
ACH-000335,0.144328550666
ACH-000336,-0.092112580526
ACH-000337,-0.191947498917
ACH-000339,-0.0199553065685
ACH-000341,-0.035735672306499995
ACH-000348,-0.214226239894
ACH-000350,0.130178657597
ACH-000352,-0.139943700109
ACH-000356,0.0854369898395
ACH-000361,-0.0670536345859
ACH-000362,0.044751395732500004
ACH-000363,0.08862580436419999
ACH-000364,0.27139933744399997
ACH-000365,0.0180367507105
ACH-000366,-0.147755840359
ACH-000368,0.229544726524
ACH-000374,-0.0456207154034
ACH-000375,0.014592011544899999
