,MATK (4145)
ACH-000222,-0.0265317670323
ACH-000223,-0.358738069329
ACH-000226,-0.191055596685
ACH-000227,-0.34005705597400004
ACH-000228,-0.269771972488
ACH-000231,-0.299848149106
ACH-000232,-0.198508379048
ACH-000233,-0.45778123549500005
ACH-000234,-0.383883700219
ACH-000235,-0.24342441810899998
ACH-000237,-0.359113200634
ACH-000238,-0.5348197655170001
ACH-000243,-0.35471629666
ACH-000244,-0.6376063220679999
ACH-000246,-0.37817536244000005
ACH-000248,-0.302435532665
ACH-000250,-0.313176005508
ACH-000251,0.283201673607
ACH-000253,-0.384745770236
ACH-000255,-0.434610495196
ACH-000256,-0.231866186309
ACH-000257,-0.25481091640500003
ACH-000258,-0.278580403114
ACH-000259,-0.234463301367
ACH-000260,-0.26729833793499996
ACH-000261,-0.47498402140699997
ACH-000262,-0.262686320046
ACH-000263,0.176742153251
ACH-000264,-0.236604325048
ACH-000265,-0.26948437759300004
ACH-000266,-0.317125450947
ACH-000272,-0.277485806426
ACH-000273,-0.216882606303
ACH-000274,-0.27201310015999997
ACH-000277,-0.49616874761600005
ACH-000278,-0.257124909316
ACH-000279,-0.361450912959
ACH-000280,-0.573462112864
ACH-000281,-0.265080721973
ACH-000288,-0.053549518602599995
ACH-000291,-0.423615508596
ACH-000293,-0.60865067773
ACH-000294,-0.205373066336
ACH-000295,-0.40509576787600005
ACH-000296,-0.130592095203
ACH-000302,-0.46755380053999995
ACH-000304,-0.29751324208200003
ACH-000307,-0.33862210862
ACH-000308,-0.291063697789
ACH-000310,-0.317904401562
ACH-000311,-0.440898458328
ACH-000312,-0.253256589388
ACH-000315,-0.164789623674
ACH-000316,-0.152703503719
ACH-000317,-0.101887111379
ACH-000318,-0.289649557567
ACH-000319,-0.377581752484
ACH-000320,-0.486951932329
ACH-000322,-0.0780339064409
ACH-000323,-0.31286160926
ACH-000324,-0.319439436407
ACH-000329,-0.37225810050999997
ACH-000330,-0.39200299879600004
ACH-000331,-0.328473194348
ACH-000332,-0.290504169544
ACH-000334,-0.486422642598
ACH-000335,-0.450563095124
ACH-000336,-0.0880195495734
ACH-000337,-0.561473081218
ACH-000339,-0.241631964868
ACH-000341,-0.49331698207099994
ACH-000348,-0.35624585809799997
ACH-000350,-0.335589502316
ACH-000352,-0.43890990522100004
ACH-000356,-0.041274818294599995
ACH-000361,-0.606383142117
ACH-000362,-0.361276326796
ACH-000363,-0.448804676561
ACH-000364,-0.551427211761
ACH-000365,-0.322300808431
ACH-000366,-0.305704480522
ACH-000368,-0.311324759024
ACH-000374,-0.241253569534
ACH-000375,-0.145756535108
ACH-000376,-0.323487306857
ACH-000381,-0.16630293875
ACH-000383,-0.364527866779
ACH-000387,-0.306709058886
ACH-000389,-0.590822512695
ACH-000390,-0.305608902608
ACH-000393,-0.27419988462
ACH-000395,0.108264894091
ACH-000397,-0.33881653933300004
ACH-000401,-0.176928312729
ACH-000402,-0.051187634325
ACH-000403,-0.325471611298
ACH-000404,-0.302591010313
ACH-000406,-0.173291639947
ACH-000407,-0.256140335449
ACH-000408,-0.380365440615
ACH-000410,-0.378279199507
ACH-000411,-0.5215414058560001
ACH-000414,-0.163543367476
ACH-000415,-0.36462406843500006
ACH-000416,-0.286886342951
ACH-000420,-0.010958680397099999
ACH-000421,-0.41126591237300003
ACH-000424,-0.30644900199299996
ACH-000425,-0.386961704234
ACH-000426,-0.40046552582199996
ACH-000427,-0.353414420603
ACH-000433,-0.475757176371
ACH-000436,-0.604505920202
ACH-000444,-0.254884239292
ACH-000445,-0.388951496936
ACH-000448,-0.466212703122
ACH-000450,-0.308647583148
ACH-000452,-0.32924768455200004
ACH-000454,-0.413825864348
ACH-000458,-0.269812442657
ACH-000459,-0.402946847597
ACH-000460,-0.224676761609
ACH-000461,-0.33038163817
ACH-000463,-0.337418634811
ACH-000464,-0.593536474162
ACH-000466,-0.339927573505
ACH-000467,-0.039726561847699994
ACH-000468,-0.40120604468599996
ACH-000469,-0.441658745052
ACH-000470,-0.375268910764
ACH-000471,-0.24364244376299998
ACH-000472,-0.46182225129500004
ACH-000473,-0.402020077298
ACH-000475,-0.35952070321699997
ACH-000476,-0.23104196463799997
ACH-000477,-0.09810452433049999
ACH-000480,-0.4260770664
ACH-000481,-0.628750625236
ACH-000483,-0.200813406043
ACH-000484,-0.461797969815
ACH-000485,-0.286219405682
ACH-000486,-0.244082376781
ACH-000487,-0.340376425418
ACH-000488,-0.171203247322
ACH-000490,-0.440956789522
ACH-000491,-0.292285808336
ACH-000495,-0.22419270667
ACH-000496,-0.324482772012
ACH-000499,-0.572520393361
ACH-000500,-0.258891703239
ACH-000502,-0.166195034865
ACH-000503,-0.901324756166
ACH-000505,-0.41174468132299996
ACH-000507,-0.284115186477
ACH-000510,-0.25078704453
ACH-000511,-0.40323079742299994
ACH-000512,-0.182204289632
ACH-000516,-0.270518038917
ACH-000517,-0.360590001891
ACH-000518,-0.182238982685
ACH-000520,-0.314718333458
ACH-000521,-0.21194126673799998
ACH-000522,-0.326471177763
ACH-000524,-0.384636451389
ACH-000527,-0.343390989777
ACH-000528,-0.263119839691
ACH-000537,-0.371296313306
ACH-000541,-0.063643509608
ACH-000542,-0.5411700387080001
ACH-000544,-0.102266339387
ACH-000545,-0.526621171496
ACH-000547,-0.20224384891199998
ACH-000548,-0.23428993785100002
ACH-000549,-0.302629349569
ACH-000550,-0.175358234043
ACH-000552,-0.610684242057
ACH-000556,-0.45197925267
ACH-000557,-0.202677579963
ACH-000570,-0.450481214454
ACH-000571,-0.36706262055
ACH-000573,-0.345322315405
ACH-000576,-0.36439404083899996
ACH-000580,-0.322771647097
ACH-000584,-0.436813483249
ACH-000585,-0.350702051166
ACH-000588,-0.42565421042499996
ACH-000589,-0.270020480591
ACH-000591,-0.207913370482
ACH-000593,-0.34139610608000004
ACH-000600,-0.22628157559999998
ACH-000601,-0.302489294344
ACH-000604,-0.267942659878
ACH-000605,-0.200592149319
ACH-000606,-0.34875336227
ACH-000608,-0.368572167886
ACH-000614,-0.22630251069200003
ACH-000616,-0.283608141718
ACH-000618,-0.43196391702
ACH-000619,-0.40008192718099994
ACH-000620,-0.451315511849
ACH-000621,-0.326668139423
ACH-000622,-0.606569357147
ACH-000623,-0.35064907698700004
ACH-000624,-0.24326388453899997
ACH-000627,-0.5026445298650001
ACH-000630,-0.39111630844000006
ACH-000632,-0.22410957394699998
ACH-000633,-0.40376692697800004
ACH-000637,-0.513963318399
ACH-000638,-0.32290995581500004
ACH-000646,-0.514787396818
ACH-000647,-0.24785019174800002
ACH-000648,-0.198758944008
ACH-000649,-0.283066039151
ACH-000651,-0.40024650652599997
ACH-000652,-0.232956191341
ACH-000653,-0.320570092301
ACH-000657,-0.44373665791
ACH-000658,-0.394974464031
ACH-000661,-0.321820273046
ACH-000662,-0.437760938747
ACH-000663,-0.47239754108599996
ACH-000665,-0.45008442934199994
ACH-000671,-0.412018392644
ACH-000673,-0.320066236772
ACH-000676,-0.27284482900699997
ACH-000677,-0.176293589252
ACH-000681,-0.131736887125
ACH-000682,-0.48379956656
ACH-000683,-0.328842827396
ACH-000684,0.057475897857999995
ACH-000688,-0.48057396585900003
ACH-000693,-0.45763874742
ACH-000694,-0.27565686130600003
ACH-000695,-0.118865651183
ACH-000696,-0.426454948785
ACH-000697,-0.0259714996092
ACH-000699,-0.289077032599
ACH-000701,-0.409794702584
ACH-000706,-0.503253741566
ACH-000711,-0.253193659834
ACH-000713,-0.287051405557
ACH-000714,-0.39182781759900004
ACH-000718,-0.308043434569
ACH-000720,-0.459548425577
ACH-000721,-0.36076719870499996
ACH-000724,-0.572619588095
ACH-000725,-0.33408520453400004
ACH-000732,-0.021595181549
ACH-000734,-0.31033299288800004
ACH-000735,-0.238356741238
ACH-000736,-0.17444164476100002
ACH-000738,-0.277297363077
ACH-000746,-0.24198188753000002
ACH-000747,-0.358046837786
ACH-000748,-0.264184458457
ACH-000753,-0.181192018664
ACH-000756,-0.2758807871
ACH-000757,-0.34327599375600004
ACH-000758,-0.247359721864
ACH-000760,-0.245136065141
ACH-000763,-0.521987138433
ACH-000764,-0.41974524786300005
ACH-000765,-0.17964596589499998
ACH-000766,-0.392620356511
ACH-000767,-0.525891272138
ACH-000768,-0.250354235587
ACH-000769,-0.352167240497
ACH-000770,-0.160985455659
ACH-000771,-0.319328152222
ACH-000773,-0.223761845674
ACH-000776,-0.443719305682
ACH-000777,-0.301252112511
ACH-000778,-0.178107746513
ACH-000781,-0.32852365633999997
ACH-000782,-0.442635143459
ACH-000783,-0.37213481075099997
ACH-000784,-0.353788944308
ACH-000785,-0.299856542221
ACH-000787,-0.162900773676
ACH-000788,-0.30445678947
ACH-000791,-0.47721782767899995
ACH-000792,-0.299727413795
ACH-000794,-0.371277360079
ACH-000796,-0.33664894558799996
ACH-000799,-0.58976629295
ACH-000800,-0.6167984385409999
ACH-000802,-0.35787290041500003
ACH-000804,-0.164232239571
ACH-000805,-0.32673400471
ACH-000809,-0.325936470962
ACH-000810,-0.35838646711800004
ACH-000811,-0.499554340145
ACH-000817,-0.356684427434
ACH-000819,-0.45504986000200004
ACH-000820,-0.31563177370900003
ACH-000821,-0.21210005955699998
ACH-000822,-0.26615492842099997
ACH-000823,-0.315820756022
ACH-000824,-0.267888565225
ACH-000827,-0.456134220325
ACH-000829,-0.323316686986
ACH-000831,-0.523351501347
ACH-000832,-0.382686884088
ACH-000833,-0.47518209488700003
ACH-000834,-0.213117414333
ACH-000835,-0.25101922023
ACH-000836,-0.324958275868
ACH-000837,-0.22064482510000002
ACH-000838,-0.22003120301100001
ACH-000839,-0.336023366821
ACH-000840,0.0510158817449
ACH-000841,-0.35849412757700005
ACH-000843,-0.47885700273500004
ACH-000846,-0.354968063002
ACH-000847,-0.497104189754
ACH-000848,-0.314955040255
ACH-000849,-0.407552493152
ACH-000851,-0.10888612210000001
ACH-000855,-0.395812271001
ACH-000856,-0.132238682478
ACH-000858,-0.416987536055
ACH-000859,-0.458380806676
ACH-000861,-0.226756571988
ACH-000862,-0.329257633966
ACH-000865,-0.334135797793
ACH-000866,-0.23198860491
ACH-000867,-0.25999168253800004
ACH-000869,-0.293814232169
ACH-000872,-0.29559005648200004
ACH-000873,-0.672973903229
ACH-000876,-0.27865929986
ACH-000878,-0.254296446068
ACH-000880,-0.26744840381900004
ACH-000881,-0.371725768533
ACH-000882,-0.392204234024
ACH-000884,-0.273532456785
ACH-000885,-0.29142892200599996
ACH-000887,-0.331626887436
ACH-000888,-0.155327098548
ACH-000889,-0.411095806374
ACH-000890,-0.300334448101
ACH-000896,-0.29001860230300003
ACH-000898,-0.46676751495700003
ACH-000900,-0.208774242852
ACH-000901,-0.238155026556
ACH-000905,-0.202347994831
ACH-000906,-0.26827957720199996
ACH-000907,-0.19592322897199999
ACH-000910,-0.35134166852
ACH-000911,-0.34620939614699997
ACH-000912,-0.302027564116
ACH-000913,-0.170511005948
ACH-000915,-0.0398105365542
ACH-000916,-0.659229922053
ACH-000917,-0.44473602948200003
ACH-000921,-0.28529508539799997
ACH-000924,-0.318357547575
ACH-000926,-0.23335632440499998
ACH-000928,-0.263656100422
ACH-000929,-0.5242305997510001
ACH-000932,-0.16041017562100002
ACH-000935,-0.407338162945
ACH-000936,-0.40960265247
ACH-000937,-0.36223402282
ACH-000938,-0.323743464744
ACH-000939,-0.389607058066
ACH-000941,-0.434385262845
ACH-000943,-0.337927303763
ACH-000946,-0.327567961615
ACH-000947,-0.375456159226
ACH-000948,-0.378464315551
ACH-000950,-0.43983355445100003
ACH-000953,-0.265321787089
ACH-000957,-0.556402128037
ACH-000958,-0.5216054337789999
ACH-000960,-0.34058751069700005
ACH-000963,0.0363392386699
ACH-000968,-0.17739282140299997
ACH-000969,-0.290907167566
ACH-000973,-0.361573786292
ACH-000974,-0.33758845356899997
ACH-000975,-0.41731161240500003
ACH-000976,-0.39944985333899996
ACH-000978,-0.383627334035
ACH-000980,-0.36247032264
ACH-000984,-0.198815904177
ACH-000986,-0.495053848656
ACH-000988,-0.47398988995700003
ACH-000993,-0.315656014875
ACH-000994,-0.615917456179
ACH-000996,-0.297424630114
ACH-001001,-0.133355807896
ACH-001020,-0.322721465486
ACH-001028,-0.35655177868500004
ACH-001031,-0.267195676701
ACH-001038,-0.307676536584
ACH-001048,-0.48081373817100004
ACH-001050,-0.451455100002
ACH-001053,-0.366207368446
ACH-001054,-0.289469286376
ACH-001061,-0.40757046751000003
ACH-001067,-0.16406190536499998
ACH-001075,-0.15377204262
ACH-001096,-0.36248125123
ACH-001128,-0.447493681323
ACH-001134,-0.264640197124
ACH-001151,-0.377971331822
ACH-001163,-0.319457449772
ACH-001164,-0.0552343289654
ACH-001173,-0.394815611426
ACH-001183,-0.303096356277
ACH-001184,-0.246165132614
ACH-001190,-0.177148978283
ACH-001192,-0.247528348701
ACH-001193,-0.121468079142
ACH-001196,-0.483238663981
ACH-001197,-0.047455215006
ACH-001205,-0.362459170489
ACH-001211,-0.267647675657
ACH-001212,-0.48118703356200004
ACH-001228,-0.35776228695900003
ACH-001232,-0.133228799263
ACH-001239,-0.233696693896
ACH-001274,-0.503365859148
ACH-001275,-0.21302591757199998
ACH-001277,-0.373706789786
ACH-001278,-0.35401021119000003
ACH-001280,-0.23057462234499998
ACH-001283,-0.249555635241
ACH-001289,-0.09247711533110001
ACH-001295,-0.17020114384100002
ACH-001300,-0.346977365303
ACH-001301,-0.294953531045
ACH-001302,-0.308030096462
ACH-001303,0.0133801136932
ACH-001306,-0.287226941388
ACH-001318,-0.321524569741
ACH-001322,-0.390565146534
ACH-001328,-0.34975711510799995
ACH-001332,-0.43352943349600004
ACH-001333,-0.47294185287199997
ACH-001336,-0.42723585056900004
ACH-001340,-0.31282800069
ACH-001346,-0.37360878867700004
ACH-001353,-0.306626335392
ACH-001354,-0.19855719636100003
ACH-001367,-0.6810937928249999
ACH-001368,-0.38918225499700004
ACH-001374,-0.422276708033
ACH-001375,-0.33672632270499997
ACH-001377,-0.443181721235
ACH-001380,-0.27152374719
ACH-001391,-0.24683518443100003
ACH-001407,-0.307902180244
ACH-001408,-0.395128636077
ACH-001413,-0.367624163264
ACH-001430,-0.202845525836
ACH-001431,-0.5329076738180001
ACH-001450,-0.0791396480305
ACH-001496,-0.284856869932
ACH-001500,-0.225745170588
ACH-001521,-0.35337768286399995
ACH-001523,-0.345884041712
ACH-001532,-0.363689029916
ACH-001536,-0.298831531295
ACH-001550,-0.197217347177
ACH-001552,-0.165546187219
ACH-001554,-0.477457080527
ACH-001645,-0.676433140729
ACH-001654,-0.349148193908
ACH-001715,-0.19209312531800002
ACH-001735,-0.30472382273000004
ACH-001736,-0.2172026231
ACH-001737,0.018741673804799998
ACH-001740,-0.34134428507700004
ACH-001745,-0.416244799497
ACH-001750,-0.325063241237
ACH-001765,-0.32423506088599996
ACH-001956,-0.38928377947899995
ACH-001957,-0.22303543174499998
