,PCYOX1L (78991)
ACH-000004,0.10667034595000001
ACH-000007,0.18594195957600002
ACH-000009,0.366957091611
ACH-000011,0.19249981608600003
ACH-000012,0.128034934575
ACH-000013,0.17932916883000002
ACH-000014,-0.143913273671
ACH-000015,-0.0572270542044
ACH-000017,0.0656904726177
ACH-000018,-0.10150911861600001
ACH-000019,0.260204724915
ACH-000021,0.185142169744
ACH-000022,0.0998954424926
ACH-000025,0.175884858887
ACH-000028,0.273825532082
ACH-000030,0.16320190580900001
ACH-000035,0.10868377829399999
ACH-000036,0.0841010052951
ACH-000037,-0.205367201684
ACH-000039,0.319602541178
ACH-000040,0.046700840732500006
ACH-000041,-0.02334218167
ACH-000042,0.0150235199429
ACH-000045,0.016705958519600002
ACH-000047,-0.0585109179507
ACH-000052,-0.0430320324619
ACH-000053,0.20207604164299997
ACH-000054,0.0183413595008
ACH-000055,0.147344146983
ACH-000060,0.129902212458
ACH-000067,-0.10807300742
ACH-000070,0.212355272577
ACH-000075,-0.23063230471
ACH-000078,0.35151985973800004
ACH-000082,0.211253741393
ACH-000085,-0.06369320703919999
ACH-000086,0.156380553814
ACH-000087,0.34824443986299997
ACH-000092,0.19492573758200002
ACH-000095,0.12768010466399998
ACH-000097,0.231978163973
ACH-000098,0.09948422755610001
ACH-000099,0.196016125625
ACH-000108,0.0734392573406
ACH-000113,0.0782208518084
ACH-000115,0.187585266704
ACH-000116,0.151952011856
ACH-000118,0.137279714606
ACH-000120,0.121982208579
ACH-000123,0.0872895700396
ACH-000127,-0.0375274591631
ACH-000128,0.0832694364429
ACH-000132,0.262047810395
ACH-000133,0.11362673730999999
ACH-000137,0.0003643809669780001
ACH-000138,0.228496685548
ACH-000142,0.10486349248
ACH-000143,0.255812499486
ACH-000146,0.258566422352
ACH-000148,0.186711155753
ACH-000150,0.0683024721205
ACH-000152,0.0354152780974
ACH-000153,0.108206017638
ACH-000159,0.0738655643253
ACH-000160,0.314703423996
ACH-000163,0.183661992403
ACH-000167,0.0646114302445
ACH-000168,0.261140417147
ACH-000169,-0.05396316876230001
ACH-000178,0.0652090531504
ACH-000182,0.15235958499000002
ACH-000183,0.101047608183
ACH-000188,0.009902827621329999
ACH-000189,-0.0636178639759
ACH-000190,0.103196096828
ACH-000198,0.06322103248319999
ACH-000204,0.130276782984
ACH-000206,-0.0339975795523
ACH-000207,-0.05406843584149999
ACH-000211,0.0667074986494
ACH-000215,0.190996629838
ACH-000221,0.0365568426916
ACH-000222,0.14992868516
ACH-000223,0.197642824665
ACH-000226,0.0757651730392
ACH-000227,0.415755090785
ACH-000228,0.105897341564
ACH-000231,0.08221244199839998
ACH-000232,0.0673698747641
ACH-000233,0.111203019017
ACH-000234,0.28000793280999997
ACH-000235,0.176839083421
ACH-000237,0.05989588288099999
ACH-000238,-0.0763276938528
ACH-000243,0.165980501591
ACH-000244,0.291076588913
ACH-000246,0.137040562991
ACH-000248,0.322278765535
ACH-000250,-0.0150778067784
ACH-000251,-0.0070341239615299995
ACH-000253,0.04945002002309999
ACH-000255,0.151709368197
ACH-000256,0.305370368645
ACH-000257,0.128375908965
ACH-000258,0.424207273163
ACH-000259,0.113406904845
ACH-000260,0.230046788397
ACH-000261,0.106128271282
ACH-000262,0.20892096076699998
ACH-000263,-0.09455561954939999
