,DNM1L (10059)
ACH-000223,-1.0924205536799998
ACH-000226,-0.813369985684
ACH-000227,-0.557427039116
ACH-000228,-0.385137357994
ACH-000231,-0.719947372559
ACH-000232,-0.927186688987
ACH-000233,-0.527075488085
ACH-000234,-0.46853454857500004
ACH-000235,-0.45048313035099996
ACH-000237,-0.885560644225
ACH-000238,-0.7051235980589999
ACH-000243,-0.842877740708
ACH-000244,-0.323958968542
ACH-000246,-1.0829911081799999
ACH-000248,-1.24486627589
ACH-000250,-1.00964384824
ACH-000251,-1.19702649442
ACH-000253,-0.526102910492
ACH-000255,-0.9177701733429999
ACH-000256,-1.26248281733
ACH-000257,-1.2884043308700002
ACH-000258,-0.8159739946160001
ACH-000259,-0.991946787457
ACH-000260,-0.6249252436289999
ACH-000261,-0.299228149452
ACH-000262,-0.563120439694
ACH-000263,-1.16503087378
ACH-000264,-0.652255452583
ACH-000265,-0.993609419527
ACH-000266,-0.41995902324100004
ACH-000272,-0.365061513507
ACH-000273,-0.7921943749320001
ACH-000274,-1.19699243175
ACH-000277,-1.1541912502
ACH-000278,-0.36566770497900003
ACH-000279,-1.1321927328799999
ACH-000280,-1.11793100332
ACH-000281,-0.611751221978
ACH-000288,-1.1118396634
ACH-000291,-0.330202456057
ACH-000293,-1.01055529362
ACH-000294,-0.197895515325
ACH-000295,-0.412781595607
ACH-000296,-1.0612954742799998
ACH-000302,-0.455424985392
ACH-000304,-0.861947684269
ACH-000307,-0.428607973738
ACH-000308,-1.03773077277
ACH-000310,-0.491429979646
ACH-000311,-0.783435064813
ACH-000312,-0.629427502241
ACH-000315,-0.547668371826
ACH-000316,-1.06834899138
ACH-000317,-1.45534618164
ACH-000318,-0.466135992709
ACH-000319,-0.813415360553
ACH-000320,-1.22930598141
ACH-000322,-0.805367893529
ACH-000323,-0.939079771524
ACH-000324,-0.765970617082
ACH-000329,-0.31327805715999996
ACH-000330,-1.27435740015
ACH-000331,-0.9452718225200001
ACH-000332,-0.360474255838
ACH-000334,-0.941953936314
ACH-000335,-1.07682415741
ACH-000336,-0.432764127913
ACH-000337,-0.396021503537
ACH-000339,-0.393116195608
ACH-000341,-0.290241628629
ACH-000348,-0.9218336765039999
ACH-000350,-0.620948067117
ACH-000352,-1.3748600239200002
ACH-000356,-0.841422382964
ACH-000361,-0.687080667993
ACH-000362,-0.321918200966
ACH-000363,-0.966578332056
ACH-000364,-1.1681911639
ACH-000365,-0.71769768506
ACH-000366,-0.551253790889
ACH-000368,-0.614266481682
ACH-000374,-0.661829339347
ACH-000375,-0.615261865533
ACH-000376,-1.1691252186799999
ACH-000381,-0.644282032154
ACH-000383,-1.08191949635
ACH-000387,-0.985328840446
ACH-000389,-0.672647693027
ACH-000390,-0.956120184705
ACH-000393,-0.473793672257
ACH-000395,-1.23172058857
ACH-000397,-0.802084224504
ACH-000401,-0.57554425203
ACH-000402,-0.35257465225699997
ACH-000403,-0.34005845526199996
ACH-000404,-1.45047076666
ACH-000406,-0.7152107979189999
ACH-000407,-0.323888332619
ACH-000408,-1.07782373127
ACH-000410,-0.54541737471
ACH-000411,-0.923359423383
ACH-000414,-0.960856276955
ACH-000415,-0.595249287668
ACH-000416,-0.515579782544
ACH-000420,-0.44314249162600006
ACH-000421,-0.416883846355
ACH-000424,-1.03436059016
ACH-000425,-0.997016494028
ACH-000426,-0.632630976396
ACH-000427,-0.7194438558319999
ACH-000433,-1.1680335485100002
ACH-000436,-0.585035231059
ACH-000444,-0.677828516189
ACH-000445,-0.8741235181820001
ACH-000448,-0.6178301476120001
ACH-000450,-0.589054307772
ACH-000452,-0.389283927012
ACH-000454,-1.26036484187
ACH-000458,-0.7309454868970001
ACH-000459,-1.18266112138
ACH-000460,-0.7586914788879999
ACH-000461,-0.43546815006899997
ACH-000463,-1.00082338977
ACH-000464,-0.767157681268
ACH-000466,-0.819607105985
ACH-000467,-0.8068723314239999
ACH-000468,-1.15490956813
ACH-000469,-0.772857637816
ACH-000470,-0.769204602121
ACH-000471,-0.29877387478
ACH-000472,-0.392957621645
ACH-000473,-0.646760174507
ACH-000475,-0.771833065871
ACH-000476,-0.80759174597
ACH-000477,-0.397506088447
ACH-000480,-0.302808362223
ACH-000481,-0.460068600263
ACH-000483,-1.12279158895
ACH-000484,-0.422337080423
ACH-000485,-0.727163551824
ACH-000486,-0.875167139351
ACH-000487,-0.9888603616670001
ACH-000488,-1.0141327451100002
ACH-000490,-0.632493162714
ACH-000491,-1.29977199838
ACH-000495,-0.07379170404299999
ACH-000496,-1.36271692338
ACH-000499,-1.10274554569
ACH-000500,-0.442200951563
ACH-000502,-1.2873676512799999
ACH-000503,-0.974186206118
ACH-000505,-0.7138915967980001
ACH-000507,-0.9588117439980001
ACH-000510,-0.917101400677
ACH-000511,-0.790729044675
ACH-000512,-1.0518600515799998
ACH-000516,-0.511781510475
ACH-000517,-0.440706535376
ACH-000518,-0.687638056258
ACH-000520,-0.695484381882
ACH-000521,-1.51482549255
ACH-000522,-1.23177971984
ACH-000524,-1.05225610815
ACH-000527,-1.09565033656
ACH-000528,-0.455482487536
ACH-000537,-0.43762462858400003
ACH-000541,-1.0031100751200002
ACH-000542,-0.622467899899
ACH-000544,-0.876890882289
ACH-000545,-0.883474009857
ACH-000547,-1.09129388794
ACH-000548,-0.7115167158969999
ACH-000549,-0.468853011755
ACH-000550,-0.864101254738
ACH-000552,-0.8263426698980001
ACH-000556,-0.313448706116
ACH-000557,-0.410497805166
ACH-000570,-0.622607862302
ACH-000571,-0.715971274751
ACH-000573,-0.7385572716869999
ACH-000576,-0.465019228036
ACH-000580,-0.991816756621
ACH-000584,-1.00157960295
ACH-000585,-0.299572687349
ACH-000588,-1.07787223553
ACH-000589,-0.9973643406559999
ACH-000591,-0.633970788645
ACH-000593,-0.812020459621
ACH-000600,-0.43997869122500005
ACH-000601,-1.1588173900399998
ACH-000604,-0.9819649144850001
ACH-000605,-0.895230190713
ACH-000606,-0.778091013212
ACH-000608,-0.27645893272
ACH-000614,-1.68314100271
ACH-000616,-1.3161590345
ACH-000618,-0.892450237653
ACH-000619,-0.739264757972
ACH-000620,-0.52501525183
ACH-000621,-0.493614365465
ACH-000622,-0.340503175633
ACH-000623,-0.33732873819700004
ACH-000624,-0.6498284337420001
ACH-000627,-1.19049366231
ACH-000630,-0.8257159742419999
ACH-000632,-0.909163915768
ACH-000633,-0.6373868869100001
ACH-000637,-0.650307986782
ACH-000638,-1.38359446586
ACH-000646,-1.35104559121
ACH-000647,-0.939286270962
ACH-000648,-1.07439090315
ACH-000649,-0.7587189552420001
ACH-000651,-0.682244993907
ACH-000652,-1.0261152928100001
ACH-000653,-0.688724489605
ACH-000657,-0.9092717194580001
ACH-000658,-0.7341383034550001
ACH-000661,-0.98030129388
ACH-000662,-0.880657150284
ACH-000663,-0.946588748206
ACH-000665,-0.47046470683200003
ACH-000671,-0.5544460952229999
ACH-000673,-1.08877609822
ACH-000676,-1.13789735847
ACH-000677,-1.6286202465000001
ACH-000681,-1.05223088048
ACH-000682,-0.445763579137
ACH-000683,-0.8980559201459999
ACH-000684,-1.0452626112899999
ACH-000688,-0.899857558889
ACH-000693,-1.12698748523
ACH-000694,-0.9456545235799999
ACH-000695,-0.80413874494
ACH-000696,-0.993425093382
ACH-000697,-0.682961073979
ACH-000699,-1.00821276142
ACH-000701,-0.632077915663
ACH-000706,-0.7443443462549999
ACH-000711,-0.9020279181649999
ACH-000713,-0.737110023336
ACH-000714,-0.306730967595
ACH-000718,-1.03795704844
ACH-000720,-0.685225630844
ACH-000721,-1.36979918329
ACH-000724,-0.42736085022799997
ACH-000725,-0.625196169129
ACH-000732,-0.620417250625
ACH-000734,-0.595504077718
ACH-000735,-0.880424090754
ACH-000736,-0.5458065096620001
ACH-000738,-1.06749184025
ACH-000746,-0.9422313786200001
ACH-000747,-1.24071478207
ACH-000748,-0.30529569506299997
ACH-000753,-0.9464380214270001
ACH-000756,-0.640703577501
ACH-000757,-1.19064190854
ACH-000758,-0.83782897987
ACH-000760,-0.41348519009
ACH-000763,-0.443610814419
ACH-000764,-0.686017012941
ACH-000765,-0.994175298372
ACH-000766,-0.49940589818400005
ACH-000767,-1.0343860715100002
ACH-000768,-0.525376508514
ACH-000769,-0.834837234797
ACH-000770,-1.0049449795299998
ACH-000771,-0.942505267004
ACH-000773,-0.685468008562
ACH-000776,-0.40814380602
ACH-000777,-0.7018300421060001
ACH-000778,-0.4939287137899999
ACH-000781,-1.0743135097799998
ACH-000782,-0.48446049063900004
ACH-000783,-0.7769947824
ACH-000784,-1.10009867356
ACH-000785,-0.728896654355
ACH-000787,-0.591375153881
ACH-000788,-0.537693994238
ACH-000791,-0.629975753782
ACH-000792,-0.9920524248620001
ACH-000794,-0.48315244316600003
ACH-000796,-0.36096139346999995
ACH-000799,-0.448584102729
ACH-000800,-0.388273794312
ACH-000802,-1.00172957516
ACH-000804,-0.981427950183
ACH-000805,-0.9435068885179999
ACH-000809,-1.13389464376
ACH-000810,-0.7908675788639999
ACH-000811,-0.588495371297
ACH-000817,-0.595264110974
ACH-000819,-0.855384617253
ACH-000820,-0.7492046531309999
ACH-000821,-0.55956353455
ACH-000822,-0.34903931430600005
ACH-000823,-0.453927869925
ACH-000824,-0.6618663923789999
ACH-000827,-0.329360459731
ACH-000829,-0.328672303277
ACH-000831,-1.0256072475799998
ACH-000832,-0.696270515203
ACH-000833,-0.732448375248
ACH-000834,-0.628603159104
ACH-000835,-0.5877366136150001
ACH-000836,-0.8322020436149999
ACH-000837,-0.912678518963
ACH-000838,-0.331280803916
ACH-000839,-0.8317132868610001
ACH-000840,-0.979237905068
ACH-000841,-0.968920224428
ACH-000843,-0.25969751354000004
ACH-000846,-0.44191898315899997
ACH-000847,-1.5171481875200001
ACH-000848,-0.596679798266
ACH-000849,-0.684091029985
ACH-000851,-1.12218688283
ACH-000855,-0.954712239863
ACH-000856,-0.483569711646
ACH-000858,-0.928056767719
ACH-000859,-0.540597238884
ACH-000861,-0.5022610976340001
ACH-000862,-0.462189122878
ACH-000865,-1.15625161506
ACH-000866,-0.130228113225
ACH-000867,-0.951209631002
ACH-000869,-0.576039972371
ACH-000872,-0.747746350681
ACH-000873,-1.3912157009000001
ACH-000876,-1.31152569104
ACH-000878,-0.483010245926
ACH-000880,-0.39309240136600004
ACH-000881,-0.7269760889300001
ACH-000882,-1.1267636713299998
ACH-000884,-1.01376524421
ACH-000885,-0.786701692359
ACH-000887,-0.49856937181500005
ACH-000888,-1.08877176803
ACH-000889,-0.864967442155
ACH-000890,-0.45226202722900005
ACH-000896,-0.242483009296
ACH-000898,-0.879048448708
ACH-000900,-0.876801161417
ACH-000901,-0.8243086029019999
ACH-000905,-0.601770202872
ACH-000906,-0.861269981715
ACH-000907,-0.794832869164
ACH-000910,-0.485935574396
ACH-000911,-1.13798368908
ACH-000912,-1.0895677653799998
ACH-000913,-0.6368575668559999
ACH-000915,-1.01568750891
ACH-000916,-0.728942274836
ACH-000917,-0.620652973604
ACH-000921,-1.0165861857
ACH-000924,-1.28050234692
ACH-000926,-0.576261181937
ACH-000928,-0.918385517175
ACH-000929,-0.5326902081229999
ACH-000932,-1.0239332457700001
ACH-000935,-1.0531570271100001
ACH-000936,-0.8677566519390001
ACH-000937,-0.12296050013599999
ACH-000938,-1.20947026045
ACH-000939,-0.592875465016
ACH-000941,-1.24947080775
ACH-000943,-1.00775092616
ACH-000946,-0.6737164670870001
ACH-000947,-1.07265874322
ACH-000948,-0.8964136775720001
ACH-000950,-0.7441682963420001
ACH-000953,-0.41147340992799997
ACH-000957,-0.704868883082
ACH-000958,-0.982489011872
ACH-000960,-0.30990964229
ACH-000963,-0.676485743511
ACH-000968,-1.05740755358
ACH-000969,-0.6745032287649999
ACH-000973,-0.30564725421100003
ACH-000974,-0.971293747423
ACH-000975,-1.33082171811
ACH-000976,-0.388846502792
ACH-000978,-1.10076404856
ACH-000980,-1.42206045699
ACH-000984,-1.0321773933399998
ACH-000986,-0.896417153247
ACH-000988,-0.38256174982100005
ACH-000993,-0.488348625722
ACH-000994,-0.969110619003
ACH-000996,-0.614566296874
ACH-001001,-0.904251837255
ACH-001020,-0.919644212342
ACH-001028,-1.4030003342299997
ACH-001031,-0.8249750792049999
ACH-001038,-0.8702635598620001
ACH-001048,-0.531065891458
ACH-001050,-0.857875994799
ACH-001053,-0.6930987785439999
ACH-001054,-0.811683905438
ACH-001061,-1.2686314003299999
ACH-001067,-0.9336130127429999
ACH-001075,-0.38699868235
ACH-001096,-0.44733678138800004
ACH-001128,-1.17616873081
ACH-001134,-0.8539216671150001
ACH-001151,-0.350048561137
ACH-001163,-1.3839913002200002
ACH-001164,-0.667969223403
ACH-001173,-1.00242392224
ACH-001183,-0.436930760976
ACH-001184,-1.0553417975200001
ACH-001190,-1.1173978381
ACH-001192,-0.650739991265
ACH-001193,-1.2175357963299998
ACH-001196,-1.0558200589700002
ACH-001197,-0.286933244296
ACH-001205,-0.253676514579
ACH-001211,-1.23329370996
ACH-001212,-0.357601997966
ACH-001228,-0.36065939717100004
ACH-001232,-0.579992740608
ACH-001239,-0.9173403888060001
ACH-001274,-0.728336041649
ACH-001275,-0.645258876457
ACH-001277,-0.5866090864519999
ACH-001278,-1.1045622086
ACH-001280,-0.282315288573
ACH-001283,-0.23110916570099999
ACH-001289,-0.369586496993
ACH-001295,-1.15628780527
ACH-001300,-0.7887218798960001
ACH-001301,-0.503355643379
ACH-001302,-0.566296660934
ACH-001303,-1.15713523014
ACH-001306,-0.649781786754
ACH-001318,-0.454706117753
ACH-001322,-0.697839787163
ACH-001328,-1.22527573954
ACH-001332,-0.77488084756
ACH-001333,-0.8652292132430001
ACH-001336,-0.519206729783
ACH-001340,-0.350643155977
ACH-001346,-0.4321203625
ACH-001353,-0.170605084208
ACH-001354,-0.52562791843
ACH-001367,-0.975714809784
ACH-001368,-0.86244427392
ACH-001374,-1.02357843358
ACH-001375,-0.504292770252
ACH-001377,-0.46738433419500003
ACH-001380,-0.6873346062219999
ACH-001391,-0.598559326448
ACH-001407,-0.46425578595399997
ACH-001408,-0.703170044182
ACH-001413,-0.866820948588
ACH-001430,-0.630215914776
ACH-001431,-0.621967383855
ACH-001450,-1.33517333448
ACH-001496,-1.0070099625700002
ACH-001500,-1.1811361531
ACH-001521,-0.649342996578
ACH-001523,-0.855346441855
ACH-001532,-0.895582953101
ACH-001536,-0.898526071764
ACH-001550,-0.777173270115
ACH-001552,-0.37597551311099997
ACH-001554,-0.49248730056900003
ACH-001645,-0.79359131182
ACH-001654,-0.32798177806
ACH-001715,-1.21268954135
ACH-001735,-0.496357952616
ACH-001736,-0.223753171559
ACH-001737,-0.6830932757960001
ACH-001740,-0.40453413633
ACH-001745,-0.575021972302
ACH-001750,-1.0123000284700001
ACH-001765,-1.07315779545
ACH-001956,-0.907983662042
ACH-001957,-0.456458459991
