,QSOX2 (169714)
ACH-000004,-0.0637843733507
ACH-000007,-0.447055681022
ACH-000009,-0.204410384448
ACH-000011,-0.113898303124
ACH-000012,-0.198383915004
ACH-000013,-0.287016494957
ACH-000014,-0.20372752732000002
ACH-000015,-0.0540379454447
ACH-000017,-0.124214575619
ACH-000018,-0.343604377813
ACH-000019,-0.35687390889
ACH-000021,-0.152934699521
ACH-000022,-0.232311843339
ACH-000025,-0.0100571221185
ACH-000028,-0.123794411533
ACH-000030,-0.17264797822900002
ACH-000035,0.0604769933314
ACH-000036,-0.24442634574000002
ACH-000037,0.0425961845269
ACH-000039,0.06975493774019999
ACH-000040,-0.195684710364
ACH-000041,-0.38457868350900004
ACH-000042,-0.228930267397
ACH-000045,0.0263448367063
ACH-000047,-0.248825157482
ACH-000052,0.14505046770500002
ACH-000053,-0.119844477996
ACH-000054,-0.095540737182
ACH-000055,-0.11322181965299999
ACH-000060,-0.405107925291
ACH-000067,-0.262968993915
ACH-000070,-0.00686241500396
ACH-000075,-0.09691282909679999
ACH-000078,-0.0806879400054
ACH-000082,-0.11653386918299999
ACH-000085,-0.11125196105799999
ACH-000086,-0.210683674986
ACH-000087,-0.0967805526984
ACH-000092,-0.158860668457
ACH-000095,-0.170149328468
ACH-000097,-0.257303142298
ACH-000098,-0.07572041418389999
ACH-000099,-0.261159259417
ACH-000108,-0.247149227247
ACH-000113,-0.0798095468315
ACH-000115,-0.15193926034000002
ACH-000116,-0.29231893521499996
ACH-000118,-0.104482466886
ACH-000120,-0.208003711024
ACH-000123,-0.122930722075
ACH-000127,-0.137608179558
ACH-000128,-0.18205922976599997
ACH-000132,-0.0876276259743
ACH-000133,-0.0410197858501
ACH-000137,-0.0692921504886
ACH-000138,-0.164960929367
ACH-000142,-0.021062481256900002
ACH-000143,-0.252239526043
ACH-000146,-0.048371471381
ACH-000148,-0.26635739283000004
ACH-000150,-0.20417101127099999
ACH-000152,-0.320026580907
ACH-000153,0.0672371886925
ACH-000159,-0.17207223317499998
ACH-000160,-0.294393729587
ACH-000163,-0.309024502835
ACH-000167,-0.214588527082
ACH-000168,0.00122907945835
ACH-000169,-0.42038025120800004
ACH-000178,-0.288394719385
ACH-000182,-0.0778523301042
ACH-000183,-0.151831604481
ACH-000188,-0.22392949573600002
ACH-000189,-0.32224011455400003
ACH-000190,-0.208912970101
ACH-000198,-0.145736533754
ACH-000204,-0.184450127402
ACH-000206,-0.0428033270247
ACH-000207,-0.344305074757
ACH-000211,-0.07611624463910001
ACH-000215,-0.20345116586399997
ACH-000221,-0.0295121706172
ACH-000222,-0.357102103995
ACH-000223,-0.153437410986
ACH-000226,-0.21576260924000001
ACH-000227,-0.225140347715
ACH-000228,-0.251747898695
ACH-000231,-0.11158732716499999
ACH-000232,-0.10437359158399999
ACH-000233,-0.210435942635
ACH-000234,-0.251315492679
ACH-000235,-0.224763836679
ACH-000237,-0.312625886904
ACH-000238,-0.11584269241499999
ACH-000243,-0.135834626703
ACH-000244,-0.433164097724
ACH-000246,-0.19700914774999997
ACH-000248,0.0776441338094
ACH-000250,-0.192992423571
ACH-000251,-0.27073962119
ACH-000253,-0.144067528126
ACH-000255,-0.294068269875
ACH-000256,-0.0994903442733
ACH-000257,-0.240279039014
ACH-000258,-0.26222080915
ACH-000259,-0.128190184463
ACH-000260,-0.17360683650400002
ACH-000261,-0.161249947177
ACH-000262,-0.290060821509
ACH-000263,-0.317045874229
ACH-000264,-0.17765749924199997
ACH-000265,-0.23821312949999998
ACH-000266,-0.21598992470400002
ACH-000272,-0.213944022498
ACH-000273,-0.197317816707
ACH-000274,-0.28915623993
ACH-000277,-0.5630445098569999
ACH-000278,-0.199215868138
ACH-000279,-0.14029507250999998
ACH-000280,-0.09517235356080002
ACH-000281,-0.278626697376
ACH-000288,-0.0418454432753
ACH-000291,-0.154731421484
ACH-000293,-0.19706536364799998
ACH-000294,-0.102449614218
ACH-000295,0.0747947107001
ACH-000296,-0.0996800981315
ACH-000302,-0.12361989518
ACH-000304,-0.121054660717
ACH-000307,-0.177375326004
ACH-000308,-0.163192293301
ACH-000310,-0.327638741419
ACH-000311,-0.312543890124
ACH-000312,-0.282098863765
ACH-000315,0.0476733987975
ACH-000316,-0.251399251389
ACH-000317,-0.335358141393
ACH-000318,-0.095833011791
ACH-000319,-0.0753746847545
ACH-000320,-0.178456914188
ACH-000322,-0.33548665005
ACH-000323,-0.253965616745
ACH-000324,-0.209086498845
ACH-000329,-0.24488343710000002
ACH-000330,0.050056543925
ACH-000331,-0.345007661548
ACH-000332,-0.127235993973
ACH-000334,-0.323925924131
ACH-000335,-0.194094237467
ACH-000336,0.0257976356512
ACH-000337,-0.342891027933
ACH-000339,-0.210723171613
ACH-000341,-0.166770677627
ACH-000348,-0.200821951691
ACH-000350,-0.0650585420768
ACH-000352,-0.104525496045
ACH-000356,-0.169011316226
ACH-000361,0.0416203978001
ACH-000362,-0.050756210228900006
ACH-000363,-0.179353935627
ACH-000364,-0.272412886629
ACH-000365,-0.11507349081399999
ACH-000366,-0.140674474961
ACH-000368,-0.21614941754500003
ACH-000374,-0.140165161731
ACH-000375,0.0584873759932
ACH-000376,-0.18166292584199997
ACH-000381,-0.1873000864
ACH-000383,-0.09029185196869999
ACH-000387,-0.17255423086599997
ACH-000389,-0.323797036239
ACH-000390,-0.15230601280300002
ACH-000393,-0.376814714505
ACH-000395,-0.184520928481
ACH-000397,-0.114441894645
ACH-000401,-0.360831250248
ACH-000402,-0.165089282967
ACH-000403,-0.255266884835
ACH-000404,-0.143063715654
ACH-000406,-0.0518964931738
ACH-000407,-0.171569516043
ACH-000408,-0.006217679759569999
ACH-000410,-0.22084264914299997
ACH-000411,-0.330322398726
ACH-000414,-0.0592859820584
ACH-000415,-0.09313774597619999
ACH-000416,-0.31619922270100004
ACH-000420,-0.293509051977
ACH-000421,-0.122482446898
ACH-000424,-0.330729916552
ACH-000425,-0.146253916584
ACH-000426,-0.140082982863
ACH-000427,-0.282974822845
ACH-000433,0.25391296136999997
ACH-000436,-0.0426082861647
ACH-000444,-0.150620809923
ACH-000445,-0.0502478290791
ACH-000448,-0.22199649523
ACH-000450,-0.260294407199
ACH-000452,-0.144726707344
ACH-000454,-0.17095231831799998
ACH-000458,-0.0615061267261
ACH-000459,0.214918827991
ACH-000460,-0.0974338613155
ACH-000461,-0.18435006279199997
ACH-000463,-0.282932396418
ACH-000464,-0.175424873538
ACH-000466,-0.149539496838
ACH-000467,-0.08709487781479999
ACH-000468,-0.244755355669
ACH-000469,-0.122721241712
ACH-000470,-0.058401750260500006
ACH-000471,-0.20465339239799998
ACH-000472,-0.127832492499
ACH-000473,-0.282007195532
ACH-000475,-0.24015583786400002
ACH-000476,-0.246349775167
ACH-000477,-0.314446485963
ACH-000480,-0.147632241227
ACH-000481,-0.230477724238
ACH-000483,0.0646344897109
ACH-000484,0.142170860663
ACH-000485,-0.284869048249
ACH-000486,-0.18179391854899998
ACH-000487,-0.0391999855855
ACH-000488,-0.224079393225
ACH-000490,-0.245183972245
ACH-000491,-0.21378183595699998
ACH-000495,-0.151889988146
ACH-000496,-0.07888964107060001
ACH-000499,0.26589598235
ACH-000500,-1.11584985378
ACH-000502,-0.139268343289
ACH-000503,-0.131039644955
ACH-000505,-0.06990009123339999
ACH-000507,-0.251971871361
ACH-000510,-0.0366707749255
ACH-000511,-0.124955737068
ACH-000512,-0.139530365664
ACH-000516,-0.42959374253399996
ACH-000517,-0.26892379912500003
ACH-000518,0.045406128731699996
ACH-000520,-0.274579777218
ACH-000521,-0.0510900490323
ACH-000522,-0.180285932687
ACH-000524,-0.284612267024
ACH-000527,-0.211817242318
ACH-000528,-0.180692648518
ACH-000537,-0.24041254045899998
ACH-000541,-0.15490693578
ACH-000542,-0.214235169978
ACH-000544,-0.124775752427
ACH-000545,-0.33445849463599997
ACH-000547,0.256071067664
ACH-000548,-0.144302562353
ACH-000549,-0.257161206264
ACH-000550,-0.283653252604
ACH-000552,-0.212340457173
ACH-000556,-0.233978959929
ACH-000557,-0.184350476084
ACH-000570,-0.14479794613500002
ACH-000571,-0.041608416765300006
ACH-000573,-0.193794698348
ACH-000576,-0.233227346976
ACH-000580,-0.053659484700300006
ACH-000584,-0.0972350652341
ACH-000585,-0.32936866755399996
ACH-000588,-0.161571823528
ACH-000589,-0.168835290132
ACH-000591,-0.146908388081
ACH-000593,-0.18826429022
ACH-000600,-0.264827091895
ACH-000601,-0.27253732734499997
ACH-000604,-0.402369915963
ACH-000605,-0.08980526936730002
ACH-000606,-0.143713139625
ACH-000608,-0.120778452632
ACH-000614,-0.23538930979000003
ACH-000616,-0.12415112680700001
ACH-000618,-0.116813741235
ACH-000619,-0.4984731701899999
ACH-000620,-0.09921570958889998
ACH-000621,-0.21138656385200003
ACH-000622,-0.189906210421
ACH-000623,-0.0965528513621
ACH-000624,-0.150429623513
ACH-000627,-0.197282074506
ACH-000630,-0.08584962035319998
ACH-000632,-0.19915432008499998
ACH-000633,-0.040707788522699996
ACH-000637,-0.211947048985
ACH-000638,-0.23835393494399998
ACH-000646,0.27448018677200003
ACH-000647,-0.116952600364
ACH-000648,-0.19205694418400002
ACH-000649,-0.297134364847
ACH-000651,-0.17522385220800002
ACH-000652,-0.350753981426
ACH-000653,-0.0783354719015
ACH-000657,-0.176786452749
ACH-000658,-0.224638213244
ACH-000661,-0.0465471266844
ACH-000662,-0.36389949928000004
ACH-000663,-0.0744570762115
ACH-000665,-0.20374526779899998
ACH-000671,-0.10273701780200001
ACH-000673,-0.10516715789100001
ACH-000676,-0.132191232159
ACH-000677,-0.12285181546900001
ACH-000681,-0.100061025855
ACH-000682,-0.244894240647
ACH-000683,-0.23243615053599997
ACH-000684,-0.199117227074
ACH-000688,-0.301790855913
ACH-000693,-0.0858716050205
ACH-000694,-0.265924885586
ACH-000695,-0.08742714848649999
ACH-000696,-0.136936173739
ACH-000697,-0.41212183679700004
ACH-000699,-0.241407390251
ACH-000701,-0.44905624677100003
ACH-000706,-0.21290846959600002
ACH-000711,-0.12668782326300002
ACH-000713,-0.188375108266
ACH-000714,-0.189708769518
ACH-000718,-0.22841184868099998
ACH-000720,-0.04378210694069999
ACH-000721,-0.189172720013
ACH-000724,-0.0886070857085
ACH-000725,-0.08414444999439999
ACH-000732,-0.257808238623
ACH-000734,-0.207736131573
ACH-000735,-0.243118478516
ACH-000736,-0.037541824675199995
ACH-000738,-0.303871315285
ACH-000746,-0.055509124867
ACH-000747,-0.13970772311899998
ACH-000748,-0.14877060677200002
ACH-000753,-0.231486617045
ACH-000756,-0.275357144499
ACH-000757,-0.113576205002
ACH-000758,-0.0930461502668
ACH-000760,-0.10110531475
