,HIST1H3D (8351)
ACH-000004,0.0258847932975
ACH-000007,0.061054309618800005
ACH-000009,0.0512558012591
ACH-000011,-0.215210225548
ACH-000012,-0.0795869248627
ACH-000013,-0.198903373245
ACH-000014,-0.27131219488
ACH-000015,-0.26067789246999995
ACH-000017,-0.190329185105
ACH-000018,-0.14141945
ACH-000019,-0.356216594345
ACH-000021,-0.0643047942366
ACH-000022,-0.239201540376
ACH-000025,-0.203504890887
ACH-000028,-0.0984571011674
ACH-000030,-0.180476172997
ACH-000035,-0.463143651532
ACH-000036,-0.06622353871690001
ACH-000037,-0.15731754709
ACH-000039,-0.39759737853699995
ACH-000040,-0.590278957139
ACH-000041,-0.136175278411
ACH-000042,-0.140342743935
ACH-000045,-0.141439225721
ACH-000047,-0.0395059124935
ACH-000052,-0.5070194578399999
ACH-000053,-0.065724067454
ACH-000054,-0.05950205783419999
ACH-000055,-0.118215354727
ACH-000060,-0.29820622516600004
ACH-000067,-0.24559475912300002
ACH-000070,-0.266315402294
ACH-000075,-0.119690603792
ACH-000078,-0.236596803119
ACH-000082,-0.319989071191
ACH-000085,-0.383131188119
ACH-000086,-0.428314322179
ACH-000087,-0.0893517694757
ACH-000092,-0.173674390213
ACH-000095,-0.361484152588
ACH-000097,-0.152815438032
ACH-000098,-0.329513601409
ACH-000099,-0.0682774813919
ACH-000108,-0.11348062028799999
ACH-000113,-0.392666266117
ACH-000115,-0.613108753324
ACH-000116,-0.101118101731
ACH-000118,-0.128301235693
ACH-000120,-0.238630984008
ACH-000123,-0.23271189718000002
ACH-000127,-0.18953929023899999
ACH-000128,-0.435939993652
ACH-000132,-0.292898051048
ACH-000133,-0.18879171982
ACH-000137,-0.46010123462200003
ACH-000138,-0.168863662832
ACH-000142,-0.390086805074
ACH-000143,-0.138416504397
ACH-000146,-0.218283536791
ACH-000148,-0.119682494909
ACH-000150,-0.296327725977
ACH-000152,-0.403906654486
ACH-000153,-0.30890612264600004
ACH-000159,-0.18002096395
ACH-000160,-0.155526249497
ACH-000163,-0.196142243399
ACH-000167,-0.350057798262
ACH-000168,-0.381362769186
ACH-000169,-0.21829972162900002
ACH-000178,-0.24168568228
ACH-000182,-0.19668255202999999
