,KIF5A (3798)
ACH-000004,0.0192106834689
ACH-000007,-0.026364081193200002
ACH-000009,-0.23678531819899998
ACH-000011,0.005592866785439999
ACH-000012,-0.194891679663
ACH-000013,-0.14895684978
ACH-000014,-0.104659294343
ACH-000015,-0.251355200677
ACH-000017,-0.0530156831775
ACH-000018,-0.052436207059699994
ACH-000019,0.0131627039104
ACH-000021,-0.300176243313
ACH-000022,0.00139522064251
ACH-000025,-0.330975812787
ACH-000028,-0.0948679910596
ACH-000030,-0.145689787261
ACH-000035,-0.307038640513
ACH-000036,0.0512718145156
ACH-000037,-0.637454947766
ACH-000039,-0.283817869085
ACH-000040,-0.09957525668560001
ACH-000041,-0.322822714563
ACH-000042,-0.281633603829
ACH-000045,-0.08492793667950001
ACH-000047,-0.153707433973
ACH-000052,-0.135935507889
ACH-000053,-0.0191206980384
ACH-000054,-0.0965792332026
ACH-000055,-0.144597194274
ACH-000060,0.00018865171556500001
ACH-000067,-0.18626734242100002
ACH-000070,-0.165975284559
ACH-000075,-0.036200973879199995
ACH-000078,-0.0744377796063
ACH-000082,-0.34446778154700003
ACH-000085,-0.201119828044
ACH-000086,-0.290071427622
ACH-000087,-0.0033032520597
ACH-000092,-0.114742957213
ACH-000095,-0.0375364319841
ACH-000097,-0.11764107894300001
ACH-000098,0.0848400303035
ACH-000099,-0.18083844026999998
ACH-000108,-0.0180881509215
ACH-000113,-0.0978127041513
ACH-000115,-0.162723042027
ACH-000116,-0.0155226508399
ACH-000118,-0.222159331776
ACH-000120,0.107480254964
ACH-000123,-0.193377323657
ACH-000127,-0.144919869064
ACH-000128,-0.176061051759
ACH-000132,0.09934135966939998
ACH-000133,-0.301206627861
ACH-000137,0.013537940430000001
ACH-000138,-0.372948089719
ACH-000142,0.0273453126137
ACH-000143,-0.0745888502399
ACH-000146,-0.111244837311
ACH-000148,-0.250627083093
ACH-000150,-0.366173213191
ACH-000152,-0.191094024088
ACH-000153,-0.333886539679
ACH-000159,-0.04062987413519999
ACH-000160,-0.308364829736
ACH-000163,-0.12154289018400001
ACH-000167,-0.306235595935
ACH-000168,0.146914508699
ACH-000169,-0.125035106191
ACH-000178,-0.0367628007441
ACH-000182,-0.223062946118
ACH-000183,-0.145198078259
ACH-000188,-0.054842353436199996
ACH-000189,-0.0746628544698
ACH-000190,-0.142334231212
ACH-000198,-0.132238074079
