,XKR6 (286046)
ACH-000004,-0.06409965279299999
ACH-000007,0.0292001898599
ACH-000009,-0.11755689999000002
ACH-000011,-0.023303294221299998
ACH-000012,0.006085081803399999
ACH-000013,0.130404424916
ACH-000014,-0.0026727246078200005
ACH-000015,0.08372397824810002
ACH-000017,0.058688598069599994
ACH-000018,0.109740450932
ACH-000019,-0.552878470781
ACH-000021,0.17650517073600003
ACH-000022,-0.09618615527
ACH-000025,-0.06446929697930001
ACH-000028,-0.08062798487810001
ACH-000030,-0.0074374961731999995
ACH-000035,0.0155279304406
ACH-000036,-0.0530847567834
ACH-000037,-0.016021778923
ACH-000039,-0.0110352130378
ACH-000040,0.127160190403
ACH-000041,0.0028352804109099995
ACH-000042,-0.044847682001800004
ACH-000045,-0.07816862583430001
ACH-000047,-0.00783454966432
ACH-000052,-0.0357509941338
ACH-000053,-0.020020416905599997
ACH-000054,0.0444997897305
ACH-000055,0.0158733405628
ACH-000060,-0.19645902696400003
ACH-000067,0.17746861110599998
ACH-000070,-0.137697904821
ACH-000075,0.179217635194
ACH-000078,-0.11537907681199999
ACH-000082,-0.146483251212
ACH-000085,-0.0998659139325
ACH-000086,-0.0270337441868
ACH-000087,0.26893743458299996
ACH-000092,-0.00627858616884
ACH-000095,0.143181856897
ACH-000097,-0.158975553827
ACH-000098,0.00916442894605
ACH-000099,-0.0472591715044
ACH-000108,0.123817658627
ACH-000113,-0.018891722646
ACH-000115,-0.178540340297
ACH-000116,0.0719261617466
ACH-000118,-0.050364257702900005
ACH-000120,0.052694158015099996
ACH-000123,0.08395645843969998
ACH-000127,0.0554344450024
ACH-000128,0.141318712408
ACH-000132,-0.0569918521354
ACH-000133,0.039284510783699995
ACH-000137,-0.167700933144
ACH-000138,0.013254183590299999
ACH-000142,0.24552014945999998
ACH-000143,-0.15692805297700002
ACH-000146,-0.061226727357800007
ACH-000148,0.136651528317
ACH-000150,-0.149624792174
ACH-000152,-0.0721801555757
ACH-000153,-0.24672539336899998
ACH-000159,0.016477301369
ACH-000160,0.04639267363130001
ACH-000163,-0.133496653995
ACH-000167,-0.230775116505
ACH-000168,-0.054986806632099997
ACH-000169,-0.07022657966130001
ACH-000178,-0.165295506865
ACH-000182,0.039314586471300005
ACH-000183,0.040887820198599996
ACH-000188,-0.119301568086
ACH-000189,-0.17887024633499998
ACH-000190,0.137565050638
ACH-000198,-0.00864351395751
ACH-000204,0.22699450936700002
ACH-000206,-0.33892314833000003
ACH-000207,-0.0496165774219
ACH-000211,-0.0689453535525
ACH-000215,-0.00836745481338
ACH-000221,0.06985611958980001
ACH-000222,0.20176629752099998
ACH-000223,0.100074642062
ACH-000226,0.0293841115718
ACH-000227,0.152438941633
ACH-000228,-0.058350852938800005
ACH-000231,0.0172217613534
ACH-000232,-0.0254379737498
ACH-000233,-0.0771796472587
ACH-000234,-0.011034642663100001
ACH-000235,-0.0518018620294
ACH-000237,-0.145364760667
ACH-000238,-0.06740822812530001
ACH-000243,-0.300520207857
ACH-000244,-0.169440473712
ACH-000246,-0.10367824228900001
ACH-000248,-0.0158496976674
ACH-000250,-0.0388641288239
ACH-000251,0.101234647406
ACH-000253,0.053588454692699995
ACH-000255,0.09377120282680002
ACH-000256,-0.00293125985695
ACH-000257,-0.11571171834
ACH-000258,-0.150356985844
ACH-000259,-0.00206510525201
ACH-000260,-0.09508839007549999
ACH-000261,-0.0195406680492
ACH-000262,-0.062133895045600004
ACH-000263,-0.379555743284
ACH-000264,0.0377203236344
ACH-000265,0.0029950611647300003
ACH-000266,0.0145748811199
ACH-000272,0.0911010875262
ACH-000273,0.15711677101500002
ACH-000274,-0.020925442970200003
ACH-000277,-0.18209088360300002
ACH-000278,0.0495758895854
ACH-000279,0.13804257248500001
ACH-000280,-0.048987228898900004
ACH-000281,0.0198805835899
ACH-000288,0.042203675722799996
ACH-000291,-0.049603643424800004
ACH-000293,0.21978906067099999
ACH-000294,0.0070690617005
ACH-000295,0.1404761338
ACH-000296,-0.116614162783
ACH-000302,0.0529114082729
