,COX17 (10063)
ACH-000004,-0.7621230468440001
ACH-000007,-0.8253910413150001
ACH-000009,-0.9502790186679999
ACH-000011,-0.667675972043
ACH-000012,-0.96840960588
ACH-000013,-0.7257656527069999
ACH-000014,-1.12082560362
ACH-000015,-0.832739686182
ACH-000017,-0.691693540078
ACH-000018,-0.833727397158
ACH-000019,-1.08301206449
ACH-000021,-0.870700465791
ACH-000022,-0.616084700832
ACH-000025,-1.00366434761
ACH-000028,-0.8422862634010001
ACH-000030,-1.02508618351
ACH-000035,-0.870190270985
ACH-000036,-0.46464294161499997
ACH-000037,-0.47052743175800005
ACH-000039,-1.26358622826
ACH-000040,-0.90692963338
ACH-000041,-1.0444960432700001
ACH-000042,-0.7121680271619999
ACH-000045,-0.8364700543729999
ACH-000047,-0.939862695246
ACH-000052,-0.577731596839
ACH-000053,-0.762515173784
ACH-000054,-0.823182147915
ACH-000055,-0.47231526254199996
ACH-000060,-0.987607091118
ACH-000067,-0.999661303326
ACH-000070,-1.05854506717
ACH-000075,-1.11915987669
ACH-000078,-1.0518136781799998
ACH-000082,-0.865246518834
ACH-000085,-0.384261576185
ACH-000086,-0.997023238036
ACH-000087,-0.799954106044
ACH-000092,-0.731809945492
ACH-000095,-0.7981959331039999
ACH-000097,-0.73390936302
ACH-000098,-0.612242914972
ACH-000099,-0.926266330342
ACH-000108,-0.733812411736
ACH-000113,-1.02299764285
ACH-000115,-0.689826192085
ACH-000116,-0.789304101884
ACH-000118,-0.984155488675
ACH-000120,-0.746275923982
ACH-000123,-0.768924405803
ACH-000127,-0.900518564218
ACH-000128,-1.30224097763
ACH-000132,-1.08129715857
ACH-000133,-0.7661249375749999
ACH-000137,-0.7803743499429999
ACH-000138,-0.9105431889210001
ACH-000142,-0.635533381322
ACH-000143,-0.9534185605
ACH-000146,-1.0083601711499999
ACH-000148,-0.7068582167120001
ACH-000150,-0.875284423994
ACH-000152,-0.966181339002
ACH-000153,-0.521760362959
ACH-000159,-0.893470602304
ACH-000160,-1.02047379954
ACH-000163,-0.717769660104
ACH-000167,-0.758781211207
ACH-000168,-0.63343039794
ACH-000169,-0.709666240682
ACH-000178,-0.94787442582
ACH-000182,-1.01716104766
ACH-000183,-0.767555238322
ACH-000188,-0.639212952309
ACH-000189,-0.437201015151
ACH-000190,-0.9634827732250001
ACH-000198,-0.9784748664830001
ACH-000204,-0.784429828744
ACH-000206,-0.98536128365
ACH-000207,-0.929155146204
ACH-000211,-0.773070603009
ACH-000215,-0.880422798493
ACH-000221,-1.0470714165700001
ACH-000222,-0.7596710570890001
ACH-000223,-0.550332661906
ACH-000226,-1.0155131741399999
ACH-000227,-1.0467308841299998
ACH-000228,-0.9896982472600001
ACH-000231,-0.649069317735
ACH-000232,-0.849718097817
ACH-000233,-0.8816214441069999
ACH-000234,-0.678727317066
ACH-000235,-0.927282401718
ACH-000237,-0.7371368468009999
ACH-000238,-0.649208149578
ACH-000243,-0.640629008261
ACH-000244,-0.48461100196400003
ACH-000246,-0.992405753408
ACH-000248,-0.9246513111660001
ACH-000250,-0.577081102178
ACH-000251,-0.925225935795
ACH-000253,-0.9155095087109999
ACH-000255,-0.9685538049369999
ACH-000256,-0.776011793842
ACH-000257,-0.298588305918
ACH-000258,-0.832157836884
ACH-000259,-0.95544872984
ACH-000260,-0.939643441106
ACH-000261,-0.655486301063
ACH-000262,-0.88821070719
ACH-000263,-0.620631925703
ACH-000264,-0.7399063658830001
ACH-000265,-0.868487883713
ACH-000266,-0.765686062769
ACH-000272,-0.8264699904809999
ACH-000273,-0.881836035589
ACH-000274,-0.838118622903
ACH-000277,-1.0170413517799999
ACH-000278,-0.813597163821
ACH-000279,-0.9933398998459999
ACH-000280,-0.846466955906
ACH-000281,-0.5814934743060001
ACH-000288,-0.8100498874619999
ACH-000291,-0.788345587184
ACH-000293,-0.88620824844
ACH-000294,-0.858986644403
ACH-000295,-0.792612035819
ACH-000296,-1.0588481873
ACH-000302,-0.8157362317360001
ACH-000304,-1.33579968791
ACH-000307,-0.88318057719
ACH-000308,-0.906649088202
ACH-000310,-1.02754621073
ACH-000311,-0.861883812328
ACH-000312,-0.9012514293200001
ACH-000315,-0.806004464954
ACH-000316,-0.514311353842
ACH-000317,-1.3489700352200003
ACH-000318,-0.815228212002
ACH-000319,-0.795925708236
ACH-000320,-0.655893824639
ACH-000322,-1.0063707745100001
ACH-000323,-0.9088032013160001
ACH-000324,-0.55107061945
ACH-000329,-1.09353935676
ACH-000330,-0.8761718284029999
ACH-000331,-0.748987821384
ACH-000332,-0.56007412472
ACH-000334,-1.24917998805
ACH-000335,-1.02048083673
ACH-000336,-0.8882291859370001
ACH-000337,-0.780943127657
ACH-000339,-1.15170338114
ACH-000341,-0.9622768240590001
ACH-000348,-0.966119259403
ACH-000350,-0.9010654750049999
ACH-000352,-1.15786975652
ACH-000356,-0.8123439486120001
ACH-000361,-1.01694164906
ACH-000362,-0.9769253554459999
ACH-000363,-0.873968184983
ACH-000364,-0.8463180209729999
ACH-000365,-1.06446846586
ACH-000366,-0.768853649676
ACH-000368,-0.9505715560770001
ACH-000374,-0.83241028977
ACH-000375,-0.801277541091
ACH-000376,-1.26839314579
ACH-000381,-0.611522688381
ACH-000383,-0.968143785009
ACH-000387,-0.815182730636
ACH-000389,-0.698160047104
ACH-000390,-1.10957633734
ACH-000393,-0.9408178530920001
ACH-000395,-1.13089256065
ACH-000397,-0.606011971062
ACH-000401,-1.30209063508
ACH-000402,-1.00270185331
ACH-000403,-0.828700882826
ACH-000404,-0.8163172850370001
ACH-000406,-0.959536142674
ACH-000407,-0.8189146065549999
ACH-000408,-0.974199585672
ACH-000410,-1.01375165206
ACH-000411,-0.680985685369
ACH-000414,-0.758302902684
ACH-000415,-0.7587680725910001
ACH-000416,-0.81233215362
ACH-000420,-0.994336873574
ACH-000421,-0.7642698413660001
ACH-000424,-0.962290885151
ACH-000425,-1.00562810988
ACH-000426,-0.842338402584
ACH-000427,-1.0886024424299998
ACH-000433,-0.773141526957
ACH-000436,-0.49955061431599995
ACH-000444,-1.10806435118
ACH-000445,-0.486642717775
ACH-000448,-0.712605383022
ACH-000450,-0.9603524178309999
ACH-000452,-0.788787559533
ACH-000454,-1.19058627125
ACH-000458,-0.8237444329420001
ACH-000459,-1.49621459727
ACH-000460,-1.03294726445
ACH-000461,-0.973791197844
ACH-000463,-0.797157543424
ACH-000464,-0.690684909628
ACH-000466,-0.493978223939
ACH-000467,-0.8046337953720001
ACH-000468,-0.705810919671
ACH-000469,-0.8707552236239999
ACH-000470,-0.840079720258
ACH-000471,-0.459870788323
ACH-000472,-0.794597461339
ACH-000473,-0.800169228838
ACH-000475,-0.9097096131229999
ACH-000476,-1.1557431224899999
ACH-000477,-1.15064545996
ACH-000480,-0.720070646028
ACH-000481,-0.923601358473
ACH-000483,-0.8042069650239999
ACH-000484,-0.740736717389
ACH-000485,-0.754086906729
ACH-000486,-0.8167602170780001
ACH-000487,-0.8226661862379999
ACH-000488,-0.8955373205380001
ACH-000490,-0.828485424251
ACH-000491,-0.822292671277
ACH-000495,-0.7669581217389999
ACH-000496,-0.937145699935
ACH-000499,-0.8671194045020001
ACH-000500,-0.964234926135
ACH-000502,-0.674415205941
ACH-000503,-0.8194114447290001
ACH-000505,-0.8026276381640001
ACH-000507,-0.624499717907
ACH-000510,-0.7930054846439999
ACH-000511,-0.631177646156
ACH-000512,-1.03530428333
ACH-000516,-0.6141840654649999
ACH-000517,-0.686298604873
ACH-000518,-0.9077972918610001
ACH-000520,-0.604173255858
ACH-000521,-0.9086234195730001
ACH-000522,-1.0135386991700002
ACH-000524,-0.6984065967199999
ACH-000527,-0.687204965915
ACH-000528,-1.29204160936
ACH-000537,-0.813482898222
ACH-000541,-0.484509946039
ACH-000542,-0.819401543494
ACH-000544,-0.8467562289749999
ACH-000545,-0.9046855607879999
ACH-000547,-0.544596880893
ACH-000548,-0.805671484386
ACH-000549,-1.28544454435
ACH-000550,-0.69370596794
ACH-000552,-1.02207992838
ACH-000556,-1.12735666237
ACH-000557,-1.09842161013
ACH-000570,-0.751889692334
ACH-000571,-0.903595992466
ACH-000573,-0.975480060038
ACH-000576,-0.711127049339
ACH-000580,-0.940913260555
ACH-000584,-1.04738668503
ACH-000585,-0.84043351349
ACH-000588,-0.941793654652
ACH-000589,-0.9107964323309999
ACH-000591,-0.977918403528
ACH-000593,-0.9957799072969999
ACH-000600,-0.880725617174
ACH-000601,-0.9318312540889999
ACH-000604,-0.789825562656
ACH-000605,-1.1157449155799999
ACH-000606,-0.790280379499
ACH-000608,-0.586449254919
ACH-000614,-1.1336597625799998
ACH-000616,-0.5976018853899999
ACH-000618,-1.1765828463099999
ACH-000619,-0.900463707546
ACH-000620,-0.865501543788
ACH-000621,-0.682994769513
ACH-000622,-0.715400878546
ACH-000623,-0.718718684059
ACH-000624,-0.890547547883
ACH-000627,-0.7080889911689999
ACH-000630,-0.638467857859
ACH-000632,-0.842343225428
ACH-000633,-1.06673536963
ACH-000637,-1.00841953905
ACH-000638,-0.745962407829
ACH-000646,-0.5789279731270001
ACH-000647,-0.947195642595
ACH-000648,-1.20678304955
ACH-000649,-0.697270637044
ACH-000651,-1.02679128462
ACH-000652,-0.489024473593
ACH-000653,-1.02682211715
