,ACVRL1 (94)
ACH-000004,-0.093191316463
ACH-000007,0.10280575316500001
ACH-000009,0.145969633569
ACH-000011,0.204681350239
ACH-000012,-0.00103740736322
ACH-000013,0.0202246379658
ACH-000014,0.031596978514099996
ACH-000015,0.00550726406319
ACH-000017,0.182179473485
ACH-000018,0.0673185999464
ACH-000019,0.00806287386724
ACH-000021,-0.148375676342
ACH-000022,0.147640197103
ACH-000025,-0.223808466931
ACH-000028,-0.0019525824879499999
ACH-000030,-0.0356552049733
ACH-000035,-0.0369309260124
ACH-000036,0.22110676160599999
ACH-000037,-0.049271813466699996
ACH-000039,-0.116127152917
ACH-000040,0.14051845427999998
ACH-000041,0.0321943795797
ACH-000042,0.166881797585
ACH-000045,0.0448278371076
ACH-000047,-0.0708816476643
ACH-000052,0.08424130652439998
ACH-000053,0.00210346409357
ACH-000054,0.121915165755
ACH-000055,0.0997419391882
ACH-000060,0.26540230904
ACH-000067,-0.0502463689465
ACH-000070,0.28709804435499997
ACH-000075,-0.0701131053186
ACH-000078,-0.042286267623100005
ACH-000082,0.179795070508
ACH-000085,0.00316616012119
ACH-000086,0.048594268959499996
ACH-000087,-0.15350186652
ACH-000092,0.105641368373
ACH-000095,-0.0665970475636
ACH-000097,0.120306798058
ACH-000098,0.110078945093
ACH-000099,-0.0147384201158
ACH-000108,0.17196822552700003
ACH-000113,-0.077158476963
ACH-000115,0.0813018104182
ACH-000116,0.19497926926399997
ACH-000118,-0.012074693798
ACH-000120,-0.19603390904399998
ACH-000123,-0.184410088653
ACH-000127,0.0116708731337
ACH-000128,-0.070125801944
ACH-000132,0.25726150291
ACH-000133,0.0480185150592
ACH-000137,0.0550121231427
ACH-000138,0.0007690582539249999
ACH-000142,0.116795697674
ACH-000143,0.058496474237900005
ACH-000146,0.061701004200099996
ACH-000148,0.0600409175304
ACH-000150,0.089595039642
ACH-000152,0.17272679484700001
ACH-000153,0.08844468399939999
ACH-000159,0.14280945876499998
ACH-000160,0.06781631000659999
ACH-000163,0.023141441737299998
ACH-000167,-0.123557502722
ACH-000168,0.156505690105
ACH-000169,0.0150868100303
ACH-000178,-0.00916750579207
ACH-000182,0.0190396501417
ACH-000183,-0.054830056556699994
ACH-000188,0.09054368695760001
ACH-000189,-0.175248489091
ACH-000190,0.255736233877
ACH-000198,-0.0471524914095
ACH-000204,0.14501500167099998
ACH-000206,0.158679074503
ACH-000207,-0.42466967485699997
ACH-000211,0.21839692495000002
ACH-000215,0.128609940004
ACH-000221,0.044709008135
ACH-000222,0.159197109303
ACH-000223,0.111378165943
ACH-000226,0.032288682799400004
ACH-000227,-0.0799269150292
ACH-000228,-0.11042010760500001
ACH-000231,0.095084014701
ACH-000232,0.0118125589979
ACH-000233,0.108354681984
ACH-000234,0.07858636356089999
ACH-000235,0.00708553503059
