,ASTL (431705)
ACH-000004,-0.0219296984906
ACH-000007,0.0302276900477
ACH-000009,-0.100188540186
ACH-000011,-0.137045792019
ACH-000012,-0.15581168786900002
ACH-000013,-0.22257389535
ACH-000014,-0.011678310548
ACH-000015,-0.286952516394
ACH-000017,0.130245580483
ACH-000018,-0.348489987754
ACH-000019,0.021754301746099998
ACH-000021,-0.0500786990629
ACH-000022,-0.0387095955816
ACH-000025,-0.127727038218
ACH-000028,-0.0991832143541
ACH-000030,-0.170445285484
ACH-000035,-0.244657657839
ACH-000036,-0.19314835714
ACH-000037,-0.21337672975900002
ACH-000039,0.0999358418977
ACH-000040,-0.142047022066
ACH-000041,-0.0163436571145
ACH-000042,-0.027543003706799997
ACH-000045,-0.07764260367989999
ACH-000047,-0.21754840341899997
ACH-000052,-0.264180209102
ACH-000053,-0.12468221417000001
ACH-000054,0.0245107206539
ACH-000055,0.217362508882
ACH-000060,-0.153481235858
ACH-000067,-0.13291242403200001
ACH-000070,-0.170126408668
ACH-000075,-0.20078899204599998
ACH-000078,-0.014453730091799998
ACH-000082,-0.115519964877
ACH-000085,-0.12379845445399999
ACH-000086,-0.0196133193711
ACH-000087,0.0168416952237
ACH-000092,-0.19169811540800002
ACH-000095,-0.0795393694245
ACH-000097,-0.120189708312
ACH-000098,-0.325193503647
ACH-000099,-0.034244850514599995
ACH-000108,-0.0267599544105
ACH-000113,0.0226265756429
ACH-000115,-0.07757723172280001
ACH-000116,-0.16966979785999997
ACH-000118,-0.11937559574
ACH-000120,-0.0429669601549
ACH-000123,-0.165185756785
ACH-000127,-0.0789317279972
ACH-000128,-0.137425371752
ACH-000132,0.031230549126499998
ACH-000133,-0.366865531426
ACH-000137,-0.252812053884
ACH-000138,0.070215901175
ACH-000142,0.07881246548160001
ACH-000143,0.08483752502460001
ACH-000146,-0.0481973601611
ACH-000148,-0.170126728568
ACH-000150,-0.119589100658
ACH-000152,-0.060834962381300005
ACH-000153,0.0147723047236
ACH-000159,-0.127103100602
ACH-000160,0.016607122137
ACH-000163,-0.104721380416
ACH-000167,-0.000786504065262
ACH-000168,-0.00566590658248
ACH-000169,-0.057983311022100005
ACH-000178,-0.030057908932400002
ACH-000182,-0.162845210294
ACH-000183,-0.166793655194
ACH-000188,0.113104881054
ACH-000189,0.030161501609799996
ACH-000190,-0.0965341533728
ACH-000198,-0.06720205611050001
ACH-000204,-0.0717718757773
ACH-000206,-0.09466274068430001
ACH-000207,0.027623467201
ACH-000211,-0.126688615059
ACH-000215,-0.0857532566172
ACH-000221,-0.471764095316
ACH-000222,-0.17555048701200002
ACH-000223,-0.195448665941
ACH-000226,-0.176046751682
ACH-000227,0.0911266928216
ACH-000228,-0.246828433722
ACH-000231,-0.221556858428
ACH-000232,-0.0290337541624
ACH-000233,-0.235017770983
ACH-000234,-0.053387734687099994
ACH-000235,-0.08782865931060001
ACH-000237,-0.0897235747714
ACH-000238,0.112730217567
ACH-000243,-0.027636462001400002
ACH-000244,0.14929061666500001
ACH-000246,-0.206408513133
ACH-000248,-0.204345893008
ACH-000250,-0.226649474597
ACH-000251,-0.150410036084
ACH-000253,-0.122491740012
ACH-000255,-0.324172215856
ACH-000256,-0.300939822153
ACH-000257,-0.0716712598865
ACH-000258,-0.0919759881064
ACH-000259,-0.0428558841035
ACH-000260,-0.135187538783
ACH-000261,-0.0634715787997
ACH-000262,-0.011015956677999999
ACH-000263,0.04896130838769999
ACH-000264,0.0328536111535
ACH-000265,-0.16612037179199998
ACH-000266,-0.0144841871707
ACH-000272,-0.126665879547
ACH-000273,0.042442541922000004
ACH-000274,-0.07578184480769999
ACH-000277,-0.047415986772099995
ACH-000278,-0.116504110737
ACH-000279,0.00201447965462
ACH-000280,-0.185804995773
ACH-000281,0.007527681364399999
ACH-000288,-0.0637447706606
ACH-000291,-0.10669158406899999
ACH-000293,-0.147917288369
ACH-000294,-0.152880864743
ACH-000295,0.050205488262099994
ACH-000296,0.061763427424999996
ACH-000302,-0.16003936732899998
ACH-000304,-0.316829417501
ACH-000307,-0.208433366199
ACH-000308,-0.11775315283099999
ACH-000310,0.103615625678
ACH-000311,-0.0159262870802
ACH-000312,0.050440391427600005
ACH-000315,-0.369375347544
ACH-000316,-0.124300157651
ACH-000317,-0.0265492947456
ACH-000318,0.020473238758
ACH-000319,-0.08881584608830001
ACH-000320,0.0382550108084
ACH-000322,-0.135965846842
ACH-000323,-0.132194939657
ACH-000324,-0.027914153451000002
ACH-000329,-0.12213162095
ACH-000330,-0.21314698235500001
ACH-000331,0.0011149496861600002
ACH-000332,0.125064642246
ACH-000334,-0.0637450473601
ACH-000335,0.000237150197133
ACH-000336,-0.585088822009
ACH-000337,-0.051097032174199995
ACH-000339,-0.0877613521542
ACH-000341,-0.19847911857099998
ACH-000348,-0.028467410757400002
ACH-000350,0.0429574277259
ACH-000352,-0.142379556403
ACH-000356,-0.0534079132134
ACH-000361,-0.10769041355
ACH-000362,-0.207968336364
ACH-000363,0.06492746329230001
ACH-000364,-0.200276760047
ACH-000365,-0.209442932027
ACH-000366,0.0699474902552
ACH-000368,-0.0507807109217
ACH-000374,-0.19050321848700003
ACH-000375,-0.34189675006
ACH-000376,0.00838483246013
ACH-000381,-0.343639132738
ACH-000383,-0.041997474773000004
ACH-000387,-0.302257190211
ACH-000389,-0.295030478256
ACH-000390,-0.193249544696
ACH-000393,-0.19518487688
ACH-000395,0.00412690633116
ACH-000397,-0.07561196648639999
ACH-000401,-0.0385678631233
ACH-000402,-0.261209994898
ACH-000403,0.0343482635625
ACH-000404,-0.34432855188600003
ACH-000406,-0.144610072758
ACH-000407,-0.273505871045
ACH-000408,-0.159983760407
ACH-000410,-0.06023274913
ACH-000411,-0.0738985941268
ACH-000414,0.09220759563410001
ACH-000415,-0.228730492121
ACH-000416,-0.0785386175454
ACH-000420,-0.132405181435
ACH-000421,-0.17599686532000003
ACH-000424,-0.37408226782399995
ACH-000425,-0.12324218066400001
ACH-000426,-0.196728534854
ACH-000427,-0.188983179428
ACH-000433,-0.262200727724
ACH-000436,-0.21042088032900003
ACH-000444,-0.111855544331
ACH-000445,-0.14391210071
ACH-000448,-0.022069894922700003
ACH-000450,-0.164723335842
ACH-000452,0.00421970826309
ACH-000454,-0.231117013112
ACH-000458,-0.139480749312
ACH-000459,-0.191266521404
ACH-000460,-0.07124096492660001
ACH-000461,-0.0109749408194
ACH-000463,-0.412529539424
ACH-000464,-0.22501689391999996
ACH-000466,-0.276356947485
ACH-000467,-0.00423274504645
ACH-000468,-0.205109796108
ACH-000469,0.00192358161014
ACH-000470,-0.129401107259
ACH-000471,-0.035340020849199995
ACH-000472,-0.0987261288247
ACH-000473,-0.136425428485
ACH-000475,-0.081284964298
ACH-000476,-0.181466895353
ACH-000477,-0.18828481540300002
ACH-000480,-0.162037032708
ACH-000481,-0.12427404361199999
ACH-000483,-0.0609481449199
ACH-000484,-0.229923728026
ACH-000485,-0.199260024817
ACH-000486,-0.165382369101
ACH-000487,-0.057949269982400006
ACH-000488,0.0208674706321
ACH-000490,-0.12022372659700001
ACH-000491,-0.33790284205700005
ACH-000495,-0.36422831176
ACH-000496,-0.197426756153
ACH-000499,-0.09515647537949999
ACH-000500,0.220023260736
ACH-000502,-0.025755175727
ACH-000503,-0.30025669909200003
ACH-000505,-0.034169514509400006
ACH-000507,0.00640192887776
ACH-000510,-0.26637216199200003
ACH-000511,-0.0337720161114
ACH-000512,-0.20331111498799997
ACH-000516,-0.0620560616349
ACH-000517,-0.0392303175186
ACH-000518,-0.103262729282
ACH-000520,-0.09595899602010001
ACH-000521,-0.0488481707976
ACH-000522,-0.062128406199199994
ACH-000524,-0.101494702847
ACH-000527,0.0194026697923
ACH-000528,-0.0589154566492
ACH-000537,-0.19071617911
ACH-000541,0.20326581211800002
ACH-000542,-0.0955039039139
ACH-000544,-0.0861790925571
ACH-000545,-0.164194430944
ACH-000547,-0.359734526836
ACH-000548,0.0029172968144699995
ACH-000549,-0.40502682042099997
ACH-000550,-0.185592415548
ACH-000552,-0.11831298605900001
ACH-000556,-0.0663279051901
ACH-000557,0.05707146894230001
ACH-000570,-0.0189976296795
ACH-000571,0.0876354942997
ACH-000573,-0.038476331918000005
ACH-000576,-0.015141889685200001
ACH-000580,0.045362895235699995
ACH-000584,-0.17549802978
ACH-000585,0.124712671905
ACH-000588,-0.290214571549
ACH-000589,-0.06726122958769999
ACH-000591,0.020559899208799998
ACH-000593,0.006320328262330001
ACH-000600,-0.133978223306
ACH-000601,0.0009391191125339999
ACH-000604,0.0911806743144
ACH-000605,-0.116672765234
ACH-000606,-0.143965772272
ACH-000608,0.012707113695200003
ACH-000614,-0.193618956525
ACH-000616,-0.36310715148
ACH-000618,-0.0618454642155
ACH-000619,-0.1000466937
ACH-000620,-0.21504408020799998
ACH-000621,-0.0299464117305
ACH-000622,0.0399654655
ACH-000623,-0.23432110325199998
ACH-000624,-0.0898409409969
ACH-000627,0.0673308984463
