,AKIP1 (56672)
ACH-000004,-0.0705188983262
ACH-000007,-0.0673922547224
ACH-000009,-0.0384095291515
ACH-000011,-0.191415772258
ACH-000012,-0.22225296786499998
ACH-000013,-0.13289070511700002
ACH-000014,-0.0580853011488
ACH-000015,-0.0702184038581
ACH-000017,0.12063511718
ACH-000018,-0.0058559001045499996
ACH-000019,-0.180474013215
ACH-000021,-0.19926788709
ACH-000022,0.006315137345229999
ACH-000025,-0.167125741845
ACH-000028,-0.173362531867
ACH-000030,-0.218910139492
ACH-000035,0.0011320668476800001
ACH-000036,-0.20898321537599998
ACH-000037,0.023676252321799998
ACH-000039,-0.0184870302293
ACH-000040,-0.0856240447527
ACH-000041,-0.03964246352919999
ACH-000042,-0.156250967923
ACH-000045,0.13858913954000002
ACH-000047,-0.0887657118465
ACH-000052,0.15711673918299998
ACH-000053,-0.151161450212
ACH-000054,-0.241150310376
ACH-000055,0.0457071325586
ACH-000060,-0.0147631467652
ACH-000067,0.045707130648600006
ACH-000070,-0.07937048380350001
ACH-000075,-0.0260751309433
ACH-000078,-0.262286983816
ACH-000082,-0.13956560894
ACH-000085,-0.198996293113
ACH-000086,-0.10714433156
ACH-000087,-0.18637006599
ACH-000092,-0.006639443583909999
ACH-000095,-0.10584598548699999
ACH-000097,-0.170561823146
ACH-000098,-0.17837069646099998
ACH-000099,-0.273694516085
ACH-000108,-0.021361345260099997
ACH-000113,0.008365177390130001
ACH-000115,-0.00132824537963
ACH-000116,-0.0244728961178
ACH-000118,0.0005695603991490001
ACH-000120,-0.031543622126
ACH-000123,-0.037967585928
ACH-000127,-0.154697387472
ACH-000128,-0.182082332447
ACH-000132,-0.0984859995178
ACH-000133,-0.09457587165819999
ACH-000137,-0.020296759825099996
ACH-000138,-0.110153458016
ACH-000142,-0.167365022687
ACH-000143,-0.153183013231
ACH-000146,0.041438713064900004
ACH-000148,-0.190499143708
ACH-000150,-0.0740020408954
ACH-000152,-0.19463721944899998
ACH-000153,0.091672394998
ACH-000159,-0.22807378448
ACH-000160,0.0641381790767
ACH-000163,-0.167607489086
ACH-000167,0.0748832033891
ACH-000168,-0.155040242291
ACH-000169,-0.399314065505
ACH-000178,-0.0594939661859
ACH-000182,-0.160036573011
ACH-000183,0.0215448537399
ACH-000188,-0.100499501173
ACH-000189,-0.624367612746
ACH-000190,-0.026907006008200004
ACH-000198,-0.09473487126180001
ACH-000204,0.0681986854603
ACH-000206,-0.13665940433
ACH-000207,-0.087743233286
ACH-000211,-0.0878338969462
ACH-000215,-0.144529898927
ACH-000221,-0.0673429526124
ACH-000222,-0.23687434271
ACH-000223,-0.150334094281
ACH-000226,-0.0116875558743
ACH-000227,-0.334713905258
ACH-000228,0.057223352998
ACH-000231,-0.0397752088238
ACH-000232,-0.10116478959599999
ACH-000233,-0.0884140282513
ACH-000234,0.114610021952
ACH-000235,-0.13392693656500002
ACH-000237,-0.0572992066805
ACH-000238,-0.028966312492299997
ACH-000243,-0.07181169183939999
ACH-000244,0.0897886673035
ACH-000246,-0.154019142482
ACH-000248,0.005627894746569999
ACH-000250,-0.08992499712410001
ACH-000251,0.0994129928566
ACH-000253,-0.17669164452599997
ACH-000255,-0.166069964002
ACH-000256,-0.165608942273
ACH-000257,-0.0770284340412
ACH-000258,-0.499080864639
ACH-000259,-0.061176858502000005
ACH-000260,-0.0772952743726
ACH-000261,-0.313844875362
ACH-000262,-0.0356725106548
ACH-000263,0.22421440744399998
ACH-000264,-0.0345253174703
ACH-000265,-0.0911523487346
ACH-000266,-0.0455569876645
ACH-000272,-0.0698882435138
ACH-000273,-0.23686300139199998
ACH-000274,-0.0363849959904
ACH-000277,0.037609537225900005
ACH-000278,-0.169775390544
ACH-000279,-0.0578211526016
ACH-000280,0.08082213073280001
ACH-000281,0.044821193367599994
ACH-000288,-0.0171692948745
ACH-000291,-0.14752838875
ACH-000293,-0.038489347527
ACH-000294,-0.0990448671852
ACH-000295,0.0385570299912
ACH-000296,0.11595850148
ACH-000302,0.0937052979843
ACH-000304,-0.206450285684
ACH-000307,-0.185625267425
ACH-000308,-0.150840644172
ACH-000310,-0.464091351831
ACH-000311,-0.0472480857454
ACH-000312,0.11688764007
ACH-000315,-0.32401636148400004
ACH-000316,-0.0406834099182
ACH-000317,0.043796408001100004
ACH-000318,-0.0273733499654
ACH-000319,-0.0784739604113
ACH-000320,0.109760219485
ACH-000322,0.0357366124312
ACH-000323,-0.17118266608600002
ACH-000324,-0.109121849987
ACH-000329,0.0351125485642
ACH-000330,0.0412737822454
ACH-000331,0.028627164616799997
ACH-000332,-0.0192522659548
ACH-000334,-0.110869385582
ACH-000335,-0.186764807511
ACH-000336,0.0020311193449
ACH-000337,-0.0894442688518
ACH-000339,-0.0972145243924
ACH-000341,-0.23957010101300003
ACH-000348,-0.115683306364
ACH-000350,-0.0161769905834
ACH-000352,0.08522782392719999
ACH-000356,-0.166374724778
ACH-000361,-0.126894462181
ACH-000362,0.0196917569387
ACH-000363,-0.167226230383
ACH-000364,-0.00236836427841
ACH-000365,-0.09605251119439999
ACH-000366,-0.13866857782400002
ACH-000368,-0.0223965724712
ACH-000374,-0.230115649538
ACH-000375,-0.143794323094
ACH-000376,-0.0540875761037
ACH-000381,-0.0885468028878
ACH-000383,-0.09327609035970001
ACH-000387,-0.04455669822930001
ACH-000389,0.011367209742199999
ACH-000390,0.0530598427245
ACH-000393,-0.00791580316619
ACH-000395,-0.227559013278
ACH-000397,-0.0673109608898
