,NCR1 (9437)
ACH-000004,0.027793965910799998
ACH-000007,-0.0487316033367
ACH-000009,-0.034691679674400004
ACH-000011,0.0543789676613
ACH-000012,0.00635792955909
ACH-000013,-0.036368508453
ACH-000014,0.258418185267
ACH-000015,0.014643700922299998
ACH-000017,0.165172314717
ACH-000018,-0.175018619918
ACH-000019,-0.123339926865
ACH-000021,-0.101818386897
ACH-000022,-0.07917631636189999
ACH-000025,0.134368543974
ACH-000028,-0.0220906535076
ACH-000030,-0.156465643487
ACH-000035,0.105637925112
ACH-000036,-0.107991118737
ACH-000037,-0.28935991276399997
ACH-000039,-0.314487724941
ACH-000040,-0.104261063489
ACH-000041,-0.0519917947889
ACH-000042,-0.06674363688519999
ACH-000045,-0.0610849143494
ACH-000047,-0.0264934340326
ACH-000052,-0.11392631587200001
ACH-000053,-0.0165055825031
ACH-000054,-0.0245317417568
ACH-000055,-0.118488682209
ACH-000060,-0.07411387709839999
ACH-000067,0.0994682383849
ACH-000070,0.284084612207
ACH-000075,0.267605866737
ACH-000078,-0.216213357566
ACH-000082,0.0450077327221
ACH-000085,0.0723238416295
ACH-000086,0.058221794553899996
ACH-000087,0.021528172885599998
ACH-000092,-0.20471435515900002
ACH-000095,-0.159620309259
ACH-000097,-0.0757992530952
ACH-000098,-0.0416420463209
ACH-000099,-0.227092053917
ACH-000108,-0.0723799335367
ACH-000113,-0.234374833409
ACH-000115,-0.253732337301
ACH-000116,-0.0021155751617799997
ACH-000118,0.11377183600299999
ACH-000120,-0.128944175078
ACH-000123,-0.0959344025834
ACH-000127,0.0134376474557
ACH-000128,-0.0334540211178
ACH-000132,-0.046380563194500006
ACH-000133,-0.042622831379800004
ACH-000137,0.028642441974
ACH-000138,-0.139217161255
ACH-000142,-0.17889465561999998
ACH-000143,0.29783508726
ACH-000146,-0.120861864616
ACH-000148,0.013116632387000001
ACH-000150,0.10776342719399999
ACH-000152,0.06257171396240001
ACH-000153,0.107618160736
ACH-000159,0.006256574343240001
ACH-000160,0.374504794604
ACH-000163,0.07278438539089999
ACH-000167,0.892339378678
ACH-000168,0.0529302242992
ACH-000169,-0.00992797606893
ACH-000178,0.0265733811968
ACH-000182,-0.025679294177599996
ACH-000183,0.00476925064571
ACH-000188,-0.131644295246
ACH-000189,0.286906640625
ACH-000190,0.365168593021
ACH-000198,-0.177229387101
ACH-000204,-0.06527814703490001
ACH-000206,0.126540903677
ACH-000207,0.044953389301000006
ACH-000211,-0.087441479582
ACH-000215,0.09698497300799999
ACH-000221,0.050466482688999996
ACH-000222,-0.0054261576689099995
ACH-000223,0.061108040600199996
ACH-000226,0.0036906458735599997
ACH-000227,-0.09431714506939999
ACH-000228,0.0546863737971
ACH-000231,-0.006163110758359999
ACH-000232,-0.12233499263900001
ACH-000233,0.00308808399287
ACH-000234,-0.17162081338399998
ACH-000235,-0.0546599347779
ACH-000237,-0.042530911380500004
