,HK2 (3099)
ACH-000004,-0.436381917757
ACH-000007,-0.26294368335499996
ACH-000009,-0.260819384226
ACH-000011,-0.22373014276
ACH-000012,-0.325164412996
ACH-000013,-0.43888213496000006
ACH-000014,-0.204310755726
ACH-000015,-0.26659670573399996
ACH-000017,-0.1580219286
ACH-000018,-0.204796051923
ACH-000019,-0.08531591826580001
ACH-000021,-0.358755879056
ACH-000022,-0.353731018063
ACH-000025,-0.15200774578600001
ACH-000028,-0.11227675229499999
ACH-000030,-0.256949191797
ACH-000035,-0.602483799975
ACH-000036,-0.320426435383
ACH-000037,-0.5539875775590001
ACH-000039,-0.753377519217
ACH-000040,-0.254975464396
ACH-000041,-0.281165384436
ACH-000042,-0.48819843847499994
ACH-000045,0.564751752042
ACH-000047,-0.21369991196199997
ACH-000052,-0.570905057237
ACH-000053,-0.188205383934
ACH-000054,-0.38991190335500003
ACH-000055,-0.258945438633
ACH-000060,-0.443053883179
ACH-000067,-0.0172396197989
ACH-000070,-0.64718826573
ACH-000075,-0.26417323091899997
ACH-000078,-0.110039611149
ACH-000082,-0.339372268715
ACH-000085,-0.228445478845
ACH-000086,-0.397968836914
ACH-000087,-0.7006795880840001
ACH-000092,-0.482353039497
ACH-000095,-0.6543085053000001
ACH-000097,-0.10007673601099999
ACH-000098,-0.196083324879
ACH-000099,-0.323221159373
ACH-000108,-0.182463251192
ACH-000113,-0.11907963264100001
ACH-000115,0.0559982724477
ACH-000116,-0.423692710925
ACH-000118,-0.187661610654
ACH-000120,-0.0785103088318
ACH-000123,-0.630543800083
ACH-000127,-0.15074455265699999
ACH-000128,-0.29175020329999996
ACH-000132,-0.820597029777
ACH-000133,-0.440209301092
ACH-000137,-0.224822179263
ACH-000138,-0.166514052134
ACH-000142,-0.347572684926
ACH-000143,-0.38568281776600005
ACH-000146,-0.18315983167
ACH-000148,-0.230321164058
ACH-000150,-0.7743098645029999
ACH-000152,-0.449868953864
ACH-000153,-0.28649247879
ACH-000159,-0.430525579066
ACH-000160,-0.427048028877
ACH-000163,-0.347991516976
ACH-000167,-0.264867407073
ACH-000168,-0.358585152906
ACH-000169,-0.21098584437399998
ACH-000178,-0.567259714243
ACH-000182,-0.34189991321900004
ACH-000183,-0.690318928182
ACH-000188,-0.35388741997400003
ACH-000189,-0.260459330275
ACH-000190,-0.46651799774400005
ACH-000198,-0.449555107738
ACH-000204,-0.552570972671
ACH-000206,-0.253302751632
ACH-000207,0.0171404263683
ACH-000211,-0.376839942283
ACH-000215,-0.267164533421
ACH-000221,-0.36972991067500005
ACH-000222,-0.208120980458
ACH-000223,-0.7071483256219999
ACH-000226,-0.210617602958
ACH-000227,-0.148472857748
ACH-000228,-0.652235973663
ACH-000231,-0.31605153257
ACH-000232,-0.33326252719
ACH-000233,-0.08177314952260001
ACH-000234,-0.35124564126100005
ACH-000235,-0.282118018004
ACH-000237,-0.24472906824299998
ACH-000238,-0.30203304085
ACH-000243,-0.13836588502299998
ACH-000244,-0.184144386488
ACH-000246,0.177547657302
ACH-000248,-0.363552000883
ACH-000250,-0.261930662725
ACH-000251,-0.584484739741
ACH-000253,-0.21326266899399998
ACH-000255,-0.317318613062
ACH-000256,-0.6771341285019999
ACH-000257,-0.26446846972300003
ACH-000258,-0.7797353124330001
ACH-000259,-0.32117558964299997
ACH-000260,-0.023934444172200003
ACH-000261,-0.147485861416
ACH-000262,-0.7528273431470001
ACH-000263,-0.139321532027
ACH-000264,-0.223970240249
ACH-000265,-0.459635755696
ACH-000266,-0.483635108659
ACH-000272,-0.34849673307499995
ACH-000273,-0.428609850279
ACH-000274,-0.5379475290219999
ACH-000277,-0.13367962475
ACH-000278,-0.5666637657720001
ACH-000279,-0.41834435414399995
ACH-000280,-0.32435365015
ACH-000281,-0.586612691171
ACH-000288,-0.385646836576
ACH-000291,-0.247836023844
ACH-000293,-0.367851694831
ACH-000294,0.499409853594
ACH-000295,-0.58100998117
ACH-000296,-0.17063917219099997
ACH-000302,-0.875182420237
ACH-000304,-0.519308035275
ACH-000307,-0.374234413272
ACH-000308,-0.379785274578
ACH-000310,-0.0728675843457
ACH-000311,-0.442607237651
ACH-000312,-0.208023856123
ACH-000315,-0.257243078846
ACH-000316,-0.321753334723
ACH-000317,-0.40722791383400003
ACH-000318,-0.410005349996
ACH-000319,-0.46436911892300003
ACH-000320,-0.193684797023
ACH-000322,-0.37318066031900005
ACH-000323,-0.14054975306700002
ACH-000324,-0.00257610677773
ACH-000329,-0.0966127787915
ACH-000330,-0.393631357118
ACH-000331,-0.426770801311
ACH-000332,-0.261823495142
ACH-000334,-0.0258957793755
ACH-000335,-0.34410498290799996
ACH-000336,-0.193044584344
ACH-000337,-0.318682578904
ACH-000339,0.017219520594900003
ACH-000341,-0.49138255133299996
ACH-000348,-0.252316102478
ACH-000350,-0.306881094932
ACH-000352,-0.10897220382200001
ACH-000356,-0.8293371865479999
ACH-000361,-0.130590603636
ACH-000362,0.442325174344
ACH-000363,-0.17978934378800002
ACH-000364,-0.215519768099
ACH-000365,-0.236056507307
ACH-000366,-0.127064517708
ACH-000368,-0.322399240273
ACH-000374,-0.262129569108
ACH-000375,-0.184237073796
ACH-000376,-0.419148668121
ACH-000381,-0.318318112949
ACH-000383,-0.18794002629599998
ACH-000387,-0.255639976769
ACH-000389,-0.208262817771
ACH-000390,-0.5021470503719999
ACH-000393,-0.25687872078
ACH-000395,-0.451999885739
ACH-000397,-0.11244787464000001
ACH-000401,-0.0769476983639
ACH-000402,0.412130481281
ACH-000403,-0.5067403579559999
ACH-000404,-0.9567819040459999
ACH-000406,-0.700765387134
ACH-000407,-0.58940451154
ACH-000408,-0.5451067913100001
ACH-000410,-0.24666097223900002
ACH-000411,-0.205085237323
ACH-000414,-0.303605439289
ACH-000415,-0.5530488336980001
ACH-000416,-0.272983929872
ACH-000420,-0.320447433145
ACH-000421,-0.111577349698
ACH-000424,-0.38999290261
ACH-000425,-0.34574287537500004
ACH-000426,-0.637757823494
ACH-000427,-0.149850520381
ACH-000433,-0.211391263316
ACH-000436,-0.349600249039
ACH-000444,-0.107408198315
ACH-000445,-0.153689815976
ACH-000448,-0.320700651158
ACH-000450,-0.142879694926
ACH-000452,-0.27283050568100004
ACH-000454,-0.553990372235
ACH-000458,-0.42714326666999997
ACH-000459,-0.228490727183
ACH-000460,-0.661844365368
ACH-000461,-0.509045902307
ACH-000463,-0.256137205866
ACH-000464,-0.022756035823200002
ACH-000466,-0.253664027993
ACH-000467,-0.37698578729099996
ACH-000468,-0.421036848115
ACH-000469,-0.37026720889700004
ACH-000470,-0.239077363749
ACH-000471,-0.0474141809315
ACH-000472,-0.377910727861
ACH-000473,-0.225119082991
ACH-000475,-0.191710924861
ACH-000476,-0.0650546476722
ACH-000477,-0.22395847824
ACH-000480,-0.460950588732
ACH-000481,-0.377103061905
ACH-000483,-0.46852780621299994
ACH-000484,-0.563222122813
ACH-000485,-0.375865463358
ACH-000486,-0.41839318519100005
