,DHCR7 (1717)
ACH-000004,-0.011127988080400001
ACH-000007,-0.0398506731699
ACH-000009,-0.0837750657369
ACH-000011,0.043020617752199994
ACH-000012,-0.0267597152398
ACH-000013,-0.0205352504814
ACH-000014,0.126090143705
ACH-000015,0.000507815847002
ACH-000017,-0.0732135099068
ACH-000018,0.0413918720444
ACH-000019,-0.0399199715219
ACH-000021,-0.23141818848700002
ACH-000022,0.243507741523
ACH-000025,0.0593135292414
ACH-000028,-0.121087811416
ACH-000030,-0.112557734672
ACH-000035,-0.0339704508477
ACH-000036,-0.031143141527
ACH-000037,-0.32096365986
ACH-000039,-0.347522833703
ACH-000040,0.20957613194000002
ACH-000041,-0.0960325113789
ACH-000042,-0.058741260185000005
ACH-000045,-0.0851404446198
ACH-000047,-0.0586003641108
ACH-000052,-0.0620189343114
ACH-000053,0.0134148003703
ACH-000054,-0.018383163411400002
ACH-000055,-0.056195868429800004
ACH-000060,-0.06398577587240001
ACH-000067,0.15238032566
ACH-000070,-0.0192211853368
ACH-000075,-0.178975325289
ACH-000078,0.007303574200340001
ACH-000082,-0.113064850288
ACH-000085,-0.341915604665
ACH-000086,-0.25490188973
ACH-000087,-0.30129678784200004
ACH-000092,-0.0774362149284
ACH-000095,-0.07548490978639999
ACH-000097,-0.140128600613
ACH-000098,0.13015807431
ACH-000099,0.0209282168583
ACH-000108,-0.127829548121
ACH-000113,-0.172080930083
ACH-000115,-0.00209900275358
ACH-000116,-0.157224072175
ACH-000118,-0.10272398423000001
ACH-000120,-0.14291899869400002
ACH-000123,-0.153372045899
ACH-000127,-0.00791988058605
ACH-000128,-0.066062773355
ACH-000132,-0.10349351263499999
ACH-000133,0.081083533168
ACH-000137,-0.109833819787
ACH-000138,-0.24983759146600001
ACH-000142,0.0950317282653
ACH-000143,0.0479093022542
ACH-000146,-0.0497794361584
ACH-000148,0.027225802008599996
ACH-000150,-0.13391393608899999
ACH-000152,0.106305627512
ACH-000153,-0.357933116971
ACH-000159,0.112564652616
ACH-000160,-0.232649834643
ACH-000163,0.18328662186900002
ACH-000167,0.0272517320982
ACH-000168,0.0111222706943
ACH-000169,-0.0478625526514
ACH-000178,-0.127253836384
ACH-000182,-0.05277498833000001
ACH-000183,-0.28662515925
ACH-000188,-0.356265854029
ACH-000189,-0.0674447696344
ACH-000190,-0.205483794839
ACH-000198,-0.120210067731
