,KYNU (8942)
ACH-000004,-0.045473475430100004
ACH-000007,-0.08195118081889999
ACH-000009,-0.130848745329
ACH-000011,0.0570768375811
ACH-000012,0.00544400988386
ACH-000013,0.0376632828904
ACH-000014,-0.0912258976769
ACH-000015,-0.0608532522727
ACH-000017,-0.0121960492493
ACH-000018,-0.238385412515
ACH-000019,0.0505901106453
ACH-000021,0.08235746988630001
ACH-000022,0.0427697869938
ACH-000025,0.015051543702200002
ACH-000028,-0.0921760144916
ACH-000030,-0.0054686247064399994
ACH-000035,-0.0583980071781
ACH-000036,0.07397784729410001
ACH-000037,0.164983135134
ACH-000039,-0.0949845162953
ACH-000040,-0.0105224725967
ACH-000041,0.0541552195132
ACH-000042,-0.0155555987609
ACH-000045,-0.00469574985629
ACH-000047,-0.0701331411307
ACH-000052,0.12276610065
ACH-000053,0.0209584179608
ACH-000054,-0.0571276773518
ACH-000055,0.08158915117039998
ACH-000060,-0.024889814764999997
ACH-000067,8.36615981516e-05
ACH-000070,-0.11905045171499999
ACH-000075,0.20804055827999998
ACH-000078,0.0961926747614
ACH-000082,0.131410224221
ACH-000085,-0.213722286441
ACH-000086,-0.0416920974587
ACH-000087,-0.0532432472981
ACH-000092,-0.10254085362099999
ACH-000095,-0.0713411584256
ACH-000097,0.07824239065060001
ACH-000098,-0.08364558657910001
ACH-000099,0.05120766261080001
ACH-000108,0.0249524786693
ACH-000113,-0.0781640656156
ACH-000115,0.280171111311
ACH-000116,-0.0647609396076
ACH-000118,0.05613188443580001
ACH-000120,0.084999529277
ACH-000123,-0.17413621540100002
ACH-000127,-0.00912316972391
ACH-000128,-0.20717028451699998
ACH-000132,-0.18238658542
ACH-000133,0.0179002882419
ACH-000137,-0.0243942232715
ACH-000138,0.0012249264808
ACH-000142,0.139921647842
ACH-000143,-0.0008482093449730001
ACH-000146,-0.10343586207000001
ACH-000148,0.007225086210199999
ACH-000150,0.09963635891719999
ACH-000152,-0.138149864276
ACH-000153,0.052813148609699996
ACH-000159,-0.0484092118008
ACH-000160,0.00751901517035
ACH-000163,0.008897594542309999
ACH-000167,0.046924179378
ACH-000168,-0.269914996878
ACH-000169,0.0746705879891
ACH-000178,-0.005893843757069999
ACH-000182,0.011989468621399999
ACH-000183,0.11957892333100001
ACH-000188,0.0211166524667
ACH-000189,0.0702325896627
ACH-000190,-0.280884210767
ACH-000198,-0.06807192252949999
ACH-000204,-0.066620187234
ACH-000206,-0.138395167988
ACH-000207,-6.03001776418e-05
ACH-000211,0.0593017118944
ACH-000215,0.056074603352699995
ACH-000221,-0.0400343934542
ACH-000222,-0.153520747374
ACH-000223,-0.133337637013
ACH-000226,0.0224828165943
ACH-000227,0.0710099391357
ACH-000228,-0.0361759787426
ACH-000231,-0.0373333280838
ACH-000232,0.0316126742093
ACH-000233,-0.0425271887769
ACH-000234,-0.200448777446
ACH-000235,-0.0065477079340900005
ACH-000237,0.06324398410109999
ACH-000238,-0.0661128293715
ACH-000243,0.0663617297031
ACH-000244,0.191961080571
ACH-000246,-0.004732619202590001
ACH-000248,-0.153429078872
ACH-000250,-0.0755835233029
ACH-000251,-0.0234011427893
ACH-000253,-0.043547741574599994
ACH-000255,-0.0531480234293
ACH-000256,-0.181276441836
ACH-000257,0.1227267256
ACH-000258,0.24890968916200001
ACH-000259,0.0065744578910200005
ACH-000260,-0.028733724966199997
ACH-000261,-0.012439856909999998
ACH-000262,-0.317856403322
ACH-000263,-0.161403301759
ACH-000264,-0.0580346155925
ACH-000265,-0.0971467468425
ACH-000266,-0.041001581661400006
ACH-000272,-0.067930634704
ACH-000273,-0.0733660630276
ACH-000274,0.0213104502882
ACH-000277,0.12655684720899998
ACH-000278,0.09239534695860001
ACH-000279,-0.180992269122
ACH-000280,-0.0243530700812
ACH-000281,-0.0386485696965
ACH-000288,-0.0455601244678
ACH-000291,0.006609672139260001
ACH-000293,-0.09395829035499999
ACH-000294,-0.00695377978634
ACH-000295,-0.315530038889
ACH-000296,-0.180822653873
ACH-000302,-0.04760301326809999
ACH-000304,-0.07202193549639999
ACH-000307,-0.0311592100445
ACH-000308,-0.10955406458900001
ACH-000310,-0.0849519666909
ACH-000311,0.107858010942
ACH-000312,0.11301030757099999
ACH-000315,-0.0773684491841
ACH-000316,-0.13230227371
ACH-000317,-0.127771924591
ACH-000318,-0.22122954493799998
ACH-000319,-0.0509727276762
ACH-000320,-0.0231825154247
ACH-000322,0.0712879264862
ACH-000323,0.031527174103799994
ACH-000324,-0.210409760704
ACH-000329,0.0302614563234
ACH-000330,-0.13601286744899999
ACH-000331,0.0367454281899
ACH-000332,0.0181016651161
ACH-000334,-0.19699175064899999
ACH-000335,0.0557518117392
ACH-000336,-0.21954789013
ACH-000337,0.0486109100411
ACH-000339,0.007375637182270001
ACH-000341,0.13096850525599998
ACH-000348,0.10798699084699999
ACH-000350,-0.0149842789493
ACH-000352,0.203950710205
ACH-000356,-0.150737002392
ACH-000361,-0.13869749636499998
ACH-000362,0.026561832837299997
ACH-000363,0.0699288833908
ACH-000364,0.024781805332400004
ACH-000365,0.018723259036
ACH-000366,0.00547383994448
ACH-000368,-0.122235190419
ACH-000374,-0.12292922254699999
ACH-000375,-0.11767640702
ACH-000376,-0.0167562413416
ACH-000381,0.0599244078253
ACH-000383,-0.00640490131663
ACH-000387,-0.0092264838811
ACH-000389,0.07521312575410001
ACH-000390,-0.09427990727919999
ACH-000393,-0.129308458732
ACH-000395,0.00277888856723
ACH-000397,-0.0131787394757
ACH-000401,-0.036736934398099996
ACH-000402,0.0532020989401
ACH-000403,0.10734307916099999
ACH-000404,-0.00976378445496
ACH-000406,-0.055720661515800005
ACH-000407,-0.148807162884
ACH-000408,0.17511928117699999
ACH-000410,0.0112093873529
ACH-000411,-0.0286373067314
ACH-000414,-0.0886665495204
ACH-000415,-0.0693456388255
ACH-000416,-0.025798404347200002
ACH-000420,-0.146592139926
ACH-000421,-0.054795372399500004
ACH-000424,0.025426025850999998
