,RNASEH2B (79621)
ACH-000661,-0.377662501284
ACH-000662,0.19898348520300002
ACH-000663,-0.00488493568552
ACH-000665,-0.255037377786
ACH-000671,-0.21672365935600002
ACH-000673,-0.163850066922
ACH-000676,-0.12835470168
ACH-000677,-0.18075690905699998
ACH-000681,-0.102084754236
ACH-000682,0.080874097216
ACH-000683,-0.05413940185959999
ACH-000684,-0.308569339958
ACH-000688,-0.147386483165
ACH-000693,-0.215778468706
ACH-000694,-0.0636024643815
ACH-000695,0.192378711222
ACH-000696,-0.322019080478
ACH-000697,-0.06935507851969999
ACH-000699,-0.635304708781
ACH-000701,0.133001488005
ACH-000706,-0.0820178546902
ACH-000711,-0.34846165935900003
ACH-000713,0.107616730326
ACH-000714,-0.482880343238
ACH-000718,-0.32270060694499997
ACH-000720,-0.311859885745
ACH-000721,-0.11647523751399999
ACH-000724,-0.010506088958399998
ACH-000725,-0.19565020182700002
ACH-000732,-0.27045459136100003
ACH-000734,-0.317851922033
ACH-000735,0.09754771258719999
ACH-000736,-0.356126014817
ACH-000738,-0.0727412376538
ACH-000746,0.12464044505300001
ACH-000747,-0.382409169476
ACH-000748,0.203823444316
ACH-000753,-0.380935233006
ACH-000756,-0.902686225725
ACH-000757,-0.257090949837
ACH-000758,0.111960941125
ACH-000760,0.09453030665239999
ACH-000763,-0.42607331364699996
ACH-000764,-0.0157898492046
ACH-000765,-0.08438746489089999
ACH-000766,-0.610211038586
ACH-000767,0.127771586437
ACH-000768,-0.468239561942
ACH-000769,-0.128805882819
ACH-000770,0.0798594453853
ACH-000771,0.054159940394900005
ACH-000773,-0.00759137276954
ACH-000776,-0.623874337539
ACH-000777,-0.25072711172
ACH-000778,-0.259143497579
ACH-000781,-0.148905198466
ACH-000782,-0.520995448901
ACH-000783,-0.12377850522600001
ACH-000784,0.0834094495857
ACH-000785,-0.255482332974
ACH-000787,-0.40063549422399997
ACH-000788,-0.216481942705
ACH-000791,-0.283078912631
ACH-000792,-0.0979781816679
ACH-000794,-0.42655511581200006
ACH-000796,-0.404890119601
ACH-000799,-0.08644327556510001
ACH-000800,-0.305190081743
ACH-000802,0.051800883880900005
ACH-000804,-0.26831997522
ACH-000805,-0.13519187821599998
ACH-000809,-0.22950318726799998
ACH-000810,-0.342317942349
ACH-000811,-0.160986277829
ACH-000817,-0.242398624002
ACH-000819,-0.185645492103
ACH-000820,-0.312275593144
ACH-000821,-0.418668383321
ACH-000822,0.0825061090011
ACH-000823,-0.182035290639
ACH-000824,-0.109946417642
ACH-000827,-0.47435468204099995
ACH-000829,-0.12658444763499999
ACH-000831,-0.57556077666
ACH-000832,0.0440743346627
ACH-000833,-0.537107609447
ACH-000834,-0.7530369641519999
ACH-000835,-0.16146860514699998
ACH-000836,0.0756654223646
ACH-000837,-0.39261726321400003
ACH-000838,-0.212380653394
ACH-000839,-0.05380184446769999
ACH-000840,-0.0490092468542
ACH-000841,-0.157033940505
ACH-000843,-0.417499319578
ACH-000846,-0.297058905442
ACH-000847,-0.0668636332936
ACH-000848,0.058018002775699996
ACH-000849,-0.6378206061389999
ACH-000851,-0.170369390527
ACH-000855,-0.0787688678456
ACH-000856,-0.42038978178099995
ACH-000858,-0.258199273876
ACH-000859,-0.22056676735999997
ACH-000861,-0.0240913181316
ACH-000862,-0.131639021068
ACH-000865,-0.321281822726
ACH-000866,-0.634799920995
ACH-000867,-0.10223002568
ACH-000869,-0.230610508662
ACH-000872,-0.193027341358
ACH-000873,-0.467825777532
ACH-000876,-0.05826871193390001
ACH-000878,-0.352067202678
ACH-000880,-0.293022453986
ACH-000881,-0.38431545476400003
ACH-000882,-0.430067708459
ACH-000884,-0.048953216208699996
ACH-000885,-0.349179664924
ACH-000887,-0.029106096044
ACH-000888,0.0471377548105
ACH-000889,-0.18001080278700002
ACH-000890,-0.454128749833
ACH-000896,-0.19885309191599998
ACH-000898,-0.012959081707
ACH-000900,-0.353053027421
ACH-000901,-0.132028037161
ACH-000905,-0.189868864797
ACH-000906,-0.708863222822
ACH-000907,-0.22138252030400002
ACH-000910,0.0177107649286
ACH-000911,0.0777181676519
ACH-000912,-0.09843643755660002
ACH-000913,-0.512517111714
ACH-000915,-0.0258425165357
ACH-000916,-0.342520461877
ACH-000917,0.0348841989554
ACH-000921,-0.22581906801100002
ACH-000924,0.00573783536826
ACH-000926,-0.07959826185050001
ACH-000928,-0.11077430316299999
ACH-000929,-0.0551684042215
ACH-000932,0.046798272893199995
ACH-000935,-0.13248007895199998
ACH-000936,-0.277509053506
ACH-000937,-0.566406769951
ACH-000938,-0.054781886277
ACH-000939,-0.287091946887
ACH-000941,-0.18663763540199999
ACH-000943,-0.281138260855
ACH-000946,-0.12752220844599998
ACH-000947,-0.221443171872
ACH-000948,-0.250393067209
ACH-000950,-0.169663163573
ACH-000953,-0.218077098603
ACH-000957,-0.020233324205200003
ACH-000958,-0.15486908193600002
ACH-000960,-0.12202397781600001
ACH-000963,-0.259972018718
ACH-000968,0.0615034571376
ACH-000969,0.132765773122
ACH-000973,-0.40857871513899996
ACH-000974,-0.126943852456
ACH-000975,-0.255242452987
ACH-000976,-0.09223723683910001
ACH-000978,-0.204703177324
ACH-000980,-0.034214894584
ACH-000984,-0.104486640201
ACH-000986,-0.0491455641316
ACH-000988,-0.284651000915
ACH-000993,-0.269943782621
ACH-000994,-0.158433531444
ACH-000996,-0.357334348499
ACH-001001,-0.414828080481
ACH-001020,0.0197832783497
ACH-001028,-0.12347238150499999
ACH-001031,-0.335923778193
ACH-001038,-0.131475988491
ACH-001048,-0.124818574461
ACH-001050,-0.162414450884
ACH-001053,-0.129679454168
ACH-001054,-0.5227636176100001
ACH-001061,-0.215025319676
ACH-001067,-0.222646646543
ACH-001075,-0.267468462761
ACH-001096,-0.464009109128
ACH-001128,0.336812624966
ACH-001134,-0.35033315244
ACH-001151,-0.179780611716
ACH-001163,0.134456528309
ACH-001164,0.145652314318
ACH-001173,0.101206674218
ACH-001183,-0.385337118578
ACH-001184,-0.379719608058
ACH-001190,-0.249113031261
ACH-001192,-0.310940515616
ACH-001193,-0.326400657231
ACH-001196,-0.163683391492
ACH-001197,-0.34560444445
ACH-001205,-0.0613150535461
ACH-001211,0.004454882179470001
ACH-001212,0.272843668921
ACH-001228,-0.23014590004500002
ACH-001232,-0.372655481535
ACH-001239,-0.0499728197776
ACH-001274,-0.13130586591399998
ACH-001275,-0.5324861843959999
ACH-001277,-0.166211861009
ACH-001278,0.143056996002
ACH-001280,-0.262593736176
ACH-001283,-0.17773043709199998
ACH-001289,-0.31661206474
ACH-001295,-0.32358228094
ACH-001300,-0.0634123231458
ACH-001301,-0.43454584172899996
ACH-001302,-0.025328792483700003
ACH-001303,-0.36460723327100003
ACH-001306,-0.0101218561086
ACH-001318,-0.23016100766800002
ACH-001322,-0.647274974987
ACH-001328,0.131704460762
ACH-001332,-0.140198262029
ACH-001333,-0.058793209978800005
ACH-001336,-0.221094323765
ACH-001340,-0.0527713762658
ACH-001346,-0.244639843309
ACH-001353,-0.17427540131799998
ACH-001354,-0.245620576839
ACH-001367,-0.750104230804
ACH-001368,-0.40330358478600004
ACH-001374,-0.254812640968
ACH-001375,0.20876600979
ACH-001377,-0.242044002451
ACH-001380,-0.0497651140247
ACH-001391,-0.106102757878
ACH-001407,-0.37010709482500004
ACH-001408,0.013171424272799999
ACH-001413,-0.0997576155335
ACH-001430,-0.313713853242
ACH-001431,-0.274293358631
ACH-001450,-0.619085899819
ACH-001496,0.0698321557683
ACH-001500,-0.213123795453
ACH-001521,-0.5939289645920001
ACH-001523,-0.127744762213
ACH-001532,-0.506821327178
ACH-001536,-0.352549436236
ACH-001550,-0.0706064725457
ACH-001552,-0.18291009075999998
ACH-001554,-0.12209007609099999
ACH-001645,-0.0832223580222
ACH-001654,-0.538391906759
ACH-001715,-0.238419067696
ACH-001735,-0.10056534981200001
ACH-001736,-0.156756795926
ACH-001737,-0.367830147607
ACH-001740,-0.34793672427199995
ACH-001745,-0.253586391433
ACH-001750,-0.102336652689
ACH-001765,-0.578509880486
ACH-001956,-0.176410935744
ACH-001957,-0.184055676391
