,RNASEH2B (79621)
ACH-000004,-0.313422544651
ACH-000007,-0.0237295732905
ACH-000009,-0.126885415058
ACH-000011,-0.24116885106
ACH-000012,-0.255052887712
ACH-000013,-0.221835430717
ACH-000014,-0.038374979635699996
ACH-000015,0.0321726168694
ACH-000017,-0.152497671598
ACH-000018,0.279220650334
ACH-000019,-0.20483820118700002
ACH-000021,-0.19746379514600002
ACH-000022,-0.258216262204
ACH-000025,-0.352078099992
ACH-000028,-0.260927210322
ACH-000030,0.00761379900959
ACH-000035,-0.20197156973400002
ACH-000036,-0.161064227023
ACH-000037,-0.404882774991
ACH-000039,-0.38748939509999997
ACH-000040,-0.471354162666
ACH-000041,-0.0868299693091
ACH-000042,-0.19222634271699998
ACH-000045,-0.262007238729
ACH-000047,-0.428021536918
ACH-000052,-0.027038184658099998
ACH-000053,-0.040780543259600004
ACH-000054,-0.13936327899
ACH-000055,-0.648504823574
ACH-000060,-0.0429785449849
ACH-000067,-0.756867546691
ACH-000070,-0.413237979322
ACH-000075,-0.0293947128863
ACH-000078,-0.486745187478
ACH-000082,-0.141887834997
ACH-000085,0.14006834249800001
ACH-000086,-0.165725169082
ACH-000087,-0.37205627546
ACH-000092,-0.228510209622
ACH-000095,-0.14528081615
ACH-000097,-0.0697799640583
ACH-000098,-0.102360052859
ACH-000099,-0.352914995739
ACH-000108,-0.0518666483933
ACH-000113,-0.32320950775199997
ACH-000115,-0.10200001658800001
ACH-000116,-0.450203430442
ACH-000118,-0.160315083618
ACH-000120,-0.49959844833800005
ACH-000123,-0.275830965243
ACH-000127,-0.48401233292199997
ACH-000128,0.0877972047374
ACH-000132,-0.15782000301100002
ACH-000133,-0.340666751497
ACH-000137,-0.374784894745
ACH-000138,-0.39219902633500003
ACH-000142,-0.35646583619000005
ACH-000143,-0.349473643058
ACH-000146,-0.18545004238899998
ACH-000148,-0.501327055966
ACH-000150,0.0006007264455669998
ACH-000152,-0.436185034618
ACH-000153,-0.0656249494488
ACH-000159,-0.40507552001
ACH-000160,-0.0519085968376
ACH-000163,-0.19253869982900002
ACH-000167,-0.518708135348
ACH-000168,-0.304378900047
ACH-000169,-0.0175535940674
ACH-000178,-0.219560656345
ACH-000182,-0.07671300240949999
ACH-000183,-0.228719602664
ACH-000188,-0.239866568064
ACH-000189,-0.294946793266
ACH-000190,-0.369094254136
ACH-000198,-0.336336856042
ACH-000204,-0.259860117485
ACH-000206,-0.31216807106899996
ACH-000207,-0.43664476414399994
ACH-000211,-0.12594860664000002
ACH-000215,-0.435830298824
ACH-000221,0.130493856545
ACH-000222,-0.08678836997400001
ACH-000223,-0.343582758851
ACH-000226,-0.41705771978699996
ACH-000227,-0.521559264384
ACH-000228,-0.15796170395700002
ACH-000231,-0.404175659106
ACH-000232,-0.552756317271
ACH-000233,-0.228128599454
ACH-000234,-0.260070902746
ACH-000235,-0.115877579089
ACH-000237,-0.296294306468
ACH-000238,-0.254229033275
ACH-000243,-0.315686920229
ACH-000244,-0.35320148984399996
ACH-000246,-0.329627141836
ACH-000248,-0.153248767194
ACH-000250,-0.272964315252
ACH-000251,-0.38366306292499996
ACH-000253,0.215272918499
ACH-000255,-0.17404255923
ACH-000256,-0.22146211716999997
ACH-000257,-0.111017366162
ACH-000258,-0.30386384603100003
ACH-000259,-0.558468611011
ACH-000260,-0.40627645011600005
ACH-000261,-0.31400228178899997
ACH-000262,-0.260288373261
ACH-000263,-0.261972571969
ACH-000264,-0.42725463905999994
ACH-000265,-0.0911117137187
ACH-000266,0.038207131132699995
ACH-000272,-0.343326120862
ACH-000273,-0.183763608404
ACH-000274,0.0018279643368699998
ACH-000277,-0.032025359189499995
ACH-000278,-0.327224256161
ACH-000279,-0.265757915267
ACH-000280,-0.117762605192
ACH-000281,-0.142598042382
ACH-000288,-0.108029129061
ACH-000291,-0.625976905102
ACH-000293,-0.40462240017800005
ACH-000294,-0.12707057766
ACH-000295,0.048516992347800006
ACH-000296,-0.42237374925899995
ACH-000302,-0.292249539915
ACH-000304,-0.323832995987
ACH-000307,-0.0362362006039
ACH-000308,-0.306142888846
ACH-000310,-0.24810206578400001
ACH-000311,-0.440167517615
ACH-000312,-0.226643032749
ACH-000315,-0.37986570295100003
ACH-000316,-0.141106432927
ACH-000317,-0.589823162892
ACH-000318,-0.250716060109
ACH-000319,0.13989959015200001
ACH-000320,-0.284251019126
ACH-000322,-0.428352510871
ACH-000323,-0.11604356500999999
ACH-000324,-0.664644548361
ACH-000329,0.0789439773167
ACH-000330,-0.25793102652600003
ACH-000331,-0.327454692511
ACH-000332,0.0277190815477
ACH-000334,0.0680373962992
ACH-000335,-0.589047744344
ACH-000336,-0.255622914237
ACH-000337,0.02362241589
ACH-000339,-0.0993829481599
ACH-000341,-0.267915978319
ACH-000348,-0.328218652384
ACH-000350,0.0752035691667
ACH-000352,-0.037432974594300006
ACH-000356,-0.152012419229
ACH-000361,0.123601531183
ACH-000362,-0.23686671071899998
ACH-000363,-0.168935069791
ACH-000364,-0.20829331048799998
ACH-000365,-0.289969728686
ACH-000366,-0.12389237517799999
ACH-000368,-0.33032476454799997
ACH-000374,-0.38886595524400003
ACH-000375,-0.0171550042008
ACH-000376,-0.138843791309
ACH-000381,-0.25495769439300003
ACH-000383,-0.066259951215
ACH-000387,-0.129610226164
ACH-000389,-0.181863691719
ACH-000390,-0.139320209122
ACH-000393,-0.24705116443000003
ACH-000395,-0.0177095902191
ACH-000397,-0.523095593259
ACH-000401,0.118167346729
ACH-000402,0.144350593322
ACH-000403,-0.056785266022699996
ACH-000404,-0.306423888902
ACH-000406,-0.08241395517149999
ACH-000407,-0.537881026984
ACH-000408,-0.460719444447
ACH-000410,-0.522300027122
ACH-000411,-0.278735857619
ACH-000414,-0.389324823484
ACH-000415,-0.362850294955
ACH-000416,-0.0241876610235
ACH-000420,-0.280685167558
ACH-000421,-0.119478769155
ACH-000424,-0.38710407549099995
ACH-000425,-0.19811284375100002
ACH-000426,-0.308477377385
ACH-000427,0.0412138925715
ACH-000433,-0.138517801965
ACH-000436,-0.00245957017815
ACH-000444,-0.258851014692
ACH-000445,-0.145616196515
ACH-000448,-0.451206334729
ACH-000450,0.13773793404999998
ACH-000452,-0.153186370043
ACH-000454,-0.0947217260344
ACH-000458,0.09725618018269999
ACH-000459,-0.3727185746
ACH-000460,-0.301036263574
ACH-000461,-0.0661405714783
ACH-000463,-0.36060123221900003
ACH-000464,-0.211304653689
ACH-000466,-0.386056921775
ACH-000467,0.00910498053219
ACH-000468,-0.293158825275
ACH-000469,-0.33493733428000005
ACH-000470,-0.231430243549
ACH-000471,-0.0802969451028
ACH-000472,-0.09958725619589999
ACH-000473,0.014896429354100002
ACH-000475,-0.0498448122087
ACH-000476,0.0076277475809599996
ACH-000477,-0.0751359731853
ACH-000480,-0.309545116549
ACH-000481,-0.172689251745
ACH-000483,-0.0176431676864
ACH-000484,-0.36801801592600003
ACH-000485,-0.26233155845600004
ACH-000486,-0.468351465296
ACH-000487,-0.178544217676
ACH-000488,-0.0859990487803
ACH-000490,0.161259702943
ACH-000491,0.07264543499310001
ACH-000495,-0.34500586795000004
ACH-000496,-0.64138482459
ACH-000499,-0.6486043211770001
ACH-000500,-0.15740648282
ACH-000502,-0.313192650345
ACH-000503,0.237992726475
ACH-000505,-0.0817975933063
ACH-000507,-0.232636892349
ACH-000510,-0.22649662293
ACH-000511,-0.19969315822099998
ACH-000512,-0.014632567122100001
ACH-000516,0.121457822103
ACH-000517,-0.244876643978
ACH-000518,-0.162348840203
ACH-000520,-0.248841580596
ACH-000521,-0.788286834428
ACH-000522,-0.308378250543
ACH-000524,-0.334694906382
ACH-000527,0.0974617992879
ACH-000528,-0.0891731559007
ACH-000537,-0.30060094315
ACH-000541,-0.192398194571
ACH-000542,-0.5824607124800001
ACH-000544,-0.250761447826
ACH-000545,-0.280125108881
ACH-000547,-0.30060491946400003
ACH-000548,-0.0915848326719
ACH-000549,0.0652959178694
ACH-000550,-0.214738329308
ACH-000552,0.147096168978
ACH-000556,-0.203208610069
ACH-000557,-0.114613168534
ACH-000570,-0.45531403949199994
ACH-000571,-0.116871033988
ACH-000573,-0.436574945224
ACH-000576,-0.0109886788289
ACH-000580,-0.44441802760899995
ACH-000584,-0.20775851668200002
ACH-000585,-0.128105757421
ACH-000588,0.07514132829180001
ACH-000589,-0.036936583889
ACH-000591,-0.610365334753
ACH-000593,-0.0934510300289
ACH-000600,-0.192014595704
ACH-000601,0.0838612217219
ACH-000604,0.0993126676086
ACH-000605,-0.13384307806
ACH-000606,0.0027529068226899997
ACH-000608,-0.06925743462
ACH-000614,0.053422966694800005
ACH-000616,-0.7029075963160001
ACH-000618,-0.17641412849500002
ACH-000619,0.10307332567199999
ACH-000620,-0.058951257209099994
ACH-000621,-0.22558171681699998
ACH-000622,-0.407427004383
ACH-000623,-0.17715320616900002
ACH-000624,-0.593639562306
ACH-000627,-0.203472053108
ACH-000630,0.10704844604599999
ACH-000632,-0.22679536556999996
ACH-000633,-0.106330649542
ACH-000637,-0.176815866256
ACH-000638,-0.490024132068
ACH-000646,-0.280533969381
ACH-000647,-0.159363002969
ACH-000648,-0.268465271139
ACH-000649,-0.36516802614699995
ACH-000651,0.064273751799
ACH-000652,-0.5544816499849999
ACH-000653,-0.43084651737499996
ACH-000657,-0.18767762605000002
ACH-000658,0.014517563369799999
