,HDLBP (3069)
ACH-000004,-0.23594165186799998
ACH-000007,-0.0907723792963
ACH-000009,-0.0871058346728
ACH-000011,0.0388683328311
ACH-000012,-0.276752804543
ACH-000013,-0.116444478476
ACH-000014,-0.371243399898
ACH-000015,-0.22427562178000002
ACH-000017,-0.185784237794
ACH-000018,-0.115471031309
ACH-000019,-0.035938185143400005
ACH-000021,-0.253887601096
ACH-000022,-0.012695138802499999
ACH-000025,-0.0707207457038
ACH-000028,-0.0820625191712
ACH-000030,-0.015586590134399999
ACH-000035,-0.12310091972300001
ACH-000036,-0.203697760425
ACH-000037,-0.15396133194599998
ACH-000039,-0.320399902829
ACH-000040,-0.321286393275
ACH-000041,-0.12746573720999999
ACH-000042,-0.26055834545
ACH-000045,-0.24734473812
ACH-000047,-0.36585313196999997
ACH-000052,0.18105753536
ACH-000053,-0.20588819100400002
ACH-000054,-0.136870509537
ACH-000055,-0.393245957162
ACH-000060,-0.215418052565
ACH-000067,-0.461510195975
ACH-000070,-0.08572826640100001
ACH-000075,-0.27653989214
ACH-000078,-0.283754116853
ACH-000082,-0.314282081925
ACH-000085,0.302858036259
ACH-000086,-0.049351401518
ACH-000087,-0.122767646381
ACH-000092,-0.19671041915100002
ACH-000095,0.0158926659524
ACH-000097,-0.0628545641528
ACH-000098,-0.487167345154
ACH-000099,-0.32275627569800003
ACH-000108,-0.188474093966
ACH-000113,0.017978722347
ACH-000115,0.133081755418
ACH-000116,-0.14724557406400002
ACH-000118,-0.272172232616
ACH-000120,-0.10801320260700001
ACH-000123,0.00730760879762
ACH-000127,-0.463845102033
ACH-000128,-4.3224756871e-06
ACH-000132,-0.132685119429
ACH-000133,0.0825027934835
ACH-000137,-0.24771252018000003
ACH-000138,-0.305941544432
ACH-000142,-0.304527640082
ACH-000143,-0.341193252618
ACH-000146,-0.233151951433
ACH-000148,-0.38025724978299996
ACH-000150,-0.537680053102
ACH-000152,-0.166081701608
ACH-000153,-0.448100156338
ACH-000159,-0.128027775076
ACH-000160,-0.119753986613
ACH-000163,-0.16355578240000002
ACH-000167,0.0879742263803
ACH-000168,-0.0323866075666
ACH-000169,-0.0389690687379
ACH-000178,-0.0662014420537
ACH-000182,-0.127406884465
ACH-000183,-0.263030340019
ACH-000188,-0.18722999051699998
ACH-000189,-0.466065508313
ACH-000190,-0.40578189854999996
ACH-000198,0.0469681056265
ACH-000204,-0.47369875213699997
ACH-000206,-0.032876123507400004
ACH-000207,-0.105362027545
ACH-000211,-0.255748669012
ACH-000215,-0.155969221717
ACH-000221,-0.178688697331
ACH-000222,0.021596944086799998
ACH-000223,-0.11710407078500001
ACH-000226,0.0456833383737
ACH-000227,-0.109928948579
ACH-000228,-0.411117825196
ACH-000231,-0.026017425255
ACH-000232,-0.163507721333
ACH-000233,-0.049442472760300005
ACH-000234,-0.018780347911900003
ACH-000235,-0.256225992749
ACH-000237,-0.278056585666
ACH-000238,-0.170174522538
ACH-000243,-0.377960490107
ACH-000244,-0.357297940665
ACH-000246,-0.11300960353
ACH-000248,-0.38360483241800003
ACH-000250,-0.18853414632100002
ACH-000251,-0.08572024971619999
ACH-000253,-0.0713522711328
ACH-000255,-0.10129532996200001
ACH-000256,-0.0468627313236
ACH-000257,-0.166920838208
ACH-000258,-0.25950468152899997
ACH-000259,-0.17162681563
ACH-000260,-0.0870364509288
ACH-000261,0.08139055997019999
ACH-000262,0.019146566160099996
ACH-000263,0.148402655964
ACH-000264,0.152894402279
ACH-000265,-0.18821241648899997
