,GAMT (2593)
ACH-000004,0.00413342892661
ACH-000007,-0.289984248813
ACH-000009,-0.182863550768
ACH-000011,-0.155923082325
ACH-000012,-0.173036145577
ACH-000013,-0.130611948698
ACH-000014,0.034964968944
ACH-000015,-0.00859741535725
ACH-000017,-0.0808236025532
ACH-000018,-0.118084296471
ACH-000019,-0.0692152585035
ACH-000021,-0.127605681464
ACH-000022,-0.141284887275
ACH-000025,-0.145506441139
ACH-000028,-0.158282302244
ACH-000030,-0.08649561478489999
ACH-000035,-0.122637632764
ACH-000036,-0.29081959110100003
ACH-000037,-0.18866700883600002
ACH-000039,-0.152486113964
ACH-000040,-0.242527950642
ACH-000041,-0.17373126001400002
ACH-000042,-0.07453642086830001
ACH-000045,0.0796096900457
ACH-000047,0.0532989812132
ACH-000052,-0.32979771572
ACH-000053,-0.206027512671
ACH-000054,-0.293425805946
ACH-000055,0.0042316984638299995
ACH-000060,-0.0873041463422
ACH-000067,-0.43424629998899994
ACH-000070,-0.10795947865800001
ACH-000075,-0.372633185321
ACH-000078,-0.08765437347930001
ACH-000082,-0.253758485586
ACH-000085,-0.155647762109
ACH-000086,-0.0616143832592
ACH-000087,-0.13019181762
ACH-000092,-0.0908834256184
ACH-000095,-0.27710093086599996
ACH-000097,-0.153005329328
ACH-000098,-0.35001510621299997
ACH-000099,-0.321904931076
ACH-000108,-0.0977029641873
ACH-000113,-0.208854010823
ACH-000115,-0.38735582464900004
ACH-000116,-0.021952223823199998
ACH-000118,0.0172981739162
ACH-000120,0.0848466098678
ACH-000123,-0.0322904343047
ACH-000127,-0.0520817711198
ACH-000128,-0.196175677982
ACH-000132,-0.0946996016901
ACH-000133,-0.272133157837
ACH-000137,-0.392497471848
ACH-000138,-0.18642395582000001
ACH-000142,-0.265469769711
ACH-000143,-0.309195582369
ACH-000146,0.0615375341055
ACH-000148,-0.014469077871999999
ACH-000150,-0.224188034989
ACH-000152,0.010760210476299999
ACH-000153,0.127341114751
ACH-000159,-0.25072667360399997
ACH-000160,0.0698752277639
ACH-000163,-0.145839107547
ACH-000167,-0.152707582965
ACH-000168,-0.00253629080147
ACH-000169,-0.185650884272
ACH-000178,-0.289376530093
ACH-000182,-0.0359024500861
ACH-000183,-0.165012843868
ACH-000188,0.011264100751200002
ACH-000189,-0.236195675704
ACH-000190,-0.00259753088115
ACH-000198,-0.0980451793912
ACH-000204,0.435381308505
ACH-000206,-0.105350076398
ACH-000207,0.19950517144699997
ACH-000211,-0.242444388987
ACH-000215,-0.15539041183
ACH-000221,-0.05619418317000001
ACH-000222,0.11027743583499999
ACH-000223,-0.154223621778
ACH-000226,-0.241209615869
ACH-000227,-0.359949927246
ACH-000228,0.020080150113400003
ACH-000231,-0.0221980504134
ACH-000232,-0.0924302233146
ACH-000233,-0.160199232631
ACH-000234,-0.475537562398
ACH-000235,-0.12114271786900001
ACH-000237,-0.10412499311899999
ACH-000238,0.113298014431
ACH-000243,0.05530007075730001
ACH-000244,-0.05771102155119999
ACH-000246,-0.27007352403900003
ACH-000248,-0.40148461762500004
ACH-000250,-0.14814269275699998
ACH-000251,-0.211469603367
ACH-000253,-0.211869825099
ACH-000255,-0.262099094725
ACH-000256,0.231989697848
ACH-000257,-0.17880649991500003
ACH-000258,-0.14288506022
ACH-000259,-0.07386880169219999
ACH-000260,-0.278904993978
ACH-000261,-0.241695655706
ACH-000262,-0.23757201874699999
ACH-000263,0.12117363615599999
ACH-000264,-0.074130359135
ACH-000265,-0.0070677808223199995
ACH-000266,-0.175633452132
ACH-000272,-0.182779079302
ACH-000273,-0.195827240221
ACH-000274,-0.08496141135469999
ACH-000277,-0.19797993444899997
ACH-000278,-0.373478621372
ACH-000279,0.008837993398879999
ACH-000280,0.0653409835142
ACH-000281,0.07005736753660001
ACH-000288,-0.059895106213199996
ACH-000291,-0.08318204509169999
ACH-000293,0.045394881877800004
ACH-000294,-0.225102157622
ACH-000295,-0.23215314372600002
ACH-000296,-0.122519779402
ACH-000302,-0.08909277504660001
ACH-000304,-0.338831648093
ACH-000307,-0.186025257656
ACH-000308,0.0351182186476
ACH-000310,-0.0319487558521
ACH-000311,-0.0330879950918
ACH-000312,-0.054576283594699994
ACH-000315,-0.039778637725999995
ACH-000316,-0.170705958273
ACH-000317,-0.16400455754899998
ACH-000318,0.0803026000452
ACH-000319,-0.178761474132
ACH-000320,-0.0208420994832
ACH-000322,0.13244252583799998
ACH-000323,-0.20537806418
ACH-000324,-0.255940264691
ACH-000329,-0.151211590576
ACH-000330,0.07421392448080001
ACH-000331,-0.0910716133802
ACH-000332,-0.061691060322900004
ACH-000334,-0.10456569624600001
ACH-000335,-0.179079956578
ACH-000336,0.09217938043739998
ACH-000337,0.0207259504317
ACH-000339,-0.298923873715
ACH-000341,-0.394467317015
ACH-000348,-0.052697896419599995
ACH-000350,-0.0630747581826
ACH-000352,-0.0015863791552799998
ACH-000356,0.133451273425
ACH-000361,-0.412295315131
ACH-000362,-0.213078490885
ACH-000363,-0.251803300128
ACH-000364,-0.109537080276
ACH-000365,-0.108582062422
ACH-000366,-0.376678679458
ACH-000368,-0.0507322582866
ACH-000374,-0.181697176689
ACH-000375,0.0661724247399
ACH-000376,-0.133044999003
ACH-000381,-0.053511565065599995
ACH-000383,-0.08321532266630001
ACH-000387,-0.0602275993902
ACH-000389,-0.40831345008000003
ACH-000390,-0.0678989465034
ACH-000393,-0.212915481692
ACH-000395,0.309100496054
ACH-000397,-0.22342094780000002
ACH-000401,-0.0187602585004
ACH-000402,-0.547242413292
ACH-000403,-0.115879101004
ACH-000404,0.0763876862469
ACH-000406,-0.08970293148280001
ACH-000407,-0.412874982058
ACH-000408,-0.08391085779210002
ACH-000410,-0.13877126302
ACH-000411,-0.5027060923300001
ACH-000414,-0.0111041160934
ACH-000415,-0.08994863115599999
ACH-000416,-0.203322022067
ACH-000420,-0.26116580521
ACH-000421,-0.314412266385
ACH-000424,0.161351297889
ACH-000425,0.033278423239999994
ACH-000426,-0.217015223231
ACH-000427,-0.232947282442
ACH-000433,-0.014269556386
ACH-000436,-0.314209834447
ACH-000444,-0.21872103010000002
ACH-000445,-0.355402608702
ACH-000448,-0.12785626406
ACH-000450,-0.291637723299
ACH-000452,-0.08139740577660001
ACH-000454,-0.205075507496
ACH-000458,-0.182069252566
ACH-000459,-0.020847767902799998
ACH-000460,-0.0330031812665
ACH-000461,-0.0672794344521
ACH-000463,-0.0843345714569
ACH-000464,-0.164133640184
ACH-000466,-0.068447039735
ACH-000467,-0.257801992268
ACH-000468,-0.297716074194
ACH-000469,-0.168191523835
ACH-000470,-0.0755915628682
ACH-000471,-0.260626404898
ACH-000472,-0.265296041756
