,CCSER2 (54462)
ACH-000004,0.21690081039700002
ACH-000007,0.530469574637
ACH-000009,0.234410939912
ACH-000011,0.37717549863600003
ACH-000012,0.193525143852
ACH-000013,0.20171774052799998
ACH-000014,0.09636327097169999
ACH-000015,0.21653601150600002
ACH-000017,0.319846086017
ACH-000018,-0.00688295101121
ACH-000019,0.174629783933
ACH-000021,0.273945819632
ACH-000022,0.220993500399
ACH-000025,0.38224193836599996
ACH-000028,0.321037727534
ACH-000030,0.186508445784
ACH-000035,0.16915108868700002
ACH-000036,0.223417983327
ACH-000037,0.443290920335
ACH-000039,0.142536668227
ACH-000040,0.141263633919
ACH-000041,0.333204874471
ACH-000042,0.210670367283
ACH-000045,0.219715081802
ACH-000047,0.09643170308150001
ACH-000052,0.38048063201399995
ACH-000053,0.25555287737300003
ACH-000054,0.17187908802299998
ACH-000055,0.362100544343
ACH-000060,0.253755687179
ACH-000067,0.223121265452
ACH-000070,0.187177809202
ACH-000075,0.558867543617
ACH-000078,0.44471001835199997
ACH-000082,0.278007394348
ACH-000085,0.32927439272500003
ACH-000086,0.183919039515
ACH-000087,0.0768141348205
ACH-000092,0.255200425307
ACH-000095,0.308956550589
ACH-000097,0.298247361415
ACH-000098,0.29575230917399997
ACH-000099,0.240855747078
ACH-000108,0.233126329469
ACH-000113,0.254556636734
ACH-000115,0.26341727436900003
ACH-000116,0.256109609564
ACH-000118,0.203822155028
ACH-000120,0.404673624547
ACH-000123,0.247344066636
ACH-000127,0.235833242551
ACH-000128,0.344598855475
ACH-000132,0.290661955289
ACH-000133,0.323501504643
ACH-000137,0.361898618012
ACH-000138,0.212684892886
ACH-000142,0.495108971943
ACH-000143,0.197943827947
ACH-000146,0.43287580693800004
ACH-000148,0.16021576919299998
ACH-000150,0.26967528482500003
ACH-000152,0.352202439291
ACH-000153,0.150621382225
ACH-000159,0.014684021945200002
ACH-000160,0.171750130981
ACH-000163,0.338098759108
ACH-000167,0.19143611574299998
ACH-000168,0.20217647872000002
ACH-000169,0.14814065387599998
ACH-000178,0.31665408604
ACH-000182,0.17973219032499999
ACH-000183,0.038657544260199996
ACH-000188,0.229596353919
ACH-000189,0.43767508319700005
ACH-000190,0.196239066924
ACH-000198,0.272765232694
ACH-000204,0.22684036440299998
ACH-000206,0.43462220534699997
ACH-000207,0.28230472479200003
ACH-000211,0.34636342591700003
ACH-000215,0.20413518761799998
ACH-000221,0.216140688405
ACH-000222,0.340538538683
ACH-000223,0.23521498851199998
ACH-000226,0.18294666396200002
ACH-000227,0.424598649505
ACH-000228,0.396114424114
ACH-000231,0.292009357424
ACH-000232,0.267119905385
ACH-000233,0.296828125459
ACH-000234,0.256298699249
ACH-000235,0.226876142205
ACH-000237,0.120980657982
ACH-000238,0.30292259890900003
ACH-000243,0.160288429739
ACH-000244,0.373105491088
ACH-000246,0.227018363589
ACH-000248,0.142196756379
ACH-000250,0.21674072993000001
ACH-000251,0.163839476003
ACH-000253,0.347307936873
ACH-000255,0.312642336587
ACH-000256,0.398079623619
ACH-000257,0.137359826084
ACH-000258,0.48772179069399996
ACH-000259,0.265317410436
ACH-000260,0.217106435531
ACH-000261,0.31345997956300004
ACH-000262,0.190998180937
ACH-000263,0.264009135936
ACH-000264,0.200054465595
ACH-000265,0.318506077679
ACH-000266,0.23903060999899997
ACH-000272,0.309141263809
ACH-000273,0.287559695884
ACH-000274,0.293539319296
ACH-000277,0.447602544508
ACH-000278,0.191158882176
ACH-000279,0.21145773667599999
ACH-000280,0.147741293727
ACH-000281,0.36974907863000006
ACH-000288,0.180476709969
ACH-000291,0.196364312989
ACH-000293,0.14560347658
ACH-000294,0.211383136648
ACH-000295,0.25451051441399997
ACH-000296,0.35632512495499996
ACH-000302,0.268373160675
ACH-000304,0.494212851769
ACH-000307,0.322809455484
ACH-000308,0.195297540746
ACH-000310,0.284937546379
ACH-000311,0.316416803114
ACH-000312,0.244550416859
ACH-000315,0.0473236868391
ACH-000316,0.350011310744
ACH-000317,0.270329906896
ACH-000318,0.203105430887
ACH-000319,0.438253650323
ACH-000320,0.240039792494
ACH-000322,0.44526430048199994
ACH-000323,0.17086201612799998
ACH-000324,0.296123866862
ACH-000329,0.21370014254099998
ACH-000330,0.31964670121100003
ACH-000331,0.36505369888800004
ACH-000332,0.168138077783
ACH-000334,0.140078694136
ACH-000335,0.264308968339
ACH-000336,0.18942589182300001
ACH-000337,0.10051460849400001
ACH-000339,0.241404444793
ACH-000341,0.306298384437
ACH-000348,0.339992162634
ACH-000350,0.37192081865099996
ACH-000352,0.40278104197400005
ACH-000356,0.231643292302
ACH-000361,0.16204183530400001
ACH-000362,0.229008808508
ACH-000363,0.207904295826
ACH-000364,0.20251850366799998
ACH-000365,0.336746593882
ACH-000366,0.12912319860500002
ACH-000368,0.271528202485
ACH-000374,0.077878916448
ACH-000375,-0.00486613677744
ACH-000376,0.188196730343
ACH-000381,0.294338661095
ACH-000383,0.137767489574
ACH-000387,0.23346636552799999
ACH-000389,0.307127668719
ACH-000390,0.0932816910097
ACH-000393,0.367787224962
ACH-000395,0.463328795863
ACH-000397,0.285398185876
ACH-000401,0.23488230190200002
ACH-000402,0.47679803770499996
ACH-000403,0.263737738377
ACH-000404,0.38340203412900004
ACH-000406,0.20046274262699998
ACH-000407,0.348599800497
ACH-000408,0.227473885567
ACH-000410,0.22155561248000002
ACH-000411,0.15616812001900002
ACH-000414,0.370310512026
ACH-000415,0.27543413529399996
ACH-000416,0.272824433276
ACH-000420,0.31305245598299997
ACH-000421,0.266249768019
ACH-000424,0.281035333917
ACH-000425,0.128397064588
ACH-000426,0.0749335335014
ACH-000427,0.37468532006
ACH-000433,0.194155457891
ACH-000436,0.410684108222
ACH-000444,0.329693129634
ACH-000445,0.29804966356400003
ACH-000448,0.19215388373
ACH-000450,0.17284550247900002
ACH-000452,0.279944479116
ACH-000454,0.226881565577
ACH-000458,0.26526377053399997
ACH-000459,-0.0492985160122
ACH-000460,0.162832118001
ACH-000461,0.103848703738
ACH-000463,0.228608480051
ACH-000464,0.303541457465
ACH-000466,0.30578144896
ACH-000467,0.224911571756
ACH-000468,0.338504410322
ACH-000469,0.264957978656
ACH-000470,0.0811825673513
ACH-000471,0.26980113421999996
ACH-000472,0.257815123172
ACH-000473,0.180892973311
ACH-000475,0.231274664585
ACH-000476,0.312693889928
ACH-000477,0.21486343801600002
ACH-000480,0.331135080658
ACH-000481,0.19350483395999998
ACH-000483,0.013290406997499999
ACH-000484,0.383260076705
ACH-000485,0.268681507696
ACH-000486,0.25593048649300004
ACH-000487,0.165556744993
ACH-000488,0.184791194566
ACH-000490,0.241253744298
ACH-000491,0.281851493217
ACH-000495,0.207679693293
ACH-000496,0.156845552516
ACH-000499,-0.00191164957933
ACH-000500,-0.24156165987199998
ACH-000502,0.344837569489
ACH-000503,0.47595254843400003
ACH-000505,0.200079331613
ACH-000507,0.28169772425
ACH-000510,0.225514813513
ACH-000511,0.0497498155893
ACH-000512,0.201698610396
ACH-000516,0.31105092708500004
ACH-000517,0.18862922994800002
ACH-000518,0.319205159185
ACH-000520,0.25830886437
ACH-000521,0.43156802354400003
ACH-000522,0.29543561787300004
ACH-000524,0.25639833879900004
ACH-000527,0.256141546987
ACH-000528,0.231099306421
ACH-000537,0.365556798341
ACH-000541,0.11707710075899999
ACH-000542,0.302558495158
ACH-000544,0.188380521391
ACH-000545,0.286224297085
ACH-000547,0.411210108278
