,THUMPD2 (80745)
ACH-000004,-0.0064349367582
ACH-000007,-0.257440504884
ACH-000009,-0.0332619915986
ACH-000011,-0.263723052803
ACH-000012,-0.07600993583589999
ACH-000013,-0.0649357755248
ACH-000014,-0.295606713703
ACH-000015,-0.171638242759
ACH-000017,-0.11974441464800001
ACH-000018,-0.0162693088786
ACH-000019,-0.34089995739100004
ACH-000021,-0.0756064481535
ACH-000022,0.050750180107000005
ACH-000025,-0.057211976004499995
ACH-000028,-0.181757476548
ACH-000030,-0.11960464795800001
ACH-000035,-0.23715124142299998
ACH-000036,-0.219489511164
ACH-000037,-0.22795901312300001
ACH-000039,-0.308187932195
ACH-000040,0.011793464790399999
ACH-000041,-0.0903374540549
ACH-000042,-0.23455840721700003
ACH-000045,-0.0926960926936
ACH-000047,-0.121810934665
ACH-000052,-0.140078968404
ACH-000053,-0.175239597664
ACH-000054,-0.228154009221
ACH-000055,-0.184032482708
ACH-000060,-0.17810483161200003
ACH-000067,-0.145133995542
ACH-000070,-0.0252599258839
ACH-000075,0.257157632735
ACH-000078,-0.298508294431
ACH-000082,-0.10571379259500001
ACH-000085,-0.173578814408
ACH-000086,-0.18655768526
ACH-000087,-0.109474598487
ACH-000092,-0.384466200408
ACH-000095,-0.233267516059
ACH-000097,-0.19018642889000004
ACH-000098,-0.08575569060419999
ACH-000099,-0.18396262995299997
ACH-000108,-0.155417154024
ACH-000113,-0.279673795805
ACH-000115,-0.39497762570699996
ACH-000116,-0.325852346726
ACH-000118,-0.16207949787599998
ACH-000120,-0.261759402215
ACH-000123,-0.0963807407826
ACH-000127,-0.09195374662
ACH-000128,-0.18042007630800003
ACH-000132,-0.440337515207
ACH-000133,-0.268895541703
ACH-000137,-0.214863718204
ACH-000138,-0.0602369726219
ACH-000142,-0.15106819229000001
ACH-000143,-0.263795469982
ACH-000146,-0.0960474782845
ACH-000148,-0.00214068690165
ACH-000150,-0.211649667998
ACH-000152,-0.13622644190400002
ACH-000153,-0.0601198944859
ACH-000159,-0.079147998971
ACH-000160,0.283035817862
ACH-000163,-0.138396955454
ACH-000167,0.276079339562
ACH-000168,-0.173547107772
ACH-000169,-0.196502446596
ACH-000178,-0.08033778574789999
ACH-000182,-0.06086421042830001
ACH-000183,0.006249902243939999
ACH-000188,-0.0963917802145
ACH-000189,-0.115734561547
ACH-000190,0.164733520802
ACH-000198,-0.174611692387
ACH-000204,-0.152447990787
