,VEZF1 (7716)
ACH-000004,-0.17306976396600002
ACH-000007,-0.130733453285
ACH-000009,-0.363587892508
ACH-000011,-0.440096507209
ACH-000012,-0.207633681081
ACH-000013,-0.022030184293900003
ACH-000014,-0.017126697458
ACH-000015,0.09681013438960001
ACH-000017,-0.221893369269
ACH-000018,0.233516587059
ACH-000019,-0.251743541146
ACH-000021,-0.056752651049699995
ACH-000022,0.0862115988201
ACH-000025,-0.0410002478724
ACH-000028,-0.456657791613
ACH-000030,-0.270918070725
ACH-000035,-0.184761961008
ACH-000036,-0.23450880058899998
ACH-000037,0.10776574245500001
ACH-000039,-0.378490531826
ACH-000040,-0.175631930482
ACH-000041,-0.25431386208900003
ACH-000042,-0.11584601862400001
ACH-000045,-0.128997092683
ACH-000047,0.0329544872634
ACH-000052,-0.0914483160005
ACH-000053,-0.019296838884199998
ACH-000054,-0.326493296626
ACH-000055,-0.432053617835
ACH-000060,-0.299062839324
ACH-000067,-0.246881873226
ACH-000070,-0.622667332071
ACH-000075,0.43815078588999995
ACH-000078,-0.44239824732199995
ACH-000082,0.0727302580517
ACH-000085,0.09931622506010002
ACH-000086,0.10627991613900001
ACH-000087,-0.17454664644200002
ACH-000092,0.154048319036
ACH-000095,0.138611322791
ACH-000097,-0.23859022331500002
ACH-000098,0.029443455290599996
ACH-000099,-0.0715161943568
ACH-000108,-0.202787291131
ACH-000113,-0.22848869678300002
ACH-000115,-0.032663215973
ACH-000116,0.0140092499835
ACH-000118,-0.329970186021
ACH-000120,-0.641819146054
ACH-000123,0.18995128447700002
ACH-000127,-0.0124284244775
ACH-000128,-0.185518962789
ACH-000132,-0.105695783347
ACH-000133,-0.16500154232699998
ACH-000137,-0.131973910557
ACH-000138,-0.594168430275
ACH-000142,-0.241804580201
ACH-000143,-0.123052554981
ACH-000146,0.08583460140560001
ACH-000148,0.07793264608739998
ACH-000150,-0.297944920311
ACH-000152,0.03634067912680001
ACH-000153,-0.211585258413
ACH-000159,0.078140252329
ACH-000160,-0.15684062634
ACH-000163,-0.11265592318499999
ACH-000167,-0.289733692608
ACH-000168,-0.25314894189599996
ACH-000169,0.10166527742499999
ACH-000178,-0.0398152091428
ACH-000182,0.139473229703
ACH-000183,-0.047102786420300004
ACH-000188,0.10875131232999999
ACH-000189,-0.09695598804860002
ACH-000190,-0.569409529259
ACH-000198,-0.43724767823
ACH-000204,0.034367896344
ACH-000206,0.028867682571
ACH-000207,0.0953009371845
ACH-000211,-0.13744612918
ACH-000215,-0.188814075801
ACH-000221,0.167003915771
ACH-000222,-0.104974218046
ACH-000223,-0.126052371717
ACH-000226,-0.10670457318499998
ACH-000227,-0.28323804611
ACH-000228,-0.0446365775349
ACH-000231,-0.05920276118869999
ACH-000232,0.240565670519
ACH-000233,-0.0524228553758
ACH-000234,-0.0329702552159
ACH-000235,0.0675232590001
ACH-000237,-0.235521329181
ACH-000238,0.00433961185128
ACH-000243,-0.122808091382
ACH-000244,-0.560121026505
ACH-000246,-0.634523558739
ACH-000248,-0.162932967613
ACH-000250,0.0450994665064
ACH-000251,-0.123321912563
ACH-000253,0.011754056442
ACH-000255,-0.00577575333055
ACH-000256,-0.295194732657
ACH-000257,-0.12061943549000001
ACH-000258,-0.532346142404
