,SLC22A18AS (5003)
ACH-000004,0.139442303259
ACH-000007,-0.0922417269193
ACH-000009,0.09038718419639999
ACH-000011,-0.0254992198621
ACH-000012,0.20956678666900003
ACH-000013,0.055035360611800005
ACH-000014,0.258491786967
ACH-000015,0.155964191012
ACH-000017,0.0610294966766
ACH-000018,0.137393339371
ACH-000019,-5.21739648118e-05
ACH-000021,0.145292246137
ACH-000022,-0.0176287385344
ACH-000025,0.03410926006040001
ACH-000028,0.11693976332
ACH-000030,0.140307750192
ACH-000035,0.0361043771044
ACH-000036,0.06402942624340001
ACH-000037,0.155292251898
ACH-000039,0.116525259827
ACH-000040,0.023529094731200004
ACH-000041,0.209772314683
ACH-000042,0.017764816758400002
ACH-000045,0.10122362094699999
ACH-000047,0.187188131473
ACH-000052,0.261496074626
ACH-000053,0.039522534158400006
ACH-000054,0.17510258910100002
ACH-000055,0.322859096046
ACH-000060,0.124489201225
ACH-000067,0.104706413264
ACH-000070,0.352442465113
ACH-000075,-0.0049689896591400004
ACH-000078,0.13476481207000002
ACH-000082,-0.015423705913499999
ACH-000085,-0.006448585557199999
ACH-000086,0.020211166228900002
ACH-000087,-0.0281293569411
ACH-000092,0.0679433911641
ACH-000095,0.09363993127319999
ACH-000097,0.0573009038412
ACH-000098,0.131199686022
ACH-000099,0.00589492463491
ACH-000108,0.025344384946599997
ACH-000113,-0.08628391466669999
ACH-000115,0.00239872710311
ACH-000116,0.0307580843716
ACH-000118,0.0249921474264
ACH-000120,0.193943404305
ACH-000123,0.158430139752
ACH-000127,0.13902975119
ACH-000128,-0.0207173718649
ACH-000132,0.110793158737
ACH-000133,-0.07224199849230001
ACH-000137,0.00045060144779199995
ACH-000138,0.0749981312572
ACH-000142,0.0469614211329
ACH-000143,0.047723141703199995
ACH-000146,0.12915434286900002
ACH-000148,0.0169959624692
ACH-000150,-0.21477819688799998
ACH-000152,0.180686180664
ACH-000153,0.124950656711
ACH-000159,0.0770569102767
ACH-000160,0.0294752901746
ACH-000163,0.276476537111
ACH-000167,0.021930301884499997
ACH-000168,-0.016530660729399998
ACH-000169,-0.0197256733187
ACH-000178,0.149031725812
ACH-000182,0.0150179611109
ACH-000183,-0.019864414478900003
ACH-000188,0.15580077926
ACH-000189,0.309225555907
ACH-000190,0.09449400574719999
ACH-000198,0.16563197199000002
ACH-000204,0.320736538378
ACH-000206,0.0671630589552
ACH-000207,0.315134498455
ACH-000211,0.10937874383099999
ACH-000215,0.0814730254883
ACH-000221,0.150305669097
ACH-000222,0.06741667025230001
ACH-000223,0.104089310714
ACH-000226,0.113123509866
ACH-000227,-0.11015788965600001
ACH-000228,0.15841460385
ACH-000231,0.0221689284186
ACH-000232,0.036712997146
ACH-000233,0.0904259025661
ACH-000234,0.0169075023324
ACH-000235,0.155244771986
ACH-000237,0.0670469693149
ACH-000238,0.0644810030929
ACH-000243,0.136523134566
ACH-000244,0.00565220058186
ACH-000246,0.0835318748233
ACH-000248,0.181255547795
ACH-000250,0.110285464843
ACH-000251,0.277381695584
ACH-000253,-0.156791393496
ACH-000255,0.0891646730958
ACH-000256,0.0461388525777
ACH-000257,0.20860137668099998
ACH-000258,-0.0502106082454
ACH-000259,0.053568316463599996
ACH-000260,-0.0235573897963
ACH-000261,-0.027891779509700003
ACH-000262,0.0389543873119
ACH-000263,-0.19670014050999998
ACH-000264,0.07567884770200001
ACH-000265,0.206987426505
ACH-000266,0.073173194028
ACH-000272,0.134114565175
ACH-000273,0.07429077589430001
ACH-000274,0.0327523765169
ACH-000277,0.084804447916
ACH-000278,0.12208683128900001
ACH-000279,0.104438175372
ACH-000280,0.0483913135296
ACH-000281,0.162018020375
ACH-000288,0.0159883883746
ACH-000291,-0.118926506177
ACH-000293,0.169027438241
ACH-000294,0.0583029783417
ACH-000295,-0.12804745337
ACH-000296,0.058512605087099996
ACH-000302,0.0581083593374
ACH-000304,0.06473481114030001
ACH-000307,0.0633262920928
ACH-000308,0.0824456871605
ACH-000310,0.104324683213
ACH-000311,0.0721921169017
ACH-000312,0.058006525595000004
ACH-000315,0.20659250447
ACH-000316,-0.11408136162100001
ACH-000317,-0.00486847051279
ACH-000318,0.13607893937100002
ACH-000319,-0.11775430283199999
ACH-000320,0.0522307102684
ACH-000322,0.28088380636
ACH-000323,0.0592629712519
ACH-000324,0.0193643594731
ACH-000329,0.0898819973021
ACH-000330,0.07046589895819999
ACH-000331,0.101938471996
ACH-000332,0.06740064877999999
ACH-000334,0.224978808855
ACH-000335,0.128884807336
ACH-000336,-0.04410500911259999
ACH-000337,0.274241352659
ACH-000339,0.140976039846
ACH-000341,0.276779177045
ACH-000348,-0.0374803569409
ACH-000350,0.0288588661362
ACH-000352,0.026317446584799998
ACH-000356,-0.0022833963041100002
ACH-000361,0.39354716966700004
ACH-000362,-0.0220932858353
ACH-000363,0.04781848304280001
ACH-000364,-0.0656154784542
ACH-000365,0.122893901286
ACH-000366,-0.015493940568799998
ACH-000368,0.0935807022735
ACH-000374,0.251936339738
ACH-000375,0.09075030725569999
ACH-000376,-0.0121055850997
ACH-000381,0.117499989584
ACH-000383,0.0831729110088
ACH-000387,0.126774867894
ACH-000389,-0.0222827381121
ACH-000390,0.142755785845
ACH-000393,0.0203412186533
ACH-000395,0.169366132967
ACH-000397,-0.127132291648
ACH-000401,0.009458765253809998
ACH-000402,-0.108928922621
ACH-000403,-0.19946788809000002
ACH-000404,0.0478640713523
ACH-000406,0.05453266090469999
ACH-000407,0.08005418098789999
ACH-000408,0.286108745458
ACH-000410,0.18080792841499999
ACH-000411,0.197926211191
ACH-000414,0.107639209286
ACH-000415,0.07387763648519999
ACH-000416,0.09978019805989999
ACH-000420,-0.0793783727823
ACH-000421,0.15270555918
ACH-000424,0.14251823504
ACH-000425,0.07320269563910001
ACH-000426,0.0419697002212
ACH-000427,0.06314734039419999
ACH-000433,0.0637958767186
ACH-000436,0.274480436145
ACH-000444,0.0713157868056
ACH-000445,-0.057853856629099996
ACH-000448,0.117414180657
ACH-000450,-0.0138131096145
ACH-000452,0.104384123562
ACH-000454,0.0203491284332
ACH-000458,0.06970955731169999
ACH-000459,0.031557862591800004
ACH-000460,-0.0594556922305
ACH-000461,0.129221186922
ACH-000463,0.14838674085
ACH-000464,0.17464159063499998
ACH-000466,0.0753888233727
ACH-000467,0.022853119330700004
ACH-000468,0.10223425681399999
ACH-000469,0.06332770219759999
ACH-000470,-0.08852502147939999
ACH-000471,0.165275195418
ACH-000472,0.11729438901900001
ACH-000473,0.029512109463999996
ACH-000475,-0.040310899128199996
ACH-000476,0.120879601639
ACH-000477,-0.049034105429199996
ACH-000480,0.0869181732197
ACH-000481,0.261382659753
ACH-000483,-0.029532867900999998
ACH-000484,0.131262596372
ACH-000485,0.0812741555474
ACH-000486,0.048131873061199995
ACH-000487,0.303441981957
ACH-000488,-0.039995555891400005
ACH-000490,0.167456982038
ACH-000491,-0.069141959218
ACH-000495,-0.14597934616
ACH-000496,0.028133493001599997
ACH-000499,-0.179154454465
ACH-000500,-0.36074626968699997
ACH-000502,0.11819802568
ACH-000503,0.15551661802
ACH-000505,0.0975510082705
ACH-000507,0.095675497741
ACH-000510,0.08306174368319999
ACH-000511,0.09767181286830001
ACH-000512,0.227079311655
ACH-000516,0.107127150505
ACH-000517,0.09517867766460002
ACH-000518,0.158562954473
ACH-000520,0.011794119561
ACH-000521,0.18436132444699999
ACH-000522,0.036892536903
ACH-000524,0.08490493588839998
ACH-000527,-0.015247137964
ACH-000528,0.124569332983
ACH-000537,0.09388963217160001
ACH-000541,0.07667744820360001
ACH-000542,0.0476256541629
ACH-000544,-0.0667118523229
ACH-000545,0.06281339959730001
ACH-000547,-0.0118108195199
ACH-000548,-0.0377233209147
ACH-000549,-0.000374109510597
ACH-000550,0.157376467311
ACH-000552,0.061834081602
ACH-000556,0.0169475587341
ACH-000557,0.0626870539345
ACH-000570,0.15963713397600002
ACH-000571,0.04290995214169999
ACH-000573,0.08783939268829999
ACH-000576,0.117615240131
ACH-000580,0.135145516679
ACH-000584,-0.028891283733299997
ACH-000585,0.10434477466
ACH-000588,0.0688852020011
ACH-000589,0.208136479679
ACH-000591,0.115672731277
ACH-000593,-0.00897123785846
ACH-000600,0.025855632508
ACH-000601,-0.00704482097632
ACH-000604,0.24910604436
ACH-000605,0.292667713645
ACH-000606,0.179713980617
ACH-000608,0.033947501309799996
ACH-000614,0.09724530085750001
ACH-000616,-0.0384207532805
ACH-000618,0.0467548979045
ACH-000619,0.221768138505
ACH-000620,0.030132639253599998
ACH-000621,0.0554036681549
ACH-000622,0.0454557676948
ACH-000623,-0.0267309888105
ACH-000624,-0.007821142465780001
ACH-000627,0.15619604266200002
ACH-000630,0.0625169967059
ACH-000632,-0.07422514555589999
ACH-000633,-0.08667200299599999
ACH-000637,-0.137275654362
ACH-000638,0.19633006778200002
ACH-000646,0.09163293372030001
ACH-000647,-0.0509613263448
ACH-000648,0.07589176580439999
ACH-000649,0.08480552848210002
ACH-000651,0.12388758506400001
ACH-000652,0.19634143545000002
ACH-000653,-0.0308138928343
ACH-000657,0.0420639734804
ACH-000658,0.203392992018
ACH-000661,0.302145120152
ACH-000662,0.530930274486
ACH-000663,-0.0656672058194
ACH-000665,0.112479535548
ACH-000671,-0.026030501464200002
ACH-000673,0.144347537038
ACH-000676,0.0725406525007
ACH-000677,0.0020604641660999998
ACH-000681,0.0269977339438
ACH-000682,-0.011984320600399999
ACH-000683,-0.0052462228027
ACH-000684,-0.13068153411900002
ACH-000688,0.266601285288
ACH-000693,0.048310229755300006
ACH-000694,0.0399174304654
ACH-000695,-0.0138493644019
ACH-000696,0.00393366076889
ACH-000697,0.0528736767648
ACH-000699,0.06044497009869999
ACH-000701,0.046888107592599995
ACH-000706,0.051166757859500006
ACH-000711,0.060136236913400004
ACH-000713,0.205420879733
ACH-000714,0.10590812121099999
ACH-000718,0.0399613278403
ACH-000720,0.200871384425
ACH-000721,0.0347364767711
ACH-000724,0.18594852384
ACH-000725,0.18611861702100002
ACH-000732,0.024543246108200002
ACH-000734,-0.05744874832119999
ACH-000735,0.10001641086799999
ACH-000736,0.08236082785080001
ACH-000738,0.124766682361
ACH-000746,0.0371514717837
ACH-000747,0.072462321043
ACH-000748,-0.0224191742301
ACH-000753,0.178790699921
ACH-000756,-0.120591716018
ACH-000757,0.12438517974999999
ACH-000758,0.119713348232
ACH-000760,0.0938791721036
ACH-000763,0.04149159054
ACH-000764,0.0286283780055
ACH-000765,0.06142654780140001
ACH-000766,0.141126098457
ACH-000767,0.063531223441
ACH-000768,0.0522822553144
ACH-000769,0.122343959501
ACH-000770,0.0344058774469
ACH-000771,-0.023787929698099997
ACH-000773,0.0685535825481
ACH-000776,0.0223382393009
ACH-000777,-0.0996902259878
ACH-000778,0.0366643860519
ACH-000781,-0.00659356369343
ACH-000782,0.0939356707569
ACH-000783,-0.101676758501
ACH-000784,0.042661940883900004
ACH-000785,0.15166915283
ACH-000787,0.18171232957400002
ACH-000788,0.020493952689200002
ACH-000791,0.21240938212699997
ACH-000792,-0.0819135885282
ACH-000794,0.08311087623760001
ACH-000796,-0.0496193705183
ACH-000799,0.0078996747091
ACH-000800,0.156022342556
ACH-000802,0.0472944907373
ACH-000804,0.0026542110434999997
ACH-000805,0.18520197380800002
ACH-000809,0.0228561897615
ACH-000810,0.411927801778
ACH-000811,0.0686771878088
ACH-000817,0.20906450916900002
ACH-000819,0.171086644181
ACH-000820,0.22626758973900002
ACH-000821,0.142564305678
ACH-000822,0.061690705176099994
ACH-000823,0.000357785575482
ACH-000824,-0.043954277908500004
ACH-000827,0.09777707627910001
ACH-000829,0.08480421971680001
ACH-000831,0.173464905311
ACH-000832,0.258625752641
ACH-000833,0.157816002183
ACH-000834,0.213061899109
ACH-000835,0.0688268967112
ACH-000836,0.0740932390746
ACH-000837,0.156504087728
ACH-000838,0.13924060372400002
ACH-000839,0.12546385764499998
ACH-000840,0.303756686565
ACH-000841,0.219198201853
ACH-000843,0.0787673860367
ACH-000846,0.103530336634
ACH-000847,0.004294624898229999
ACH-000848,0.26802249886
ACH-000849,0.17329287776900001
ACH-000851,0.145622357379
ACH-000855,-0.0268271675459
ACH-000856,0.23340482738
ACH-000858,0.0991963781249
ACH-000859,0.20079156922400002
ACH-000861,0.08348938170810001
ACH-000862,0.00480842347316
ACH-000865,0.015237063788700001
ACH-000866,0.104140234417
ACH-000867,-0.037506929261699996
ACH-000869,0.200987847753
ACH-000872,0.17603591845199998
ACH-000873,-0.0251556282527
ACH-000876,0.0424440708258
ACH-000878,-0.118775352359
ACH-000880,-0.15162735366900001
ACH-000881,-0.0957769983491
ACH-000882,0.0052081421241
ACH-000884,0.17280092586399998
ACH-000885,-0.000967881228859
ACH-000887,0.00796812742956
ACH-000888,0.045856345853399996
ACH-000889,-0.0017958966194700002
ACH-000890,0.311365603652
ACH-000896,-0.036235660485300004
ACH-000898,-0.0223274873927
ACH-000900,0.164146241236
ACH-000901,0.0882089408973
ACH-000905,0.178087920209
ACH-000906,0.0977247237912
ACH-000907,-0.0086142859238
ACH-000910,0.0206388539424
ACH-000911,0.177966223584
ACH-000912,0.0749894948377
ACH-000913,-0.009296290393209998
ACH-000915,0.11752081089000002
ACH-000916,-0.0457099604844
ACH-000917,0.10455421450099998
ACH-000921,-0.00987693230457
ACH-000924,0.0475014695394
ACH-000926,-0.0358485141408
ACH-000928,0.235098869582
ACH-000929,0.111951151261
ACH-000932,0.24664245616900002
ACH-000935,0.0899840771408
ACH-000936,0.0648901223826
ACH-000937,0.151142469266
ACH-000938,0.18438372968400002
ACH-000939,-0.0426730399061
ACH-000941,0.0510584305838
ACH-000943,0.0626082098301
ACH-000946,0.21503748737599998
ACH-000947,0.048194862476
ACH-000948,0.130093760486
ACH-000950,0.08979135330119999
ACH-000953,-0.09954204755110001
ACH-000957,-0.0765152266347
ACH-000958,0.0856713206773
ACH-000960,0.10043437615499999
ACH-000963,-0.159914041007
ACH-000968,0.13106523338
ACH-000969,0.137629394757
ACH-000973,0.00589799122029
ACH-000974,0.0031846121518
ACH-000975,0.131534029105
ACH-000976,0.0516304379508
ACH-000978,-0.04303216459430001
ACH-000980,0.0580852874718
ACH-000984,-0.06524621868580001
ACH-000986,0.0803320336166
ACH-000988,-0.017713000495599998
ACH-000993,0.07902111461950001
