,GNPTG (84572)
ACH-000004,-0.20922229982999999
ACH-000007,0.17522948722800002
ACH-000009,0.116593714603
ACH-000011,-0.0463183767049
ACH-000012,-0.0358286413629
ACH-000013,-0.06135672977940001
ACH-000014,-3.13879292501e-05
ACH-000015,-0.114860550568
ACH-000017,-0.00503109307308
ACH-000018,0.00437039220962
ACH-000019,-0.111277788628
ACH-000021,0.132361363714
ACH-000022,-0.1532111334
ACH-000025,-0.153140158988
ACH-000028,-0.0700823859051
ACH-000030,0.057562429023
ACH-000035,-0.00952430325018
ACH-000036,-0.00314087192554
ACH-000037,-0.0987815147741
ACH-000039,0.104865401881
ACH-000040,0.043421716548699994
ACH-000041,0.07510707486189999
ACH-000042,0.069475822734
ACH-000045,-0.0141402408833
ACH-000047,-0.0838142329584
ACH-000052,-0.0453502161266
ACH-000053,-0.0352185984698
ACH-000054,-0.117724752253
ACH-000055,-0.016121070233400002
ACH-000060,-0.0206868658921
ACH-000067,-0.0344486787902
ACH-000070,-0.334345411086
ACH-000075,0.0657020947229
ACH-000078,-0.016664742721799998
ACH-000082,-0.0781058385822
ACH-000085,0.0969276269437
ACH-000086,-0.029125873363399998
ACH-000087,-0.0819645261973
ACH-000092,-0.0532471587529
ACH-000095,0.1200785408
ACH-000097,0.07418079409799999
ACH-000098,0.126765867828
ACH-000099,0.060399011955699994
ACH-000108,-0.04369292244919999
ACH-000113,0.128373694286
ACH-000115,-0.00966567717756
ACH-000116,-0.0725657855865
ACH-000118,-0.08802753859660001
ACH-000120,0.06339093040760001
ACH-000123,-0.09682035400399999
ACH-000127,-0.028424661732400002
ACH-000128,-0.013756819499700002
ACH-000132,-0.032153876412
ACH-000133,-0.206017607401
ACH-000137,-0.016484908870299998
ACH-000138,0.133414357793
ACH-000142,-0.160371550093
ACH-000143,-0.05354416207169999
ACH-000146,0.156477276558
ACH-000148,-0.119804770182
ACH-000150,0.171876961181
ACH-000152,-0.0670535730103
ACH-000153,-0.099587732391
ACH-000159,-0.10558376845300001
ACH-000160,-0.00844319914591
ACH-000163,0.141118235129
ACH-000167,0.198847015157
ACH-000168,-0.236026440939
ACH-000169,-0.0775022095425
ACH-000178,-0.062864497359
ACH-000182,0.0283765227807
ACH-000183,-0.17047958925700002
ACH-000188,0.0733238633757
ACH-000189,0.158976103604
ACH-000190,0.00032453586117500005
ACH-000198,0.04222830365540001
ACH-000204,0.111063669086
ACH-000206,-0.102620437294
ACH-000207,-0.00252821378948
ACH-000211,0.055868367871199996
ACH-000215,-0.110859777033
ACH-000221,-0.0680978568584
ACH-000222,0.286913414316
ACH-000223,0.199807841199
ACH-000226,-0.053593834469
ACH-000227,-0.122177068981
ACH-000228,0.0798207008214
ACH-000231,0.0262539494893
ACH-000232,0.0320809561458
ACH-000233,-0.0767216904412
ACH-000234,0.046264428298199996
ACH-000235,0.0548579416001
ACH-000237,-0.0558183579105
ACH-000238,-0.136865735373
ACH-000243,0.126604973496
ACH-000244,-0.12125418417400001
ACH-000246,0.0108753432425
ACH-000248,0.192734989673
ACH-000250,-0.17056037454
ACH-000251,0.255059448129
ACH-000253,0.060152246953499994
ACH-000255,0.0786845934965
ACH-000256,0.033120356414
ACH-000257,-0.108222705172
ACH-000258,0.175347010416
ACH-000259,0.0387507963722
ACH-000260,0.098711276818
