,GDPGP1 (390637)
ACH-000004,0.00408235503652
ACH-000007,0.0517728847
ACH-000009,-0.032127366491799994
ACH-000011,0.30745016120900004
ACH-000012,0.00179011873146
ACH-000013,0.17944642215999998
ACH-000014,0.044263075884099994
ACH-000015,0.0614425890703
ACH-000017,0.048488106997699995
ACH-000018,0.056871525120199995
ACH-000019,0.223962542674
ACH-000021,0.167135183105
ACH-000022,-0.00553574199612
ACH-000025,0.084140957249
ACH-000028,-0.0557220800709
ACH-000030,0.217511754233
ACH-000035,0.168208875429
ACH-000036,0.01342888085
ACH-000037,0.0773487536583
ACH-000039,0.248422239086
ACH-000040,0.10672386429500001
ACH-000041,-0.08662836175550001
ACH-000042,0.0752269181821
ACH-000045,-0.039567031801699994
ACH-000047,0.110750708352
ACH-000052,0.0578658349579
ACH-000053,0.11188005558900001
ACH-000054,0.11293880327099999
ACH-000055,0.17081203771200001
ACH-000060,0.19599151828699998
ACH-000067,0.0753680234254
ACH-000070,0.24167639557700002
ACH-000075,0.0116017856314
ACH-000078,0.055349214520199995
ACH-000082,0.198116935031
ACH-000085,0.43515178294600004
ACH-000086,0.157759981232
ACH-000087,0.180423484913
ACH-000092,-0.0106806577456
ACH-000095,0.035692560583699996
ACH-000097,0.140105571715
ACH-000098,0.235358329164
ACH-000099,0.0474117063889
ACH-000108,0.09122363594170001
ACH-000113,0.050724861084000004
ACH-000115,-0.015108865234
ACH-000116,0.20211618768800002
ACH-000118,0.18914150285599998
ACH-000120,0.0811289905066
ACH-000123,0.11230644681
ACH-000127,0.22739118863699997
ACH-000128,0.33063028873100003
ACH-000132,0.09826248035690001
ACH-000133,0.176409874573
ACH-000137,0.130712347216
ACH-000138,0.252191606875
ACH-000142,-0.0432265378564
ACH-000143,0.048404403885199995
ACH-000146,0.046531294202300004
ACH-000148,0.210536136346
ACH-000150,0.13903065838300002
ACH-000152,0.0766078873234
ACH-000153,0.149290104911
ACH-000159,0.182185086285
ACH-000160,0.229923399615
ACH-000163,0.058017376364699995
ACH-000167,0.34544616715000004
ACH-000168,0.0730109732421
ACH-000169,0.0225910995415
ACH-000178,0.166331552144
ACH-000182,0.152976065857
ACH-000183,0.141877056616
ACH-000188,0.21533319149799998
ACH-000189,0.11686766761
ACH-000190,0.41817167100900005
ACH-000198,0.038659463090800004
ACH-000204,-0.22190997114100003
ACH-000206,0.370000255804
ACH-000207,0.364642241405
ACH-000211,0.110222502693
ACH-000215,0.09653711542519999
ACH-000221,0.155306619156
ACH-000222,0.09850742901939999
ACH-000223,0.12418780634099999
ACH-000226,0.297021442866
ACH-000227,0.09495116991699999
ACH-000228,0.246387236001
ACH-000231,0.0551850215905
ACH-000232,0.17207104872499998
ACH-000233,0.096571908749
ACH-000234,0.0479675269513
ACH-000235,0.098540748956
ACH-000237,0.231095025869
ACH-000238,0.033796402511900005
ACH-000243,0.152460385262
ACH-000244,-0.0403750800054
ACH-000246,0.14031426233
ACH-000248,0.194592801239
ACH-000250,0.136862173994
ACH-000251,0.107530836433
ACH-000253,0.054009328328200004
ACH-000255,0.131683134202
ACH-000256,0.14287794694599998
ACH-000257,0.269972100121
ACH-000258,-0.07942745005099999
ACH-000259,0.153323885868
ACH-000260,0.15530692763499998
ACH-000261,0.0756576927866
ACH-000262,0.14519548539000002
ACH-000263,0.126374740962
ACH-000264,0.124387673143
ACH-000265,-0.042707689801500005
ACH-000266,0.127741106238
ACH-000272,0.106724098211
ACH-000273,0.23335124444299998
ACH-000274,0.0385340836493
ACH-000277,0.253517521323
ACH-000278,0.131672114877
ACH-000279,-0.08788524124510001
ACH-000280,0.204110489274
ACH-000281,-0.052856514237900006
ACH-000288,0.155320295274
ACH-000291,0.101624823037
ACH-000293,0.311238676468
ACH-000294,0.181802093611
ACH-000295,0.24580703213100003
ACH-000296,0.025703685424799998
ACH-000302,0.28492917226799996
ACH-000304,0.22547377178599998
ACH-000307,0.20527758023899997
ACH-000308,0.0400987337018
ACH-000310,0.0297876926034
ACH-000311,0.035063429358099994
ACH-000312,0.0176095358346
ACH-000315,-0.05917835141200001
ACH-000316,0.00482583049495
ACH-000317,0.20647787737300002
ACH-000318,0.11760445322100001
ACH-000319,0.11062302602
ACH-000320,0.508646040996
ACH-000322,0.135513091575
ACH-000323,0.0952688294816
ACH-000324,0.138511472105
ACH-000329,0.09979422314369998
ACH-000330,0.29163008677499996
ACH-000331,0.139664166342
ACH-000332,0.10766858525999999
ACH-000334,0.139749054224
ACH-000335,-0.07666356591460001
ACH-000336,0.0460122581346
ACH-000337,0.0765983572743
ACH-000339,0.163323107172
ACH-000341,0.306726228762
ACH-000348,0.192280026573
ACH-000350,-0.08607694356380001
ACH-000352,0.045226496135300005
ACH-000356,0.0963976477066
ACH-000361,-0.0290380512225
ACH-000362,-0.056979156851
ACH-000363,0.12865039899
ACH-000364,-0.025938759071900002
ACH-000365,0.185907886668
ACH-000366,0.0595851452333
ACH-000368,-0.161553099073
ACH-000374,0.194372564921
ACH-000375,0.261393070476
ACH-000376,0.12526725343599998
ACH-000381,-0.0581425388999
ACH-000383,0.070474353672
ACH-000387,0.182692020561
ACH-000389,0.237637400106
ACH-000390,0.08248330366989999
ACH-000393,0.185625030565
ACH-000395,0.151338926425
ACH-000397,0.22688512129299998
ACH-000401,0.11763685336200001
ACH-000402,0.0033589128187399998
ACH-000403,0.129417344101
ACH-000404,0.0289456884448
ACH-000406,0.041622178472000004
ACH-000407,-0.23783417837200002
ACH-000408,0.12750729709300002
ACH-000410,0.0127991866672
ACH-000411,0.184009862912
ACH-000414,0.158899763029
ACH-000415,0.239366526651
ACH-000416,0.0204151969248
ACH-000420,-0.0717994649704
ACH-000421,0.106691564537
ACH-000424,0.11150790417000002
ACH-000425,0.160081384955
ACH-000426,0.240723408414
ACH-000427,0.12870088338400001
ACH-000433,-0.09105298565379999
ACH-000436,-0.10887428800799999
ACH-000444,0.0231869497993
ACH-000445,-0.044421228550000004
ACH-000448,-0.00837209986632
