,GTSE1 (51512)
ACH-000310,-0.5215772235939999
ACH-000311,-0.318064185745
ACH-000312,-0.505335096908
ACH-000315,-1.0072280178
ACH-000316,-0.175908575165
ACH-000317,-0.163223488826
ACH-000318,-0.746410500594
ACH-000319,-0.5306814716889999
ACH-000320,-0.334925487887
ACH-000322,-0.649245396114
ACH-000323,-0.174056963747
ACH-000324,-0.9418908476919999
ACH-000329,-0.366016249418
ACH-000330,-0.7724759261290001
ACH-000331,-0.24254098431899998
ACH-000332,-0.334293668762
ACH-000334,-0.791474923332
ACH-000335,-0.24594885296
ACH-000336,-0.15650412420999998
ACH-000337,-0.227980965414
ACH-000339,-0.21898861218899998
ACH-000341,-0.608070581407
ACH-000348,-0.224209407837
ACH-000350,-0.292648385515
ACH-000352,-0.21969266543000002
ACH-000356,-0.630042940658
ACH-000361,-0.258502779779
ACH-000362,-0.342295447271
ACH-000363,-0.430225052228
ACH-000364,-0.618299636812
ACH-000365,-0.350963384152
ACH-000366,-0.49211762548199994
ACH-000368,-0.518254439689
ACH-000374,-0.28586891267700004
ACH-000375,-0.426305789016
ACH-000376,-0.409080390317
ACH-000381,-0.08469799102679999
ACH-000383,-0.240877032725
ACH-000387,-0.22601107441799997
ACH-000389,-0.396921139419
ACH-000390,-0.269890130298
ACH-000393,-0.399019738367
ACH-000395,-0.377305506991
ACH-000397,-0.9856656117929999
ACH-000401,-0.177234172477
ACH-000402,-0.528766250835
ACH-000403,-0.438310444521
ACH-000404,-0.315806081274
ACH-000406,-0.801661193259
ACH-000407,-0.173404919274
ACH-000408,-0.541987025951
ACH-000410,-0.14844591500999998
ACH-000411,-0.131870237052
ACH-000414,0.024514457535500002
ACH-000415,-0.26969571614300003
ACH-000416,-0.168327512703
ACH-000420,-0.353064256446
ACH-000421,-0.194987181056
ACH-000424,-0.0408313719829
ACH-000425,-0.246952584086
ACH-000426,0.123419052477
ACH-000427,-0.272740482481
ACH-000433,-0.299082449177
ACH-000436,-0.615928489266
ACH-000444,-0.565145761733
ACH-000445,-0.488175135454
ACH-000448,-0.26174240500999996
ACH-000450,-0.00127573576174
ACH-000452,-0.527731074639
ACH-000454,-0.238140551923
ACH-000458,-0.33799852291500004
ACH-000459,-0.303265105413
ACH-000460,-0.648540209419
ACH-000461,-0.38313933259000005
ACH-000463,-0.137813801765
ACH-000464,-0.52688585704
ACH-000466,0.00935319724606
ACH-000467,-0.208753010883
ACH-000468,-0.76210815066
ACH-000469,-0.759367238212
ACH-000470,-0.18489999247299999
ACH-000471,-0.42974550791599997
ACH-000472,-0.49450586919
ACH-000473,-0.297356806189
ACH-000475,-0.175724272341
ACH-000476,-0.40185328373199997
ACH-000477,-0.10230591387700001
ACH-000480,-0.35022646624799997
ACH-000481,-0.41593432247900003
ACH-000483,-0.175290589403
ACH-000484,-0.14234863626
ACH-000485,-0.484273710392
ACH-000486,-0.257107719674
ACH-000487,-0.7744659736280001
ACH-000488,-0.18794964553399998
ACH-000490,-0.524233844155
ACH-000491,-0.399734869988
ACH-000495,-0.634879511594
ACH-000496,-0.25719698691799997
ACH-000499,-0.30745912899300004
ACH-000500,-0.415000586618
ACH-000502,-0.464327622464
ACH-000503,-0.23393385091899999
ACH-000505,-0.255372172565
ACH-000507,-0.343418310673
ACH-000510,-0.45793167894599995
ACH-000511,-0.309963118155
ACH-000512,-1.0189227117
ACH-000516,-0.481318249709
ACH-000517,-0.278339244531
ACH-000518,-0.310846054172
ACH-000520,-0.110287235239
ACH-000521,-0.235066373057
ACH-000522,-0.09788011076189998
ACH-000524,-0.22050772772
ACH-000527,-0.427251116475
ACH-000528,-0.181601696967
ACH-000537,-0.159138884308
ACH-000541,0.0346501600551
ACH-000542,-0.49041534838999995
ACH-000544,-0.45937709583700004
ACH-000545,-0.15120817337
ACH-000547,-0.394983629951
ACH-000548,-0.438560974811
ACH-000549,-0.33964997589
ACH-000550,-0.7208968184540001
ACH-000552,-0.26873033630800003
ACH-000556,-0.204980781379
ACH-000557,-0.686209670332
ACH-000570,-0.46233628811800004
ACH-000571,-0.76187072456
ACH-000573,-0.380183295344
ACH-000576,-0.11335757362
ACH-000580,-0.07623790148080001
ACH-000584,-0.275287053403
ACH-000585,-0.520605789507
ACH-000588,-0.549201842942
ACH-000589,-0.24364441606800002
ACH-000591,-0.7314852058300001
ACH-000593,-0.5218396564109999
ACH-000600,-0.11524580965999998
ACH-000601,-0.39456469834200003
ACH-000604,-0.230115913111
ACH-000605,-0.00756956086536
ACH-000606,-0.578612114199
ACH-000608,-0.571803581574
ACH-000614,-0.551861701797
ACH-000616,-0.17965469320500002
ACH-000618,-0.420072563137
ACH-000619,-0.642804034502
ACH-000620,-0.618580862842
ACH-000621,-0.298722040392
ACH-000622,-0.227485367762
ACH-000623,-0.568484826072
ACH-000624,-0.164872577719
ACH-000627,-0.850750075204
ACH-000630,-0.551662195287
ACH-000632,-0.2959990422
ACH-000633,-0.446371906442
ACH-000637,-0.18031377516600003
ACH-000638,-0.487001073122
ACH-000646,-0.303049780946
ACH-000647,-0.4223800721
ACH-000648,-0.24376275185899998
ACH-000649,-0.115541390594
ACH-000651,-0.344149887202
ACH-000652,-0.399927906073
ACH-000653,-0.103410144142
ACH-000657,-0.179864602903
ACH-000658,-0.183273456365
ACH-000661,-0.32227840231
ACH-000662,-0.0758781993991
ACH-000663,-0.240848069725
ACH-000665,-0.301477871083
ACH-000671,-0.187889170854
ACH-000673,-0.566915509232
ACH-000676,-0.223844118029
ACH-000677,-0.11665383872000001
ACH-000681,-0.429328334674
ACH-000682,-0.433592174362
ACH-000683,-0.6935252436329999
ACH-000684,-0.34767649077600005
ACH-000688,-0.238984997101
ACH-000693,-0.377201737249
ACH-000694,-0.310678578039
ACH-000695,0.11818029176200001
ACH-000696,-0.25415944391999995
ACH-000697,-0.461722707258
ACH-000699,-0.41139040831999996
ACH-000701,-0.674907943786
ACH-000706,-0.460801768042
ACH-000711,-0.473448633129
ACH-000713,-0.291399374368
ACH-000714,-0.334328746977
ACH-000718,-0.201370207951
ACH-000720,-0.373194273057
ACH-000721,-0.18941566403700003
ACH-000724,-0.21328675575
ACH-000725,-0.647474919757
ACH-000732,-0.172327093181
ACH-000734,-0.35893973348499997
ACH-000735,-1.03466166437
ACH-000736,-0.156787911899
ACH-000738,-0.217918738665
ACH-000746,-0.293253291141
ACH-000747,-0.447144701084
ACH-000748,-0.11885009085300001
ACH-000753,-0.312005448053
ACH-000756,-0.47232903259099995
ACH-000757,-0.552508147982
ACH-000758,-0.130207252708
ACH-000760,-0.485506816344
ACH-000763,-0.00529626365752
ACH-000764,-0.143102211978
ACH-000765,-0.38947357641
ACH-000766,-0.413441814106
ACH-000767,-0.22756237724599998
ACH-000768,-0.0643662108185
ACH-000769,-0.144607238655
ACH-000770,-0.16992885476
ACH-000771,-0.384690862318
ACH-000773,-0.7082078615360001
ACH-000776,-0.22139055414099998
ACH-000777,-0.116845288925
ACH-000778,-0.06811009461260001
ACH-000781,-0.701937189999
ACH-000782,-0.562602407073
ACH-000783,-0.268953999091
ACH-000784,-0.45327752595799997
ACH-000785,-0.916282981092
ACH-000787,-0.18362841008900002
ACH-000788,-0.19920917653099998
ACH-000791,-0.276281376866
ACH-000792,-0.164394575149
ACH-000794,-0.346346340391
ACH-000796,-0.23176088479600002
ACH-000799,-0.26001443510899996
ACH-000800,-0.5901068558739999
ACH-000802,-0.636033234482
ACH-000804,-0.0934904630839
ACH-000805,-0.493360088778
ACH-000809,-0.686069802655
ACH-000810,-0.472361480273
ACH-000811,-0.08472241428829999
ACH-000817,-0.383422416369
ACH-000819,-0.306194382103
ACH-000820,-0.10456764905999999
ACH-000821,-0.0607776209072
ACH-000822,-0.259060817115
ACH-000823,-0.40342074108000003
ACH-000824,-0.294266326891
ACH-000827,-0.23732876728
ACH-000829,-0.107589601236
ACH-000831,-0.473554623132
ACH-000832,-0.298718289415
ACH-000833,-0.12813506172
ACH-000834,-0.426306303315
ACH-000835,-0.38861981479
ACH-000836,-0.281462049909
ACH-000837,-0.307201197734
ACH-000838,-0.310291342157
ACH-000839,-0.534729329258
ACH-000840,0.0724332232999
ACH-000841,-0.149788442091
ACH-000843,-0.24069091714000002
ACH-000846,-0.6846336657500001
ACH-000847,-0.335841278243
ACH-000848,-0.384315452927
ACH-000849,-0.12381974755200001
ACH-000851,-0.426265544281
ACH-000855,-0.196780303666
ACH-000856,-0.40741440691299996
ACH-000858,-0.325933389667
ACH-000859,-0.618306047758
ACH-000861,-0.198940980766
ACH-000862,-0.39063738923600005
ACH-000865,-0.35860748755500005
ACH-000866,-0.31576632359
ACH-000867,-0.822053364346
ACH-000869,-0.0042574479094600005
ACH-000872,-0.330101080661
ACH-000873,-0.359402398851
ACH-000876,-0.266299021556
ACH-000878,-0.301792470065
ACH-000880,-0.387918216306
ACH-000881,-0.250841600698
ACH-000882,-0.34997535357500004
ACH-000884,-0.593953115251
ACH-000885,-0.230720342619
ACH-000887,-0.09711882943649999
ACH-000888,-0.2248655726
ACH-000889,-0.229726285696
ACH-000890,-0.569457448627
ACH-000896,-0.597634019371
ACH-000898,-0.18248242906599998
ACH-000900,-0.23896505656800002
ACH-000901,-0.15783419849400002
ACH-000905,-0.320855532889
ACH-000906,-0.278896573991
ACH-000907,-0.37407464939199997
ACH-000910,-0.38445287759999996
ACH-000911,-0.349181950828
ACH-000912,-0.415370669389
ACH-000913,-0.21986464621100002
ACH-000915,-0.09658569934660001
ACH-000916,-0.628406232874
ACH-000917,-0.179995454312
ACH-000921,-0.216407978974
ACH-000924,-0.34566725022
ACH-000926,-0.195757029065
ACH-000928,-0.495095989352
ACH-000929,0.0812413039563
ACH-000932,-0.31102633586899997
ACH-000935,-0.236050109535
ACH-000936,-0.264271351106
ACH-000937,-0.16188205085000001
ACH-000938,-0.137129077148
ACH-000939,-0.522412624626
ACH-000941,-0.19469667807500002
ACH-000943,-0.403664197287
ACH-000946,-0.7161488634559999
ACH-000947,-0.224583208199
ACH-000948,-0.147200882889
ACH-000950,-0.6568720200639999
ACH-000953,-0.22795495604000002
ACH-000957,-0.09258628077580001
ACH-000958,-0.42564309264600003
ACH-000960,-0.237927254436
ACH-000963,-0.419760674873
ACH-000968,-0.525637674831
ACH-000969,-0.333023295889
ACH-000973,-0.31256495324
ACH-000974,-0.348362658222
ACH-000975,-0.26748025204799997
ACH-000976,-0.46745890483
ACH-000978,-0.568847680126
ACH-000980,-0.413548286067
ACH-000984,-0.494103748073
ACH-000986,-0.33779327726999997
ACH-000988,-0.214066586058
ACH-000993,-0.328264157976
ACH-000994,-0.5986125608489999
ACH-000996,-0.497110382558
ACH-001001,-0.215196011693
ACH-001020,-0.167887742407
ACH-001028,-0.13544881323799998
ACH-001031,-0.163247840215
ACH-001038,-0.197909652242
ACH-001048,-0.616645168766
ACH-001050,-0.414971150189
ACH-001053,-0.44850418953000004
ACH-001054,-0.45152778752800005
ACH-001061,-0.166487205297
ACH-001067,-0.08713509898610002
ACH-001075,-0.154805066528
ACH-001096,-0.284358475392
ACH-001128,-0.27657456321
ACH-001134,-0.606888748529
ACH-001151,-0.06791543490259999
ACH-001163,-0.199599013082
ACH-001164,-0.27250208293699996
ACH-001173,-0.313748545951
ACH-001183,-0.266674622987
ACH-001184,-0.43549149578900004
ACH-001190,-0.45727575255
ACH-001192,-0.428618457082
ACH-001193,-0.395123106681
ACH-001196,-0.206605849699
ACH-001197,-0.586346140698
ACH-001205,-0.09634472452580001
ACH-001211,-0.038890686291
ACH-001212,-0.163030433326
ACH-001228,-0.36514376121
ACH-001232,-0.167035026562
ACH-001239,-0.38574441818599997
ACH-001274,-0.24453708596299997
ACH-001275,-0.426085685599
ACH-001277,-0.07215406819089999
ACH-001278,-0.264324726791
ACH-001280,-0.22434703300099998
ACH-001283,-0.16211246761
ACH-001289,-0.299906802889
ACH-001295,-0.239708394734
ACH-001300,-0.475648789728
ACH-001301,-1.21492057971
ACH-001302,-0.625842698206
ACH-001303,-0.283714297536
ACH-001306,-0.49210836876
ACH-001318,-0.233868151076
ACH-001322,-0.377361264776
ACH-001328,-0.458662200388
ACH-001332,-0.33543267052299997
ACH-001333,-0.358746558304
ACH-001336,-0.34594886313699996
ACH-001340,-0.43935175637199997
ACH-001346,-0.286214149414
ACH-001353,-0.240029620735
ACH-001354,-0.08116594403680001
ACH-001367,-0.670500468691
ACH-001368,-0.081125136556
ACH-001374,-0.834257843919
ACH-001375,-0.231677887629
ACH-001377,-0.173746565357
ACH-001380,-0.150668638247
ACH-001391,-0.17174948098
ACH-001407,-0.499966437966
ACH-001408,-0.182845929489
ACH-001413,-0.36645475177599995
ACH-001430,-0.19029357226799998
ACH-001431,-0.275317531781
ACH-001450,-0.21730999350900002
ACH-001496,-0.390737419745
ACH-001500,-0.258276179828
ACH-001521,-0.259791947259
ACH-001523,-0.24755887712900002
ACH-001532,-0.128419365985
ACH-001536,-0.470210649542
ACH-001550,-0.34175227492
ACH-001552,-0.423738353377
ACH-001554,-0.240130204396
ACH-001645,-0.361521624332
ACH-001654,-0.49242271533999993
ACH-001715,-0.590602317367
ACH-001735,-0.31874533474399996
ACH-001736,-0.668886422586
ACH-001737,-0.184477449227
ACH-001740,-0.41525765033600004
ACH-001745,-0.510577009338
ACH-001750,-0.196675352275
ACH-001765,-0.121625775995
ACH-001956,-0.133741032459
ACH-001957,-0.23220142575199998
