,FBP1 (2203)
ACH-000004,-0.23006332002399998
ACH-000007,-0.30476544295499997
ACH-000009,-0.42295578273
ACH-000011,-0.217530133041
ACH-000012,-0.40985691558700005
ACH-000013,-0.332106026321
ACH-000014,-0.383005426848
ACH-000015,-0.30048069657800003
ACH-000017,-0.148777610847
ACH-000018,-0.713793710528
ACH-000019,0.024490178547499998
ACH-000021,-0.32478733561900003
ACH-000022,-0.195563263224
ACH-000025,-0.21264046605099998
ACH-000028,-0.194194582839
ACH-000030,-0.21055058296300003
ACH-000035,-0.171058255118
ACH-000036,-0.279808358603
ACH-000037,-0.266736116076
ACH-000039,-0.446078803192
ACH-000040,-0.420882819726
ACH-000041,-0.393583485987
ACH-000042,-0.308581790643
ACH-000045,-0.160886958346
ACH-000047,-0.10409580991100001
ACH-000052,-0.409040487927
ACH-000053,-0.2001135832
ACH-000054,-0.279470375124
ACH-000055,-0.5145239507530001
ACH-000060,-0.142947153674
ACH-000067,-0.258158957518
ACH-000070,-0.32195048204599996
ACH-000075,-0.11162851396
ACH-000078,-0.23024734661
ACH-000082,-0.25087023317699997
ACH-000085,-0.136809572036
ACH-000086,-0.17908295296
ACH-000087,-0.10317452041000001
ACH-000092,-0.197936551037
ACH-000095,-0.152939472059
ACH-000097,-0.09820121477980001
ACH-000098,-0.147470905475
ACH-000099,-0.275494028838
ACH-000108,-0.499844095044
ACH-000113,-0.29257060683499997
ACH-000115,-0.451768067565
ACH-000116,-0.0545070296949
ACH-000118,-0.34968828697
ACH-000120,-0.255336121026
ACH-000123,-0.126494371724
ACH-000127,-0.22730508807900002
ACH-000128,-0.28444604698000003
ACH-000132,-0.287695178403
ACH-000133,-0.41487880838200003
ACH-000137,-0.207748034025
ACH-000138,-0.231594531085
ACH-000142,-0.205651017514
ACH-000143,-0.196067092124
ACH-000146,-0.2595160839
ACH-000148,-0.268288838315
ACH-000150,-0.32690594449099997
ACH-000152,-0.18611553423
ACH-000153,0.051796886440900004
ACH-000159,-0.46817731572300003
ACH-000160,-0.293127318148
ACH-000163,-0.275625060817
ACH-000167,-0.07450286277780001
ACH-000168,-0.35944582368100003
ACH-000169,-0.223679365928
ACH-000178,-0.234771996642
ACH-000182,-0.231507123367
ACH-000183,-0.35039270191
ACH-000188,-0.21961157054400002
ACH-000189,-0.5344806237749999
ACH-000190,-0.390511542984
ACH-000198,-0.19661738285100003
ACH-000204,-0.145213373166
ACH-000206,-0.22449574246999998
ACH-000207,-0.023597891897299998
ACH-000211,-0.24319603108399998
ACH-000215,-0.30080316312100003
ACH-000221,-0.276760928553
ACH-000222,-0.409202506964
ACH-000223,-0.20943064837900002
ACH-000226,-0.063565877951
ACH-000227,-0.25444274095400005
ACH-000228,-0.23729512470699998
ACH-000231,-0.18623154521
ACH-000232,-0.228196428986
ACH-000233,-0.146447890647
ACH-000234,-0.17169096213100002
ACH-000235,-0.260058815388
ACH-000237,-0.262201232769
ACH-000238,-0.179444689289
ACH-000243,-0.091889633279
ACH-000244,-0.328416616587
ACH-000246,-0.322855660956
ACH-000248,-0.0880607888769
ACH-000250,-0.19759299308400002
ACH-000251,-0.326805990249
ACH-000253,-0.259500763975
ACH-000255,-0.35211211489699995
ACH-000256,-0.23225177468000002
ACH-000257,-0.108448152728
ACH-000258,-0.547101291037
ACH-000259,-0.23955098401099997
ACH-000260,-0.269842793586
ACH-000261,-0.144558612195
ACH-000262,-0.459287469704
ACH-000263,0.0342829955157
ACH-000264,-0.213950733305
ACH-000265,-0.118136037697
ACH-000266,-0.250435416245
ACH-000272,-0.229602297511
ACH-000273,-0.250927910667
ACH-000274,-0.28432827653000003
ACH-000277,-0.20585117184
ACH-000278,-0.25482515810199996
ACH-000279,-0.17171323204999997
ACH-000280,-0.33412493887600003
ACH-000281,-0.277271685447
ACH-000288,-0.230012181268
ACH-000291,-0.21299431292999998
ACH-000293,-0.533771689933
ACH-000294,-0.231478443937
ACH-000295,-0.287292753408
ACH-000296,0.019957402601000002
ACH-000302,-0.123328652893
ACH-000304,-0.0697985846655
ACH-000307,-0.190184655348
ACH-000308,-0.314593439782
ACH-000310,-0.334503180231
ACH-000311,-0.054937548816800005
ACH-000312,-0.38462140576700005
ACH-000315,-0.223016086479
ACH-000316,-0.146119657451
ACH-000317,-0.406619413715
ACH-000318,-0.184341520895
ACH-000319,-0.0191530098135
ACH-000320,-0.430381507052
ACH-000322,0.0584313161443
ACH-000323,-0.262712752853
ACH-000324,-0.263920587736
ACH-000329,-0.323882083337
ACH-000330,-0.08586110719139999
ACH-000331,-0.133732720569
ACH-000332,-0.205847302563
ACH-000334,0.0644340015596
ACH-000335,-0.150760077476
ACH-000336,-0.16540239321
ACH-000337,-0.08540154093810001
ACH-000339,-0.318127026318
ACH-000341,-0.231853589696
ACH-000348,-0.37069676741499996
ACH-000350,-0.313049289311
ACH-000352,-0.174486771407
ACH-000356,-0.120807810475
ACH-000361,-0.0662305545144
ACH-000362,-0.28242127215
ACH-000363,-0.0669998010724
ACH-000364,-0.122674501017
ACH-000365,-0.286097054435
ACH-000366,-0.36740281185900003
ACH-000368,-0.39229033494000004
ACH-000374,-0.25851815743
ACH-000375,-0.054809243467100005
ACH-000376,-0.304692681191
ACH-000381,-0.210508484487
ACH-000383,-0.280775674602
ACH-000387,-0.243827863076
ACH-000389,-0.14709332482
ACH-000390,-0.579621449116
ACH-000393,-0.14809816857799998
ACH-000395,-0.6782635350409999
ACH-000397,-0.199978687843
ACH-000401,-0.358440645203
ACH-000402,-0.215026933513
ACH-000403,-0.170000018796
ACH-000404,-0.427665670241
ACH-000406,-0.246281219519
ACH-000407,-0.273988244958
ACH-000408,0.016188610426000002
ACH-000410,-0.20487213991
ACH-000411,-0.332033105236
ACH-000414,-0.146820165012
ACH-000415,-0.217815110145
ACH-000416,-0.35459820636
ACH-000420,-0.14890329487600001
ACH-000421,-0.21550439766600002
ACH-000424,0.090193828365
ACH-000425,-0.06525744711569999
ACH-000426,-0.278024053471
ACH-000427,-0.390332987447
ACH-000433,-0.309991843915
ACH-000436,-0.30529631020799997
ACH-000444,-0.34613270048100003
ACH-000445,-0.358827668543
ACH-000448,-0.244869952256
ACH-000450,-0.05317027823
ACH-000452,-0.229262868508
ACH-000454,-0.38011028567500005
ACH-000458,-0.10098081755100001
ACH-000459,0.0728100229318
ACH-000460,-0.29715819178
ACH-000461,-0.216420028081
ACH-000463,-0.411571413507
ACH-000464,-0.294998497229
ACH-000466,-0.28333245488000003
ACH-000467,-0.264753325154
ACH-000468,-0.18762364975600002
ACH-000469,-0.137879976592
ACH-000470,-0.112135043408
ACH-000471,-0.344176508351
ACH-000472,-0.264017508321
ACH-000473,-0.0657712192071
ACH-000475,-0.124614144109
ACH-000476,-0.22149883781100002
ACH-000477,-0.593745176131
ACH-000480,-0.194689969956
ACH-000481,-0.31663873986900004
ACH-000483,-0.05918923051680001
ACH-000484,-0.24124125112599998
ACH-000485,-0.26018149404
ACH-000486,-0.27333037138599997
ACH-000487,-0.128897794408
ACH-000488,-0.260815509939
ACH-000490,-0.24068637567600001
ACH-000491,-0.23711174568399998
ACH-000495,-0.458165404978
ACH-000496,-0.27629727789999997
ACH-000499,-0.286467027819
ACH-000500,0.0355812999732
ACH-000502,-0.18818100059999998
ACH-000503,-0.115456070178
ACH-000505,-0.2753050878
ACH-000507,-0.190403231158
ACH-000510,-0.19390475662099999
ACH-000511,-0.18945037720600003
ACH-000512,-0.449913401271
ACH-000516,-0.186823823609
ACH-000517,-0.27676735895
ACH-000518,-0.351185569629
ACH-000520,-0.17318957893800002
ACH-000521,-0.35657380220299995
ACH-000522,-0.256645323142
