,CHDH (55349)
ACH-000004,0.0139055538656
ACH-000007,-0.24496433422
ACH-000009,0.004392645663890001
ACH-000011,0.0305556702268
ACH-000012,-0.0917464391264
ACH-000013,0.0423453604741
ACH-000014,0.198425564516
ACH-000015,-0.0986019481453
ACH-000017,0.138900548954
ACH-000018,-0.08508547096339998
ACH-000019,-0.273415495652
ACH-000021,0.0188733625154
ACH-000022,0.05177481284990001
ACH-000025,-0.176907426721
ACH-000028,-0.107038032467
ACH-000030,-0.05561100496640001
ACH-000035,0.109518028219
ACH-000036,0.0197604837496
ACH-000037,-0.20701616267499998
ACH-000039,0.21378558016399998
ACH-000040,0.133317042251
ACH-000041,-0.130262781475
ACH-000042,-0.028345317903700002
ACH-000045,0.190977909798
ACH-000047,0.0603039185401
ACH-000052,-0.00812433573164
ACH-000053,-0.017824692946400003
ACH-000054,-0.0951739491581
ACH-000055,-0.11862803329000002
ACH-000060,0.072904714573
ACH-000067,-0.00440962880516
ACH-000070,0.0187293909508
ACH-000075,-0.0885432157807
ACH-000078,0.115904721198
ACH-000082,0.07336193632310001
ACH-000085,-0.0363982224309
ACH-000086,-0.0560709412557
ACH-000087,0.17736174140299998
ACH-000092,0.09320826302850001
ACH-000095,0.0135400415996
ACH-000097,0.05803944997280001
ACH-000098,0.0704148903475
ACH-000099,-0.0616321924038
ACH-000108,-0.100209182443
ACH-000113,-0.022183708481200003
ACH-000115,-0.15700825692700002
ACH-000116,0.09613141616189999
ACH-000118,-0.00444250715924
ACH-000120,-0.0830480584391
ACH-000123,0.0817731712996
ACH-000127,-0.12557769773299998
ACH-000128,-0.00366278434314
ACH-000132,0.107199199842
ACH-000133,0.09813273477600001
ACH-000137,-0.0102475121866
ACH-000138,-0.073384402367
ACH-000142,-0.10924756935499999
ACH-000143,-0.0705472400117
ACH-000146,-0.135251058079
ACH-000148,0.04961694181890001
ACH-000150,-0.10323412770300001
ACH-000152,-0.161135616437
ACH-000153,-0.110614928794
ACH-000159,0.022292127541900002
ACH-000160,0.0651310656096
ACH-000163,0.060921567692599994
ACH-000167,-0.230286170475
ACH-000168,0.298231827332
ACH-000169,0.09411184980360002
ACH-000178,-0.08600873222760001
ACH-000182,-0.013790021377999999
ACH-000183,0.0250756064807
ACH-000188,-0.18180659060499998
ACH-000189,-0.246164903844
ACH-000190,-0.0707732584452
ACH-000198,-0.069406098858
ACH-000204,-0.174585122368
ACH-000206,0.0364524007524
ACH-000207,-0.220516985306
ACH-000211,-0.0337105409455
ACH-000215,-0.0636792204332
ACH-000221,-0.108937329938
ACH-000222,-0.0745460761431
ACH-000223,0.11117680219000001
ACH-000226,0.0269106088855
ACH-000227,0.16058167230999998
ACH-000228,0.00257643627218
ACH-000231,0.0558386400232
ACH-000232,0.110682803941
ACH-000233,-0.022249960255400002
ACH-000234,-0.225915221718
ACH-000235,0.0122203506866
ACH-000237,-0.058404723389
ACH-000238,0.0159941348678
ACH-000243,0.00175663300641
ACH-000244,0.0971414795294
ACH-000246,-0.00126789060315
ACH-000248,0.030509718866699998
ACH-000250,-0.0113378673212
ACH-000251,-0.054254780390499996
ACH-000253,0.024987251507200003
ACH-000255,-0.10008366306399999
ACH-000256,-0.04969008329559999
ACH-000257,0.198076351686
ACH-000258,0.0190288660683
ACH-000259,-0.006013005018430001
ACH-000260,-0.0974044704845
ACH-000261,0.0970673534915
ACH-000262,-0.0433911544263
ACH-000263,-0.221437905989
ACH-000264,-0.063015413417
ACH-000265,-0.143718131546
ACH-000266,-0.00865903301545
ACH-000272,0.021673605386799997
ACH-000273,0.025217573835299996
ACH-000274,-0.127917434782
ACH-000277,0.104605059688
ACH-000278,-0.05033718501730001
ACH-000279,0.0261764674958
ACH-000280,-0.0696417045964
ACH-000281,-0.208927799741
ACH-000288,0.0854287137929
ACH-000291,-0.0911252843318
ACH-000293,-0.09637879760910001
ACH-000294,-0.181858690898
ACH-000295,-0.31587281761
ACH-000296,-0.09884907593669999
ACH-000302,-0.0298752613718
ACH-000304,0.37718684625200005
ACH-000307,-0.0760972731053
ACH-000308,0.08082093971189999
ACH-000310,0.009002082478629998
ACH-000311,-0.137676872604
ACH-000312,0.12149815101299999
ACH-000315,0.17732530334899999
ACH-000316,0.0527212606551
ACH-000317,-0.134013595859
ACH-000318,-0.0695704495141
ACH-000319,-0.0985638581368
ACH-000320,0.0367048109441
ACH-000322,-0.25426405179
ACH-000323,-0.0960907702651
ACH-000324,0.15671458598500002
ACH-000329,-0.134804177481
ACH-000330,-0.133476733442
ACH-000331,0.0387965010079
ACH-000332,-0.04989062567
ACH-000334,0.202070907357
ACH-000335,0.122471720924
ACH-000336,-0.163407596896
ACH-000337,-0.0414283067759
ACH-000339,-0.0574870835611
ACH-000341,0.00017509862995900003
ACH-000348,0.130781694124
ACH-000350,-0.0724684768634
ACH-000352,-0.04193876852680001
ACH-000356,0.29602692843899997
ACH-000361,-0.0555788676171
ACH-000362,0.0722327115559
ACH-000363,-0.12082281955299999
ACH-000364,-0.08407964970730002
ACH-000365,-0.0262400323047
ACH-000366,-0.0052778929790799995
ACH-000368,0.188733893682
ACH-000374,-0.0762296438174
ACH-000375,-0.220888448202
ACH-000376,-0.0871898782354
ACH-000381,-0.0493138419434
ACH-000383,-0.0841324341848
ACH-000387,0.07050368744589999
ACH-000389,-0.063730187751
ACH-000390,-0.0650883941295
ACH-000393,-0.205695359974
ACH-000395,0.117259380902
ACH-000397,0.042319187800000005
ACH-000401,0.0886596557838
ACH-000402,-0.0344278996671
ACH-000403,-0.0135225653948
ACH-000404,-0.408088875371
ACH-000406,-0.0103358819911
ACH-000407,-0.07984215935380001
ACH-000408,0.0304951981688
ACH-000410,-0.0643246864251
ACH-000411,0.194266375407
ACH-000414,0.0836284498121
ACH-000415,-0.15397645909000002
ACH-000416,0.048050972922
ACH-000420,-0.216301696991
ACH-000421,-0.0583379164463
ACH-000424,-0.295659437664
ACH-000425,0.045832932346800005
ACH-000426,-0.0532859609583
ACH-000427,-0.147062657719
ACH-000433,-0.0663808661615
ACH-000436,0.022909829737999998
ACH-000444,-0.175592771346
ACH-000445,-0.056269167966
ACH-000448,-0.171549968296
ACH-000450,-0.0208389412338
ACH-000452,-0.100663919215
ACH-000454,-0.322914112637
ACH-000458,-0.124555170491
ACH-000459,0.13066966075
ACH-000460,-0.162745564531
ACH-000461,-0.135183059266
ACH-000463,-0.0225981141974
ACH-000464,-0.239193187742
ACH-000466,0.0568773836915
ACH-000467,-0.12295089727700001
ACH-000468,-0.00982452778193
ACH-000469,0.0555495164759
ACH-000470,0.0411716516524
ACH-000471,-0.053820147092000004
ACH-000472,-0.101446155309
ACH-000473,-0.113867118073
ACH-000475,-0.0483891401708
ACH-000476,-0.12085849293199999
ACH-000477,-0.308979255614
ACH-000480,0.171468237943
ACH-000481,-0.0895520801005
ACH-000483,0.121888904178
ACH-000484,-0.219927244633
ACH-000485,0.07102077917539999
ACH-000486,-0.0321468831833
ACH-000487,0.044395473393
ACH-000488,-0.0365270444596
ACH-000490,-0.12208475301300001
ACH-000491,-0.08741883107169998
ACH-000495,0.0411761225611
ACH-000496,0.169471541074
ACH-000499,-0.0891450975762
ACH-000500,-0.22279429845100002
ACH-000502,-0.100626374609
ACH-000503,-0.0747788849355
ACH-000505,0.0171756836437
ACH-000507,0.134326724032
ACH-000510,-0.028813409496400003
ACH-000511,0.0185158796352
ACH-000512,-0.07992683169430001
ACH-000516,0.0594844124615
ACH-000517,0.0841397920929
ACH-000518,0.21402177922600002
ACH-000520,0.017964198152700003
ACH-000521,-0.0469114745048
ACH-000522,0.000813028873778
ACH-000524,-0.0241169381702
ACH-000527,-0.0747608573346
