,DACT3 (147906)
ACH-000004,-0.29155157165
ACH-000007,-0.0037587668920600003
ACH-000009,-0.31952665475200004
ACH-000011,-0.072635534903
ACH-000012,-0.28151425006299996
ACH-000013,-0.23718533000599998
ACH-000014,-0.130402597961
ACH-000015,-0.501830195395
ACH-000017,-0.370832254568
ACH-000018,-0.0976751200313
ACH-000019,-0.063318079705
ACH-000021,-0.279718096957
ACH-000022,-0.36280207507
ACH-000025,-0.042274277506400004
ACH-000028,-0.263080350414
ACH-000030,-0.23548162514600002
ACH-000035,-0.411109562579
ACH-000036,-0.16891442523699998
ACH-000037,-0.428814892213
ACH-000039,-0.16221550563200002
ACH-000040,0.05840137576169999
ACH-000041,-0.256930613555
ACH-000042,-0.228426065884
ACH-000045,-0.10424093064500001
ACH-000047,-0.14508810783
ACH-000052,-0.255577727584
ACH-000053,-0.487035087136
ACH-000054,-0.37003165646200004
ACH-000055,-0.120529041785
ACH-000060,0.0555791543812
ACH-000067,-0.369176349169
ACH-000070,-0.128574921619
ACH-000075,-0.346359083301
ACH-000078,-0.271623343229
ACH-000082,-0.167012316699
ACH-000085,-0.47804662769100004
ACH-000086,-0.538544639154
ACH-000087,-0.298989720561
ACH-000092,-0.261002929322
ACH-000095,-0.256579500666
ACH-000097,-0.39896064582900004
ACH-000098,-0.47225887554799995
ACH-000099,-0.194111312955
ACH-000108,-0.266350573778
ACH-000113,-0.240669636947
ACH-000115,-0.246847943319
ACH-000116,-0.199182762429
ACH-000118,-0.243976613825
ACH-000120,-0.03776926917080001
ACH-000123,-0.116053340012
ACH-000127,-0.244270795359
ACH-000128,-0.120241578728
ACH-000132,-0.229421955167
ACH-000133,-0.161779593699
ACH-000137,-0.355844002471
ACH-000138,-0.321122450696
ACH-000142,-0.34940887761699996
ACH-000143,-0.262813467492
ACH-000146,-0.24783003041700002
ACH-000148,-0.089280227822
ACH-000150,0.0184268704448
ACH-000152,-0.351151564432
ACH-000153,-0.45249387716600004
ACH-000159,-0.37995103331
ACH-000160,-0.159618314865
ACH-000163,-0.237639369606
ACH-000167,-0.295583139038
ACH-000168,-0.43894418162199994
ACH-000169,-0.278462306175
ACH-000178,-0.25489532666
ACH-000182,-0.344448384636
ACH-000183,-0.139230155516
ACH-000188,-0.248903929292
ACH-000189,-0.0626400898288
ACH-000190,-0.43903373389300004
ACH-000198,-0.13858317289
ACH-000204,-0.44204714690499997
ACH-000206,-0.40315625841799996
ACH-000207,-0.286096202612
ACH-000211,-0.307056991893
ACH-000215,-0.183200711869
ACH-000221,-0.574349729906
ACH-000222,-0.345420682831
ACH-000223,-0.08949966285779999
ACH-000226,-0.373798462539
ACH-000227,0.009582067009899999
ACH-000228,-0.397908279819
ACH-000231,-0.24678915195599999
ACH-000232,-0.229048343228
ACH-000233,-0.268064811888
ACH-000234,-0.369990822774
ACH-000235,-0.335883539014
ACH-000237,-0.249005143387
ACH-000238,-0.30469850152899997
ACH-000243,-0.176935828559
ACH-000244,-0.444349529517
ACH-000246,-0.260340054617
ACH-000248,-0.219486163828
ACH-000250,-0.28784305145
ACH-000251,-0.14887636065999998
ACH-000253,-0.380069907192
ACH-000255,-0.363174522905
ACH-000256,-0.224587943366
ACH-000257,0.043571475908699996
ACH-000258,-0.25523211527899997
ACH-000259,-0.230033205602
ACH-000260,-0.212833717953
ACH-000261,-0.350921662578
ACH-000262,-0.617514501365
ACH-000263,-0.614429671748
ACH-000264,-0.183602956122
ACH-000265,-0.251778784523
ACH-000266,-0.277263440106
ACH-000272,-0.18061591497699997
ACH-000273,-0.00146246394375
ACH-000274,-0.23087181800700002
ACH-000277,-0.17438250051100002
ACH-000278,-0.215678313032
ACH-000279,-0.290731077995
ACH-000280,-0.224111562511
ACH-000281,-0.247719612615
ACH-000288,-0.136482707909
ACH-000291,-0.319007961715
ACH-000293,-0.352945655414
ACH-000294,-0.794110387806
ACH-000295,0.0787781795895
ACH-000296,-0.40845129927100005
ACH-000302,-0.148076064714
ACH-000304,-0.47909016638400004
ACH-000307,-0.122200438287
ACH-000308,-0.365517256967
ACH-000310,-0.135808322486
ACH-000311,-0.34211767365
ACH-000312,-0.102585895298
ACH-000315,-0.345690831181
ACH-000316,-0.07268925779230001
ACH-000317,0.150544753364
ACH-000318,-0.38092398590800003
ACH-000319,-0.440745883621
ACH-000320,0.053144039387
ACH-000322,-0.0498698055019
ACH-000323,-0.255767550604
ACH-000324,-0.37718051897699995
ACH-000329,-0.196084776094
ACH-000330,-0.201165078437
ACH-000331,-0.165843216584
ACH-000332,-0.20603225130999997
ACH-000334,-0.315830368222
ACH-000335,-0.39160022138899997
ACH-000336,-0.440978224542
ACH-000337,-0.0570831252379
ACH-000339,-0.339163431751
ACH-000341,-0.559295980555
ACH-000348,-0.34976031564099996
ACH-000350,-0.329711595606
ACH-000352,-0.33806233169100003
ACH-000356,-0.334779408499
ACH-000361,-0.141857503479
ACH-000362,-0.222805656963
ACH-000363,-0.13887090408
ACH-000364,-0.381513077311
ACH-000365,-0.25185087909299997
ACH-000366,-0.36429142908
ACH-000368,-0.0776456754121
ACH-000374,-0.233956293865
ACH-000375,-0.267670806974
ACH-000376,-0.253193753131
ACH-000381,-0.35091835183700004
ACH-000383,-0.419449760529
ACH-000387,-0.14871690669600002
ACH-000389,-0.290800150009
ACH-000390,-0.274654101258
ACH-000393,-0.130358400914
ACH-000395,-0.125108530188
ACH-000397,-0.27931369539
ACH-000401,-0.651213949028
ACH-000402,-0.736103959316
ACH-000403,-0.27490156726500004
ACH-000404,-0.25008245890700004
ACH-000406,-0.31255895019900004
ACH-000407,-0.22804085976500002
ACH-000408,-0.43027970536700005
ACH-000410,-0.09167975295780001
ACH-000411,-0.334788525063
ACH-000414,-0.22172298114
ACH-000415,-0.222536108001
ACH-000416,-0.292325527621
ACH-000420,-0.042012083093999994
ACH-000421,-0.19138945677799998
ACH-000424,-0.040235913049
ACH-000425,-0.21391542312800002
ACH-000426,-0.47168783271700004
ACH-000427,-0.531408463326
ACH-000433,-0.0782422742108
ACH-000436,-0.27531391139600003
ACH-000444,-0.348943921211
ACH-000445,-0.478298438736
ACH-000448,-0.263279680654
ACH-000450,-0.310385060335
ACH-000452,-0.12891034231100001
ACH-000454,-0.19734769222100002
ACH-000458,-0.34476373521700004
ACH-000459,-0.09109392090889999
ACH-000460,-0.24353912770799999
ACH-000461,-0.477230217661
ACH-000463,-0.24440536547800001
ACH-000464,-0.40255560483999997
ACH-000466,-0.362509331691
ACH-000467,-0.262773554896
ACH-000468,-0.25849434940099997
ACH-000469,-0.340770917648
ACH-000470,-0.497208739295
ACH-000471,-0.402034019874
ACH-000472,-0.357865765793
ACH-000473,-0.271031026013
ACH-000475,-0.2094887473
ACH-000476,-0.250726858402
ACH-000477,-0.6322871341690001
ACH-000480,-0.17183287052000001
ACH-000481,-0.34159891376699997
ACH-000483,-0.123509199483
ACH-000484,-0.091764208037
ACH-000485,-0.490785087884
ACH-000486,-0.38871008931699996
ACH-000487,-0.209484425502
ACH-000488,-0.235647591091
ACH-000490,-0.470945303993
ACH-000491,-0.328091352169
ACH-000495,0.00327676438488
ACH-000496,-0.248159066596
ACH-000499,-0.369970805396
ACH-000500,-0.18126179659699998
ACH-000502,-0.24958666123000003
ACH-000503,0.29876446838599996
ACH-000505,-0.320627693862
ACH-000507,-0.131070049273
ACH-000510,-0.348070181137
ACH-000511,-0.399215500079
ACH-000512,-0.220068050516
ACH-000516,-0.268279088495
ACH-000517,-0.240438071582
ACH-000518,-0.27428537456
ACH-000520,-0.36487942372599996
ACH-000521,-0.172433904896
ACH-000522,-0.207834665568
ACH-000524,-0.275402732411
ACH-000527,-0.17867092323800002
ACH-000528,-0.146871208562
ACH-000537,-0.298339815244
ACH-000541,-0.042608831939900005
ACH-000542,-0.251771275753
ACH-000544,-0.381766638115
ACH-000545,-0.288038262949
ACH-000547,-0.174877095286
ACH-000548,-0.328424050832
ACH-000549,-0.316422232495
ACH-000550,-0.006103222560310001
ACH-000552,-0.41117404035
ACH-000556,-0.44872996207800003
ACH-000557,-0.107391426193
ACH-000570,-0.24384271556499998
ACH-000571,-0.285160783505
ACH-000573,-0.23597891373500002
ACH-000576,-0.347813343226
ACH-000580,-0.21666741820399998
ACH-000584,-0.44912288237
ACH-000585,-0.363286415299
ACH-000588,-0.0658917721291
ACH-000589,-0.314509725637
ACH-000591,-0.20565655623
ACH-000593,-0.37252280597
ACH-000600,-0.23570369102
ACH-000601,-0.203654294804
ACH-000604,-0.155193546012
ACH-000605,-0.134878284944
ACH-000606,-0.266842406037
ACH-000608,-0.5316223801300001
ACH-000614,0.0271949466218
ACH-000616,-0.30817850593699997
ACH-000618,-0.109607163891
ACH-000619,-0.028545042937699997
ACH-000620,-0.376477526259
ACH-000621,-0.39527273892
ACH-000622,0.025765235869299997
ACH-000623,-0.37866403377700003
ACH-000624,-0.282346271977
ACH-000627,-0.33554917260300005
ACH-000630,-0.115368862753
ACH-000632,-0.19291186487700002
ACH-000633,-0.366444974621
ACH-000637,-0.438252051443
ACH-000638,-0.23764372509599999
ACH-000646,-0.662890216471
ACH-000647,-0.189704108307
ACH-000648,-0.10323633269400001
ACH-000649,-0.160879816573
ACH-000651,-0.327579018319
ACH-000652,-0.153465892155
ACH-000653,-0.487360560441
ACH-000657,-0.145717381413
ACH-000658,-0.376424967431
ACH-000661,-0.198954063312
ACH-000662,-0.33649932162699997
ACH-000663,-0.20827724271200002
ACH-000665,-0.11916614095799999
ACH-000671,-0.26735183992600003
ACH-000673,-0.15631066307900002
ACH-000676,-0.243384435327
ACH-000677,-0.407105083467
ACH-000681,-0.44436655778399997
